,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score,generation_reasoning
355,iter5_h2_q1,5,"The model assumes a strong correlation between a country's investment in renewable energy and its reduction in greenhouse gas emissions, particularly in the context of climate change mitigation",Energy Policy and Sustainability,,Q_given_P,"Given that the European Union implements a carbon pricing mechanism, will the share of renewable energy sources in the EU's energy mix increase by more than 25% by 2031?","This question resolves as YES if the share of renewable energy sources in the EU's energy mix increases by more than 25% by 2031, given that the European Union implements a carbon pricing mechanism, as reported by the European Commission on their official website (ec.europa.eu) by December 31, 2031. Resolution source: European Commission's official energy statistics.",0.7,"[0.75, 0.5, 0.75, 0.75, 0.75]",0.7497886281572576,
354,iter5_h2_q1,5,"The model assumes a strong correlation between a country's investment in renewable energy and its reduction in greenhouse gas emissions, particularly in the context of climate change mitigation",Energy Policy and Sustainability,,P,Will the European Union implement a carbon pricing mechanism by 2029?,"This question resolves as YES if the European Union implements a carbon pricing mechanism by 2029, as reported by the European Commission on their official website (ec.europa.eu) by December 31, 2029. Resolution source: European Commission's official press releases.",0.5700000000000001,"[0.5, 0.5, 0.5, 0.85, 0.5]",0.7497886281572576,
125,iter5_h0_q1,5,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",Cybersecurity,,P_and_Q,Will both IBM develop a quantum computer and the US Department of Energy invest more than $1 billion in quantum computing research by 2030?,"This question resolves as YES if both IBM develops a quantum computer and the US Department of Energy invests more than $1 billion in quantum computing research by 2030, as reported by IBM and the US Department of Energy on their official websites by December 31, 2030. Resolution source: IBM's official press releases and US Department of Energy's official budget reports.",0.6900000000000001,"[0.5, 0.75, 0.5, 0.85, 0.85]",0.7301171647346301,
124,iter5_h0_q1,5,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",Cybersecurity,,Q_given_P,"Given that IBM develops a quantum computer, will the US Department of Energy invest more than $1 billion in quantum computing research for cybersecurity applications by 2030?","This question resolves as YES if the US Department of Energy invests more than $1 billion in quantum computing research for cybersecurity applications by 2030, given that IBM develops a quantum computer, as reported by the US Department of Energy on their official website (energy.gov) by December 31, 2030. Resolution source: US Department of Energy's official budget reports.",0.59,"[0.5, 0.65, 0.65, 0.65, 0.5]",0.7301171647346301,
123,iter5_h0_q1,5,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",Cybersecurity,,P,Will IBM develop a quantum computer capable of simulating complex chemical reactions by 2028?,"This question resolves as YES if IBM develops a quantum computer capable of simulating complex chemical reactions by 2028, as reported by IBM on their official website (ibm.com) by December 31, 2028. Resolution source: IBM's official press releases.",0.44,"[0.45, 0.45, 0.35, 0.45, 0.5]",0.7301171647346301,
387,iter6_h3_q0,6,The model assumes a strong correlation between a country's economic growth and its investment in renewable energy by 2035,Economics,,P,Will China increase its investment in renewable energy by more than 10% by 2030?,"This question resolves as YES if China increases its investment in renewable energy by more than 10% by 2030, as reported by the Chinese Ministry of Finance on their official website (mof.gov.cn) by December 31, 2030. Resolution source: Chinese Ministry of Finance's official press releases.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.7239227659930266,
388,iter6_h3_q0,6,The model assumes a strong correlation between a country's economic growth and its investment in renewable energy by 2035,Economics,,Q_given_P,"Given that China increases its investment in renewable energy, will its GDP growth rate increase by more than 4% by 2035?","This question resolves as YES if China's GDP growth rate increases by more than 4% by 2035, given that China increases its investment in renewable energy, as reported by the World Bank on their official website (worldbank.org) by December 31, 2035. Resolution source: World Bank's official GDP growth rate data.",0.3999999999999999,"[0.5, 0.35, 0.35, 0.35, 0.45]",0.7239227659930266,
389,iter6_h3_q0,6,The model assumes a strong correlation between a country's economic growth and its investment in renewable energy by 2035,Economics,,P_and_Q,Will both China increase its investment in renewable energy by more than 10% by 2030 and its GDP growth rate increase by more than 4% by 2035?,"This question resolves as YES if both China increases its investment in renewable energy by more than 10% by 2030 and its GDP growth rate increases by more than 4% by 2035, as reported by the Chinese Ministry of Finance and the World Bank on their official websites by December 31, 2035. Resolution source: Chinese Ministry of Finance's official press releases and World Bank's official GDP growth rate data.",0.6199999999999999,"[0.65, 0.5, 0.65, 0.65, 0.65]",0.7239227659930266,
194,iter7_h2_q0,7,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports and Olympics,,P_and_Q,Will both Eliud Kipchoge win the 2027 London Marathon and Kenya win at least 9 gold medals in track and field events at the 2027 World Championships?,"This question resolves as YES if both Eliud Kipchoge wins the 2027 London Marathon and Kenya wins at least 9 gold medals in track and field events at the 2027 World Championships, as announced by the London Marathon organizers and reported by World Athletics on their official websites by August 31, 2027. Resolution source: London Marathon's official website and World Athletics' official website.",0.4599999999999999,"[0.5, 0.3, 0.5, 0.5, 0.5]",0.6949793614096393,
193,iter7_h2_q0,7,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports and Olympics,,Q_given_P,"Given that Eliud Kipchoge wins the 2027 London Marathon, will Kenya win at least 9 gold medals in track and field events at the 2027 World Championships?","This question resolves as YES if Kenya wins at least 9 gold medals in track and field events at the 2027 World Championships, given that Eliud Kipchoge wins the 2027 London Marathon, as reported by World Athletics on their official website (worldathletics.org) by August 31, 2027. Resolution source: World Athletics' official website.",0.38,"[0.45, 0.35, 0.25, 0.35, 0.5]",0.6949793614096393,
192,iter7_h2_q0,7,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports and Olympics,,P,Will Eliud Kipchoge win the 2027 London Marathon?,"This question resolves as YES if Eliud Kipchoge wins the 2027 London Marathon, as announced by the London Marathon organizers on their official website (londonmarathon.com) by May 31, 2027. Resolution source: London Marathon's official website.",0.2299999999999999,"[0.25, 0.15, 0.25, 0.25, 0.25]",0.6949793614096393,
213,iter1_h0_q1,1,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",AI and Computing,Overestimation of breakthroughs,P,Will Microsoft develop a quantum computer capable of simulating complex molecular interactions by 2030?,"This question resolves as YES if Microsoft develops a quantum computer capable of simulating complex molecular interactions by 2030, as reported by Microsoft on their official website (microsoft.com) by December 31, 2030. Resolution source: Microsoft's official press releases.",0.47,"[0.35, 0.5, 0.5, 0.5, 0.5]",0.6661509666379488,
214,iter1_h0_q1,1,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",AI and Computing,Overestimation of breakthroughs,Q_given_P,"Given that Microsoft develops a quantum computer, will the US Department of Defense invest more than $2 billion in quantum computing research for cybersecurity applications by 2032?","This question resolves as YES if the US Department of Defense invests more than $2 billion in quantum computing research for cybersecurity applications by 2032, given that Microsoft develops a quantum computer, as reported by the US Department of Defense on their official website (defense.gov) by December 31, 2032. Resolution source: US Department of Defense's official budget reports.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.6661509666379488,
215,iter1_h0_q1,1,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",AI and Computing,Overestimation of breakthroughs,P_and_Q,Will both Microsoft develop a quantum computer and the US Department of Defense invest more than $2 billion in quantum computing research by 2032?,"This question resolves as YES if both Microsoft develops a quantum computer and the US Department of Defense invests more than $2 billion in quantum computing research by 2032, as reported by Microsoft and the US Department of Defense on their official websites by December 31, 2032. Resolution source: Microsoft's official press releases and US Department of Defense's official budget reports.",0.63,"[0.5, 0.5, 0.7, 0.7, 0.75]",0.6661509666379488,
336,iter4_h4_q1,4,The model assumes a strong correlation between a company's investment in cybersecurity and its protection against data breaches by 2033,Cybersecurity,,P,Will Amazon Web Services (AWS) implement a new encryption protocol for cloud storage by 2029?,"This question resolves as YES if AWS implements a new encryption protocol for cloud storage by 2029, as reported by AWS on their official website (aws.amazon.com) by December 31, 2029. Resolution source: AWS's official press releases.",0.5700000000000001,"[0.5, 0.85, 0.5, 0.5, 0.5]",0.6571622359650041,
337,iter4_h4_q1,4,The model assumes a strong correlation between a company's investment in cybersecurity and its protection against data breaches by 2033,Cybersecurity,,Q_given_P,"Given that AWS implements a new encryption protocol, will the number of cloud storage data breaches decrease by more than 15% by 2031?","This question resolves as YES if the number of cloud storage data breaches decreases by more than 15% by 2031, given that AWS implements a new encryption protocol, as reported by the Cloud Security Alliance (CSA) on their official website (cloudsecurityalliance.org) by December 31, 2031. Resolution source: CSA's official data.",0.45,"[0.45, 0.45, 0.45, 0.45, 0.45]",0.6571622359650041,
338,iter4_h4_q1,4,The model assumes a strong correlation between a company's investment in cybersecurity and its protection against data breaches by 2033,Cybersecurity,,P_and_Q,Will both AWS implement a new encryption protocol by 2029 and the number of cloud storage data breaches decrease by more than 15% by 2031?,"This question resolves as YES if both AWS implements a new encryption protocol by 2029 and the number of cloud storage data breaches decreases by more than 15% by 2031, as reported by AWS and the CSA on their official websites by December 31, 2031. Resolution source: AWS's official press releases and CSA's official data.",0.65,"[0.75, 0.55, 0.65, 0.65, 0.65]",0.6571622359650041,
169,iter6_h3_q0,6,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports,,Q_given_P,"Given that Eliud Kipchoge wins the 2026 London Marathon, will Kenya win at least 7 gold medals in track and field events at the 2026 World Championships?","This question resolves as YES if Kenya wins at least 7 gold medals in track and field events at the 2026 World Championships, given that Eliud Kipchoge wins the 2026 London Marathon, as reported by World Athletics on their official website (worldathletics.org) by August 31, 2026. Resolution source: World Athletics' official website.",0.3399999999999999,"[0.35, 0.25, 0.35, 0.25, 0.5]",0.6206453425569958,
170,iter6_h3_q0,6,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports,,P_and_Q,Will both Eliud Kipchoge win the 2026 London Marathon and Kenya win at least 7 gold medals in track and field events at the 2026 World Championships?,"This question resolves as YES if both Eliud Kipchoge wins the 2026 London Marathon and Kenya wins at least 7 gold medals in track and field events at the 2026 World Championships, as announced by the London Marathon organizers and reported by World Athletics on their official websites by August 31, 2026. Resolution source: London Marathon's official website and World Athletics' official website.",0.4840000000000001,"[0.5, 0.6, 0.12, 0.6, 0.6]",0.6206453425569958,
168,iter6_h3_q0,6,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports,,P,Will Eliud Kipchoge win the 2026 London Marathon?,"This question resolves as YES if Eliud Kipchoge wins the 2026 London Marathon, as announced by the London Marathon organizers on their official website (londonmarathon.com) by May 31, 2026. Resolution source: London Marathon's official website.",0.4,"[0.25, 0.5, 0.5, 0.5, 0.25]",0.6206453425569958,
4,iter1_h0_q1,1,"The model overestimates joint probabilities in scenarios involving multiple events or conditions, as observed in the Speed Chess Championship example",,,Q_given_P,"Given that the ECB raises interest rates by more than 1%, will the euro appreciate against the US dollar by more than 5% in 2024?","The ECB's monetary policy decisions can impact currency markets, but the relationship is complex. Resolution date: December 31, 2024. Resolution criteria: Official exchange rate data from the ECB. Resolution source: ECB.eu",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25]",0.6098359147422413,
3,iter1_h0_q1,1,"The model overestimates joint probabilities in scenarios involving multiple events or conditions, as observed in the Speed Chess Championship example",,,P,Will the European Central Bank raise interest rates by more than 1% in 2024?,"The ECB has been monitoring inflation and economic growth in the EU, and a rate hike is possible. Resolution date: December 31, 2024. Resolution criteria: Official ECB press release. Resolution source: ECB.eu",0.27,"[0.25, 0.25, 0.25, 0.25, 0.35]",0.6098359147422413,
5,iter1_h0_q1,1,"The model overestimates joint probabilities in scenarios involving multiple events or conditions, as observed in the Speed Chess Championship example",,,P_and_Q,Will both the ECB raise interest rates by more than 1% and the euro appreciate against the US dollar by more than 5% in 2024?,"The ECB's decisions can have far-reaching effects on the economy and financial markets. Resolution date: December 31, 2024. Resolution criteria: Official ECB press release and exchange rate data. Resolution source: ECB.eu",0.38,"[0.15, 0.5, 0.5, 0.25, 0.5]",0.6098359147422413,
235,iter1_h2_q2,1,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports,Overestimation of correlation,Q_given_P,"Given that Karsten Warholm wins the 400m hurdles, will Norway win at least 4 gold medals in track and field events at the 2028 World Championships?","This question resolves as YES if Norway wins at least 4 gold medals in track and field events at the 2028 World Championships, given that Karsten Warholm wins the 400m hurdles, as reported by World Athletics on their official website (worldathletics.org) by August 31, 2028. Resolution source: World Athletics' official website.",0.29,"[0.15, 0.15, 0.5, 0.15, 0.5]",0.6095306819648555,
234,iter1_h2_q2,1,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports,Overestimation of correlation,P,Will Karsten Warholm win the 400m hurdles at the 2028 World Championships?,"This question resolves as YES if Karsten Warholm wins the 400m hurdles at the 2028 World Championships, as announced by World Athletics on their official website (worldathletics.org) by August 31, 2028. Resolution source: World Athletics' official website.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.6095306819648555,
236,iter1_h2_q2,1,"The model assumes a strong correlation between individual and national sports performance, particularly in the context of Olympic Games and World Championships",Sports,Overestimation of correlation,P_and_Q,Will both Karsten Warholm win the 400m hurdles and Norway win at least 4 gold medals in track and field events at the 2028 World Championships?,"This question resolves as YES if both Karsten Warholm wins the 400m hurdles and Norway wins at least 4 gold medals in track and field events at the 2028 World Championships, as announced by World Athletics on their official website (worldathletics.org) by August 31, 2028. Resolution source: World Athletics' official website.",0.43,"[0.15, 0.5, 0.5, 0.5, 0.5]",0.6095306819648555,
33,iter2_h0_q1,2,"The model overestimates joint probabilities in scenarios involving multiple events or conditions, as observed in the Speed Chess Championship example",Sports,,P,Will LeBron James win the NBA MVP award in 2025?,"This question resolves as YES if LeBron James wins the NBA MVP award in 2025, as announced by the National Basketball Association (NBA) on their official website (NBA.com) by May 31, 2025.",0.1,"[0.1, 0.1, 0.1, 0.1, 0.1]",0.6027793659597634,
35,iter2_h0_q1,2,"The model overestimates joint probabilities in scenarios involving multiple events or conditions, as observed in the Speed Chess Championship example",Sports,,P_and_Q,Will both LeBron James win the NBA MVP award and the Los Angeles Lakers win the NBA championship in 2025?,"This question resolves as YES if both LeBron James wins the NBA MVP award and the Los Angeles Lakers win the NBA championship in 2025, as announced by the National Basketball Association (NBA) on their official website (NBA.com) by July 31, 2025.",0.3339999999999999,"[0.5, 0.5, 0.05, 0.12, 0.5]",0.6027793659597634,
34,iter2_h0_q1,2,"The model overestimates joint probabilities in scenarios involving multiple events or conditions, as observed in the Speed Chess Championship example",Sports,,Q_given_P,"Given that LeBron James wins the NBA MVP award, will the Los Angeles Lakers win the NBA championship in 2025?","This question resolves as YES if the Los Angeles Lakers win the NBA championship in 2025, given that LeBron James wins the NBA MVP award, as announced by the National Basketball Association (NBA) on their official website (NBA.com) by July 31, 2025.",0.39,"[0.35, 0.35, 0.25, 0.5, 0.5]",0.6027793659597634,
78,iter3_h3_q0,3,"The model assumes a strong correlation between individual and national sports performance, as observed in the Faith Kipyegon example",Sports,,P,Will Eliud Kipchoge win the 2025 London Marathon?,"This question resolves as YES if Eliud Kipchoge wins the 2025 London Marathon, as announced by the London Marathon organizers on their official website (londonmarathon.com) by May 31, 2025.",0.3099999999999999,"[0.25, 0.35, 0.35, 0.35, 0.25]",0.5727298517420679,
80,iter3_h3_q0,3,"The model assumes a strong correlation between individual and national sports performance, as observed in the Faith Kipyegon example",Sports,,P_and_Q,Will both Eliud Kipchoge win the 2025 London Marathon and Kenya win at least 5 gold medals in track and field events at the 2025 World Championships?,"This question resolves as YES if both Eliud Kipchoge wins the 2025 London Marathon and Kenya wins at least 5 gold medals in track and field events at the 2025 World Championships, as announced by the London Marathon organizers and reported by World Athletics on their official websites by August 31, 2025.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5727298517420679,
79,iter3_h3_q0,3,"The model assumes a strong correlation between individual and national sports performance, as observed in the Faith Kipyegon example",Sports,,Q_given_P,"Given that Eliud Kipchoge wins the 2025 London Marathon, will Kenya win at least 5 gold medals in track and field events at the 2025 World Championships?","This question resolves as YES if Kenya wins at least 5 gold medals in track and field events at the 2025 World Championships, given that Eliud Kipchoge wins the 2025 London Marathon, as reported by World Athletics on their official website (worldathletics.org) by August 31, 2025.",0.5399999999999999,"[0.45, 0.5, 0.55, 0.55, 0.65]",0.5727298517420679,
52,iter2_h3_q1,2,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Technology,,Q_given_P,"Given that Tesla achieves level 5 autonomy, will Waymo also achieve level 5 autonomy in its vehicles by 2025?","This question resolves as YES if Waymo achieves level 5 autonomy in its vehicles by 2025, given that Tesla achieves level 5 autonomy, as reported by Waymo on their official website (Waymo.com) by December 31, 2025.",0.5599999999999999,"[0.65, 0.65, 0.5, 0.5, 0.5]",0.5701875599831568,
53,iter2_h3_q1,2,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Technology,,P_and_Q,Will both Tesla and Waymo achieve level 5 autonomy in their vehicles by 2025?,"This question resolves as YES if both Tesla and Waymo achieve level 5 autonomy in their vehicles by 2025, as announced by Tesla and reported by Waymo on their official websites by December 31, 2025.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5701875599831568,
51,iter2_h3_q1,2,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Technology,,P,Will Tesla achieve level 5 autonomy in its vehicles by 2025?,"This question resolves as YES if Tesla achieves level 5 autonomy in its vehicles by 2025, as announced by Tesla on their official website (Tesla.com) by December 31, 2025.",0.3,"[0.25, 0.5, 0.25, 0.25, 0.25]",0.5701875599831568,
122,iter5_h0_q0,5,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",AI and Computing,,P_and_Q,Will both Google announce a functional quantum computer and the NSA develop and implement new quantum-resistant encryption standards by 2029?,"This question resolves as YES if both Google announces a functional quantum computer and the NSA develops and implements new quantum-resistant encryption standards by 2029, as reported by Google and the NSA on their official websites by December 31, 2029. Resolution source: Google's official blog posts and NSA's official press releases.",0.41,"[0.45, 0.45, 0.45, 0.35, 0.35]",0.5637641937069315,
121,iter5_h0_q0,5,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",AI and Computing,,Q_given_P,"Given that Google announces a functional quantum computer, will the NSA develop and implement new quantum-resistant encryption standards for US government communications by 2029?","This question resolves as YES if the NSA develops and implements new quantum-resistant encryption standards for US government communications by 2029, given that Google announces a functional quantum computer, as reported by the NSA on their official website (nsa.gov) by December 31, 2029. Resolution source: NSA's official press releases.",0.85,"[0.85, 0.95, 0.75, 0.85, 0.85]",0.5637641937069315,
120,iter5_h0_q0,5,"The model overestimates the probability of breakthroughs in quantum computing and their application in real-world scenarios, particularly in the field of cryptography and cybersecurity",AI and Computing,,P,Will Google announce a functional quantum computer capable of breaking current encryption standards by 2027?,"This question resolves as YES if Google announces a functional quantum computer capable of breaking current encryption standards by 2027, as reported by Google on their official blog (blog.google) by December 31, 2027. Resolution source: Google's official blog posts.",0.11,"[0.05, 0.15, 0.05, 0.15, 0.15]",0.5637641937069315,
77,iter3_h2_q1,3,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Economics,,P_and_Q,Will both the Federal Reserve raise interest rates by more than 1% and the S&P 500 decline by more than 10% in 2025?,"This question resolves as YES if both the Federal Reserve raises interest rates by more than 1% and the S&P 500 declines by more than 10% in 2025, as announced by the Federal Reserve and reported by S&P Dow Jones Indices on their official websites by December 31, 2025.",0.43,"[0.5, 0.5, 0.5, 0.5, 0.15]",0.5575628522652095,
76,iter3_h2_q1,3,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Economics,,Q_given_P,"Given that the Federal Reserve raises interest rates by more than 1%, will the S&P 500 decline by more than 10% in 2025?","This question resolves as YES if the S&P 500 declines by more than 10% in 2025, given that the Federal Reserve raises interest rates by more than 1%, as reported by S&P Dow Jones Indices on their official website (spglobal.com) by December 31, 2025.",0.41,"[0.5, 0.35, 0.5, 0.35, 0.35]",0.5575628522652095,
75,iter3_h2_q1,3,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Economics,,P,Will the Federal Reserve raise interest rates by more than 1% in 2025?,"This question resolves as YES if the Federal Reserve raises interest rates by more than 1% in 2025, as announced by the Federal Reserve on their official website (federalreserve.gov) by December 31, 2025.",0.3,"[0.25, 0.25, 0.25, 0.5, 0.25]",0.5575628522652095,
50,iter2_h3_q0,2,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Technology,,P_and_Q,Will both Google and Amazon comply with the EU's Digital Services Act by 2025?,"This question resolves as YES if both Google and Amazon comply with the EU's Digital Services Act by 2025, as reported by the European Commission on their official website (Ec.europa.eu) by December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.5545598088455933,
49,iter2_h3_q0,2,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Technology,,Q_given_P,"Given that Google complies with the EU's Digital Services Act, will Amazon also comply with the regulation by 2025?","This question resolves as YES if Amazon complies with the EU's Digital Services Act by 2025, given that Google complies with the regulation, as reported by the European Commission on their official website (Ec.europa.eu) by December 31, 2025.",0.64,"[0.5, 0.85, 0.5, 0.85, 0.5]",0.5545598088455933,
48,iter2_h3_q0,2,"The model overgeneralizes tech company compliance based on industry trends, as observed in the Meta and Microsoft example",Technology,,P,Will Google comply with the EU's Digital Services Act by 2025?,"This question resolves as YES if Google complies with the EU's Digital Services Act by 2025, as reported by the European Commission on their official website (Ec.europa.eu) by December 31, 2025.",0.82,"[0.5, 0.95, 0.85, 0.85, 0.95]",0.5545598088455933,
