,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
428,iter10_h3_q1,10,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services.",Automotive,,P_and_Q,Will Tesla's market share in the electric vehicle market increase by more than 15% in 2030 and the company's investment in autonomous driving technology increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Tesla's market share in the electric vehicle market increases by more than 15% in 2030, as reported by Tesla's official sales reports or reputable industry sources, and the company's investment in autonomous driving technology increases by at least 20% in the next 2 years, as reported by Tesla's official financial reports or reputable tech news sources.",0.63,"[0.7, 0.75, 0.6, 0.45, 0.65]",0.7465895844061037
426,iter10_h3_q1,10,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services.",Automotive,,P,Will Tesla's market share in the electric vehicle market increase by more than 15% in 2030?,"This question resolves as YES if Tesla's market share in the electric vehicle market increases by more than 15% in 2030, as reported by Tesla's official sales reports or reputable industry sources.",0.25,"[0.2, 0.35, 0.2, 0.25, 0.25]",0.7465895844061037
368,iter8_h3_q1,8,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,P_and_Q,Will the price of solar energy decrease by more than 12% in 2027 compared to 2026 and the adoption of solar energy increase by more than 18% in the next 3 years?,"This question resolves as YES if both conditions are met: the price of solar energy decreases by more than 12% in 2027 compared to 2026, as reported by reputable sources, and the adoption of solar energy increases by more than 18% in the next 3 years, as reported by credible sources.",0.6300000000000001,"[0.55, 0.75, 0.65, 0.6, 0.6]",0.6446844264364517
366,iter8_h3_q1,8,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,P,Will the price of solar energy decrease by more than 12% in 2027 compared to 2026?,"This question resolves as YES if the price of solar energy decreases by more than 12% in 2027 compared to 2026, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.2999999999999999,"[0.75, 0.15, 0.25, 0.2, 0.15]",0.6446844264364517
367,iter8_h3_q1,8,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,Q_given_P,"Given a decrease in solar energy prices, will the adoption of solar energy increase by more than 18% in the next 3 years?","This question resolves as YES if the adoption of solar energy increases by more than 18% in the next 3 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.78,"[0.8, 0.75, 0.8, 0.75, 0.8]",0.6446844264364517
134,iter4_h4_q1,4,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Technology,,P_and_Q,Will the investment in blockchain research increase by more than 45% in 2032 compared to 2031 and the development of decentralized exchange (DEX) protocols accelerate by at least 32% in the next 7 years?,"This question resolves as YES if both conditions are met: the investment in blockchain research increases by more than 45% in 2032 compared to 2031, as reported by the National Science Foundation (NSF) or other credible sources, and the development of decentralized exchange (DEX) protocols accelerates by at least 32% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or cryptocurrency exchanges.",0.456,"[0.2, 0.3, 0.35, 0.68, 0.75]",0.6215377208455921
132,iter4_h4_q1,4,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Technology,,P,Will the investment in blockchain research increase by more than 45% in 2032 compared to 2031?,"This question resolves as YES if the investment in blockchain research increases by more than 45% in 2032 compared to 2031, as reported by the National Science Foundation (NSF) or other credible sources.",0.15,"[0.1, 0.15, 0.05, 0.25, 0.2]",0.6215377208455921
133,iter4_h4_q1,4,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Technology,,Q_given_P,"Given an increase in blockchain research investment, will the development of decentralized exchange (DEX) protocols accelerate by at least 32% in the next 7 years?","This question resolves as YES if, given an increase in blockchain research investment, the development of decentralized exchange (DEX) protocols accelerates by at least 32% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or cryptocurrency exchanges.",0.7060000000000001,"[0.75, 0.7, 0.65, 0.75, 0.68]",0.6215377208455921
331,iter7_h2_q1,7,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Autonomous Driving,,Q_given_P,"Given an increase in public charging stations, will the development of autonomous driving technology for passenger vehicles accelerate by at least 15% in the next 5 years?","This question resolves as YES if the development of autonomous driving technology for passenger vehicles accelerates by at least 15% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies, and measured by the number of research papers, patents, or breakthroughs in autonomous driving technology.",0.6300000000000001,"[0.65, 0.7, 0.8, 0.35, 0.65]",0.617149602713489
332,iter7_h2_q1,7,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Autonomous Driving,,P_and_Q,Will the number of public charging stations for electric vehicles increase by more than 50% in 2025 compared to 2024 and the development of autonomous driving technology for passenger vehicles accelerate by at least 15% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of public charging stations for electric vehicles increases by more than 50% in 2025 compared to 2024, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 15% in the next 5 years, as reported by credible sources.",0.5700000000000001,"[0.65, 0.65, 0.4, 0.4, 0.75]",0.617149602713489
330,iter7_h2_q1,7,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Autonomous Driving,,P,Will the number of public charging stations for electric vehicles increase by more than 50% in 2025 compared to 2024?,"This question resolves as YES if the number of public charging stations for electric vehicles increases by more than 50% in 2025 compared to 2024, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.32,"[0.25, 0.65, 0.15, 0.25, 0.3]",0.617149602713489
30,iter1_h3_q1,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P,Will the cost of electric vehicle batteries decrease by more than 18% in 2029 compared to 2028?,"This question resolves as YES if the cost of electric vehicle batteries decreases by more than 18% in 2029 compared to 2028, as reported by reputable sources such as the National Renewable Energy Laboratory (NREL) or industry reports.",0.16,"[0.25, 0.25, 0.15, 0.05, 0.1]",0.6040543781728802
31,iter1_h3_q1,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,Q_given_P,"Given a decrease in electric vehicle battery costs, will the development of autonomous driving technology for commercial vehicles accelerate by at least 22% in the next 7 years?","This question resolves as YES if, given a decrease in electric vehicle battery costs, the development of autonomous driving technology for commercial vehicles accelerates by at least 22% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.686,"[0.65, 0.65, 0.8, 0.65, 0.68]",0.6040543781728802
32,iter1_h3_q1,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P_and_Q,Will the cost of electric vehicle batteries decrease by more than 18% in 2029 compared to 2028 and the development of autonomous driving technology for commercial vehicles accelerate by at least 22% in the next 7 years?,"This question resolves as YES if both conditions are met: the cost of electric vehicle batteries decreases by more than 18% in 2029 compared to 2028, as reported by reputable sources, and the development of autonomous driving technology for commercial vehicles accelerates by at least 22% in the next 7 years, as reported by credible sources.",0.45,"[0.45, 0.25, 0.65, 0.65, 0.25]",0.6040543781728802
234,iter4_h1_q1,4,The model underestimates the impact of genetic engineering on the development of new medical treatments,Biotechnology,,P,Will the number of genetic engineering startups increase by more than 25% in 2025 compared to 2024?,"This question resolves as YES if the number of genetic engineering startups increases by more than 25% in 2025 compared to 2024, as reported by reputable sources such as venture capital firms, startup accelerators, or industry reports.",0.32,"[0.3, 0.3, 0.3, 0.35, 0.35]",0.582009425395626
235,iter4_h1_q1,4,The model underestimates the impact of genetic engineering on the development of new medical treatments,Biotechnology,,Q_given_P,"Given that the number of genetic engineering startups increases by more than 25% in 2025 compared to 2024, will the development of new medical treatments for rare diseases accelerate by at least 15% in the next 5 years?","This question resolves as YES if the development of new medical treatments for rare diseases accelerates by at least 15% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies, and measured by the number of research papers, patents, or breakthroughs in rare disease treatments.",0.75,"[0.8, 0.75, 0.7, 0.8, 0.7]",0.582009425395626
236,iter4_h1_q1,4,The model underestimates the impact of genetic engineering on the development of new medical treatments,Biotechnology,,P_and_Q,Will the number of genetic engineering startups increase by more than 25% in 2025 compared to 2024 and the development of new medical treatments for rare diseases accelerate by at least 15% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering startups increases by more than 25% in 2025 compared to 2024, as reported by reputable sources, and the development of new medical treatments for rare diseases accelerates by at least 15% in the next 5 years, as reported by credible sources.",0.6,"[0.4, 0.75, 0.7, 0.7, 0.45]",0.582009425395626
26,iter1_h2_q2,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P_and_Q,Will the price of wind energy decrease by more than 12% in 2031 compared to 2030 and the adoption of wind energy increase by more than 25% in the next 6 years?,"This question resolves as YES if both conditions are met: the price of wind energy decreases by more than 12% in 2031 compared to 2030, as reported by reputable sources, and the adoption of wind energy increases by more than 25% in the next 6 years, as reported by credible sources.",0.45,"[0.3, 0.65, 0.25, 0.7, 0.35]",0.5798630725265455
25,iter1_h2_q2,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,Q_given_P,"Given a decrease in wind energy prices, will the adoption of wind energy increase by more than 25% in the next 6 years?","This question resolves as YES if, given a decrease in wind energy prices, the adoption of wind energy increases by more than 25% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.74,"[0.7, 0.75, 0.75, 0.7, 0.8]",0.5798630725265455
24,iter1_h2_q2,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P,Will the price of wind energy decrease by more than 12% in 2031 compared to 2030?,"This question resolves as YES if the price of wind energy decreases by more than 12% in 2031 compared to 2030, as reported by reputable sources such as the National Renewable Energy Laboratory (NREL) or industry reports.",0.16,"[0.25, 0.2, 0.1, 0.15, 0.1]",0.5798630725265455
7,iter1_h0_q2,1,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,AI and Computing,Overestimation of correlation,Q_given_P,"Given an increase in 5G subscriptions in the United States, will the number of IoT devices connected to 5G networks in the United States increase by more than 30% in 2029?","This question resolves as YES if, given an increase in 5G subscriptions in the United States, the number of IoT devices connected to 5G networks in the United States increases by more than 30% in 2029, as reported by credible sources such as market research firms or industry reports.",0.8400000000000001,"[0.8, 0.85, 0.85, 0.85, 0.85]",0.5761515811440671
8,iter1_h0_q2,1,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,AI and Computing,Overestimation of correlation,P_and_Q,Will the number of 5G subscriptions in the United States increase by more than 50% in 2028 compared to 2027 and the number of IoT devices connected to 5G networks in the United States increase by more than 30% in 2029?,"This question resolves as YES if both conditions are met: the number of 5G subscriptions in the United States increases by more than 50% in 2028 compared to 2027, as reported by reputable sources, and the number of IoT devices connected to 5G networks in the United States increases by more than 30% in 2029, as reported by credible sources.",0.3899999999999999,"[0.75, 0.1, 0.1, 0.15, 0.85]",0.5761515811440671
6,iter1_h0_q2,1,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,AI and Computing,Overestimation of correlation,P,Will the number of 5G subscriptions in the United States increase by more than 50% in 2028 compared to 2027?,"This question resolves as YES if the number of 5G subscriptions in the United States increases by more than 50% in 2028 compared to 2027, as reported by reputable sources such as the Federal Communications Commission (FCC) or industry reports.",0.09,"[0.05, 0.1, 0.1, 0.15, 0.05]",0.5761515811440671
313,iter6_h4_q1,6,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,Q_given_P,"Given a decrease in solar panel prices, will the adoption of solar energy increase by at least 15% in the next 2 years?","This question resolves as YES if the adoption of solar energy increases by at least 15% in the next 2 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.7699999999999999,"[0.75, 0.8, 0.75, 0.8, 0.75]",0.5704255391027218
312,iter6_h4_q1,6,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,P,Will the price of solar panels decrease by more than 10% in 2025 compared to 2024?,"This question resolves as YES if the price of solar panels decreases by more than 10% in 2025 compared to 2024, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.3299999999999999,"[0.25, 0.35, 0.35, 0.25, 0.45]",0.5704255391027218
314,iter6_h4_q1,6,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,P_and_Q,Will the price of solar panels decrease by more than 10% in 2025 compared to 2024 and the adoption of solar energy increase by at least 15% in the next 2 years?).,"This question resolves as YES if both conditions are met: the price of solar panels decreases by more than 10% in 2025 compared to 2024, as reported by reputable sources, and the adoption of solar energy increases by at least 15% in the next 2 years, as reported by credible sources.",0.61,"[0.55, 0.45, 0.7, 0.7, 0.65]",0.5704255391027218
15,iter1_h1_q2,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P,Will the cost of electric vehicle batteries decrease by more than 15% in 2032 compared to 2031?,"This question resolves as YES if the cost of electric vehicle batteries decreases by more than 15% in 2032 compared to 2031, as reported by reputable sources such as the National Renewable Energy Laboratory (NREL) or industry reports.",0.18,"[0.2, 0.2, 0.15, 0.25, 0.1]",0.5590886658038706
17,iter1_h1_q2,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P_and_Q,Will the cost of electric vehicle batteries decrease by more than 15% in 2032 compared to 2031 and the development of autonomous driving technology for passenger vehicles accelerate by at least 18% in the next 5 years?,"This question resolves as YES if both conditions are met: the cost of electric vehicle batteries decreases by more than 15% in 2032 compared to 2031, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 18% in the next 5 years, as reported by credible sources.",0.4399999999999999,"[0.45, 0.25, 0.25, 0.6, 0.65]",0.5590886658038706
16,iter1_h1_q2,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,Q_given_P,"Given a decrease in electric vehicle battery costs, will the development of autonomous driving technology for passenger vehicles accelerate by at least 18% in the next 5 years?","This question resolves as YES if, given a decrease in electric vehicle battery costs, the development of autonomous driving technology for passenger vehicles accelerates by at least 18% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.6799999999999999,"[0.65, 0.7, 0.65, 0.65, 0.75]",0.5590886658038706
372,iter8_h4_q1,8,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,P,Will Qualcomm's revenue from 5G-related products increase by more than 25% in 2027?,"This question resolves as YES if Qualcomm's revenue from 5G-related products increases by more than 25% in 2027, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.61,"[0.7, 0.65, 0.65, 0.35, 0.7]",0.5499815611117278
373,iter8_h4_q1,8,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,Q_given_P,"Given an increase in Qualcomm's 5G-related revenue, will the company's investment in IoT research and development increase by at least 20% in the next 2 years?","This question resolves as YES if Qualcomm's investment in IoT research and development increases by at least 20% in the next 2 years, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.64,"[0.35, 0.7, 0.75, 0.7, 0.7]",0.5499815611117278
374,iter8_h4_q1,8,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,P_and_Q,Will Qualcomm's revenue from 5G-related products increase by more than 25% in 2027 and the company's investment in IoT research and development increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Qualcomm's revenue from 5G-related products increases by more than 25% in 2027, as reported by Qualcomm's official financial reports or reputable tech news sources, and the company's investment in IoT research and development increases by at least 20% in the next 2 years, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.7300000000000001,"[0.8, 0.75, 0.65, 0.7, 0.75]",0.5499815611117278
389,iter9_h2_q0,9,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,P_and_Q,Will the price of solar energy decrease by more than 15% in 2027 compared to 2026 and the adoption of solar energy increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: the price of solar energy decreases by more than 15% in 2027 compared to 2026, as reported by reputable sources, and the adoption of solar energy increases by at least 20% in the next 2 years, as reported by credible sources.",0.3999999999999999,"[0.35, 0.4, 0.2, 0.35, 0.7]",0.545255292758316
388,iter9_h2_q0,9,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,Q_given_P,"Given a decrease in solar energy prices, will the adoption of solar energy increase by at least 20% in the next 2 years?","This question resolves as YES if the adoption of solar energy increases by at least 20% in the next 2 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.75,"[0.8, 0.8, 0.8, 0.65, 0.7]",0.545255292758316
387,iter9_h2_q0,9,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,,P,Will the price of solar energy decrease by more than 15% in 2027 compared to 2026?,"This question resolves as YES if the price of solar energy decreases by more than 15% in 2027 compared to 2026, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.13,"[0.1, 0.15, 0.1, 0.15, 0.15]",0.545255292758316
395,iter9_h3_q0,9,The model overestimates the correlation between the development of Artificial General Intelligence (AGI) and the adoption of quantum computing,Artificial Intelligence and Computing,,P_and_Q,Will IBM's investment in AGI research increase by more than 30% in 2027 and the development of quantum computing accelerate by at least 25% in the next 5 years?,"This question resolves as YES if both conditions are met: IBM's investment in AGI research increases by more than 30% in 2027, as reported by IBM's official financial reports or reputable tech news sources, and the development of quantum computing accelerates by at least 25% in the next 5 years, as reported by credible sources.",0.4,"[0.4, 0.25, 0.65, 0.4, 0.3]",0.5401926750369895
394,iter9_h3_q0,9,The model overestimates the correlation between the development of Artificial General Intelligence (AGI) and the adoption of quantum computing,Artificial Intelligence and Computing,,Q_given_P,"Given an increase in IBM's AGI research investment, will the development of quantum computing accelerate by at least 25% in the next 5 years?","This question resolves as YES if the development of quantum computing accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies, and measured by the number of research papers, patents, or breakthroughs in quantum computing.",0.45,"[0.35, 0.3, 0.6, 0.35, 0.65]",0.5401926750369895
393,iter9_h3_q0,9,The model overestimates the correlation between the development of Artificial General Intelligence (AGI) and the adoption of quantum computing,Artificial Intelligence and Computing,,P,Will IBM's investment in AGI research increase by more than 30% in 2027?,"This question resolves as YES if IBM's investment in AGI research increases by more than 30% in 2027, as reported by IBM's official financial reports or reputable tech news sources.",0.24,"[0.25, 0.25, 0.2, 0.25, 0.25]",0.5401926750369895
101,iter3_h4_q0,3,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Blockchain,,P_and_Q,Will the number of blockchain-based financial transactions increase by more than 70% in 2029 compared to 2028 and the development of DeFi platforms for lending increase by more than 50% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of blockchain-based financial transactions increases by more than 70% in 2029 compared to 2028, as reported by the Financial Action Task Force (FATF) or other credible sources, and the development of DeFi platforms for lending increases by more than 50% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or DeFi companies.",0.44,"[0.4, 0.65, 0.25, 0.25, 0.65]",0.5399709043205801
99,iter3_h4_q0,3,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Blockchain,,P,Will the number of blockchain-based financial transactions increase by more than 70% in 2029 compared to 2028?,"This question resolves as YES if the number of blockchain-based financial transactions increases by more than 70% in 2029 compared to 2028, as reported by the Financial Action Task Force (FATF) or other credible sources.",0.18,"[0.15, 0.25, 0.2, 0.15, 0.15]",0.5399709043205801
100,iter3_h4_q0,3,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Blockchain,,Q_given_P,"Given an increase in blockchain-based financial transactions, will the development of DeFi platforms for lending increase by more than 50% in the next 5 years?","This question resolves as YES if, given an increase in blockchain-based financial transactions, the development of DeFi platforms for lending increases by more than 50% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or DeFi companies.",0.72,"[0.65, 0.7, 0.75, 0.75, 0.75]",0.5399709043205801
262,iter5_h1_q0,5,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation and Energy,,Q_given_P,"Given an increase in electric vehicle sales, will the development of autonomous driving technology for passenger vehicles accelerate by at least 10% in the next 5 years?","This question resolves as YES if the development of autonomous driving technology for passenger vehicles accelerates by at least 10% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies, and measured by the number of research papers, patents, or breakthroughs in autonomous driving technology.",0.79,"[0.85, 0.75, 0.75, 0.8, 0.8]",0.5363401312593429
263,iter5_h1_q0,5,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation and Energy,,P_and_Q,Will the number of electric vehicles sold worldwide increase by more than 40% in 2025 and the development of autonomous driving technology for passenger vehicles accelerate by at least 10% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of electric vehicles sold worldwide increases by more than 40% in 2025, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 10% in the next 5 years, as reported by credible sources.",0.624,"[0.6, 0.42, 0.75, 0.6, 0.75]",0.5363401312593429
261,iter5_h1_q0,5,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation and Energy,,P,Will the number of electric vehicles sold worldwide increase by more than 40% in 2025?,"This question resolves as YES if the number of electric vehicles sold worldwide increases by more than 40% in 2025, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.36,"[0.35, 0.35, 0.2, 0.7, 0.2]",0.5363401312593429
49,iter2_h0_q1,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,Telecommunications,,Q_given_P,"Given an increase in 6G patents filed by Samsung, will the development of Extended Reality (XR) technology for smart homes accelerate by at least 25% in the next 5 years?","This question resolves as YES if, given an increase in 6G patents filed by Samsung, the development of Extended Reality (XR) technology for smart homes accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.51,"[0.65, 0.35, 0.4, 0.7, 0.45]",0.5318569133489053
48,iter2_h0_q1,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,Telecommunications,,P,Will the number of 6G patents filed by Samsung increase by more than 40% in 2029 compared to 2028?,"This question resolves as YES if the number of 6G patents filed by Samsung increases by more than 40% in 2029 compared to 2028, as reported by the World Intellectual Property Organization (WIPO) or other credible sources.",0.4,"[0.35, 0.6, 0.45, 0.3, 0.3]",0.5318569133489053
