check_type,P_title,P_forecast,Q_title,Q_forecast,R_title,R_forecast,score
and,Will the New York Yankees Win the 2027 World Series?,0.1,Will the Los Angeles Dodgers Win the 2027 World Series?,0.05,"Will Both the New York Yankees and the Los Angeles Dodgers Win the 2027 World Series? Body: Will both of the following occur: (a) The New York Yankees win the Major League Baseball World Series in 2027, as determined by the final game results on October 30, 2027, and (b) The Los Angeles Dodgers win the Major League Baseball World Series in 2027, as determined by the final game results on October 30, 2027? For this question to be answered ""Yes,"" both teams must be declared the winners of the 2027 World Series, which is not possible under the current rules of Major League Baseball.",0.0,0.0
and,Will Microsoft Achieve Quantum Supremacy by 2029?,0.35,Will IBM Achieve Quantum Supremacy by 2029?,0.45,Will Both Microsoft and IBM Achieve Quantum Supremacy by 2029?,0.35,0.0
and,Will the Amazon Rainforest Experience Zero Deforestation by 2030?,0.15,Will the Congo Basin Experience Zero Deforestation by 2030?,0.15,"Will Both the Amazon Rainforest and the Congo Basin Experience Zero Deforestation by 2030? Body: Will both of the following occur: (a) There will be zero deforestation in the Amazon Rainforest by December 31, 2030, as reported by the Brazilian Institute of Environment and Renewable Natural Resources (IBAMA). (b) There will be zero deforestation in the Congo Basin by December 31, 2030, as reported by the Congolese Ministry of Environment. Resolution criteria: Both conditions must be met for the question to be answered ""Yes.""",0.05,0.0
and,Will NASA Discover Extraterrestrial Life on Mars by 2030?,0.25,Will SpaceX Discover Extraterrestrial Life on Mars by 2030?,0.05,"Will Both NASA and SpaceX Discover Extraterrestrial Life on Mars by 2030? Body: Will both of the following occur: (a) NASA announces the discovery of extraterrestrial microbial life on Mars by November 1, 2030, based on findings from Mars missions as reported in official NASA press releases, and (b) SpaceX announces the discovery of extraterrestrial microbial life on Mars by November 1, 2030, based on findings from its Mars missions as reported in official SpaceX press releases? Resolution criteria: Both announcements must be made by the respective organizations in their official press releases by the specified date.",0.05,0.0
and,Will India Surpass China as the World's Most Populous Country by 2027?,0.85,Will India Become the Largest Economy in the World by 2027?,0.01,Will India Surpass China in Population and the United States in Economy by 2027?,0.05,0.16626280667901447
and,Will a Country Achieve 100% Renewable Energy Usage by 2030?,0.15,Will No Country Achieve 100% Renewable Energy Usage by 2030?,0.85,Will both a country achieve and no country achieve 100% renewable energy usage by 2030?,0.0,0.0
and,Will the Global Average Temperature Increase by More Than 2°C by 2050?,0.55,Will the Global Average Temperature Increase by Less Than 1.5°C by 2050?,0.25,Will the Global Average Temperature Both Exceed 2°C and Remain Below 1.5°C by 2050?,0.0,0.0
and,Will Microsoft Acquire OpenAI by 2026?,0.35,Will Google Acquire OpenAI by 2026?,0.15,"Will both Microsoft and Google Acquire OpenAI by 2026? Body: Will both of the following occur: (a) Microsoft Corporation formally acquires OpenAI by June 30, 2026, as announced through official press releases or regulatory filings, and (b) Google LLC formally acquires OpenAI by June 30, 2026, as announced through official press releases or regulatory filings? Both conditions must be met for a ""Yes"" answer.",0.01,0.0
and,Will the European Union Implement a Digital Tax by 2025?,0.65,Will the United States Implement a Digital Tax on Foreign Tech Companies by 2025?,0.25,"Will Both the European Union and the United States Implement a Digital Tax by 2025? Body: Will both of the following occur: (a) The European Union officially implements a digital services tax applicable to major tech companies by January 1, 2025, as documented in EU legislative records. (b) The United States Congress officially implements a digital services tax applicable to foreign tech companies by January 1, 2025, as documented in US legislative records?",0.25,0.0
and,Will Japan Successfully Develop a Commercial Fusion Reactor by 2030?,0.15,Will South Korea Successfully Develop a Commercial Fusion Reactor by 2030?,0.15,"Will Both Japan and South Korea Successfully Develop Commercial Fusion Reactors by 2030? Body: Will both of the following occur: (a) Japan successfully develops and operationalizes a commercial fusion reactor by December 31, 2030, as reported by the Japan Atomic Energy Agency (JAEA), and (b) South Korea successfully develops and operationalizes a commercial fusion reactor by December 31, 2030, as reported by the Korea Institute of Energy Research (KIER)? The resolution criteria are based on official reports from JAEA for Japan and KIER for South Korea.",0.05,0.0
and,Will the United Kingdom Achieve Net Zero Carbon Emissions by 2050?,0.7,Will Australia Achieve Net Zero Carbon Emissions by 2050?,0.65,"Will Both the United Kingdom and Australia Achieve Net Zero Carbon Emissions by 2050? Body: Will both of the following occur: (a) The United Kingdom achieves net zero carbon emissions across all sectors by December 31, 2050, as verified by the UK Department for Business, Energy & Industrial Strategy. (b) Australia achieves net zero carbon emissions across all sectors by December 31, 2050, as verified by the Australian Department of Industry, Science, Energy and Resources?",0.65,0.0
and,Will Samsung Release a Foldable Smartphone in 2024?,0.85,Will Huawei Release a Foldable Smartphone in 2024?,0.75,"Will Both Samsung and Huawei Release Foldable Smartphones by March 31, 2024? Body: Will both of the following occur: (a) Samsung Electronics officially releases a new foldable smartphone model by March 31, 2024, as announced through official Samsung events or press releases, and (b) Huawei Technologies officially releases a new foldable smartphone model by March 31, 2024, as announced through official Huawei events or press releases? Resolution criteria: Both companies must make official announcements through their respective events or press releases confirming the release of new foldable smartphone models by the specified date.",0.85,0.17785726558372916
and,Will the Nobel Prize in Literature be Awarded to a Non-European Author in 2027?,0.55,Will the Nobel Prize in Physics be Awarded to a Female Scientist in 2027?,0.25,Will Both the Nobel Prize in Literature be Awarded to a Non-European Author and the Nobel Prize in Physics be Awarded to a Female Scientist in 2027?,0.18,0.0
and,"Will the Shanghai Stock Exchange Reach 7,000 Points by 2026?",0.35,"Will the New York Stock Exchange Reach 20,000 Points by 2026?",0.65,"Will Both the Shanghai and New York Stock Exchanges Reach Their Respective Targets by 2026? Body: Will both of the following occur: (a) The Shanghai Stock Exchange Composite Index reaches or exceeds 7,000 points by December 31, 2026, as reported by the Shanghai Stock Exchange. (b) The New York Stock Exchange Composite Index reaches or exceeds 20,000 points by December 31, 2026, as reported by the NYSE?",0.35,0.0
and,Will a Female President Be Elected in the United States by 2028?,0.25,Will a Third-Party Candidate Win the U.S. Presidential Election by 2028?,0.05,"Will Both a Female and a Third-Party Candidate Be Elected as U.S. President by 2028? Body: Will both of the following occur in the 2028 U.S. Presidential Election, with results confirmed by the Federal Election Commission on November 7, 2028: (a) A woman is elected as the President of the United States. (b) A candidate from a third party (not Democrat or Republican) is elected as the President of the United States?",0.01,0.0
and,Will Quantum Computing Solve Non-Factoring Problems by 2030?,0.15,Will Classical Computers Surpass Quantum Computers in Solving Non-Factoring Problems by 2030?,0.3,"Will both Quantum and Classical Computers Achieve Significant Milestones in Solving Non-Factoring Problems by 2030? Body: Will both of the following occur by January 1, 2030, as demonstrated in peer-reviewed scientific journals: (a) Quantum computers will be able to efficiently solve non-factoring class NP-complete problems. (b) Classical (non-quantum) computers will outperform quantum computers in solving non-factoring class NP-complete problems?",0.05,0.0
and,Will Spotify Introduce a Live Concert Streaming Feature by 2025?,0.45,Will Apple Music Introduce a Live Concert Streaming Feature by 2025?,0.65,"Will Both Spotify and Apple Music Introduce Live Concert Streaming Features by 2025? Body: Will both of the following occur: (a) Spotify launches a new feature enabling live concert streaming on its platform by August 1, 2025, as announced through official Spotify press releases, and (b) Apple Music launches a new feature enabling live concert streaming on its platform by August 1, 2025, as announced through official Apple press releases?",0.65,0.28977005745465195
and,Will the International Space Station Be Decommissioned by 2028?,0.25,Will NASA Launch a New Space Station to Replace the ISS by 2028?,0.35,Will Both the International Space Station Be Decommissioned and NASA Launch a New Space Station to Replace It by 2028?,0.15,0.0
and,Will the FDA Approve a Universal Flu Vaccine by 2027?,0.35,Will the WHO Declare the Flu Endemic by 2027?,0.65,"Will both the FDA approve a universal flu vaccine and the WHO declare the flu endemic by 2027? Body: Will both of the following occur by November 1, 2027: (a) The U.S. Food and Drug Administration (FDA) approves a universal flu vaccine that provides broad protection against multiple flu strains. (b) The World Health Organization (WHO) officially declares influenza as an endemic disease with no potential for eradication. Resolution criteria: Both conditions must be met by the specified date for the answer to be YES.",0.15,0.0
and,Will Tesla Release a Fully Autonomous Vehicle by 2026?,0.25,Will Waymo Release a Fully Autonomous Vehicle by 2026?,0.15,"Will Both Tesla and Waymo Release Fully Autonomous Vehicles by 2026? Body: Will both of the following occur: (a) Tesla, Inc. releases a fully autonomous (Level 5) vehicle available for consumer purchase by July 1, 2026, as announced through official Tesla events or press releases, and (b) Waymo LLC releases a fully autonomous (Level 5) vehicle available for consumer purchase by July 1, 2026, as announced through official Waymo events or press releases? Resolution criteria: Both companies must officially announce the release of their respective fully autonomous vehicles through their events or press releases by the specified date.",0.15,0.0
and,Will the Shaolin Monks Develop a Modern Martial Arts Curriculum by 2025?,0.35,Will the Brazilian Jiu-Jitsu Federation Introduce Traditional Techniques Exclusively by 2025?,0.15,"Will both the Shaolin Monks Develop a Modern Martial Arts Curriculum and the Brazilian Jiu-Jitsu Federation Introduce Traditional Techniques Exclusively by 2025? Body: Will both of the following occur by December 31, 2025: (a) The Shaolin Monks officially develop and publish a modern martial arts curriculum integrating contemporary techniques, as announced on their official website, and (b) The Brazilian Jiu-Jitsu Federation officially introduce a curriculum focusing exclusively on traditional BJJ techniques without integrating any modern methods, as announced on their official website? Resolution criteria: Both events must be confirmed through official announcements on the respective organizations' websites by the specified date.",0.1,0.0
and,Will Solar Energy Account for 50% of Global Electricity by 2030?,0.15,Will Wind Energy Account for 50% of Global Electricity by 2030?,0.1,Will Both Solar and Wind Energy Each Account for 50% of Global Electricity by 2030?,0.01,0.0
and,Will the Beatles Be Inducted into the Rock and Roll Hall of Fame in 2025?,0.01,Will Elvis Presley Be Inducted into the Rock and Roll Hall of Fame in 2025?,0.0,Will Both the Beatles and Elvis Presley Be Inducted into the Rock and Roll Hall of Fame in 2025?,0.0,0.0
and,Will Norway Have Zero Car Emissions by 2030?,0.25,Will Sweden Have Zero Car Emissions by 2030?,0.15,"Will Both Norway and Sweden Have Zero Car Emissions by 2030? Body: Will both of the following occur: (a) Norway achieves zero car emissions within its national borders by December 31, 2030, as verified by the Norwegian Environmental Agency, and (b) Sweden achieves zero car emissions within its national borders by December 31, 2030, as verified by the Swedish Environmental Protection Agency?",0.15,0.0
and,Will Netflix Achieve Over 500 Million Subscribers by 2028?,0.35,Will Disney+ Achieve Over 500 Million Subscribers by 2028?,0.35,Will Both Netflix and Disney+ Each Achieve Over 500 Million Subscribers by 2028?,0.25,0.0
and,Will China Fully Implement Its Social Credit System Nationwide by 2026?,0.65,Will India Implement a Nationwide Social Credit System by 2026?,0.05,Will Both China and India Implement Nationwide Social Credit Systems by 2026?,0.1,0.1344773141458422
and,Will the Global Plastic Production Decrease by 30% by 2030?,0.25,Will the Global Plastic Production Increase by 10% by 2030?,0.75,Will both a 30% decrease and a 10% increase in global plastic production occur by 2030?,0.0,0.0
and,Will the Human Population Exceed 10 Billion by 2050?,0.35,Will the Human Population Remain Below 9 Billion by 2050?,0.05,"Will the Human Population Both Exceed 10 Billion and Remain Below 9 Billion by 2050? Body: Will both of the following occur by December 31, 2050, as projected by the United Nations Department of Economic and Social Affairs: (a) The global human population will exceed 10 billion individuals. (b) The global human population will remain below 9 billion individuals? The resolution criteria for each component are based on the United Nations Department of Economic and Social Affairs' projections for the global human population by the specified date.",0.0,0.0
and,Will India Launch a Sixth Lunar Mission by 2027?,0.75,Will Japan Launch Its First Manned Lunar Mission by 2027?,0.35,"Will Both India Launch a Sixth Lunar Mission and Japan Launch Its First Manned Lunar Mission by 2027? Body: Will both of the following occur: (a) The Indian Space Research Organisation (ISRO) successfully launches a sixth lunar mission by October 1, 2027, as announced through official ISRO press releases, and (b) The Japan Aerospace Exploration Agency (JAXA) successfully launches its first manned lunar mission by October 1, 2027, as announced through official JAXA press releases? Resolution criteria: Each component will be resolved based on official press releases from ISRO and JAXA confirming the respective launches by the specified date.",0.25,0.0
and,Will Amazon Open a Physical Retail Store in Antarctica by 2026?,0.01,Will Walmart Open a Physical Retail Store in Antarctica by 2026?,0.01,"Will Both Amazon and Walmart Open Physical Retail Stores in Antarctica by 2026? Body: Will both of the following occur: (a) Amazon.com, Inc. opens its first physical retail store in Antarctica by December 31, 2026, as announced through official Amazon press releases, and (b) Walmart Inc. opens its first physical retail store in Antarctica by December 31, 2026, as announced through official Walmart press releases? Resolution criteria: Both events must be confirmed through official press releases from Amazon and Walmart, respectively, by the specified date.",0.001,0.0
and,Will Climate Change Cause Global Sea Levels to Rise by 1 Meter by 2040?,0.05,Will Climate Change Cause Global Sea Levels to Fall by 0.5 Meter by 2040?,0.01,Will Climate Change Cause Both a 1 Meter Rise and a 0.5 Meter Fall in Global Sea Levels by 2040?,0.0,0.0
and,Will the European Union Ban Single-Use Plastics by 2025?,0.65,Will the European Union Lift the Ban on Single-Use Plastics by 2025?,0.1,Will the European Union Both Ban and Lift the Ban on Single-Use Plastics by 2025?,0.05,0.0
and,"Will the Tokyo Stock Exchange Reach 10,000 Points by 2029?",0.95,"Will the London Stock Exchange Reach 8,000 Points by 2029?",0.75,"Will Both the Tokyo Stock Exchange and the London Stock Exchange Reach Their Respective Targets by 2029? Body: Will both of the following occur: (a) The Tokyo Stock Exchange Nikkei 225 Index reaches or exceeds 10,000 points by December 31, 2029, as reported by the Tokyo Stock Exchange. (b) The London Stock Exchange Financial Times Stock Exchange 100 Index (FTSE 100) reaches or exceeds 8,000 points by December 31, 2029, as reported by the London Stock Exchange?",0.75,0.0
and,Will Hollywood Produce More Than 200 Original Movies in 2026?,0.65,Will Bollywood Produce More Than 200 Original Movies in 2026?,0.75,"Will Both Hollywood and Bollywood Produce More Than 200 Original Movies Each in 2026? Body: Will both of the following occur: (a) Hollywood will release more than 200 original movies within the United States in the calendar year 2026, as reported by the Motion Picture Association, and (b) Bollywood productions will exceed 200 original movies within India in the calendar year 2026, as reported by the Film Federation of India?",0.65,0.0
and,Will the International Criminal Court Prosecute a Head of State by 2027?,0.35,Will the International Criminal Court Refrain from Prosecuting Any Head of State by 2027?,0.65,"Will the International Criminal Court Both Prosecute and Refrain from Prosecuting a Head of State by 2027? Body: Will both of the following occur by December 31, 2027, as documented in official ICC records: (a) The International Criminal Court (ICC) initiates prosecution against a sitting head of state. (b) The International Criminal Court (ICC) refrains from initiating prosecution against any sitting head of state? Resolution criteria: Both conditions must be met according to official ICC records by the specified date for the answer to be YES.",0.25,0.0
and,Will Virtual Reality Become the Primary Medium for Online Education by 2030?,0.15,Will Traditional Online Platforms Remain the Primary Medium for Online Education by 2030?,0.65,Will Both Virtual Reality and Traditional Online Platforms Be the Primary Medium for Online Education by 2030?,0.25,0.17785726558372922
and,Will China Implement a Lunar-Based Internet by 2028?,0.35,Will the United States Implement a Lunar-Based Internet by 2028?,0.15,"Will Both China and the United States Implement a Lunar-Based Internet by 2028? Body: Will both of the following occur: (a) China successfully implements a fully operational lunar-based internet infrastructure by December 31, 2028, as announced through official Chinese space agency publications, and (b) the United States establishes a fully operational lunar-based internet infrastructure by December 31, 2028, as announced through official NASA publications? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either or both countries do not meet their respective criteria, the answer is ""No"".",0.15,0.0
and,Will Electric Vehicles Account for 60% of Global Car Sales by 2030?,0.45,Will Internal Combustion Engine Vehicles Account for 60% of Global Car Sales by 2030?,0.55,Will Both Electric Vehicles and Internal Combustion Engine Vehicles Each Account for 60% of Global Car Sales by 2030?,0.0,0.0
and,Will South Korea Establish a Permanent Human Settlement on the Moon by 2035?,0.1,Will India Establish a Permanent Human Settlement on the Moon by 2035?,0.15,"Will Both South Korea and India Establish Permanent Human Settlements on the Moon by 2035? Body: Will both of the following occur: (a) South Korea establishes a permanent human settlement on the Moon by December 31, 2035, as announced through official Korean space agency publications, and (b) India establishes a permanent human settlement on the Moon by December 31, 2035, as announced through official Indian space agency publications? Resolution criteria: Both conditions must be met for the answer to be YES.",0.05,0.0
and,Will The Great Barrier Reef Experience Complete Coral Bleaching by 2040?,0.35,Will The Great Barrier Reef Remain Fully Intact Without Any Coral Bleaching by 2040?,0.05,Will the Great Barrier Reef Both Experience Complete Coral Bleaching and Remain Fully Intact Without Any Coral Bleaching by 2040?,0.0,0.0
