check_type,P_title,P_forecast,Q_title,Q_forecast,R_title,R_forecast,score
or,Will an artist perform a live concert to an in-person audience of over 1 million people in 2024?,0.05,Will no artist achieve this in 2024 AND will a virtual concert set a new record for the most simultaneous viewers online?,0.45,"Will either an artist perform a live concert to an in-person audience of over 1 million people in 2024, or will no artist achieve this and a virtual concert set a new record for the most simultaneous viewers online?",0.65,0.2072276544280605
or,"Will a single video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024?",0.01,Will no video achieve this in 2024 AND will a new platform overtake YouTube in monthly active users?,0.05,"Will either a single YouTube video reach over 1 billion views within 24 hours before December 31, 2024, or will no video achieve this in 2024 AND a new platform overtake YouTube in monthly active users?",0.05,0.0
or,Will any athlete win gold medals in both the Summer and Winter Olympics by 2026?,0.01,"Given that no athlete achieves this feat, will the 2024 Summer Olympics record the highest global viewership in history?",0.35,"Will either an athlete win gold medals in both the 2024 Summer and 2026 Winter Olympics, or will the 2024 Summer Olympics record the highest global viewership in history given no athlete achieves this feat?",0.35,0.0
or,Will a feature film released in 2024 be entirely generated by artificial intelligence and win an Academy Award?,0.05,Will no such AI-generated film win an Academy Award AND will traditional animation see a resurgence with a film winning Best Picture?,0.05,Will either an AI-generated film win an Academy Award or a traditionally animated film win Best Picture at the 2025 Academy Awards?,0.1,0.0
or,Will a musical artist have a single stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024?,0.01,Will no song achieve this feat AND will 2024 see the most number of different songs reach number one in a single year?,0.15,"Will either a song stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024, or will no song achieve this feat while 2024 sees the most number of different songs reach number one in a single year?",0.35,0.31401349732418027
or,Will a museum exhibit in 2024 attract over 20 million visitors within six months of opening?,0.05,Will no exhibit reach this attendance AND will virtual museum tours surpass physical visits globally in 2024?,0.15,"Will either a museum exhibit in 2024 attract over 20 million visitors within six months of opening, or will no exhibit reach this attendance AND virtual museum tours surpass physical visits globally in 2024?",0.15,0.0
but,"Will a single artist's album surpass 1 billion streams on Spotify within 24 hours of release before December 31, 2024?",0.01,"Will both of the following occur: (1) No single artist's album surpasses 1 billion streams on Spotify within 24 hours of release before December 31, 2024, and (2) An album that fails to surpass 1 billion streams within 24 hours wins Album of the Year at the 2025 Grammy Awards?",0.85,"Will either a single artist's album surpass 1 billion streams on Spotify within 24 hours of release before December 31, 2024, or will any artist fail to do so and have their album win Album of the Year at the 2025 Grammy Awards?",0.75,0.19268615248617726
but,Will a movie released in 2024 have a global opening weekend box office exceeding $600 million?,0.25,Will no movie released in 2024 have a global opening weekend box office exceeding $600 million AND will a movie released in 2024 win the Palme d'Or at the 2024 Cannes Film Festival?,0.15,"Will either a movie released in 2024 have a global opening weekend box office exceeding $600 million, or will a movie released in 2024 fail to achieve this and win the Palme d'Or at the 2024 Cannes Film Festival?",0.65,0.3391097170297434
but,Will the highest-grossing Broadway show in 2024 have weekly ticket sales between $3 million and $3.1 million during any week?,0.25,Will the highest-grossing Broadway show in 2024 avoid having weekly ticket sales between $3 million and $3.1 million during any week and have weekly ticket sales less than $3 million or greater than $3.1 million during every week?,0.75,Will the highest-grossing Broadway show in 2024 have weekly ticket sales that are either between $3 million and $3.1 million during any week or less than $3 million or greater than $3.1 million during every week?,0.95,0.07683220497531974
but,Will a video game released in 2024 sell over 20 million copies worldwide within one week of release?,0.15,"Will no video game released in 2024 sell over 20 million copies worldwide within one week, and will a major 2024 video game release receive a Metacritic score below 70 and still sell over 20 million copies worldwide within one week?",0.01,"Will either of the following occur for a video game released in 2024: (a) It sells over 20 million copies worldwide within one week of release, or (b) It receives a Metacritic score below 70 and still sells over 20 million copies worldwide within one week?",0.05,0.2551249838734923
but,Will any artist release an album in 2024 that debuts at number one in over 25 countries simultaneously?,0.65,"Will no artist release an album in 2024 that debuts at number one in over 25 countries simultaneously, AND will a song from any 2024 album win Song of the Year at the 2025 Grammy Awards?",0.35,"Will either of the following occur: (a) An artist releases an album in 2024 that debuts at number one in over 25 countries simultaneously, or (b) Given that no such album is released, a song from any 2024 album wins Song of the Year at the 2025 Grammy Awards?",0.75,0.3116489966694857
but,"Will a single painting sell for over $500 million at auction before December 31, 2024?",0.15,"Will no painting sell for over $500 million at auction before December 31, 2024, AND will an artwork set a new record for the highest price paid for a sculpture? Body: This question resolves as **Yes** if both of the following conditions are met: (a) No individual painting is sold at a public auction for more than $500 million before December 31, 2024, as reported by reputable auction houses like Christie's or Sotheby's. (b) A sculpture sets a new record for the highest price paid at auction before December 31, 2024.",0.35,"Will either a single painting sell for over $500 million at auction before December 31, 2024, or will an artwork set a new record for the highest price paid for a sculpture?",0.35,0.19636805063720011
but,"Will a player score over 100 goals in a single European football season by May 31, 2025?",0.01,"Will no player score over 100 goals in the 2024-2025 European football season, AND will a goalkeeper win the Ballon d'Or in 2025?",0.05,"Will either a player score over 100 goals in a single European football season by May 31, 2025, OR will no player score over 100 goals and a goalkeeper win the Ballon d'Or in 2025?",0.05,0.03072925419315011
but,Will a novel released in 2024 sell over 10 million copies in its first month and win the Man Booker Prize?,0.01,"Will no novel released in 2024 sell over 10 million copies in its first month, and will both of the following occur: (a) No novel that sells over 10 million copies in its first month wins the 2024 Man Booker Prize (b) The 2024 Man Booker Prize is awarded to a debut author?",0.65,"Will either of the following occur in 2024: (a) A novel sells over 10 million copies in its first month and wins the Man Booker Prize, or (b) No novel sells over 10 million copies in its first month and the Man Booker Prize is awarded to a debut author?",0.65,0.014650540413463437
but,Will an esports tournament in 2024 have a prize pool exceeding $100 million?,0.15,"Will no esports tournament in 2024 have a prize pool exceeding $100 million AND will an esports event draw live attendance exceeding 200,000 spectators?",0.15,"Will either an esports tournament in 2024 have a prize pool exceeding $100 million, or will no tournament exceed this prize pool while an event draws over 200,000 live spectators?",0.75,0.6757183325454424
but,Will a single episode of a new 2024 television series exceed 50 million live viewers in the US?,0.05,Will no single episode of a new 2024 television series exceed 50 million live viewers in the US AND will a streaming-only series win the Emmy for Outstanding Drama Series?,0.75,"Will either a single episode of a new 2024 television series exceed 50 million live viewers in the US, or will no new television episode achieve this viewership while a streaming-only series wins the Emmy for Outstanding Drama Series?",0.75,0.07683220497531976
but,Will a musical artist have more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100 in 2024?,0.25,Will no artist have more than 5 songs debut in the top 10 of the Billboard Hot 100 in 2024 AND will there be a week with more than 10 new entries in the top 10?,0.01,"Will either a musical artist have more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100 in 2024, or will no artist achieve this feat while the Billboard Hot 100 sees more than 10 new entries in the top 10 in a single week?",0.15,0.19268615248617724
but,Will an actor win both an Academy Award and a Tony Award for acting in the same calendar year 2024?,0.02,"Will no actor win both an Academy Award and a Tony Award for acting in 2024, AND will an actor under 30 win the Academy Award for Best Actor?",0.35,"Will either an actor win both an Academy Award and a Tony Award for acting in 2024, or will no actor win both awards and an actor under 30 win the Academy Award for Best Actor?",0.35,0.029000739528287103
but,Will the FIFA Women's World Cup 2027 final have a television viewership exceeding 2 billion worldwide?,0.35,"Will the FIFA Women's World Cup 2027 final have a television viewership of 2 billion or fewer worldwide AND will the host country win the tournament? Body: This question resolves as **Yes** if both of the following conditions are met: (a) Official reports confirm that the global television audience for the FIFA Women's World Cup 2027 final is 2 billion viewers or fewer, and (b) The national team of the host country wins the 2027 FIFA Women's World Cup.",0.15,"Will either the FIFA Women's World Cup 2027 final have a television viewership exceeding 2 billion worldwide, or will the host country win the tournament with less than 2 billion viewers?",0.35,0.19636805063720011
but,Will any book released in 2024 sell over 5 million copies in one week and be banned in 10 or more countries?,0.01,"Will no book released in 2024 sell over 5 million copies in one week or be banned in 10 or more countries, AND will a 2024 book win both the Pulitzer Prize and the Nobel Prize in Literature?",0.01,"Will either a book released in 2024 sell over 5 million copies in one week and be banned in 10 or more countries, or will no such book exist and a 2024 book win both the Pulitzer Prize and the Nobel Prize in Literature?",0.05,0.11479180976900713
but,Will an artist perform a live concert to an in-person audience of over 1 million people in 2024?,0.05,Will no artist perform a live concert to an in-person audience of over 1 million people in 2024 AND will a virtual concert set a new record for the most simultaneous viewers online?,0.45,"Will either an artist perform a live concert to an in-person audience of over 1 million people in 2024, or will no artist achieve this and a virtual concert set a new record for the most simultaneous viewers online?",0.65,0.20731604543163015
but,"Will a single video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024?",0.01,"Will no video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024, AND will a new platform overtake YouTube in monthly active users in 2024?",0.05,"Will either a single YouTube video reach over 1 billion views within 24 hours before December 31, 2024, or will no video achieve this in 2024 AND a new platform overtake YouTube in monthly active users?",0.05,0.03072925419315011
but,Will any athlete win gold medals in both the Summer and Winter Olympics by 2026?,0.01,"Will both of the following occur: (a) No athlete wins gold medals in both the 2024 Summer and 2026 Winter Olympics, and (b) Given that no athlete achieves this feat, the 2024 Summer Olympics records the highest global viewership in history?",0.45,"Will either of the following occur: (a) Any athlete wins gold medals in both the 2024 Summer and 2026 Winter Olympics, or (b) Given that no athlete achieves this feat, the 2024 Summer Olympics records the highest global viewership in history?",0.35,0.1578044462615995
but,Will a feature film released in 2024 be entirely generated by artificial intelligence and win an Academy Award?,0.01,"Will both of the following occur: (a) No feature film released in 2024 be entirely generated by artificial intelligence and win an Academy Award, AND (b) No such AI-generated film win an Academy Award AND a traditionally animated film win Best Picture?",0.85,Will either an AI-generated film win an Academy Award or a traditionally animated film win Best Picture at the 2025 Academy Awards?,0.15,1.3768897916346226
but,Will a musical artist have a single stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024?,0.01,Will no song stay at number one for over 30 weeks AND will 2024 see the most number of different songs reach number one in a single year?,0.15,"Will either a song stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024, or will no song achieve this feat AND 2024 see the most number of different songs reach number one in a single year?",0.15,0.01939281396668484
but,Will a museum exhibit in 2024 attract over 20 million visitors within six months of opening?,0.05,Will no museum exhibit in 2024 attract over 20 million visitors within six months of opening AND will virtual museum tours surpass physical visits globally in 2024?,0.15,"Will either a museum exhibit in 2024 attract over 20 million visitors within six months of opening, or will no exhibit reach this attendance AND virtual museum tours surpass physical visits globally in 2024?",0.15,0.09075919947834808
cond,"Will a single artist's album surpass 1 billion streams on Spotify within 24 hours of release before December 31, 2024?",0.05,"Given that a single artist's album surpasses 1 billion streams on Spotify within 24 hours of release before December 31, 2024, will any artist fail to surpass 1 billion streams on Spotify within 24 hours of release and have their album win Album of the Year at the 2025 Grammy Awards?",0.85,"Will both a single artist's album surpass 1 billion streams on Spotify within 24 hours of release before December 31, 2024, AND an album that does not surpass 1 billion streams within 24 hours win Album of the Year at the 2025 Grammy Awards? Body: This question resolves as **Yes** if both of the following conditions are met: (a) Any single artist's album accumulates over 1 billion streams on Spotify within the first 24 hours of its official global release before December 31, 2024, as reported by Spotify's official streaming numbers, AND (b) An artist does not surpass 1 billion Spotify streams within 24 hours of their album's release before December 31, 2024, and that same album wins Album of the Year at the 2025 Grammy Awards. If both conditions are not met, the question resolves as **No**.",0.05,0.02601134341913543
cond,Will a movie released in 2024 have a global opening weekend box office exceeding $600 million?,0.25,"Given that a movie released in 2024 has a global opening weekend box office exceeding $600 million, will a movie released in 2024 fail to have a global opening weekend box office exceeding $600 million AND win the Palme d'Or at the 2024 Cannes Film Festival?",0.95,Will a movie released in 2024 have a global opening weekend box office exceeding $600 million AND will a movie released in 2024 fail to have a global opening weekend box office exceeding $600 million AND win the Palme d'Or at the 2024 Cannes Film Festival?,0.0,0.57069667517512
cond,Will the highest-grossing Broadway show in 2024 have weekly ticket sales between $3 million and $3.1 million during any week?,0.25,"Given that the highest-grossing Broadway show in 2024 has weekly ticket sales between $3 million and $3.1 million during any week, will it have weekly ticket sales less than $3 million or greater than $3.1 million during every week?",0.95,Will the highest-grossing Broadway show in 2024 have weekly ticket sales both between $3 million and $3.1 million during any week and less than $3 million or greater than $3.1 million during every week?,0.0,0.57069667517512
cond,Will a video game released in 2024 sell over 20 million copies worldwide within one week of release?,0.15,"Given that a video game released in 2024 sells over 20 million copies worldwide within one week of release, will it receive a Metacritic score below 70?",0.85,"Will a video game released in 2024 sell over 20 million copies worldwide within one week of release, and will a major 2024 video game release receive a Metacritic score below 70 and still sell over 20 million copies worldwide within one week?",0.01,0.3610900481897341
cond,Will any artist release an album in 2024 that debuts at number one in over 25 countries simultaneously?,0.65,"Given that any artist releases an album in 2024 that debuts at number one in over 25 countries simultaneously, will a song from any such album win Song of the Year at the 2025 Grammy Awards?",0.35,"Will both of the following occur: (a) An artist releases an album in 2024 that debuts at number one in over 25 countries simultaneously, and (b) Given that no such album achieves this, a song from any 2024 album wins Song of the Year at the 2025 Grammy Awards?",0.05,0.4273852637083384
cond,"Will a single painting sell for over $500 million at auction before December 31, 2024?",0.25,"Given that a single painting sells for over $500 million at auction before December 31, 2024, will no painting sell for over $500 million at auction before December 31, 2024, AND will an artwork set a new record for the highest price paid for a sculpture?",0.75,"Will both a single painting sell for over $500 million at auction AND an artwork set a new record for the highest price paid for a sculpture before December 31, 2024?",0.15,0.07565536609337749
cond,"Will a player score over 100 goals in a single European football season by May 31, 2025?",0.01,"Given that a player scores over 100 goals in a single European football season by May 31, 2025, will no player score over 100 goals in the 2024-2025 season, AND will a goalkeeper win the Ballon d'Or in 2025?",0.95,"Will a player score over 100 goals in a single European football season by May 31, 2025, AND will a goalkeeper win the Ballon d'Or in 2025?",0.001,0.08127183023598773
cond,Will a novel released in 2024 sell over 10 million copies in its first month and win the Man Booker Prize?,0.01,"Given that a novel released in 2024 sells over 10 million copies in its first month and wins the Man Booker Prize, will no novel released in 2024 sell over 10 million copies in its first month, AND will the Man Booker Prize be awarded to a debut author?",0.99,"Will both of the following occur for novels released in 2024: (a) A novel sells over 10 million copies in its first month and wins the Man Booker Prize, AND (b) No novel sells over 10 million copies in its first month, and the Man Booker Prize is awarded to a debut author?",0.0,0.09568911768280332
cond,Will an esports tournament in 2024 have a prize pool exceeding $100 million?,0.05,"Given that an esports tournament in 2024 has a prize pool exceeding $100 million, will no esports tournament in 2024 have a prize pool exceeding $100 million AND will an esports event draw live attendance exceeding 200,000 spectators?",0.85,"Will an esports tournament in 2024 have a prize pool exceeding $100 million AND will no esports tournament in 2024 have a prize pool exceeding $100 million AND will an esports event draw live attendance exceeding 200,000 spectators?",0.0,0.22513100749708784
cond,Will a single episode of a new 2024 television series exceed 50 million live viewers in the US?,0.05,"Given that a single episode of a new 2024 television series exceeds 50 million live viewers in the US, will no new television episode achieve over 50 million live US viewers in 2024 AND will a streaming-only series win the Emmy for Outstanding Drama Series?",0.85,Will both a single episode of a new 2024 television series exceed 50 million live viewers in the US AND no new television episode achieve over 50 million live US viewers in 2024 while a streaming-only series wins the Emmy for Outstanding Drama Series?,0.0,0.22513100749708784
cond,Will a musical artist have more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100 in 2024?,0.15,"Given that a musical artist has more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100 in 2024, will no artist achieve this feat in 2024 AND will the Billboard Hot 100 see more than 10 new entries in the top 10 in a single week?",0.85,"Will both of the following occur in 2024: (a) A musical artist has more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100, AND (b) No artist achieves this feat while the Billboard Hot 100 sees more than 10 new entries in the top 10 in a single week?",0.05,0.20459483609150475
cond,Will an actor win both an Academy Award and a Tony Award for acting in the same calendar year 2024?,0.02,"Given that an actor wins both an Academy Award and a Tony Award for acting in the same calendar year 2024, will no actor win both awards in 2024 AND will an actor under 30 win the Academy Award for Best Actor?",0.85,"Will both of the following occur in 2024: (1) An actor wins both an Academy Award and a Tony Award for acting in the same calendar year, AND (2) No actor wins both awards in the same year, and an actor under 30 wins the Academy Award for Best Actor?",0.0,0.13783381061221248
cond,Will the FIFA Women's World Cup 2027 final have a television viewership exceeding 2 billion worldwide?,0.35,"Given that the FIFA Women's World Cup 2027 final has a television viewership exceeding 2 billion worldwide, will the 2027 final not reach 2 billion viewers AND will the host country win the tournament?",0.0,Will the FIFA Women's World Cup 2027 final have a television viewership exceeding 2 billion worldwide AND will the host country win the tournament?,0.05,0.22703830459324992
cond,Will any book released in 2024 sell over 5 million copies in one week and be banned in 10 or more countries?,0.01,"Given that any book released in 2024 sells over 5 million copies in one week and is banned in 10 or more countries, will no such book exist in 2024 AND will a 2024 book win both the Pulitzer Prize and the Nobel Prize in Literature?",0.85,"Will both of the following occur: (1) A book released in 2024 sells over 5 million copies in one week and is banned in 10 or more countries, AND (2) No such book exists while a 2024 book wins both the Pulitzer Prize and the Nobel Prize in Literature?",0.0,0.09406488613974014
cond,Will an artist perform a live concert to an in-person audience of over 1 million people in 2024?,0.01,"Given that an artist performs a live concert to an in-person audience of over 1 million people in 2024, will no artist achieve this in 2024 AND will a virtual concert set a new record for the most simultaneous viewers online?",1.0,Will an artist perform a live concert to an in-person audience of over 1 million people in 2024 AND will no artist achieve this in 2024 while a virtual concert sets a new record for the most simultaneous viewers online?,0.0,0.09578262852211514
cond,"Will a single video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024?",0.05,"Given that a single video on YouTube reaches over 1 billion views within 24 hours of upload before December 31, 2024, will no video achieve this in 2024 AND will a new platform overtake YouTube in monthly active users?",0.85,"Will both a single video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024, AND no video achieve this in 2024 while a new platform overtakes YouTube in monthly active users?",0.0,0.22513100749708784
cond,Will any athlete win gold medals in both the Summer and Winter Olympics by 2026?,0.01,"Given that any athlete wins gold medals in both the 2024 Summer and 2026 Winter Olympics, will the 2024 Summer Olympics record the highest global viewership in history?",0.95,"Will both of the following occur: (a) An athlete wins gold medals in both the 2024 Summer and 2026 Winter Olympics, and (b) Given that no athlete achieves this feat, the 2024 Summer Olympics records the highest global viewership in history?",0.05,0.16898559990335008
cond,Will a feature film released in 2024 be entirely generated by artificial intelligence and win an Academy Award?,0.01,"Given that a feature film released in 2024 is entirely generated by artificial intelligence and wins an Academy Award, will no such AI-generated film win an Academy Award AND will traditional animation see a resurgence with a film winning Best Picture?",0.85,"Will a feature film released in 2024 be entirely generated by artificial intelligence and win an Academy Award, AND will no such AI-generated film win an Academy Award while a traditionally animated film wins Best Picture?",0.0,0.09406488613974014
cond,Will a musical artist have a single stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024?,0.01,"Given that a musical artist has a single stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024, will no song achieve this feat AND will 2024 see the most number of different songs reach number one in a single year?",0.95,Will a song stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024 AND will 2024 see the most number of different songs reach number one in a single year?,0.01,0.0035498061947467816
