question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score,generation_reasoning
iter1_h1_q0,1,The model underestimates the impact of climate change on global food production,Environment,Underestimation of climate change impact,Q_given_P,"Given the increase in hurricanes, will global wheat production decrease by more than 12% by 2034?","This question resolves as YES if, given that the number of category 4 and 5 hurricanes in the Atlantic increases by more than 25% by 2032, global wheat production decreases by more than 12% by 2034, as reported by the International Grains Council (igc.int) on December 31, 2034.",0.22999999999999998,"[0.2, 0.2, 0.25, 0.25, 0.25]",0.728504767531493,
iter1_h1_q0,1,The model underestimates the impact of climate change on global food production,Environment,Underestimation of climate change impact,P_and_Q,Will both the number of hurricanes increase and global wheat production decrease by 2034?,"This question resolves as YES if both conditions are met: the number of category 4 and 5 hurricanes in the Atlantic increases by more than 25% by 2032 and global wheat production decreases by more than 12% by 2034, as reported by the National Hurricane Center (nhc.noaa.gov) and the International Grains Council (igc.int) on December 31, 2034.",0.59,"[0.65, 0.6, 0.65, 0.65, 0.4]",0.728504767531493,
iter1_h1_q1,1,The model underestimates the impact of climate change on global food production,Agriculture,Underestimation of climate change impact,P,Will the global average temperature increase by more than 1.5°C by 2035?,"This question resolves as YES if the global average temperature increases by more than 1.5°C by 2035, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) on December 31, 2035.",0.6799999999999999,"[0.65, 0.7, 0.65, 0.65, 0.75]",0.4189273095071188,
iter1_h1_q1,1,The model underestimates the impact of climate change on global food production,Agriculture,Underestimation of climate change impact,Q_given_P,"Given the temperature increase, will global coffee production decrease by more than 10% by 2036?","This question resolves as YES if, given that the global average temperature increases by more than 1.5°C by 2035, global coffee production decreases by more than 10% by 2036, as reported by the International Coffee Organization (ico.org) on December 31, 2036.",0.7,"[0.7, 0.7, 0.65, 0.75, 0.7]",0.4189273095071188,
iter1_h1_q1,1,The model underestimates the impact of climate change on global food production,Agriculture,Underestimation of climate change impact,P_and_Q,Will both the temperature increase and global coffee production decrease by 2036?,"This question resolves as YES if both conditions are met: the global average temperature increases by more than 1.5°C by 2035 and global coffee production decreases by more than 10% by 2036, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) and the International Coffee Organization (ico.org) on December 31, 2036.",0.74,"[0.75, 0.75, 0.75, 0.7, 0.75]",0.4189273095071188,
iter1_h1_q2,1,The model underestimates the impact of climate change on global food production,Economics,Underestimation of climate change impact,P,Will the number of droughts in the United States increase by more than 30% by 2033?,"This question resolves as YES if the number of droughts in the United States increases by more than 30% by 2033, as reported by the National Drought Mitigation Center (drought.unl.edu) on December 31, 2033.",0.6900000000000001,"[0.65, 0.7, 0.65, 0.75, 0.7]",0.3684967711085882,
iter1_h1_q2,1,The model underestimates the impact of climate change on global food production,Economics,Underestimation of climate change impact,Q_given_P,"Given the increase in droughts, will the global price of soybeans increase by more than 15% by 2035?","This question resolves as YES if, given that the number of droughts in the United States increases by more than 30% by 2033, the global price of soybeans increases by more than 15% by 2035, as reported by the United States Department of Agriculture (usda.gov) on December 31, 2035.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.3684967711085882,
iter1_h1_q2,1,The model underestimates the impact of climate change on global food production,Economics,Underestimation of climate change impact,P_and_Q,Will both the number of droughts increase and the global price of soybeans increase by 2035?,"This question resolves as YES if both conditions are met: the number of droughts in the United States increases by more than 30% by 2033 and the global price of soybeans increases by more than 15% by 2035, as reported by the National Drought Mitigation Center (drought.unl.edu) and the United States Department of Agriculture (usda.gov) on December 31, 2035.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.3684967711085882,
iter1_h2_q0,1,The model overgeneralizes the impact of monetary policy on market performance,Finance,Overgeneralization of monetary policy impact,P,Will the European Central Bank raise interest rates by more than 150 basis points in 2026?,"This question resolves as YES if the European Central Bank raises interest rates by more than 150 basis points in 2026, as reported by the European Central Bank's official website (ecb.europa.eu) on December 31, 2026.",0.38,"[0.3, 0.3, 0.3, 0.65, 0.35]",0.5348874330280846,
iter1_h2_q0,1,The model overgeneralizes the impact of monetary policy on market performance,Finance,Overgeneralization of monetary policy impact,Q_given_P,"Given the interest rate hike, will the Euro Stoxx 50 index decrease by more than 10% in 2027?","This question resolves as YES if, given that the European Central Bank raises interest rates by more than 150 basis points in 2026, the Euro Stoxx 50 index decreases by more than 10% in 2027, as reported by Bloomberg (bloomberg.com) on December 31, 2027.",0.37,"[0.35, 0.4, 0.4, 0.35, 0.35]",0.5348874330280846,
iter1_h2_q0,1,The model overgeneralizes the impact of monetary policy on market performance,Finance,Overgeneralization of monetary policy impact,P_and_Q,Will both the interest rate hike occur and the Euro Stoxx 50 index decrease by 2027?,"This question resolves as YES if both conditions are met: the European Central Bank raises interest rates by more than 150 basis points in 2026 and the Euro Stoxx 50 index decreases by more than 10% in 2027, as reported by the European Central Bank's official website (ecb.europa.eu) and Bloomberg (bloomberg.com) on December 31, 2027.",0.44000000000000006,"[0.4, 0.35, 0.35, 0.45, 0.65]",0.5348874330280846,
iter1_h2_q1,1,The model overgeneralizes the impact of monetary policy on market performance,Economics,Overgeneralization of monetary policy impact,P,Will the Federal Reserve lower interest rates by more than 100 basis points in 2028?,"This question resolves as YES if the Federal Reserve lowers interest rates by more than 100 basis points in 2028, as reported by the Federal Reserve's official website (federalreserve.gov) on December 31, 2028.",0.25,"[0.25, 0.3, 0.25, 0.25, 0.2]",0.8517952881013053,
iter1_h2_q1,1,The model overgeneralizes the impact of monetary policy on market performance,Economics,Overgeneralization of monetary policy impact,Q_given_P,"Given the interest rate cut, will the S&P 500 index increase by more than 12% in 2029?","This question resolves as YES if, given that the Federal Reserve lowers interest rates by more than 100 basis points in 2028, the S&P 500 index increases by more than 12% in 2029, as reported by Yahoo Finance (finance.yahoo.com) on December 31, 2029.",0.6599999999999999,"[0.65, 0.65, 0.7, 0.65, 0.65]",0.8517952881013053,
iter1_h2_q1,1,The model overgeneralizes the impact of monetary policy on market performance,Economics,Overgeneralization of monetary policy impact,P_and_Q,Will both the interest rate cut occur and the S&P 500 index increase by 2029?,"This question resolves as YES if both conditions are met: the Federal Reserve lowers interest rates by more than 100 basis points in 2028 and the S&P 500 index increases by more than 12% in 2029, as reported by the Federal Reserve's official website (federalreserve.gov) and Yahoo Finance (finance.yahoo.com) on December 31, 2029.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.8517952881013053,
iter1_h2_q2,1,The model overgeneralizes the impact of monetary policy on market performance,Finance,Overgeneralization of monetary policy impact,P,Will the Bank of England raise interest rates by more than 200 basis points in 2027?,"This question resolves as YES if the Bank of England raises interest rates by more than 200 basis points in 2027, as reported by the Bank of England's official website (bankofengland.co.uk) on December 31, 2027.",0.16,"[0.15, 0.15, 0.2, 0.15, 0.15]",0.6338841228452518,
iter1_h2_q2,1,The model overgeneralizes the impact of monetary policy on market performance,Finance,Overgeneralization of monetary policy impact,Q_given_P,"Given the interest rate hike, will the FTSE 100 index decrease by more than 12% in 2028?","This question resolves as YES if, given that the Bank of England raises interest rates by more than 200 basis points in 2027, the FTSE 100 index decreases by more than 12% in 2028, as reported by Bloomberg (bloomberg.com) on December 31, 2028.",0.47000000000000003,"[0.65, 0.65, 0.35, 0.35, 0.35]",0.6338841228452518,
iter1_h2_q2,1,The model overgeneralizes the impact of monetary policy on market performance,Finance,Overgeneralization of monetary policy impact,P_and_Q,Will both the interest rate hike occur and the FTSE 100 index decrease by 2028?,"This question resolves as YES if both conditions are met: the Bank of England raises interest rates by more than 200 basis points in 2027 and the FTSE 100 index decreases by more than 12% in 2028, as reported by the Bank of England's official website (bankofengland.co.uk) and Bloomberg (bloomberg.com) on December 31, 2028.",0.41,"[0.4, 0.3, 0.35, 0.35, 0.65]",0.6338841228452518,
iter1_h3_q0,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Sports,Inconsistent estimation of joint probabilities,P,Will at least 6 countries win their first Olympic medal at the 2026 Winter Olympics?,"This question resolves as YES if at least 6 countries win their first Olympic medal at the 2026 Winter Olympics, according to the official Olympic website (olympics.com) on February 22, 2026.",0.7,"[0.7, 0.7, 0.75, 0.7, 0.65]",0.2491661108786601,
iter1_h3_q0,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Sports,Inconsistent estimation of joint probabilities,Q_given_P,"Given that at least 6 countries win their first Olympic medal, will Norway win at least 25 Olympic medals at the 2026 Winter Olympics?","This question resolves as YES if, given that at least 6 countries win their first Olympic medal, Norway wins at least 25 Olympic medals at the 2026 Winter Olympics, according to the official Olympic website (olympics.com) on February 22, 2026.",0.8299999999999998,"[0.85, 0.85, 0.85, 0.75, 0.85]",0.2491661108786601,
iter1_h3_q0,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Sports,Inconsistent estimation of joint probabilities,P_and_Q,Will both at least 6 countries win their first medal and Norway win at least 25 medals at the 2026 Winter Olympics?,"This question resolves as YES if both conditions are met: at least 6 countries win their first Olympic medal and Norway wins at least 25 Olympic medals at the 2026 Winter Olympics, according to the official Olympic website (olympics.com) on February 22, 2026.",0.74,"[0.75, 0.7, 0.75, 0.75, 0.75]",0.2491661108786601,
iter1_h3_q1,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Technology,Inconsistent estimation of joint probabilities,P,Will Google release a new smartphone model in 2027?,"This question resolves as YES if Google releases a new smartphone model in 2027, according to Google's official website (google.com) on September 1, 2027.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.15602240837054981,
iter1_h3_q1,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Technology,Inconsistent estimation of joint probabilities,Q_given_P,"Given that Google releases a new smartphone model, will the new model have a 5G connectivity feature?","This question resolves as YES if, given that Google releases a new smartphone model, the new model has a 5G connectivity feature, according to Google's official website (google.com) on September 1, 2027.",0.9,"[0.9, 0.9, 0.9, 0.9, 0.9]",0.15602240837054981,
iter1_h3_q1,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Technology,Inconsistent estimation of joint probabilities,P_and_Q,Will Google release a new smartphone model and the new model have a 5G connectivity feature in 2027?,"This question resolves as YES if both conditions are met: Google releases a new smartphone model and the new model has a 5G connectivity feature in 2027, according to Google's official website (google.com) on September 1, 2027.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.15602240837054981,
iter1_h3_q2,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Environment,Inconsistent estimation of joint probabilities,P,Will the number of wildfires in California increase by more than 20% in 2028?,"This question resolves as YES if the number of wildfires in California increases by more than 20% in 2028, as reported by the California Department of Forestry and Fire Protection (fire.ca.gov) on December 31, 2028.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.2165927013467613,
iter1_h3_q2,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Environment,Inconsistent estimation of joint probabilities,Q_given_P,"Given the increase in wildfires, will the air quality index in Los Angeles decrease by more than 15% in 2029?","This question resolves as YES if, given that the number of wildfires in California increases by more than 20% in 2028, the air quality index in Los Angeles decreases by more than 15% in 2029, as reported by the South Coast Air Quality Management District (aqmd.gov) on December 31, 2029.",0.76,"[0.85, 0.75, 0.75, 0.75, 0.7]",0.2165927013467613,
iter1_h3_q2,1,"The model inconsistently estimates joint probabilities, often assigning high probabilities to joint events without considering the independence of the events",Environment,Inconsistent estimation of joint probabilities,P_and_Q,Will both the number of wildfires increase and the air quality index in Los Angeles decrease by 2029?,"This question resolves as YES if both conditions are met: the number of wildfires in California increases by more than 20% in 2028 and the air quality index in Los Angeles decreases by more than 15% in 2029, as reported by the California Department of Forestry and Fire Protection (fire.ca.gov) and the South Coast Air Quality Management District (aqmd.gov) on December 31, 2029.",0.71,"[0.65, 0.7, 0.75, 0.7, 0.75]",0.2165927013467613,
iter2_h0_q0,2,The model overgeneralizes the impact of climate change on global food production and underestimates the effects of extreme weather events on specific crops,Agriculture and Climate Change,,P,Will the number of heatwaves in the United States increase by more than 25% in 2026?,"This question resolves as YES if the number of heatwaves in the United States increases by more than 25% in 2026, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) on December 31, 2026.",0.72,"[0.75, 0.7, 0.7, 0.75, 0.7]",0.21358527801865948,
iter2_h0_q0,2,The model overgeneralizes the impact of climate change on global food production and underestimates the effects of extreme weather events on specific crops,Agriculture and Climate Change,,Q_given_P,"Given the increase in heatwaves, will the global production of corn decrease by more than 10% in 2027?","This question resolves as YES if, given that the number of heatwaves in the United States increases by more than 25% in 2026, the global production of corn decreases by more than 10% in 2027, as reported by the United States Department of Agriculture (usda.gov) on December 31, 2027.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.21358527801865948,
iter2_h0_q0,2,The model overgeneralizes the impact of climate change on global food production and underestimates the effects of extreme weather events on specific crops,Agriculture and Climate Change,,P_and_Q,Will both the number of heatwaves increase and the global production of corn decrease by 2027?,"This question resolves as YES if both conditions are met: the number of heatwaves in the United States increases by more than 25% in 2026 and the global production of corn decreases by more than 10% in 2027, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) and the United States Department of Agriculture (usda.gov) on December 31, 2027.",0.61,"[0.65, 0.45, 0.65, 0.65, 0.65]",0.21358527801865948,
iter2_h0_q1,2,The model overgeneralizes the impact of climate change on global food production and underestimates the effects of extreme weather events on specific crops,Agriculture and Climate Change,,P,Will the global average temperature increase by more than 1.2°C by 2028?,"This question resolves as YES if the global average temperature increases by more than 1.2°C by 2028, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) on December 31, 2028.",0.7,"[0.7, 0.65, 0.7, 0.75, 0.7]",0.4344425966244446,
iter2_h0_q1,2,The model overgeneralizes the impact of climate change on global food production and underestimates the effects of extreme weather events on specific crops,Agriculture and Climate Change,,Q_given_P,"Given the temperature increase, will the global production of wheat decrease by more than 12% in 2029?","This question resolves as YES if, given that the global average temperature increases by more than 1.2°C by 2028, the global production of wheat decreases by more than 12% in 2029, as reported by the Food and Agriculture Organization of the United Nations (fao.org) on December 31, 2029.",0.59,"[0.65, 0.65, 0.35, 0.65, 0.65]",0.4344425966244446,
iter2_h0_q1,2,The model overgeneralizes the impact of climate change on global food production and underestimates the effects of extreme weather events on specific crops,Agriculture and Climate Change,,P_and_Q,Will both the temperature increase and the global production of wheat decrease by 2029?,"This question resolves as YES if both conditions are met: the global average temperature increases by more than 1.2°C by 2028 and the global production of wheat decreases by more than 12% in 2029, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) and the Food and Agriculture Organization of the United Nations (fao.org) on December 31, 2029.",0.69,"[0.75, 0.65, 0.75, 0.65, 0.65]",0.4344425966244446,
iter2_h1_q0,2,The model overgeneralizes the impact of monetary policy on market performance and underestimates the effects of interest rate changes on specific industries,Economics and Finance,,P,Will the Federal Reserve raise interest rates by more than 100 basis points in 2027?,"This question resolves as YES if the Federal Reserve raises interest rates by more than 100 basis points in 2027, as reported by the Federal Reserve's official website (federalreserve.gov) on December 31, 2027.",0.32,"[0.3, 0.25, 0.35, 0.35, 0.35]",0.8746315159545189,
iter2_h1_q0,2,The model overgeneralizes the impact of monetary policy on market performance and underestimates the effects of interest rate changes on specific industries,Economics and Finance,,Q_given_P,"Given the interest rate hike, will the S&P 500 index decrease by more than 10% in 2028?","This question resolves as YES if, given that the Federal Reserve raises interest rates by more than 100 basis points in 2027, the S&P 500 index decreases by more than 10% in 2028, as reported by Yahoo Finance (finance.yahoo.com) on December 31, 2028.",0.36000000000000004,"[0.4, 0.35, 0.35, 0.35, 0.35]",0.8746315159545189,
iter2_h1_q0,2,The model overgeneralizes the impact of monetary policy on market performance and underestimates the effects of interest rate changes on specific industries,Economics and Finance,,P_and_Q,Will both the interest rate hike occur and the S&P 500 index decrease by 2028?,"This question resolves as YES if both conditions are met: the Federal Reserve raises interest rates by more than 100 basis points in 2027 and the S&P 500 index decreases by more than 10% in 2028, as reported by the Federal Reserve's official website (federalreserve.gov) and Yahoo Finance (finance.yahoo.com) on December 31, 2028.",0.59,"[0.65, 0.35, 0.65, 0.65, 0.65]",0.8746315159545189,
iter2_h1_q1,2,The model overgeneralizes the impact of monetary policy on market performance and underestimates the effects of interest rate changes on specific industries,Economics and Finance,,P,Will the European Central Bank lower interest rates by more than 50 basis points in 2029?,"This question resolves as YES if the European Central Bank lowers interest rates by more than 50 basis points in 2029, as reported by the European Central Bank's official website (ecb.europa.eu) on December 31, 2029.",0.2,"[0.15, 0.2, 0.2, 0.2, 0.25]",0.9679023680562189,
iter2_h1_q1,2,The model overgeneralizes the impact of monetary policy on market performance and underestimates the effects of interest rate changes on specific industries,Economics and Finance,,Q_given_P,"Given the interest rate cut, will the Euro Stoxx 50 index increase by more than 12% in 2030?","This question resolves as YES if, given that the European Central Bank lowers interest rates by more than 50 basis points in 2029, the Euro Stoxx 50 index increases by more than 12% in 2030, as reported by Bloomberg (bloomberg.com) on December 31, 2030.",0.47000000000000003,"[0.65, 0.35, 0.65, 0.35, 0.35]",0.9679023680562189,
iter2_h1_q1,2,The model overgeneralizes the impact of monetary policy on market performance and underestimates the effects of interest rate changes on specific industries,Economics and Finance,,P_and_Q,Will both the interest rate cut occur and the Euro Stoxx 50 index increase by 2030?,"This question resolves as YES if both conditions are met: the European Central Bank lowers interest rates by more than 50 basis points in 2029 and the Euro Stoxx 50 index increases by more than 12% in 2030, as reported by the European Central Bank's official website (ecb.europa.eu) and Bloomberg (bloomberg.com) on December 31, 2030.",0.61,"[0.45, 0.65, 0.65, 0.65, 0.65]",0.9679023680562189,
iter2_h2_q0,2,The model underestimates the impact of technological advancements on specific industries and overgeneralizes the effects of innovation on the overall economy,Technology and Innovation,,P,Will the number of electric vehicles sold in the United States increase by more than 30% in 2027?,"This question resolves as YES if the number of electric vehicles sold in the United States increases by more than 30% in 2027, as reported by the International Energy Agency (iea.org) on December 31, 2027.",0.74,"[0.75, 0.75, 0.75, 0.75, 0.7]",0.4430962708732196,
iter2_h2_q0,2,The model underestimates the impact of technological advancements on specific industries and overgeneralizes the effects of innovation on the overall economy,Technology and Innovation,,Q_given_P,"Given the increase in electric vehicle sales, will the global demand for lithium decrease by more than 10% in 2028?","This question resolves as YES if, given that the number of electric vehicles sold in the United States increases by more than 30% in 2027, the global demand for lithium decreases by more than 10% in 2028, as reported by the United States Geological Survey (usgs.gov) on December 31, 2028.",0.05,"[0.05, 0.05, 0.05, 0.05, 0.05]",0.4430962708732196,
iter2_h2_q0,2,The model underestimates the impact of technological advancements on specific industries and overgeneralizes the effects of innovation on the overall economy,Technology and Innovation,,P_and_Q,Will both the increase in electric vehicle sales occur and the global demand for lithium decrease by 2028?,"This question resolves as YES if both conditions are met: the number of electric vehicles sold in the United States increases by more than 30% in 2027 and the global demand for lithium decreases by more than 10% in 2028, as reported by the International Energy Agency (iea.org) and the United States Geological Survey (usgs.gov) on December 31, 2028.",0.24,"[0.25, 0.2, 0.3, 0.3, 0.15]",0.4430962708732196,
iter2_h2_q1,2,The model underestimates the impact of technological advancements on specific industries and overgeneralizes the effects of innovation on the overall economy,Technology and Innovation,,P,Will the global investment in renewable energy increase by more than 25% in 2029?,"This question resolves as YES if the global investment in renewable energy increases by more than 25% in 2029, as reported by the International Energy Agency (iea.org) on December 31, 2029.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.23463312626596075,
iter2_h2_q1,2,The model underestimates the impact of technological advancements on specific industries and overgeneralizes the effects of innovation on the overall economy,Technology and Innovation,,Q_given_P,"Given the increase in renewable energy investment, will the global carbon emissions decrease by more than 12% in 2030?","This question resolves as YES if, given that the global investment in renewable energy increases by more than 25% in 2029, the global carbon emissions decrease by more than 12% in 2030, as reported by the National Oceanic and Atmospheric Administration (noaa.gov) on December 31, 2030.",0.6599999999999999,"[0.7, 0.65, 0.65, 0.65, 0.65]",0.23463312626596075,
iter2_h2_q1,2,The model underestimates the impact of technological advancements on specific industries and overgeneralizes the effects of innovation on the overall economy,Technology and Innovation,,P_and_Q,Will both the increase in renewable energy investment occur and the global carbon emissions decrease by 2030?,"This question resolves as YES if both conditions are met: the global investment in renewable energy increases by more than 25% in 2029 and the global carbon emissions decrease by more than 12% in 2030, as reported by the International Energy Agency (iea.org) and the National Oceanic and Atmospheric Administration (noaa.gov) on December 31, 2030.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.23463312626596075,
iter2_h3_q0,2,The model overgeneralizes the impact of geopolitical events on global markets and underestimates the effects of regional conflicts on specific industries,Geopolitics and International Relations,,P,Will the United States and China reach a trade agreement by the end of 2027?,"This question resolves as YES if the United States and China reach a trade agreement by the end of 2027, as reported by the Office of the United States Trade Representative (ustr.gov) on December 31, 2027.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.2476586303124455,
iter2_h3_q0,2,The model overgeneralizes the impact of geopolitical events on global markets and underestimates the effects of regional conflicts on specific industries,Geopolitics and International Relations,,Q_given_P,"Given the trade agreement, will the global price of soybeans increase by more than 10% in 2028?","This question resolves as YES if, given that the United States and China reach a trade agreement by the end of 2027, the global price of soybeans increases by more than 10% in 2028, as reported by the United States Department of Agriculture (usda.gov) on December 31, 2028.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.2476586303124455,
iter2_h3_q0,2,The model overgeneralizes the impact of geopolitical events on global markets and underestimates the effects of regional conflicts on specific industries,Geopolitics and International Relations,,P_and_Q,Will both the trade agreement occur and the global price of soybeans increase by 2028?,"This question resolves as YES if both conditions are met: the United States and China reach a trade agreement by the end of 2027 and the global price of soybeans increases by more than 10% in 2028, as reported by the Office of the United States Trade Representative (ustr.gov) and the United States Department of Agriculture (usda.gov) on December 31, 2028.",0.586,"[0.33, 0.65, 0.65, 0.65, 0.65]",0.2476586303124455,
iter2_h3_q1,2,The model overgeneralizes the impact of geopolitical events on global markets and underestimates the effects of regional conflicts on specific industries,Geopolitics and International Relations,,P,Will the European Union impose sanctions on Russia by the end of 2029?,"This question resolves as YES if the European Union imposes sanctions on Russia by the end of 2029, as reported by the European Union's official website (europa.eu) on December 31, 2029.",0.7699999999999999,"[0.75, 0.75, 0.8, 0.75, 0.8]",0.3227340670787287,
iter2_h3_q1,2,The model overgeneralizes the impact of geopolitical events on global markets and underestimates the effects of regional conflicts on specific industries,Geopolitics and International Relations,,Q_given_P,"Given the sanctions, will the global price of natural gas increase by more than 15% in 2030?","This question resolves as YES if, given that the European Union imposes sanctions on Russia by the end of 2029, the global price of natural gas increases by more than 15% in 2030, as reported by the International Energy Agency (iea.org) on December 31, 2030.",0.6799999999999999,"[0.65, 0.7, 0.7, 0.65, 0.7]",0.3227340670787287,
iter2_h3_q1,2,The model overgeneralizes the impact of geopolitical events on global markets and underestimates the effects of regional conflicts on specific industries,Geopolitics and International Relations,,P_and_Q,Will both the sanctions occur and the global price of natural gas increase by 2030?,"This question resolves as YES if both conditions are met: the European Union imposes sanctions on Russia by the end of 2029 and the global price of natural gas increases by more than 15% in 2030, as reported by the European Union's official website (europa.eu) and the International Energy Agency (iea.org) on December 31, 2030.",0.7300000000000001,"[0.75, 0.7, 0.75, 0.7, 0.75]",0.3227340670787287,
