eval_model_name,generator_model_name,re_eval_model_name,initial_log_path,adaptive_log_path,re_eval_log_path,use_cot,similarity_threshold,score_threshold,use_embeddings,filter_incorrect,adaptive_accuracy,adaptive_accuracy_judged,adaptive_scorer_name,re_eval_accuracy,re_eval_accuracy_judged,re_eval_scorer_name,judge_model_name,n_datapoints,max_attempts,passed_judge_count,adaptive_incorrect_count,re_eval_incorrect_count,novelty_results_file
openai/gpt-4o-mini,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-05T15-32-37+00-00_adaptive-truthfulqa-refactor_HkvCdSYF7GybwDZkdAu9tT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/openai_o3-mini/2025-04-05T15-48-57+00-00_re-evaluate-adaptive-truthfulqa_HZGueyixmnZgQ6bztdZt9H.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.45714285714285713,,choice,anthropic/claude-3-5-sonnet-latest,150,10,70,70,38,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250405_154822.csv
openai/gpt-4o-mini,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-05T15-32-37+00-00_adaptive-truthfulqa-refactor_HkvCdSYF7GybwDZkdAu9tT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-05T15-49-42+00-00_re-evaluate-adaptive-truthfulqa_GrM46xXRZxVBPVRpSNcA7U.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.4714285714285714,,choice,anthropic/claude-3-5-sonnet-latest,150,10,70,70,37,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250405_154822.csv
openai/gpt-4o-mini,openai/o3-mini,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-05T15-50-02+00-00_adaptive-truthfulqa-refactor_Gv7dTR2ECaKBfsv442MnRB.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/openai_gpt-4o/2025-04-05T16-37-47+00-00_re-evaluate-adaptive-truthfulqa_Km6PqnYiDy5W6vuzxw77cY.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.5161290322580645,,choice,anthropic/claude-3-5-sonnet-latest,150,10,31,31,15,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_o3-mini_20250405_163744.csv
openai/gpt-4o-mini,openai/o3-mini,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-05T15-50-02+00-00_adaptive-truthfulqa-refactor_Gv7dTR2ECaKBfsv442MnRB.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/openai_gpt-4o-mini/2025-04-05T16-37-57+00-00_re-evaluate-adaptive-truthfulqa_XCT43ZczW564aVoRu9tehT.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.25806451612903225,,choice,anthropic/claude-3-5-sonnet-latest,150,10,31,31,23,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_o3-mini_20250405_163744.csv
openai/gpt-4o-mini,openai/o3-mini,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-05T15-50-02+00-00_adaptive-truthfulqa-refactor_Gv7dTR2ECaKBfsv442MnRB.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-05T16-38-08+00-00_re-evaluate-adaptive-truthfulqa_Q29m6zdZCqgTUajGfLsaX8.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.5806451612903226,,choice,anthropic/claude-3-5-sonnet-latest,150,10,31,31,13,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_o3-mini_20250405_163744.csv
openai/gpt-4o-mini,openai/o3-mini,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-05T15-50-02+00-00_adaptive-truthfulqa-refactor_Gv7dTR2ECaKBfsv442MnRB.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/openai_o3-mini/2025-04-05T16-38-26+00-00_re-evaluate-adaptive-truthfulqa_bWFw7vryC2xTQ5yox3hsof.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.5806451612903226,,choice,anthropic/claude-3-5-sonnet-latest,150,10,31,31,13,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_o3-mini_20250405_163744.csv
openai/gpt-4o-mini,openai/o3-mini,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-04T22-02-51+00-00_truthfulqa-initial_mkakuDez4qFeXSAgx55hbT.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-05T15-50-02+00-00_adaptive-truthfulqa-refactor_Gv7dTR2ECaKBfsv442MnRB.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-05T16-38-44+00-00_re-evaluate-adaptive-truthfulqa_AGNwLvTQUsSGEKnsZGqsTp.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.6451612903225806,,choice,anthropic/claude-3-5-sonnet-latest,150,10,31,31,11,results_truthfulqa/novelty_openai_gpt-4o-mini_openai_o3-mini_20250405_163744.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-04T22-04-23+00-00_truthfulqa-initial_2hrNG7GH9syty9K5dN9tRN.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-05T16-38-58+00-00_adaptive-truthfulqa-refactor_QsasKdUFPspUMbjQEa33e6.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/openai_gpt-4o/2025-04-05T16-53-21+00-00_re-evaluate-adaptive-truthfulqa_i8yMQjnr28PNv3tt6JSBya.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.42857142857142855,,choice,anthropic/claude-3-5-sonnet-latest,150,10,49,49,28,results_truthfulqa/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250405_165319.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-04T22-04-23+00-00_truthfulqa-initial_2hrNG7GH9syty9K5dN9tRN.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-05T16-38-58+00-00_adaptive-truthfulqa-refactor_QsasKdUFPspUMbjQEa33e6.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/openai_gpt-4o-mini/2025-04-05T16-53-33+00-00_re-evaluate-adaptive-truthfulqa_bPbXjK4ddjokgpQwK3wAqP.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.3469387755102041,,choice,anthropic/claude-3-5-sonnet-latest,150,10,49,49,32,results_truthfulqa/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250405_165319.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-04T22-04-23+00-00_truthfulqa-initial_2hrNG7GH9syty9K5dN9tRN.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-05T16-38-58+00-00_adaptive-truthfulqa-refactor_QsasKdUFPspUMbjQEa33e6.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-05T16-53-44+00-00_re-evaluate-adaptive-truthfulqa_VkZkUu39RygEYftv87CZmX.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.1836734693877551,,choice,anthropic/claude-3-5-sonnet-latest,150,10,49,49,40,results_truthfulqa/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250405_165319.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-04T22-04-23+00-00_truthfulqa-initial_2hrNG7GH9syty9K5dN9tRN.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-05T16-38-58+00-00_adaptive-truthfulqa-refactor_QsasKdUFPspUMbjQEa33e6.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/openai_o3-mini/2025-04-05T16-53-50+00-00_re-evaluate-adaptive-truthfulqa_8y69xJsRbP2of9fA76kcoK.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.40816326530612246,,choice,anthropic/claude-3-5-sonnet-latest,150,10,49,49,29,results_truthfulqa/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250405_165319.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-04T22-04-23+00-00_truthfulqa-initial_2hrNG7GH9syty9K5dN9tRN.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-05T16-38-58+00-00_adaptive-truthfulqa-refactor_QsasKdUFPspUMbjQEa33e6.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-05T16-54-19+00-00_re-evaluate-adaptive-truthfulqa_29Hxj724bsg9Sz9FZMSUJs.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.4897959183673469,,choice,anthropic/claude-3-5-sonnet-latest,150,10,49,49,25,results_truthfulqa/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250405_165319.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/o3-mini,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-04T22-04-23+00-00_truthfulqa-initial_2hrNG7GH9syty9K5dN9tRN.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_o3-mini/2025-04-05T16-54-36+00-00_adaptive-truthfulqa-refactor_YgGcsdpx2RjaqZw5kQiqD5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_o3-mini/re_eval/openai_gpt-4o/2025-04-05T17-40-55+00-00_re-evaluate-adaptive-truthfulqa_GDu8FWiWbJzK56dCXuNKDF.eval,True,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.4,,choice,anthropic/claude-3-5-sonnet-latest,150,10,15,15,9,results_truthfulqa/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_o3-mini_20250405_174052.csv
