question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
iter1_h1_q2,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,Q_given_P,"Given Microsoft's development of a quantum computer, will the development of AGI in natural language processing accelerate by 20% in the next 2 years?","This question resolves as YES if, given Microsoft's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 20% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like TechCrunch. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Microsoft, TechCrunch, or other reputable sources. Resolution date: December 31, 2037.",0.40599999999999997,"[0.42, 0.32, 0.35, 0.32, 0.62]",0.40885031393461585
iter1_h1_q2,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P_and_Q,Will Microsoft develop a quantum computer capable of performing complex calculations by 2035 and the development of AGI in natural language processing accelerate by 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Microsoft develops a quantum computer capable of performing complex calculations by 2035, and the development of AGI in natural language processing accelerates by 20% in the next 2 years, as reported by Microsoft's official blog, research papers published in top-tier AI conferences, or other credible sources like The Verge or TechCrunch. Resolution criteria: Official reports from Microsoft, research papers published in top-tier AI conferences, The Verge, TechCrunch, or other reputable sources. Resolution date: December 31, 2037.",0.572,"[0.62, 0.62, 0.62, 0.62, 0.38]",0.40885031393461585
iter1_h2_q0,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,P,Will the number of followers of Tesla's Instagram account increase by 30% in 2027?,"This question resolves as YES if the number of followers of Tesla's Instagram account increases by 30% in 2027, as reported by Instagram's official analytics or other credible sources like Hootsuite. Resolution criteria: Official reports from Instagram, Hootsuite, or other reputable social media analytics sources. Resolution date: December 31, 2027.",0.54,"[0.62, 0.42, 0.62, 0.62, 0.42]",0.3203292560484708
iter1_h2_q0,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,Q_given_P,"Given the increase in followers, will Tesla's sales increase by 15% in 2028?","This question resolves as YES if, given the increase in followers of Tesla's Instagram account, Tesla's sales increase by 15% in 2028, as reported by Tesla's official earnings reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Tesla, Bloomberg, or other reputable financial news outlets. Resolution date: December 31, 2028.",0.45999999999999996,"[0.62, 0.32, 0.42, 0.62, 0.32]",0.3203292560484708
iter1_h2_q0,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,P_and_Q,Will the number of followers of Tesla's Instagram account increase by 30% in 2027 and Tesla's sales increase by 15% in 2028?,"This question resolves as YES if both conditions are met: the number of followers of Tesla's Instagram account increases by 30% in 2027, and Tesla's sales increase by 15% in 2028, as reported by Instagram's official analytics, Tesla's official earnings reports, or other credible sources like Hootsuite or Bloomberg. Resolution criteria: Official reports from Instagram, Tesla, Hootsuite, Bloomberg, or other reputable sources. Resolution date: December 31, 2028.",0.44399999999999995,"[0.42, 0.42, 0.58, 0.42, 0.38]",0.3203292560484708
iter1_h2_q1,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,P,Will the number of likes on Rivian's Facebook page increase by 25% in 2029?,"This question resolves as YES if the number of likes on Rivian's Facebook page increases by 25% in 2029, as reported by Facebook's official analytics or other credible sources like Sprout Social. Resolution criteria: Official reports from Facebook, Sprout Social, or other reputable social media analytics sources. Resolution date: December 31, 2029.",0.5800000000000001,"[0.42, 0.62, 0.62, 0.62, 0.62]",0.3153232386251863
iter1_h2_q1,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,Q_given_P,"Given the increase in likes, will Rivian's sales increase by 20% in 2030?","This question resolves as YES if, given the increase in likes on Rivian's Facebook page, Rivian's sales increase by 20% in 2030, as reported by Rivian's official earnings reports or other credible sources like CNBC. Resolution criteria: Official reports from Rivian, CNBC, or other reputable financial news outlets. Resolution date: December 31, 2030.",0.344,"[0.42, 0.25, 0.25, 0.55, 0.25]",0.3153232386251863
iter1_h2_q1,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,P_and_Q,Will the number of likes on Rivian's Facebook page increase by 25% in 2029 and Rivian's sales increase by 20% in 2030?,"This question resolves as YES if both conditions are met: the number of likes on Rivian's Facebook page increases by 25% in 2029, and Rivian's sales increase by 20% in 2030, as reported by Facebook's official analytics, Rivian's official earnings reports, or other credible sources like Sprout Social or CNBC. Resolution criteria: Official reports from Facebook, Rivian, Sprout Social, CNBC, or other reputable sources. Resolution date: December 31, 2030.",0.384,"[0.42, 0.42, 0.35, 0.38, 0.35]",0.3153232386251863
iter1_h2_q2,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,P,Will the number of followers of Lucid Motors' Twitter account increase by 20% in 2028?,"This question resolves as YES if the number of followers of Lucid Motors' Twitter account increases by 20% in 2028, as reported by Twitter's official analytics or other credible sources like Twitter Analytics. Resolution criteria: Official reports from Twitter, Twitter Analytics, or other reputable social media analytics sources. Resolution date: December 31, 2028.",0.43200000000000005,"[0.35, 0.42, 0.42, 0.42, 0.55]",0.3785399653261037
iter1_h2_q2,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,Q_given_P,"Given the increase in followers, will Lucid Motors' sales increase by 12% in 2029?","This question resolves as YES if, given the increase in followers of Lucid Motors' Twitter account, Lucid Motors' sales increase by 12% in 2029, as reported by Lucid Motors' official earnings reports or other credible sources like Forbes. Resolution criteria: Official reports from Lucid Motors, Forbes, or other reputable financial news outlets. Resolution date: December 31, 2029.",0.42600000000000005,"[0.42, 0.42, 0.55, 0.32, 0.42]",0.3785399653261037
iter1_h2_q2,1,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,Social media overestimation,P_and_Q,Will the number of followers of Lucid Motors' Twitter account increase by 20% in 2028 and Lucid Motors' sales increase by 12% in 2029?,"This question resolves as YES if both conditions are met: the number of followers of Lucid Motors' Twitter account increases by 20% in 2028, and Lucid Motors' sales increase by 12% in 2029, as reported by Twitter's official analytics, Lucid Motors' official earnings reports, or other credible sources like Twitter Analytics or Forbes. Resolution criteria: Official reports from Twitter, Lucid Motors, Twitter Analytics, Forbes, or other reputable sources. Resolution date: December 31, 2029.",0.40199999999999997,"[0.42, 0.42, 0.42, 0.42, 0.33]",0.3785399653261037
iter1_h3_q0,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P,Will Intel develop a quantum computer capable of performing complex calculations by 2031?,"This question resolves as YES if Intel develops a quantum computer capable of performing complex calculations by 2031, as reported by Intel's official blog or other credible sources like TechRadar. Resolution criteria: Official reports from Intel, TechRadar, or other reputable tech news outlets. Resolution date: December 31, 2031.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.3931109949796567
iter1_h3_q0,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,Q_given_P,"Given Intel's development of a quantum computer, will the development of AGI in natural language processing accelerate by 22% in the next 2 years?","This question resolves as YES if, given Intel's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 22% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like IEEE Spectrum. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Intel, IEEE Spectrum, or other reputable sources. Resolution date: December 31, 2033.",0.294,"[0.23, 0.32, 0.18, 0.32, 0.42]",0.3931109949796567
iter1_h3_q0,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P_and_Q,Will Intel develop a quantum computer capable of performing complex calculations by 2031 and the development of AGI in natural language processing accelerate by 22% in the next 2 years?,"This question resolves as YES if both conditions are met: Intel develops a quantum computer capable of performing complex calculations by 2031, and the development of AGI in natural language processing accelerates by 22% in the next 2 years, as reported by Intel's official blog, research papers published in top-tier AI conferences, or other credible sources like TechRadar or IEEE Spectrum. Resolution criteria: Official reports from Intel, research papers published in top-tier AI conferences, TechRadar, IEEE Spectrum, or other reputable sources. Resolution date: December 31, 2033.",0.45199999999999996,"[0.42, 0.62, 0.38, 0.42, 0.42]",0.3931109949796567
iter1_h3_q1,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P,Will NVIDIA announce a breakthrough in quantum computing by 2030?,"This question resolves as YES if NVIDIA announces a breakthrough in quantum computing, such as the development of a quantum computer capable of performing complex calculations, by 2030, as reported by NVIDIA's official blog or other credible sources like The Next Web. Resolution criteria: Official reports from NVIDIA, The Next Web, or other reputable tech news outlets. Resolution date: December 31, 2030.",0.40599999999999997,"[0.35, 0.42, 0.42, 0.42, 0.42]",0.3200446531344102
iter1_h3_q1,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,Q_given_P,"Given NVIDIA's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 28% in the next 3 years?","This question resolves as YES if, given NVIDIA's breakthrough in quantum computing, the development of AGI in natural language processing accelerates by 28% in the next 3 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like VentureBeat. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from NVIDIA, VentureBeat, or other reputable sources. Resolution date: December 31, 2033.",0.27199999999999996,"[0.42, 0.22, 0.42, 0.18, 0.12]",0.3200446531344102
iter1_h3_q1,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P_and_Q,Will NVIDIA announce a breakthrough in quantum computing by 2030 and the development of AGI in natural language processing accelerate by 28% in the next 3 years?,"This question resolves as YES if both conditions are met: NVIDIA announces a breakthrough in quantum computing by 2030, and the development of AGI in natural language processing accelerates by 28% in the next 3 years, as reported by NVIDIA's official blog, research papers published in top-tier AI conferences, or other credible sources like The Next Web or VentureBeat. Resolution criteria: Official reports from NVIDIA, research papers published in top-tier AI conferences, The Next Web, VentureBeat, or other reputable sources. Resolution date: December 31, 2033.",0.26999999999999996,"[0.42, 0.24, 0.23, 0.23, 0.23]",0.3200446531344102
iter1_h3_q2,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P,Will Amazon develop a quantum computer capable of performing complex calculations by 2033?,"This question resolves as YES if Amazon develops a quantum computer capable of performing complex calculations by 2033, as reported by Amazon's official blog or other credible sources like GeekWire. Resolution criteria: Official reports from Amazon, GeekWire, or other reputable tech news outlets. Resolution date: December 31, 2033.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.052236840052750415
iter1_h3_q2,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,Q_given_P,"Given Amazon's development of a quantum computer, will the development of AGI in natural language processing accelerate by 25% in the next 2 years?","This question resolves as YES if, given Amazon's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like ZDNet. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Amazon, ZDNet, or other reputable sources. Resolution date: December 31, 2035.",0.4,"[0.42, 0.32, 0.32, 0.32, 0.62]",0.052236840052750415
iter1_h3_q2,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P_and_Q,Will Amazon develop a quantum computer capable of performing complex calculations by 2033 and the development of AGI in natural language processing accelerate by 25% in the next 2 years?,"This question resolves as YES if both conditions are met: Amazon develops a quantum computer capable of performing complex calculations by 2033, and the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by Amazon's official blog, research papers published in top-tier AI conferences, or other credible sources like GeekWire or ZDNet. Resolution criteria: Official reports from Amazon, research papers published in top-tier AI conferences, GeekWire, ZDNet, or other reputable sources. Resolution date: December 31, 2035.",0.32,"[0.12, 0.32, 0.42, 0.42, 0.32]",0.052236840052750415
iter1_h4_q0,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P,Will Facebook develop a quantum computer capable of performing complex calculations by 2034?,"This question resolves as YES if Facebook develops a quantum computer capable of performing complex calculations by 2034, as reported by Facebook's official blog or other credible sources like CNET. Resolution criteria: Official reports from Facebook, CNET, or other reputable tech news outlets. Resolution date: December 31, 2034.",0.32,"[0.32, 0.32, 0.32, 0.32, 0.32]",0.15031281409370936
iter1_h4_q0,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,Q_given_P,"Given Facebook's development of a quantum computer, will the development of AGI in natural language processing accelerate by 20% in the next 2 years?","This question resolves as YES if, given Facebook's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 20% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Computerworld. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Facebook, Computerworld, or other reputable sources. Resolution date: December 31, 2036.",0.358,"[0.25, 0.35, 0.35, 0.42, 0.42]",0.15031281409370936
iter1_h4_q0,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P_and_Q,Will Facebook develop a quantum computer capable of performing complex calculations by 2034 and the development of AGI in natural language processing accelerate by 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Facebook develops a quantum computer capable of performing complex calculations by 2034, and the development of AGI in natural language processing accelerates by 20% in the next 2 years, as reported by Facebook's official blog, research papers published in top-tier AI conferences, or other credible sources like CNET or Computerworld. Resolution criteria: Official reports from Facebook, research papers published in top-tier AI conferences, CNET, Computerworld, or other reputable sources. Resolution date: December 31, 2036.",0.182,"[0.12, 0.12, 0.32, 0.23, 0.12]",0.15031281409370936
iter1_h4_q1,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P,Will Baidu announce a breakthrough in quantum computing by 2032?,"This question resolves as YES if Baidu announces a breakthrough in quantum computing, such as the development of a quantum computer capable of performing complex calculations, by 2032, as reported by Baidu's official blog or other credible sources like China Daily. Resolution criteria: Official reports from Baidu, China Daily, or other reputable tech news outlets. Resolution date: December 31, 2032.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.24382649974346746
iter1_h4_q1,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,Q_given_P,"Given Baidu's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 22% in the next 3 years?","This question resolves as YES if, given Baidu's breakthrough in quantum computing, the development of AGI in natural language processing accelerates by 22% in the next 3 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like South China Morning Post. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Baidu, South China Morning Post, or other reputable sources. Resolution date: December 31, 2035.",0.36,"[0.32, 0.32, 0.32, 0.42, 0.42]",0.24382649974346746
iter1_h4_q1,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P_and_Q,Will Baidu announce a breakthrough in quantum computing by 2032 and the development of AGI in natural language processing accelerate by 22% in the next 3 years?,"This question resolves as YES if both conditions are met: Baidu announces a breakthrough in quantum computing by 2032, and the development of AGI in natural language processing accelerates by 22% in the next 3 years, as reported by Baidu's official blog, research papers published in top-tier AI conferences, or other credible sources like China Daily or South China Morning Post. Resolution criteria: Official reports from Baidu, research papers published in top-tier AI conferences, China Daily, South China Morning Post, or other reputable sources. Resolution date: December 31, 2035.",0.368,"[0.42, 0.28, 0.38, 0.38, 0.38]",0.24382649974346746
iter1_h4_q2,1,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P,Will Alibaba develop a quantum computer capable of performing complex calculations by 2035?,"This question resolves as YES if Alibaba develops a quantum computer capable of performing complex calculations by 2035, as reported by Alibaba's official blog or other credible sources like Alizila. Resolution criteria: Official reports from Alibaba, Alizila, or other reputable tech news outlets. Resolution date: December 31, 2035.",0.64,"[0.72, 0.62, 0.62, 0.62, 0.62]",0.3438229909690634
