question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
iter1_h0_q3,1,The model assumes strong correlation between individual and national sports performance,,,Q_given_P,The Netherlands wins at least 2 medals in women's distance events at the 2025 World Championships,"Given that Sifan Hassan wins the 2025 World Cross Country Championships, will the Netherlands win at least 2 medals in women's distance events (5000m, 10,000m) at the 2025 World Athletics Championships? Resolution criteria: Official results from the 2025 World Athletics Championships, as reported by World Athletics. Resolution date: August 15, 2025.",0.7399999999999999,"[0.72, 0.82, 0.72, 0.72, 0.72]",0.05077197632891379
iter1_h0_q3,1,The model assumes strong correlation between individual and national sports performance,,,P_and_Q,Sifan Hassan wins the 2025 World Cross Country Championships and the Netherlands wins at least 2 medals in women's distance events,"Will both Sifan Hassan win the 2025 World Cross Country Championships and the Netherlands win at least 2 medals in women's distance events at the 2025 World Athletics Championships? Resolution criteria: Official results from the 2025 World Athletics Championships, as reported by World Athletics. Resolution date: August 15, 2025.",0.22999999999999998,"[0.15, 0.25, 0.25, 0.38, 0.12]",0.05077197632891379
iter1_h0_q4,1,The model assumes strong correlation between individual and national sports performance,,,P,"Joshua Cheptegei breaks the 10,000m world record in 2025","Joshua Cheptegei, the current world record holder in the 10,000m, will attempt to break his own record at the 2025 World Athletics Championships. The current world record is 26:49.51, set by Joshua Cheptegei in 2020. Will Joshua Cheptegei break the 10,000m world record in 2025? Resolution criteria: Official results from the 2025 World Athletics Championships, as reported by World Athletics. Resolution date: August 15, 2025.",0.48,"[0.42, 0.62, 0.62, 0.42, 0.32]",0.17307504406469426
iter1_h0_q4,1,The model assumes strong correlation between individual and national sports performance,,,Q_given_P,Uganda wins at least 1 medal in men's distance events at the 2025 World Championships,"Given that Joshua Cheptegei breaks the 10,000m world record, will Uganda win at least 1 medal in men's distance events (5000m, 10,000m) at the 2025 World Athletics Championships? Resolution criteria: Official results from the 2025 World Athletics Championships, as reported by World Athletics. Resolution date: August 15, 2025.",0.93,"[0.85, 0.95, 0.95, 0.95, 0.95]",0.17307504406469426
iter1_h0_q4,1,The model assumes strong correlation between individual and national sports performance,,,P_and_Q,"Joshua Cheptegei breaks the 10,000m world record and Uganda wins at least 1 medal in men's distance events","Will both Joshua Cheptegei break the 10,000m world record and Uganda win at least 1 medal in men's distance events at the 2025 World Athletics Championships? Resolution criteria: Official results from the 2025 World Athletics Championships, as reported by World Athletics. Resolution date: August 15, 2025.",0.5660000000000001,"[0.62, 0.55, 0.62, 0.62, 0.42]",0.17307504406469426
iter1_h1_q0,1,The model overgeneralizes tech company compliance based on industry trends,,,P,Meta will comply with the EU's Digital Services Act by 2025,"Meta, the parent company of Facebook and Instagram, will attempt to comply with the EU's Digital Services Act by 2025. The Act requires tech companies to increase transparency and accountability in their content moderation practices. Will Meta comply with the EU's Digital Services Act by 2025? Resolution criteria: Official statements from Meta and the EU, as reported by Reuters. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.22799231308080073
iter1_h1_q0,1,The model overgeneralizes tech company compliance based on industry trends,,,Q_given_P,Microsoft will also comply with the EU's Digital Services Act by 2025,"Given that Meta complies with the EU's Digital Services Act, will Microsoft also comply with the Act by 2025? Resolution criteria: Official statements from Microsoft and the EU, as reported by Reuters. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.22799231308080073
iter1_h1_q0,1,The model overgeneralizes tech company compliance based on industry trends,,,P_and_Q,Both Meta and Microsoft comply with the EU's Digital Services Act by 2025,"Will both Meta and Microsoft comply with the EU's Digital Services Act by 2025? Resolution criteria: Official statements from Meta, Microsoft, and the EU, as reported by Reuters. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.22799231308080073
iter1_h1_q1,1,The model overgeneralizes tech company compliance based on industry trends,,,P,Amazon will resist the EU's antitrust investigations in 2025,"Amazon, the e-commerce giant, will attempt to resist the EU's antitrust investigations in 2025. The EU has accused Amazon of abusing its market dominance and stifling competition. Will Amazon resist the EU's antitrust investigations in 2025? Resolution criteria: Official statements from Amazon and the EU, as reported by Bloomberg. Resolution date: December 31, 2025.",0.8319999999999999,"[0.82, 0.82, 0.85, 0.82, 0.85]",0.14937710259602602
iter1_h1_q1,1,The model overgeneralizes tech company compliance based on industry trends,,,Q_given_P,Google will also resist the EU's antitrust investigations in 2025,"Given that Amazon resists the EU's antitrust investigations, will Google also resist the investigations in 2025? Resolution criteria: Official statements from Google and the EU, as reported by Bloomberg. Resolution date: December 31, 2025.",0.74,"[0.72, 0.72, 0.72, 0.82, 0.72]",0.14937710259602602
iter1_h1_q1,1,The model overgeneralizes tech company compliance based on industry trends,,,P_and_Q,Both Amazon and Google resist the EU's antitrust investigations in 2025,"Will both Amazon and Google resist the EU's antitrust investigations in 2025? Resolution criteria: Official statements from Amazon, Google, and the EU, as reported by Bloomberg. Resolution date: December 31, 2025.",0.712,"[0.72, 0.7, 0.72, 0.7, 0.72]",0.14937710259602602
iter1_h1_q2,1,The model overgeneralizes tech company compliance based on industry trends,,,P,Apple will comply with the EU's common charging port requirement by 2025,"Apple, the tech giant, will attempt to comply with the EU's common charging port requirement by 2025. The requirement aims to reduce electronic waste and increase consumer convenience. Will Apple comply with the EU's common charging port requirement by 2025? Resolution criteria: Official statements from Apple and the EU, as reported by The Verge. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.12175870178439409
iter1_h1_q2,1,The model overgeneralizes tech company compliance based on industry trends,,,Q_given_P,Samsung will also comply with the EU's common charging port requirement by 2025,"Given that Apple complies with the EU's common charging port requirement, will Samsung also comply with the requirement by 2025? Resolution criteria: Official statements from Samsung and the EU, as reported by The Verge. Resolution date: December 31, 2025.",0.95,"[0.95, 0.95, 0.95, 0.95, 0.95]",0.12175870178439409
iter1_h1_q2,1,The model overgeneralizes tech company compliance based on industry trends,,,P_and_Q,Both Apple and Samsung comply with the EU's common charging port requirement by 2025,"Will both Apple and Samsung comply with the EU's common charging port requirement by 2025? Resolution criteria: Official statements from Apple, Samsung, and the EU, as reported by The Verge. Resolution date: December 31, 2025.",0.8699999999999999,"[0.95, 0.85, 0.85, 0.85, 0.85]",0.12175870178439409
iter1_h1_q3,1,The model overgeneralizes tech company compliance based on industry trends,,,P,Tesla will invest in EU-based battery production by 2025,"Tesla, the electric vehicle manufacturer, will attempt to invest in EU-based battery production by 2025. The investment aims to reduce dependence on Asian suppliers and increase European production capacity. Will Tesla invest in EU-based battery production by 2025? Resolution criteria: Official statements from Tesla and the EU, as reported by CNBC. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.22799231308080073
iter1_h1_q3,1,The model overgeneralizes tech company compliance based on industry trends,,,Q_given_P,Volkswagen will also invest in EU-based battery production by 2025,"Given that Tesla invests in EU-based battery production, will Volkswagen also invest in EU-based battery production by 2025? Resolution criteria: Official statements from Volkswagen and the EU, as reported by CNBC. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.22799231308080073
iter1_h1_q3,1,The model overgeneralizes tech company compliance based on industry trends,,,P_and_Q,Both Tesla and Volkswagen invest in EU-based battery production by 2025,"Will both Tesla and Volkswagen invest in EU-based battery production by 2025? Resolution criteria: Official statements from Tesla, Volkswagen, and the EU, as reported by CNBC. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.22799231308080073
iter1_h1_q4,1,The model overgeneralizes tech company compliance based on industry trends,,,P,Facebook will improve its content moderation practices in 2025,"Facebook, the social media platform, will attempt to improve its content moderation practices in 2025. The improvement aims to reduce the spread of misinformation and hate speech. Will Facebook improve its content moderation practices in 2025? Resolution criteria: Official statements from Facebook and independent auditors, as reported by The New York Times. Resolution date: December 31, 2025.",0.7999999999999999,"[0.82, 0.82, 0.82, 0.72, 0.82]",0.12701522553063974
iter1_h1_q4,1,The model overgeneralizes tech company compliance based on industry trends,,,Q_given_P,Twitter will also improve its content moderation practices in 2025,"Given that Facebook improves its content moderation practices, will Twitter also improve its content moderation practices in 2025? Resolution criteria: Official statements from Twitter and independent auditors, as reported by The New York Times. Resolution date: December 31, 2025.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.12701522553063974
iter1_h1_q4,1,The model overgeneralizes tech company compliance based on industry trends,,,P_and_Q,Both Facebook and Twitter improve their content moderation practices in 2025,"Will both Facebook and Twitter improve their content moderation practices in 2025? Resolution criteria: Official statements from Facebook, Twitter, and independent auditors, as reported by The New York Times. Resolution date: December 31, 2025.",0.6599999999999999,"[0.62, 0.72, 0.72, 0.62, 0.62]",0.12701522553063974
iter2_h0_q0,2,The model assumes a strong correlation between a country's economic growth and its technological innovation,Economics and Technology,,P,Will China's GDP growth rate exceed 6% in 2025?,"This question resolves as YES if China's GDP growth rate exceeds 6% in 2025, as reported by the National Bureau of Statistics of China or other credible sources. Resolution criteria: Official GDP growth rate data for 2025. Resolution date: March 15, 2026.",0.40599999999999997,"[0.42, 0.35, 0.42, 0.42, 0.42]",0.11416637272378821
iter2_h0_q0,2,The model assumes a strong correlation between a country's economic growth and its technological innovation,Economics and Technology,,Q_given_P,"Given China's GDP growth rate exceeds 6% in 2025, will Huawei's revenue increase by more than 15% in 2025?","This question resolves as YES if Huawei's revenue increases by more than 15% in 2025, given China's GDP growth rate exceeds 6% in 2025, as reported by Huawei's official financial reports or other credible sources. Resolution criteria: Official revenue data for 2025. Resolution date: April 15, 2026.",0.624,"[0.6, 0.72, 0.6, 0.6, 0.6]",0.11416637272378821
iter2_h0_q0,2,The model assumes a strong correlation between a country's economic growth and its technological innovation,Economics and Technology,,P_and_Q,Will China's GDP growth rate exceed 6% in 2025 and Huawei's revenue increase by more than 15% in 2025?,"This question resolves as YES if both China's GDP growth rate exceeds 6% in 2025 and Huawei's revenue increases by more than 15% in 2025, as reported by the National Bureau of Statistics of China and Huawei's official financial reports or other credible sources. Resolution criteria: Official GDP growth rate and revenue data for 2025. Resolution date: April 15, 2026.",0.192,"[0.32, 0.25, 0.12, 0.15, 0.12]",0.11416637272378821
iter2_h0_q1,2,The model assumes a strong correlation between a country's economic growth and its technological innovation,Economics and Technology,,P,Will the US GDP growth rate exceed 3% in 2025?,"This question resolves as YES if the US GDP growth rate exceeds 3% in 2025, as reported by the Bureau of Economic Analysis or other credible sources. Resolution criteria: Official GDP growth rate data for 2025. Resolution date: March 15, 2026.",0.38599999999999995,"[0.32, 0.42, 0.35, 0.42, 0.42]",0.07225098869659952
iter2_h0_q1,2,The model assumes a strong correlation between a country's economic growth and its technological innovation,Economics and Technology,,Q_given_P,"Given the US GDP growth rate exceeds 3% in 2025, will Apple's research and development expenses increase by more than 10% in 2025?","This question resolves as YES if Apple's research and development expenses increase by more than 10% in 2025, given the US GDP growth rate exceeds 3% in 2025, as reported by Apple's official financial reports or other credible sources. Resolution criteria: Official research and development expenses data for 2025. Resolution date: April 15, 2026.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.07225098869659952
iter2_h0_q1,2,The model assumes a strong correlation between a country's economic growth and its technological innovation,Economics and Technology,,P_and_Q,Will the US GDP growth rate exceed 3% in 2025 and Apple's research and development expenses increase by more than 10% in 2025?,"This question resolves as YES if both the US GDP growth rate exceeds 3% in 2025 and Apple's research and development expenses increase by more than 10% in 2025, as reported by the Bureau of Economic Analysis and Apple's official financial reports or other credible sources. Resolution criteria: Official GDP growth rate and research and development expenses data for 2025. Resolution date: April 15, 2026.",0.322,"[0.28, 0.35, 0.42, 0.28, 0.28]",0.07225098869659952
iter2_h1_q0,2,The model overestimates the impact of government regulations on company-specific innovation,Technology and Regulation,,P,Will the EU implement stricter regulations on AI development in 2025?,"This question resolves as YES if the EU implements stricter regulations on AI development in 2025, as reported by the European Commission or other credible sources. Resolution criteria: Official announcement of new regulations. Resolution date: December 15, 2025.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.1516502002775446
iter2_h1_q0,2,The model overestimates the impact of government regulations on company-specific innovation,Technology and Regulation,,Q_given_P,"Given the EU implements stricter regulations on AI development in 2025, will Google's AI research investments decrease by more than 5% in 2025?","This question resolves as YES if Google's AI research investments decrease by more than 5% in 2025, given the EU implements stricter regulations on AI development in 2025, as reported by Google's official financial reports or other credible sources. Resolution criteria: Official research investments data for 2025. Resolution date: April 15, 2026.",0.302,"[0.32, 0.32, 0.32, 0.32, 0.23]",0.1516502002775446
iter2_h1_q0,2,The model overestimates the impact of government regulations on company-specific innovation,Technology and Regulation,,P_and_Q,Will the EU implement stricter regulations on AI development in 2025 and Google's AI research investments decrease by more than 5% in 2025?,"This question resolves as YES if both the EU implements stricter regulations on AI development in 2025 and Google's AI research investments decrease by more than 5% in 2025, as reported by the European Commission and Google's official financial reports or other credible sources. Resolution criteria: Official announcement of new regulations and research investments data for 2025. Resolution date: April 15, 2026.",0.306,"[0.23, 0.23, 0.42, 0.42, 0.23]",0.1516502002775446
iter2_h1_q1,2,The model overestimates the impact of government regulations on company-specific innovation,Technology and Regulation,,P,Will the US government increase funding for renewable energy research by more than 10% in 2025?,"This question resolves as YES if the US government increases funding for renewable energy research by more than 10% in 2025, as reported by the US Department of Energy or other credible sources. Resolution criteria: Official announcement of new funding. Resolution date: March 15, 2026.",0.64,"[0.62, 0.62, 0.72, 0.62, 0.62]",0.07613760595563177
iter2_h1_q1,2,The model overestimates the impact of government regulations on company-specific innovation,Technology and Regulation,,Q_given_P,"Given the US government increases funding for renewable energy research by more than 10% in 2025, will Tesla's investments in solar energy increase by more than 15% in 2025?","This question resolves as YES if Tesla's investments in solar energy increase by more than 15% in 2025, given the US government increases funding for renewable energy research by more than 10% in 2025, as reported by Tesla's official financial reports or other credible sources. Resolution criteria: Official investments data for 2025. Resolution date: April 15, 2026.",0.604,"[0.62, 0.6, 0.62, 0.58, 0.6]",0.07613760595563177
iter2_h1_q1,2,The model overestimates the impact of government regulations on company-specific innovation,Technology and Regulation,,P_and_Q,Will the US government increase funding for renewable energy research by more than 10% in 2025 and Tesla's investments in solar energy increase by more than 15% in 2025?,"This question resolves as YES if both the US government increases funding for renewable energy research by more than 10% in 2025 and Tesla's investments in solar energy increase by more than 15% in 2025, as reported by the US Department of Energy and Tesla's official financial reports or other credible sources. Resolution criteria: Official announcement of new funding and investments data for 2025. Resolution date: April 15, 2026.",0.33799999999999997,"[0.28, 0.33, 0.42, 0.28, 0.38]",0.07613760595563177
iter2_h2_q0,2,The model underestimates the impact of global events on company-specific supply chains,Global Events and Supply Chains,,P,Will a major global pandemic occur in 2025?,"This question resolves as YES if a major global pandemic occurs in 2025, as reported by the World Health Organization or other credible sources. Resolution criteria: Official announcement of a pandemic. Resolution date: December 15, 2025.",0.12,"[0.12, 0.12, 0.12, 0.12, 0.12]",0.14894604705942682
iter2_h2_q0,2,The model underestimates the impact of global events on company-specific supply chains,Global Events and Supply Chains,,Q_given_P,"Given a major global pandemic occurs in 2025, will Apple's supply chain disruptions increase by more than 20% in 2025?","This question resolves as YES if Apple's supply chain disruptions increase by more than 20% in 2025, given a major global pandemic occurs in 2025, as reported by Apple's official financial reports or other credible sources. Resolution criteria: Official supply chain data for 2025. Resolution date: April 15, 2026.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.14894604705942682
iter2_h2_q0,2,The model underestimates the impact of global events on company-specific supply chains,Global Events and Supply Chains,,P_and_Q,Will a major global pandemic occur in 2025 and Apple's supply chain disruptions increase by more than 20% in 2025?,"This question resolves as YES if both a major global pandemic occurs in 2025 and Apple's supply chain disruptions increase by more than 20% in 2025, as reported by the World Health Organization and Apple's official financial reports or other credible sources. Resolution criteria: Official announcement of a pandemic and supply chain data for 2025. Resolution date: April 15, 2026.",0.04,"[0.03, 0.05, 0.04, 0.04, 0.04]",0.14894604705942682
iter2_h2_q1,2,The model underestimates the impact of global events on company-specific supply chains,Global Events and Supply Chains,,P,Will a major global trade agreement be signed in 2025?,"This question resolves as YES if a major global trade agreement is signed in 2025, as reported by the World Trade Organization or other credible sources. Resolution criteria: Official announcement of a trade agreement. Resolution date: December 15, 2025.",0.312,"[0.32, 0.35, 0.25, 0.32, 0.32]",0.2733396920848308
iter2_h2_q1,2,The model underestimates the impact of global events on company-specific supply chains,Global Events and Supply Chains,,Q_given_P,"Given a major global trade agreement is signed in 2025, will Amazon's international shipping costs decrease by more than 10% in 2025?","This question resolves as YES if Amazon's international shipping costs decrease by more than 10% in 2025, given a major global trade agreement is signed in 2025, as reported by Amazon's official financial reports or other credible sources. Resolution criteria: Official shipping costs data for 2025. Resolution date: April 15, 2026.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.2733396920848308
iter2_h2_q1,2,The model underestimates the impact of global events on company-specific supply chains,Global Events and Supply Chains,,P_and_Q,Will a major global trade agreement be signed in 2025 and Amazon's international shipping costs decrease by more than 10% in 2025?,"This question resolves as YES if both a major global trade agreement is signed in 2025 and Amazon's international shipping costs decrease by more than 10% in 2025, as reported by the World Trade Organization and Amazon's official financial reports or other credible sources. Resolution criteria: Official announcement of a trade agreement and shipping costs data for 2025. Resolution date: April 15, 2026.",0.07799999999999999,"[0.05, 0.08, 0.09, 0.12, 0.05]",0.2733396920848308
iter2_h3_q0,2,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,P,Will the number of Instagram users increase by more than 10% in 2025?,"This question resolves as YES if the number of Instagram users increases by more than 10% in 2025, as reported by Meta's official financial reports or other credible sources. Resolution criteria: Official user data for 2025. Resolution date: April 15, 2026.",0.5619999999999999,"[0.62, 0.62, 0.6, 0.42, 0.55]",0.025416229262272442
iter2_h3_q0,2,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,Q_given_P,"Given the number of Instagram users increases by more than 10% in 2025, will Nike's sales increase by more than 15% in 2025?","This question resolves as YES if Nike's sales increase by more than 15% in 2025, given the number of Instagram users increases by more than 10% in 2025, as reported by Nike's official financial reports or other credible sources. Resolution criteria: Official sales data for 2025. Resolution date: April 15, 2026.",0.472,"[0.32, 0.42, 0.58, 0.62, 0.42]",0.025416229262272442
iter2_h3_q0,2,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,P_and_Q,Will the number of Instagram users increase by more than 10% in 2025 and Nike's sales increase by more than 15% in 2025?,"This question resolves as YES if both the number of Instagram users increases by more than 10% in 2025 and Nike's sales increase by more than 15% in 2025, as reported by Meta's official financial reports and Nike's official financial reports or other credible sources. Resolution criteria: Official user and sales data for 2025. Resolution date: April 15, 2026.",0.27999999999999997,"[0.38, 0.33, 0.23, 0.23, 0.23]",0.025416229262272442
iter2_h3_q1,2,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,P,Will Twitter's user engagement increase by more than 20% in 2025?,"This question resolves as YES if Twitter's user engagement increases by more than 20% in 2025, as reported by Twitter's official financial reports or other credible sources. Resolution criteria: Official user engagement data for 2025. Resolution date: April 15, 2026.",0.332,"[0.25, 0.32, 0.35, 0.42, 0.32]",0.16475675757325942
iter2_h3_q1,2,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,Q_given_P,"Given Twitter's user engagement increases by more than 20% in 2025, will Coca-Cola's advertising expenses on Twitter increase by more than 25% in 2025?","This question resolves as YES if Coca-Cola's advertising expenses on Twitter increase by more than 25% in 2025, given Twitter's user engagement increases by more than 20% in 2025, as reported by Coca-Cola's official financial reports or other credible sources. Resolution criteria: Official advertising expenses data for 2025. Resolution date: April 15, 2026.",0.636,"[0.72, 0.62, 0.6, 0.62, 0.62]",0.16475675757325942
iter2_h3_q1,2,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,P_and_Q,Will Twitter's user engagement increase by more than 20% in 2025 and Coca-Cola's advertising expenses on Twitter increase by more than 25% in 2025?,"This question resolves as YES if both Twitter's user engagement increases by more than 20% in 2025 and Coca-Cola's advertising expenses on Twitter increase by more than 25% in 2025, as reported by Twitter's official financial reports and Coca-Cola's official financial reports or other credible sources. Resolution criteria: Official user engagement and advertising expenses data for 2025. Resolution date: April 15, 2026.",0.13199999999999998,"[0.12, 0.12, 0.12, 0.12, 0.18]",0.16475675757325942
iter2_h4_q0,2,The model underestimates the impact of environmental factors on company-specific operations,Environment and Operations,,P,Will the global average temperature increase by more than 1.5°C in 2025?,"This question resolves as YES if the global average temperature increases by more than 1.5°C in 2025, as reported by the National Oceanic and Atmospheric Administration or other credible sources. Resolution criteria: Official temperature data for 2025. Resolution date: March 15, 2026.",0.05,"[0.05, 0.05, 0.05, 0.05, 0.05]",0.08564012729138519
iter2_h4_q0,2,The model underestimates the impact of environmental factors on company-specific operations,Environment and Operations,,Q_given_P,"Given the global average temperature increases by more than 1.5°C in 2025, will ExxonMobil's oil production decrease by more than 10% in 2025?","This question resolves as YES if ExxonMobil's oil production decreases by more than 10% in 2025, given the global average temperature increases by more than 1.5°C in 2025, as reported by ExxonMobil's official financial reports or other credible sources. Resolution criteria: Official production data for 2025. Resolution date: April 15, 2026.",0.2,"[0.15, 0.22, 0.25, 0.23, 0.15]",0.08564012729138519
iter2_h4_q0,2,The model underestimates the impact of environmental factors on company-specific operations,Environment and Operations,,P_and_Q,Will the global average temperature increase by more than 1.5°C in 2025 and ExxonMobil's oil production decrease by more than 10% in 2025?,"This question resolves as YES if both the global average temperature increases by more than 1.5°C in 2025 and ExxonMobil's oil production decreases by more than 10% in 2025, as reported by the National Oceanic and Atmospheric Administration and ExxonMobil's official financial reports or other credible sources. Resolution criteria: Official temperature and production data for 2025. Resolution date: April 15, 2026.",0.024,"[0.01, 0.01, 0.05, 0.01, 0.04]",0.08564012729138519
iter2_h4_q1,2,The model underestimates the impact of environmental factors on company-specific operations,Environment and Operations,,P,Will the number of natural disasters increase by more than 15% in 2025?,"This question resolves as YES if the number of natural disasters increases by more than 15% in 2025, as reported by the United Nations Office for Disaster Risk Reduction or other credible sources. Resolution criteria: Official disaster data for 2025. Resolution date: March 15, 2026.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.04150822225589195
iter2_h4_q1,2,The model underestimates the impact of environmental factors on company-specific operations,Environment and Operations,,Q_given_P,"Given the number of natural disasters increases by more than 15% in 2025, will Walmart's supply chain disruptions increase by more than 20% in 2025?","This question resolves as YES if Walmart's supply chain disruptions increase by more than 20% in 2025, given the number of natural disasters increases by more than 15% in 2025, as reported by Walmart's official financial reports or other credible sources. Resolution criteria: Official supply chain data for 2025. Resolution date: April 15, 2026.",0.528,"[0.58, 0.42, 0.6, 0.42, 0.62]",0.04150822225589195
