check_type,P_title,P_forecast,Q_title,Q_forecast,R_title,R_forecast,score
or,Will the first intercontinental hyperloop passenger service begin operations by 2030?,0.05,Will global investment in hyperloop technology exceed $50 billion by 2030?,0.25,Will either the first intercontinental hyperloop passenger service begin operations or global investment in hyperloop technology exceed $50 billion by 2030?,0.25,0.0
or,Will the global obesity rate exceed 30% by 2030?,0.45,Will at least 50% of countries implement nationwide obesity prevention programs by 2030?,0.45,"Will either the global obesity rate exceed 30% or at least 50% of countries implement nationwide obesity prevention programs by 2030? Body: Will either of the following occur by December 31, 2030: (a) The global obesity rate, defined as the percentage of adults with a Body Mass Index (BMI) of 30 or higher, surpasses 30%, as reported by the World Health Organization (WHO)? (b) At least 50% of the world's countries establish and enact nationwide programs specifically aimed at preventing obesity, as documented by public health organizations? The resolution criteria for each component are as follows: (a) The global obesity rate must be reported to exceed 30% by the WHO. (b) Public health organizations must document that at least half of the world's countries have implemented nationwide obesity prevention programs.",0.45,0.0
or,Will the first commercially successful fusion power plant begin operations by 2030?,0.15,Will global reliance on nuclear fission power decrease by 40% by 2030?,0.15,"Will either a commercially successful fusion power plant begin operations or global reliance on nuclear fission power decrease by 40% by 2030? Body: Will either of the following occur by December 31, 2030: (a) A fusion power plant capable of producing net positive energy for commercial use commence operations, as verified by energy regulatory bodies and plant operators? (b) A 40% reduction in global reliance on nuclear fission power for energy production, as measured by international energy reports and nuclear energy statistics? Resolution criteria: For (a), confirmation from energy regulatory bodies and plant operators is required. For (b), confirmation from international energy reports and nuclear energy statistics is required.",0.1,0.10698186029693024
or,"Will the global average annual income surpass $25,000 by 2030?",0.25,Will global poverty rates decline below 5% by 2030?,0.35,"Will either the global average annual income surpass $25,000 or global poverty rates decline below 5% by 2030? Body: Will either of the following occur by December 31, 2030: (a) The global average annual income per capita exceeds $25,000 USD, as calculated and reported by the World Bank or International Monetary Fund (IMF)? (b) The proportion of the world's population living below the international poverty line (less than $2.15 per day) decreases to below 5%, as reported by the World Bank? Resolution criteria: For (a), the global average annual income must be reported to exceed $25,000 USD by the World Bank or IMF. For (b), the global poverty rate must be reported to be below 5% by the World Bank.",0.35,0.0
or,Will the first fully autonomous hospital be operational by 2027?,0.15,Will AI diagnose 90% of diseases with higher accuracy than human doctors by 2027?,0.25,Will either the first fully autonomous hospital be operational or AI diagnose 90% of diseases with higher accuracy than human doctors by 2027?,0.25,0.0
or,Will virtual reality (VR) become the primary medium for online education by 2028?,0.25,Will global internet accessibility reach 95% by 2028?,0.35,"Will either virtual reality become the primary medium for online education or global internet accessibility reach 95% by 2028? Body: Will either of the following occur by December 31, 2028: (a) Virtual reality technology replaces traditional online platforms as the main medium for delivering online education, as adopted by major educational institutions. (b) 95% of the global population has access to reliable internet services, as reported by the International Telecommunication Union (ITU)? Resolution criteria: (a) will be resolved based on whether major educational institutions have adopted virtual reality as the primary medium for online education by the specified date. (b) will be resolved based on reports from the International Telecommunication Union (ITU) confirming that 95% of the global population has reliable internet access by the specified date.",0.35,0.0
or,Will the global meat consumption per capita decrease by 20% by 2030?,0.25,Will plant-based meat alternatives constitute 30% of global meat substitute sales by 2030?,0.65,"Will either global meat consumption per capita decrease by 20% or plant-based meat alternatives constitute 30% of global meat substitute sales by 2030? Body: Will either of the following occur by December 31, 2030: (a) The average per capita global meat consumption reduces by 20% compared to 2020 levels, as measured by the Food and Agriculture Organization (FAO)? (b) Plant-based meat alternatives account for 30% of all meat substitute sales globally, as reported by market research firms? Resolution criteria: The question will be resolved as ""Yes"" if either condition (a) or (b) is met by the specified date.",0.65,0.0
or,Will autonomous farming technologies increase global crop yields by 25% by 2030?,0.35,Will global food prices stabilize due to increased agricultural productivity by 2030?,0.65,"Will either global crop yields increase by 25% or global food prices stabilize due to agricultural advancements by 2030? Body: Will either of the following occur by December 31, 2030: (a) The adoption of autonomous farming technologies leads to a 25% increase in global crop yields compared to 2020 levels, as documented by agricultural research institutions. (b) Global food prices remain stable or decrease as a result of enhanced agricultural productivity, including autonomous technologies, as reported by the World Bank? Resolution criteria: For (a), confirmation from agricultural research institutions that global crop yields have increased by 25% compared to 2020 levels due to autonomous farming technologies. For (b), reports from the World Bank indicating that global food prices have remained stable or decreased due to increased agricultural productivity, including autonomous technologies.",0.45,0.28977005745465195
or,Will 3D-printed homes account for 10% of new housing constructions globally by 2028?,0.15,Will housing construction costs decrease by 15% due to 3D printing technologies by 2028?,0.35,"Will either 3D-printed homes account for 10% of new housing constructions globally or housing construction costs decrease by 15% due to 3D printing technologies by 2028? Body: Will either of the following occur by December 31, 2028: (a) 3D-printed residential structures make up 10% of all new housing constructions worldwide, as reported by construction industry analyses and real estate market studies, or (b) the adoption of 3D printing technologies in the construction industry leads to a 15% reduction in housing construction costs, as measured by construction cost reports and economic analyses? Resolution criteria: (a) will be resolved based on construction industry analyses and real estate market studies, and (b) will be resolved based on construction cost reports and economic analyses.",0.35,0.0
or,Will the first commercial vertical farming skyscraper open in New York City by 2027?,0.35,Will vertical farming reduce urban food deserts in major cities by 2027?,0.35,"Will either a commercial vertical farming skyscraper open in New York City or vertical farming reduce urban food deserts in major cities by 2027? Body: Will either of the following occur by December 31, 2027: (a) A commercial vertical farming skyscraper, capable of producing significant agricultural yields within a single building, opens in New York City, as verified by urban development authorities. (b) The implementation of vertical farming initiatives leads to the elimination of food deserts in at least 10 major cities globally, as reported by urban planning and public health studies? Resolution criteria: For (a), confirmation requires verification by urban development authorities that such a skyscraper has opened in New York City. For (b), confirmation requires reports from urban planning and public health studies indicating that food deserts have been eliminated in at least 10 major cities globally due to vertical farming initiatives.",0.15,0.3351101070091179
or,Will blockchain technology be the primary system for secure voting in national elections by 2028?,0.15,Will voter turnout increase by 20% due to secure blockchain voting systems by 2028?,0.15,"Will either blockchain technology become the primary system for secure voting or lead to a 20% increase in voter turnout by 2028? Body: Will either of the following occur by December 31, 2028: (a) Blockchain technology is adopted as the main system for ensuring secure and verifiable voting processes in national elections worldwide, as implemented by electoral commissions. (b) The implementation of secure blockchain voting systems results in a 20% increase in voter turnout in national elections, as measured by electoral participation data? Resolution criteria: (a) will be resolved as ""Yes"" if blockchain technology is adopted as the primary system for secure voting in national elections worldwide by the specified date. (b) will be resolved as ""Yes"" if there is a 20% increase in voter turnout in national elections attributed to the implementation of secure blockchain voting systems by the specified date.",0.1,0.10698186029693024
or,Will the first commercial vertical takeoff and landing (VTOL) air taxi service launch in Tokyo by 2027?,0.35,Will global urban air mobility infrastructure be fully developed in 20 major cities by 2027?,0.15,Will either the first commercial VTOL air taxi service launch in Tokyo or global urban air mobility infrastructure be fully developed in 20 major cities by 2027?,0.35,0.0
or,Will the global literacy rate reach 95% by 2030?,0.65,Will 90% of primary schools worldwide integrate digital learning tools by 2030?,0.65,"Will either the global literacy rate reach 95% or 90% of primary schools worldwide integrate digital learning tools by 2030? Body: Will either of the following occur by December 31, 2030: (a) The global literacy rate, defined as the percentage of people who can read and write at a specified age, attains 95%, as measured by UNESCO statistics. (b) 90% of primary educational institutions globally adopt and utilize digital learning tools in their curricula, as reported by educational technology surveys? The resolution criteria are based on the respective data sources: UNESCO statistics for the literacy rate and educational technology surveys for the integration of digital learning tools.",0.35,0.4440912253619913
or,Will the first fully biodegradable smartphone be released by 2026?,0.15,Will global electronic waste decrease by 25% due to biodegradable devices by 2026?,0.1,Will either the first fully biodegradable smartphone be released or global electronic waste decrease by 25% due to biodegradable devices by 2026?,0.1,0.10698186029693024
or,Will the global adoption rate of 5G technology reach 80% by 2027?,0.55,Will 5G-enabled devices constitute 90% of all new smartphone sales by 2027?,0.85,Will either 80% of the global population have 5G access or 90% of new smartphones be 5G-enabled by 2027?,0.75,0.17785726558372916
or,Will the first human colony on Mars become self-sustaining by 2035?,0.05,Will international treaties regulate colonization activities on Mars by 2035?,0.35,Will either the first human colony on Mars become self-sustaining or international treaties regulate colonization activities on Mars by 2035?,0.35,0.0
or,Will the first fully vertical forest skyscraper open in Singapore by 2027?,0.35,Will urban green spaces increase by 30% in major cities worldwide by 2027?,0.35,Will either a fully vertical forest skyscraper open in Singapore or urban green spaces increase by 30% in major cities worldwide by 2027?,0.45,0.0
or,Will the global plastic production decrease by 40% by 2030?,0.15,Will recycled plastic constitute 60% of new plastic production by 2030?,0.25,Will either global plastic production decrease by 40% or recycled plastic constitute 60% of new plastic production by 2030?,0.25,0.0
or,Will the global literacy rate for women reach 95% by 2030?,0.65,Will female participation in STEM fields increase by 50% by 2030?,0.35,"Will either the global literacy rate for women reach 95% or female participation in STEM fields increase by 50% by 2030? Body: Will either of the following occur by December 31, 2030: (a) The literacy rate among women globally attains 95%, as reported by the United Nations and UNESCO? (b) There is a 50% increase in female participation and representation in Science, Technology, Engineering, and Mathematics (STEM) fields worldwide, as documented by educational and professional sector reports? Resolution criteria: For (a), the question resolves to YES if the United Nations and UNESCO report that the global literacy rate for women has reached 95% by the specified date. For (b), the question resolves to YES if educational and professional sector reports document a 50% increase in female participation in STEM fields worldwide by the specified date.",0.35,0.4440912253619913
or,Will the global net-zero carbon emissions goal be achieved by 2050?,0.35,Will renewable energy sources supply 80% of global energy needs by 2050?,0.35,"Will either the global net-zero carbon emissions goal be achieved or renewable energy sources supply 80% of global energy needs by 2050? Body: Will either of the following occur by December 31, 2050: (a) The world collectively achieves net-zero carbon emissions, balancing emitted and absorbed carbon, as confirmed by international climate agreements and environmental monitoring organizations? (b) Renewable energy sources (solar, wind, hydro, etc.) provide 80% of the world's total energy consumption, as reported by the International Energy Agency (IEA)? Resolution criteria: The question will be resolved as ""Yes"" if either (a) or (b) is confirmed to have occurred by the specified date.",0.35,0.0
or,Will quantum encryption become the standard for global internet security by 2030?,0.25,Will all major financial institutions adopt blockchain-based security systems by 2030?,0.45,Will either quantum encryption become the standard for global internet security or all major financial institutions adopt blockchain-based security systems by 2030?,0.35,0.14488502872732603
