check_type,P_title,P_forecast,Q_title,Q_forecast,R_title,R_forecast,score
and,Will India achieve a 50% reduction in carbon emissions by 2030 compared to 2020 levels?,0.15,"Will India increase its renewable energy capacity to exceed 1,000 GW by 2030?",0.15,"Will India both achieve a 50% reduction in carbon emissions by 2030 compared to 2020 levels and increase its renewable energy capacity to exceed 1,000 GW by 2030? Body: Will both of the following occur by December 31, 2030: (a) India reduces its carbon emissions by 50% relative to its 2020 levels, as reported by the Indian Ministry of Environment, Forest and Climate Change, and (b) India's renewable energy infrastructure grows to a total capacity surpassing 1,000 gigawatts, as reported by the Indian Ministry of New and Renewable Energy? Resolution Date: December 31, 2030. Resolution Sources: Indian Ministry of Environment, Forest and Climate Change reports and Indian Ministry of New and Renewable Energy reports.",0.15,0.0
and,Will the FIFA World Cup be hosted in Australia by 2026?,0.01,Will Australia win at least three matches in the 2026 FIFA World Cup?,0.35,Will Australia both host the FIFA World Cup and win at least three matches in the 2026 tournament?,0.0,0.0
and,Will the United States adopt a four-day workweek nationally by 2027?,0.15,Will employee productivity in the United States increase by at least 10% as a result of a four-day workweek by 2027?,0.35,"Will the United States adopt a four-day workweek nationally and see a 10% increase in employee productivity by 2027? Body: Will both of the following occur by December 31, 2027: (a) The United States implements a nationwide four-day workweek policy across all major industries. Resolution will be based on announcements from the U.S. Department of Labor. (b) Assuming a four-day workweek is adopted, the average employee productivity in the United States rises by 10% or more. Resolution will be based on reports from the U.S. Bureau of Labor Statistics.",0.05,0.0
and,Will South Korea's GDP grow by over 4% in 2025?,0.35,Will South Korea reduce its unemployment rate below 3% by 2025?,0.45,"Will South Korea's GDP grow by over 4% in 2025 AND its unemployment rate fall below 3% by the end of 2025? Body: Will both of the following occur: (a) South Korea's Gross Domestic Product (GDP) experiences growth exceeding 4% during the calendar year 2025, as reported by the Bank of Korea official economic reports, and (b) South Korea achieves an unemployment rate lower than 3% by December 31, 2025, as reported by Statistics Korea (KOSTAT) official reports? Resolution Date: December 31, 2025.",0.25,0.0
and,Will the Sahara Desert expand its area by 10% by 2030?,0.35,Will the average annual rainfall in the Sahara region decrease by 20% by 2030?,0.25,"Will both the Sahara Desert expand its area by 10% and the average annual rainfall in the Sahara region decrease by 20% by 2030? Body: Will both of the following occur by December 31, 2030: (a) The geographical area of the Sahara Desert increases by 10% compared to its 2020 measurements, as determined by National Aeronautics and Space Administration (NASA) satellite data. (b) The Sahara Desert experiences a reduction in average annual rainfall by 20% compared to 2020 levels, as reported by the World Meteorological Organization (WMO). Resolution Date: December 31, 2030. Resolution Sources: (a) NASA satellite data for the Sahara Desert area expansion. (b) WMO reports for the decrease in average annual rainfall.",0.15,0.0
and,Will Amazon Web Services (AWS) achieve carbon neutrality by 2025?,0.35,Will AWS increase its data center renewable energy usage to 80% by 2025?,0.85,"Will AWS achieve both carbon neutrality and 80% renewable energy usage in data centers by 2025? Body: Will both of the following occur by December 31, 2025: (a) Amazon Web Services attains carbon neutrality in its operations and supply chain, and (b) Amazon Web Services expands its data center operations to utilize renewable energy sources for 80% of its total energy consumption? Resolution Date: December 31, 2025. Resolution Source: Amazon official sustainability reports.",0.65,0.4440912253619913
and,Will the United Kingdom host the FIFA Women’s World Cup by 2029?,0.25,Will the England women's national football team reach the semifinals in the 2029 FIFA Women’s World Cup?,0.65,Will the United Kingdom host the FIFA Women’s World Cup by 2029 and the England women's national football team reach the semifinals?,0.25,0.0
and,Will Apple's market share in the global smartphone industry exceed 50% by 2028?,0.1,Will Apple release at least three new iPhone models annually from 2025 to 2028?,0.85,"Will Apple both exceed a 50% market share in the global smartphone industry by 2028 AND release at least three new iPhone models annually from 2025 to 2028? Body: Will both of the following occur: (a) Apple Inc. holds a market share greater than 50% in the global smartphone sector by December 31, 2028, as reported by International Data Corporation (IDC) reports. (b) Apple launches three or more distinct iPhone models each year between 2025 and 2028, as confirmed by Apple official product announcements. Resolution Date: December 31, 2028.",0.1,0.0
and,Will the Large Hadron Collider (LHC) discover evidence of supersymmetry by 2030?,0.25,Will the discovery of supersymmetry at the LHC lead to at least two Nobel Prizes in Physics by 2030?,0.15,"Will the LHC discover evidence of supersymmetry by 2030 and lead to at least two Nobel Prizes in Physics by 2030? Body: Will both of the following occur: (a) The Large Hadron Collider provides empirical evidence supporting the theory of supersymmetry by December 31, 2030, as confirmed by CERN official research publications. (b) If supersymmetry is discovered at the Large Hadron Collider, it results in two or more Nobel Prizes in Physics awarded by December 31, 2030, as confirmed by Nobel Committee announcements. Resolution Date: December 31, 2030. Resolution Sources: CERN official research publications and Nobel Committee announcements.",0.15,0.0
and,Will China launch a manned mission to Mars by 2035?,0.35,Will international space agencies collaborate with China on the Mars mission by 2035?,0.45,"Will China launch a manned mission to Mars by 2035 and collaborate with international space agencies on it? Body: Will both of the following occur by December 31, 2035: (a) The China National Space Administration successfully launches and lands a manned mission on Mars, as confirmed by official announcements from the CNSA. (b) Other major international space agencies form collaboration agreements with China for the manned Mars mission, as confirmed by official announcements from the respective space agencies. Resolution Date: December 31, 2035. Resolution Sources: China National Space Administration (CNSA) official announcements and official announcements from respective space agencies.",0.35,0.0
and,Will the European Union ban single-use plastics by 2027?,0.65,Will the global production of single-use plastics decrease by 30% by 2027?,0.35,"Will both the European Union ban single-use plastics and global production decrease by 30% by 2027? Body: Will both of the following occur by December 31, 2027: (a) The European Union officially prohibits the production and sale of single-use plastic items, as confirmed by European Commission official directives. (b) The worldwide production of single-use plastic materials declines by 30% compared to 2020 levels, as reported by United Nations environmental reports. Resolution Date: December 31, 2027. Resolution Sources: European Commission official directives and United Nations environmental reports.",0.15,0.0
and,Will the International Space Station (ISS) be decommissioned by 2028?,0.25,Will a private space company establish a commercial space station by 2028?,0.65,"Will both the ISS be decommissioned and a private space company establish a commercial space station by 2028? Body: Will both of the following occur by December 31, 2028: (a) NASA, in collaboration with international partners, officially decommissions the International Space Station, as confirmed by NASA official announcements, and (b) any private aerospace company successfully builds and operates a commercial space station, as confirmed by official company press releases? Resolution Date: December 31, 2028. Resolution Sources: NASA official announcements and official company press releases.",0.45,0.3027801433629254
and,Will the FIFA introduce Video Assistant Referee (VAR) technology in all matches by 2026?,0.85,Will at least 95% of referees be trained in VAR technology by 2026?,0.85,"Will FIFA mandate VAR in all matches and have at least 95% of referees trained in VAR by 2026? Body: Will both of the following occur by January 1, 2026: (a) FIFA mandates the use of Video Assistant Referee (VAR) technology for every match in all FIFA-sanctioned tournaments, as confirmed by FIFA official regulations, and (b) 95% or more of FIFA-appointed referees receive comprehensive training in VAR technology, as confirmed by FIFA referee training records? Resolution Date: January 1, 2026. Resolution Sources: FIFA official regulations and FIFA referee training records.",0.75,0.0
and,Will the global electric vehicle (EV) market share exceed 30% by 2030?,0.75,Will battery technology advancements increase EV range by 50% by 2030?,0.75,"Will both the global EV market share exceed 30% and battery technology advancements increase EV range by 50% by 2030? Body: Will both of the following occur by December 31, 2030: (a) Electric vehicles will constitute more than 30% of all passenger vehicle sales globally. Resolution Source: International Energy Agency (IEA) reports. (b) Advancements in battery technology will result in electric vehicles achieving an average range increase of 50% compared to 2020 models. Resolution Source: Automotive industry research publications.",0.65,0.0
and,Will the United Nations achieve the Sustainable Development Goal of zero hunger by 2030?,0.15,Will global agricultural productivity increase by 25% to combat hunger by 2030?,0.55,"Will both the United Nations achieve the Sustainable Development Goal of zero hunger by 2030 AND global agricultural productivity increase by 25% to combat hunger by 2030? Body: Will both of the following occur by December 31, 2030: (a) The United Nations successfully eliminates global hunger as defined by its Sustainable Development Goals, with resolution based on United Nations official reports. (b) Global agricultural productivity rises by 25% compared to 2020 levels to aid in the eradication of hunger, with resolution based on Food and Agriculture Organization (FAO) reports. Resolution Date: December 31, 2030.",0.1,0.0
and,Will NASA discover microbial life on Mars by 2030?,0.25,Will international space agencies collaborate on Mars microbial research by 2030?,0.65,"Will both NASA discover microbial life on Mars and international space agencies collaborate on Mars microbial research by 2030? Body: Will both of the following occur by December 31, 2030: (a) NASA uncovering definitive evidence of microbial life forms on Mars, as confirmed by NASA scientific publications, and (b) multiple international space agencies forming collaborative research efforts focused on Martian microbiology, as confirmed by international space agency press releases? Resolution Date: December 31, 2030. Resolution Sources: NASA scientific publications and international space agency press releases.",0.15,0.0
and,Will renewable energy account for 60% of the global energy mix by 2035?,0.35,Will major oil-producing countries reduce their oil production by 20% to support renewable energy growth by 2035?,0.25,"Will both renewable energy account for 60% of the global energy mix and major oil-producing countries reduce their oil production by 20% by 2035? Body: Will both of the following occur by December 31, 2035: (a) Renewable energy sources will constitute 60% of the global energy consumption mix. Resolution Source: International Energy Agency (IEA) reports. (b) Leading oil-producing nations will decrease their oil output by 20% to facilitate the expansion of renewable energy sectors. Resolution Source: OPEC official statements.",0.15,0.0
and,Will the global population exceed 9 billion by 2035?,0.85,"Will urbanization rates increase, with over 70% of the global population living in cities by 2035?",0.65,"Will both the global population exceed 9 billion and over 70% of it live in cities by 2035? Body: Will both of the following occur by December 31, 2035: (a) The world's population surpasses 9 billion individuals, and (b) More than 70% of the global population resides in urban areas? Resolution Date: December 31, 2035. Resolution Source: United Nations Department of Economic and Social Affairs.",0.65,0.0
and,Will the International Monetary Fund (IMF) declare global economic stability by 2027?,0.35,Will global stock markets experience an average annual growth rate of 7% from 2025 to 2027?,0.55,"Will the IMF declare global economic stability by 2027 AND will global stock markets experience an average annual growth rate of 7% from 2025 to 2027? Body: Will both of the following occur: (a) The International Monetary Fund officially declares that the global economy is in a state of stability by December 31, 2027. Resolution Date: December 31, 2027. Resolution Source: IMF official statements. (b) Global stock market indices achieve an average annual growth rate of 7% between January 1, 2025, and December 31, 2027. Resolution Date: December 31, 2027. Resolution Source: Major financial institutions and stock exchanges.",0.25,0.0
and,Will UNESCO add at least five new World Heritage Sites in Africa by 2028?,0.75,Will tourism to UNESCO World Heritage Sites in Africa increase by 50% by 2028?,0.65,"Will UNESCO add at least five new World Heritage Sites in Africa and will tourism to these sites increase by 50% by 2028? Body: Will both of the following occur by December 31, 2028: (a) UNESCO officially recognizes and inscribes five or more new World Heritage Sites located in Africa? (b) Tourism numbers to African UNESCO World Heritage Sites grow by 50% compared to 2020 levels? Resolution Criteria: (a) The addition of new World Heritage Sites will be confirmed by UNESCO World Heritage Centre announcements. (b) The increase in tourism will be confirmed by World Tourism Organization (UNWTO) reports.",0.45,0.0
and,Will artificial intelligence surpass human intelligence in general cognitive tasks by 2040?,0.35,Will governments implement AI regulatory frameworks globally by 2040?,0.75,"Will both artificial intelligence surpass human intelligence in general cognitive tasks and governments implement AI regulatory frameworks globally by 2040? Body: Will both of the following occur by December 31, 2040: (a) Artificial intelligence systems exhibit superior performance to humans in general cognitive tasks across multiple domains? (Resolution Source: Leading AI research institutions) (b) The majority of world governments establish and enforce comprehensive regulatory frameworks governing artificial intelligence technologies? (Resolution Source: Official government publications) Resolution Date: December 31, 2040.",0.35,0.0
and,Will the global average temperature increase by more than 2°C above pre-industrial levels by 2035?,0.35,Will sea levels rise by at least 0.5 meters globally by 2035?,0.1,"Will both the global average temperature increase by more than 2°C above pre-industrial levels and sea levels rise by at least 0.5 meters globally by 2035? Body: Will both of the following occur by December 31, 2035: (a) The global mean surface temperature rises over 2 degrees Celsius compared to pre-industrial levels, as assessed by the Intergovernmental Panel on Climate Change (IPCC). (b) Global sea levels increase by 0.5 meters or more relative to 2000 levels, according to IPCC sea level rise projections. Resolution Date: December 31, 2035. Resolution Sources: IPCC assessments for temperature and sea level rise projections.",0.15,0.10698186029693024
and,Will the global literacy rate reach 95% by 2030?,0.7,Will the dropout rate in primary education decrease to below 5% globally by 2030?,0.35,"Will both the global literacy rate reach 95% and the dropout rate in primary education decrease to below 5% globally by 2030? Body: Will both of the following occur by December 31, 2030: (a) 95% of the global population attain basic reading and writing skills, as reported by UNESCO literacy reports, and (b) the global primary education system achieve a dropout rate of less than 5%, as reported by UNESCO education statistics? Resolution Date: December 31, 2030. Resolution Sources: UNESCO literacy reports and UNESCO education statistics.",0.25,0.0
and,Will virtual reality (VR) technology become mainstream in home entertainment by 2028?,0.45,Will global sales of VR headsets exceed 100 million units annually by 2028?,0.35,"Will both virtual reality technology become mainstream in home entertainment and global sales of VR headsets exceed 100 million units annually by 2028? Body: Will both of the following occur by December 31, 2028: (a) Virtual reality systems achieve widespread adoption and be considered a standard component of home entertainment setups, as determined by consumer electronics market reports. (b) Worldwide annual sales of virtual reality headsets surpass 100 million units, as determined by consumer electronics sales data. Resolution Date: December 31, 2028.",0.35,0.0
and,Will the Nobel Prize in Literature be awarded to an African author by 2027?,0.35,Will African literature see a 50% increase in global readership by 2027?,0.35,"Will both an African author win the Nobel Prize in Literature and African literature see a 50% increase in global readership by 2027? Body: Will both of the following occur by December 31, 2027: (a) An author of African descent receives the Nobel Prize in Literature. Resolution Date: December 10, 2027. Resolution Source: Nobel Prize official announcements. (b) The global readership of literature authored by African writers grows by 50% compared to 2020 levels. Resolution Date: December 31, 2027. Resolution Source: International publishing sales data.",0.15,0.0
and,"Will the global COVID-19 infection rate drop below 1,000 cases per day by 2026?",0.05,Will global COVID-19 vaccination rates exceed 90% of the population by 2026?,0.35,"Will both the global COVID-19 infection rate drop below 1,000 cases per day and global vaccination rates exceed 90% by 2026? Body: Will both of the following occur by December 31, 2026: (a) The number of new COVID-19 infections worldwide falls below 1,000 cases per day, as reported by the World Health Organization (WHO) daily reports. (b) More than 90% of the global population receives COVID-19 vaccinations, according to WHO vaccination statistics. Resolution Date: December 31, 2026. Resolution Sources: WHO daily reports and WHO vaccination statistics.",0.05,0.0
and,Will India surpass the United States in the number of internet users by 2029?,0.85,Will smartphone penetration in India exceed 80% of the population by 2029?,0.65,"Will both India surpass the United States in the number of internet users and smartphone penetration in India exceed 80% by 2029? Body: Will both of the following occur by December 31, 2029: (a) India will have a greater number of internet users than the United States, as determined by International Telecommunication Union (ITU) statistics. (b) More than 80% of India's population will own and regularly use smartphones, as reported by the Indian Telecom Regulatory Authority. Resolution Date: December 31, 2029. Resolution Sources: (a) International Telecommunication Union (ITU) statistics for internet users. (b) Indian Telecom Regulatory Authority reports for smartphone penetration.",0.65,0.0
and,Will the global music streaming revenue exceed $50 billion annually by 2030?,0.75,Will exclusive artist deals account for 40% of streaming platforms' content by 2030?,0.25,"Will both the global music streaming revenue exceed $50 billion annually and exclusive artist deals account for 40% of streaming platforms' content by 2030? Body: Will both of the following occur by December 31, 2030: (a) The annual global revenue generated from music streaming services surpasses $50 billion USD. Resolution Source: International Federation of the Phonographic Industry (IFPI) reports. (b) Exclusive contracts with artists make up 40% or more of the content offered by major music streaming platforms. Resolution Source: Digital music industry analyses.",0.25,0.0
and,Will the first human colony on Mars be established by 2040?,0.15,Will international space law recognize Martian colonies as sovereign territories by 2040?,0.15,"Will both a self-sustaining human colony be established on Mars and international space law recognize Martian colonies as sovereign territories by 2040? Body: Will both of the following occur by December 31, 2040: (a) Humans establish a self-sustaining colony on Mars. Resolution Source: Space agencies' official mission reports. (b) International space law frameworks officially acknowledge human colonies on Mars as sovereign territories. Resolution Source: United Nations Office for Outer Space Affairs (UNOOSA) publications.",0.05,0.0
and,Will global e-commerce sales reach $10 trillion annually by 2030?,0.75,Will augmented reality (AR) shopping features be available on 80% of major e-commerce platforms by 2030?,0.65,"Will both global e-commerce sales reach $10 trillion annually and AR shopping features be available on 80% of major platforms by 2030? Body: Will both of the following occur by December 31, 2030: (a) The total annual global revenue from e-commerce transactions will exceed $10 trillion USD. Resolution Source: eMarketer global reports. (b) Augmented reality shopping functionalities will be implemented on 80% or more of leading e-commerce websites and applications. Resolution Source: Industry technology adoption surveys.",0.55,0.0
and,Will renewable energy storage capacity worldwide exceed 5 gigawatt-hours (GWh) by 2029?,0.95,Will lithium-ion battery costs decrease by 50% due to technological advancements by 2029?,0.65,"Will both renewable energy storage capacity worldwide exceed 5 gigawatt-hours (GWh) and lithium-ion battery costs decrease by 50% by 2029? Body: Will both of the following occur by December 31, 2029: (a) The total global energy storage capacity from renewable sources surpasses 5 GWh, as reported by the International Renewable Energy Agency (IRENA). (b) The cost of lithium-ion batteries reduces by 50% compared to 2020 prices due to technological innovations, as determined by battery industry market analyses. Resolution Date: December 31, 2029.",0.75,0.1549895147545551
and,Will global greenhouse gas emissions peak by 2025?,0.35,Will renewable energy sources supply 50% of global electricity generation by 2025?,0.35,"Will both global greenhouse gas emissions peak and renewable energy supply 50% of global electricity generation by 2025? Body: Will both of the following occur by December 31, 2025: (a) Global greenhouse gas emissions reach their highest annual levels and begin to decline starting in 2025, as reported by the Intergovernmental Panel on Climate Change (IPCC) reports. (b) Renewable energy contributes to 50% of the total electricity generated globally, as reported by the International Energy Agency (IEA) reports. Resolution Date: December 31, 2025.",0.15,0.0
and,Will the first successful human brain-computer interface be commercially available by 2032?,0.65,Will global adoption of brain-computer interfaces reach 10% of the population by 2032?,0.15,"Will both the first successful human brain-computer interface be commercially available and global adoption reach 10% by 2032? Body: Will both of the following occur by December 31, 2032: (a) A commercially viable human brain-computer interface device becomes available to consumers, as confirmed by medical technology regulatory bodies and company announcements. (b) 10% of the global population uses brain-computer interface technologies, as reported by market research reports. Resolution Date: December 31, 2032. Resolution Sources: Medical technology regulatory bodies, company announcements, and market research reports.",0.15,0.0
and,Will the Human Genome Project be fully mapped by 2026?,0.65,Will personalized medicine treatments based on the full human genome be widely available by 2026?,0.35,"Will both the Human Genome Project be fully mapped and personalized medicine treatments based on it be widely available by 2026? Body: Will both of the following occur by December 31, 2026: (a) Scientists complete a full mapping of the human genome, including all variants, as confirmed by National Institutes of Health (NIH) publications. (b) Personalized medical treatments, tailored to an individual's complete genomic information, become widely accessible to the public, as confirmed by healthcare industry reports. Resolution Date: December 31, 2026.",0.35,0.0
and,Will the first commercial quantum computer be available for widespread use by 2030?,0.35,Will cybersecurity breaches utilizing quantum computing techniques reach zero incidents by 2030?,0.15,"Will both the first commercial quantum computer be available for widespread use and cybersecurity breaches utilizing quantum computing techniques reach zero incidents by 2030? Body: Will both of the following occur by December 31, 2030: (a) A commercially viable quantum computing system will be accessible for general use by businesses and consumers. Resolution will be based on technology company announcements and industry reports. (b) There will be no reported cybersecurity breaches executed using quantum computing methods. Resolution will be based on global cybersecurity incident reports.",0.05,0.0
and,Will solar energy become the cheapest source of electricity globally by 2029?,0.65,Will fossil fuel-consumption decline by 30% globally as a result of solar energy adoption by 2029?,0.25,Will both solar energy become the cheapest source of electricity globally and fossil fuel consumption decline by 30% due to solar energy adoption by 2029?,0.25,0.0
and,Will virtual assistants achieve human-like conversational abilities by 2030?,0.45,Will virtual assistants pass the Turing Test consistently in real-world applications by 2030?,0.25,"Will both virtual assistants achieve human-like conversational abilities and consistently pass the Turing Test in real-world applications by 2030? Body: Will both of the following occur by December 31, 2030: (a) Virtual assistant technologies demonstrate conversational competencies indistinguishable from human interactions. Resolution Source: AI research publications. (b) Virtual assistants consistently pass the Turing Test across various real-world scenarios. Resolution Source: AI testing and evaluation reports.",0.35,0.1549895147545551
and,Will the global average age of first-time mothers decrease to below 25 by 2030?,0.15,Will global fertility rates increase by 15% by 2030?,0.15,"Will both the global average age of first-time mothers decrease to below 25 and global fertility rates increase by 15% by 2030? Body: Will both of the following occur by December 31, 2030: (a) The average age at which women become first-time mothers worldwide drops below 25 years, as reported by the World Health Organization (WHO) demographic reports. (b) The global fertility rates rise by 15% compared to 2020 levels, as reported by the World Bank population data. Resolution Date: December 31, 2030. Resolution Sources: WHO demographic reports for (a) and World Bank population data for (b).",0.05,0.0
and,Will the global refugee population exceed 100 million by 2030?,0.65,Will international policies effectively reduce refugee displacement causes by 2030?,0.25,"Will both the global refugee population exceed 100 million by 2030 AND international policies effectively reduce refugee displacement causes by 2030? Body: Will both of the following occur by December 31, 2030: (a) The number of refugees worldwide surpasses 100 million individuals, as reported by the United Nations High Commissioner for Refugees (UNHCR) statistics. (b) The implementation of international policies successfully mitigates the root causes of refugee displacement, such as conflict and climate change, as evaluated by United Nations policy evaluation reports. Resolution Date: December 31, 2030.",0.15,0.0
and,Will global obesity rates decline globally by 2030?,0.25,Will global physical activity levels increase by 25% by 2030?,0.35,"Will both global obesity rates decline and global physical activity levels increase by 25% by 2030? Body: Will both of the following occur by December 31, 2030: (a) The worldwide prevalence of obesity decreases compared to 2020 figures. (b) The average global population increases their levels of physical activity by 25% through initiatives and lifestyle changes. Resolution Date: December 31, 2030. Resolution Sources: (a) World Health Organization (WHO) health statistics for obesity rates. (b) World Health Organization (WHO) health reports for physical activity levels.",0.15,0.0
and,Will the first fully functional fusion reactor be operational by 2040?,0.35,Will fusion energy contribute to 20% of the global energy supply by 2040?,0.05,"Will both the first fully functional fusion reactor be operational and fusion energy contribute to 20% of the global energy supply by 2040? Body: Will both of the following occur by December 31, 2040: (a) The world's first fully functional and commercially viable nuclear fusion reactor begins operations. Resolution Source: International energy research organizations. (b) Energy generated from nuclear fusion constitutes 20% of the total global energy supply. Resolution Source: International Energy Agency (IEA) projections.",0.1,0.1344773141458422
and,Will autonomous drones regulate global shipping routes by 2035?,0.35,Will shipping accidents decrease by 40% due to drone regulation by 2035?,0.45,"Will both autonomous drones regulate global shipping routes and reduce shipping accidents by 40% by 2035? Body: Will both of the following occur by December 31, 2035: (a) Autonomous drone systems are implemented to manage and regulate shipping routes across the world's major maritime corridors, and (b) The implementation of these autonomous drone regulation systems results in a 40% reduction in shipping-related accidents? Resolution Criteria: Both conditions must be met according to International Maritime Organization (IMO) reports and safety reports by the resolution date.",0.25,0.0
