check_type,P_title,P_forecast,Q_title,Q_forecast,R_title,R_forecast,score
but,Will SpaceX successfully land humans on Mars by 2030?,0.25,"Will SpaceX fail to land humans on Mars by 2030 and instead establish a lunar base? Body: Will both of the following occur: (a) SpaceX will be unable to complete a manned mission landing on Mars by December 31, 2030, as announced in their official space exploration timeline, and (b) SpaceX will fail to execute a manned Mars landing by December 31, 2030, and redirect its efforts towards establishing a permanent lunar base, as detailed in their space exploration strategy? Resolution criteria: Both conditions must be met for the question to be answered ""Yes."" If either condition is not met, the answer will be ""No.""",0.35,Will SpaceX either successfully land humans on Mars by 2030 or establish a lunar base instead?,0.45,0.1841496066210535
but,Will the European Space Agency launch a telescope capable of imaging Earth-like exoplanets by 2028?,0.35,"Will the European Space Agency fail to launch a telescope for Earth-like exoplanets by 2028 and prioritize other deep space missions? Body: Will both of the following occur: (a) The European Space Agency either fails to launch or fails to operate a space telescope designed to image Earth-like exoplanets by December 31, 2028, and (b) The European Space Agency fails to launch such a telescope by December 31, 2028, and instead focuses on other deep space exploration missions as outlined in their 2028 mission plan? Resolution criteria: Both conditions (a) and (b) must be met for the question to be answered YES.",0.25,"Will the European Space Agency either launch a telescope for Earth-like exoplanets or prioritize deep space missions by 2028? Body: Will either of the following occur by December 31, 2028: (a) The European Space Agency successfully launches and operates a space telescope designed to image Earth-like exoplanets. Resolution criteria: This will be resolved as ""Yes"" if the European Space Agency launches and operates such a telescope by the specified date. (b) The European Space Agency fails to launch a telescope capable of imaging Earth-like exoplanets and instead focuses on other deep space exploration missions as outlined in their 2028 mission plan. Resolution criteria: This will be resolved as ""Yes"" if the European Space Agency does not launch the telescope and prioritizes other deep space missions according to their 2028 mission plan.",0.85,0.3391097170297434
but,Will COVID-19 cases decline to pre-pandemic levels globally by 2025?,0.35,Will both COVID-19 cases fail to decline to pre-pandemic levels globally by 2025 and vaccine distribution remain uneven globally?,0.65,"Will either of the following occur by 2025: (a) COVID-19 cases decline to pre-pandemic levels globally, or (b) COVID-19 cases do not decline to pre-pandemic levels and vaccine distribution remains uneven globally?",0.85,0.19636805063720014
but,Will Tesla achieve a profit margin above 25% by the end of 2025?,0.35,Will Tesla report a profit margin of 25% or less and concurrently increase R&D investment by 15% by the end of 2025?,0.35,"Will Tesla either achieve a profit margin above 25% by the end of 2025 or not achieve it and instead increase investment in R&D by 15%? Body: Will either of the following occur: (a) Tesla reports a profit margin exceeding 25% in their annual financial statements for the fiscal year ending December 31, 2025, or (b) Tesla reports a profit margin that does not exceed 25% in their annual financial statements for the fiscal year ending December 31, 2025, and concurrently increases their investment in research and development by 15%, as outlined in their financial strategy? The resolution criteria are based on Tesla's annual financial statements and their reported financial strategy.",0.65,0.06047846291827225
but,Will the Amazon CEO step down by 2026?,0.25,Will Andy Jassy remain CEO of Amazon through 2026 and announce a major restructuring plan?,0.45,"Will either of the following occur regarding the Amazon CEO by 2026: (a) Andy Jassy steps down, or (b) he remains and announces a major restructuring plan?",0.65,0.061383202207017845
but,Will Microsoft release a quantum computing platform by 2027?,0.45,Will Microsoft both fail to release a quantum computing platform by 2027 and focus on enhancing classical computing solutions?,0.65,Will Microsoft either release a quantum computing platform by 2027 or not release one and focus on enhancing classical computing solutions?,0.85,0.32181136055347076
but,Will China achieve carbon neutrality by 2060?,0.65,Will China fail to achieve carbon neutrality by 2060 and increase investments in nuclear energy?,0.45,Will China either achieve carbon neutrality by 2060 or increase investments in nuclear energy instead?,0.85,0.32181136055347076
but,Will NASA discover microbial life on Mars by 2035?,0.25,Will NASA fail to discover microbial life on Mars by 2035 and instead find evidence of past water activity?,0.85,Will NASA either discover microbial life on Mars by 2035 or find evidence of past water activity?,0.85,0.375399073636357
but,Will the UK complete its High-Speed Rail project by 2028?,0.45,"Will the UK fail to complete its High-Speed Rail project by 2028 and redirect funds to local public transportation? Body: Will both of the following occur: (a) The United Kingdom either not finalize or not operationalize its High-Speed Rail infrastructure project across major cities by December 31, 2028, as per government infrastructure plans, and (b) The United Kingdom fail to complete its High-Speed Rail infrastructure project by December 31, 2028, and redirect funds towards expanding local public transportation systems, as outlined in government transportation policies? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either the High-Speed Rail project is completed or funds are not redirected to local public transportation, the answer is ""No.""",0.25,Will the UK either complete its High-Speed Rail project by 2028 or redirect funds to expand local public transportation?,0.55,0.1814353887548169
but,Will Japan's population decline below 120 million by 2040?,0.75,"Will Japan's population remain at or above 120 million by 2040 and see an increase in urban migration? Body: Will both of the following occur: (a) Japan's total population stays at or above 120 million individuals by December 31, 2040, contrary to the projections by the National Institute of Population and Social Security Research, and (b) Japan concurrently experiences a significant rise in urban migration rates by December 31, 2040, as reported by the National Institute of Population and Social Security Research? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either the population falls below 120 million or there is no significant rise in urban migration, the answer is ""No"".",0.15,"Will either of the following occur regarding Japan's population by 2040: (a) Decline below 120 million, or (b) Remain above 120 million with increased urban migration?",0.75,0.21139344756234507
but,Will the FDA approve a universal flu vaccine by 2026?,0.25,Will the FDA both fail to approve a universal flu vaccine by 2026 and instead enhance existing seasonal vaccines?,0.75,Will the FDA either approve a universal flu vaccine by 2026 or not approve it and instead enhance existing seasonal vaccines?,0.75,0.3330374315143978
but,Will Renewable Energy surpass Coal as the primary energy source in the EU by 2030?,0.75,Will Renewable Energy fail to surpass Coal as the primary energy source and natural gas remain the second-largest in the EU by 2030?,0.25,Will Renewable Energy surpass Coal as the primary energy source or will natural gas remain the second-largest energy source in the EU by 2030?,0.75,0.3330374315143978
but,Will India host the FIFA Women's World Cup in 2027?,0.25,Will India fail to host the FIFA Women's World Cup in 2027 and instead focus on grassroots football development?,0.35,Will India either host the FIFA Women's World Cup in 2027 or focus on grassroots football development instead?,0.75,0.1930868163320824
but,Will the global electric vehicle market reach 50% of total car sales by 2030?,0.65,"Will electric vehicles constitute less than 50% of total car sales by 2030, and will hydrogen vehicles gain significant market share instead? Body: Will both of the following occur by December 31, 2030: (a) Electric vehicles will constitute less than 50% of total automobile sales worldwide, contrary to the projections by the International Energy Agency, and (b) Hydrogen-powered vehicles will achieve a substantial market share, as projected by the International Energy Agency? The resolution criteria are: (a) Electric vehicles must account for less than 50% of total automobile sales worldwide, and (b) Hydrogen-powered vehicles must achieve a substantial market share, as defined by the International Energy Agency's projections.",0.25,"Will either the global electric vehicle market reach 50% of total car sales by 2030, or will hydrogen vehicles gain significant market share instead?",0.75,0.1930868163320824
but,Will the United States implement a universal basic income by 2032?,0.25,Will the United States fail to implement a universal basic income by 2032 and instead increase funding for job training programs?,0.75,Will the United States either implement a universal basic income by 2032 or not implement it and instead increase funding for job training programs?,0.75,0.3330374315143978
but,Will Amazon Web Services achieve carbon negativity by 2030?,0.35,Will Amazon Web Services fail to achieve carbon negativity by 2030 and instead invest in renewable energy projects?,0.75,Will Amazon Web Services either achieve carbon negativity by 2030 or not achieve it and invest in renewable energy projects?,0.85,0.3391097170297434
but,Will the Large Hadron Collider detect evidence of supersymmetry by 2029?,0.25,"Will the Large Hadron Collider fail to detect evidence of supersymmetry by 2029 and instead discover new particles? Body: Will both of the following occur by December 31, 2029: (a) The Large Hadron Collider (LHC) will not provide empirical evidence supporting supersymmetry theories, and (b) The LHC will uncover new fundamental particles, as reported in CERN's scientific publications? Resolution criteria: Both conditions must be met as reported in CERN's scientific findings by the specified date.",0.35,"Will the Large Hadron Collider either detect evidence of supersymmetry or discover new particles by 2029? Body: Will either of the following occur by December 31, 2029, as reported in CERN's scientific publications: (a) The Large Hadron Collider (LHC) provides empirical evidence supporting supersymmetry theories. (b) The LHC fails to find empirical evidence supporting supersymmetry theories but instead uncovers new fundamental particles. Resolution criteria: The question will be resolved as ""Yes"" if either (a) or (b) occurs as described in CERN's scientific publications by the specified date.",0.35,0.3116489966694857
but,Will Google develop a commercially viable quantum computer by 2027?,0.25,"Will Google fail to develop a commercially viable quantum computer by 2027 and instead enhance classical AI capabilities? Body: Will both of the following occur: (a) Google will not release a quantum computing system that is commercially viable and available for widespread use by December 31, 2027, as stated in their official technology roadmap, and (b) Google will instead focus on advancing their classical artificial intelligence technologies, as outlined in their technology development plans? Resolution criteria: Both conditions must be met for the question to be answered ""Yes."" If Google releases a commercially viable quantum computing system by the specified date, or if they do not focus on enhancing classical AI capabilities, the answer will be ""No.""",0.75,"Will either of the following occur regarding Google's technology development by 2027: (a) Google develops a commercially viable quantum computer, or (b) Google does not develop a commercially viable quantum computer and instead enhances classical AI capabilities?",0.85,0.21139344756234513
but,Will the World Health Organization eradicate malaria by 2040?,0.15,Will the World Health Organization fail to eradicate malaria by 2040 and implement new prevention strategies?,0.85,Will the World Health Organization either eradicate malaria by 2040 or implement new prevention strategies?,0.95,0.09075919947834814
but,Will Meta Platforms launch a fully integrated virtual reality social network by 2026?,0.75,"Will Meta Platforms both fail to launch a fully integrated virtual reality social network by 2026 and focus on enhancing their existing apps? Body: Will both of the following occur: (a) Meta Platforms either not introduce or not operationalize a fully integrated virtual reality-based social networking platform by December 31, 2026, as announced in their product development roadmap, and (b) Meta Platforms concentrate on improving their current suite of applications, as outlined in their strategic plans? The resolution will be based on official announcements or product releases from Meta Platforms confirming the launch and operational status of such a platform by the specified date, as well as evidence of strategic focus on enhancing existing applications.",0.25,Will Meta Platforms either launch a fully integrated virtual reality social network by 2026 or not launch it and instead focus on enhancing their existing apps?,0.95,0.07683220497531974
but,Will the International Space Station be decommissioned by 2035?,0.75,"Will the International Space Station remain operational beyond 2035 and receive major technological upgrades? Body: Will both of the following occur: (a) The International Space Station (ISS) will fail to be officially decommissioned and handed over to commercial entities by December 31, 2035, as planned by space agencies. (b) The ISS will remain operational beyond December 31, 2035, and receive significant technological enhancements, as detailed in space agency agreements? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either the ISS is decommissioned and handed over to commercial entities by the specified date, or it does not receive significant technological upgrades, the answer will be ""No"".",0.25,Will the International Space Station be decommissioned by 2035 or undergo major technological upgrades instead?,0.75,0.3330374315143978
but,Will the global average temperature increase exceed 2°C by 2100?,0.7,"Will the global average temperature increase be 2°C or less by 2100 and stabilize at 1.8°C? Body: Will both of the following occur by December 31, 2100: (a) The global average temperature rise will be 2 degrees Celsius or less above pre-industrial levels, contrary to projections by the Intergovernmental Panel on Climate Change. (b) The global average temperature will remain at or below 1.8 degrees Celsius above pre-industrial levels and not exceed the 2 degrees Celsius threshold, as projected by the Intergovernmental Panel on Climate Change? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either condition is not met, the answer is ""No"".",0.15,Will the global average temperature either exceed 2°C or stabilize at 1.8°C by 2100?,0.75,0.13788185828493335
but,Will Facebook rebrand to 'Meta' officially by 2025?,1.0,Will Facebook fail to rebrand to 'Meta' by 2025 and also launch a new social media platform?,0.01,Will Facebook either rebrand to 'Meta' or launch a new social media platform by 2025?,1.0,0.09578262852211514
but,Will the European Union ban single-use plastics by 2030?,0.75,Will the European Union both fail to ban single-use plastics by 2030 and introduce strict recycling mandates?,0.25,Will the European Union either ban single-use plastics by 2030 or introduce strict recycling mandates instead?,0.75,0.3330374315143978
but,Will Space tourism become mainstream with regular commercial flights by 2032?,0.35,"Will space tourism fail to become mainstream with regular commercial flights by 2032, and instead focus remain on orbital research missions?",0.65,Will space tourism either become mainstream with regular commercial flights or remain focused on orbital research missions by 2032?,0.65,0.4233492404279062
but,Will the Global Stock Market reach a peak of $50 trillion by 2030?,0.85,"Will the Global Stock Market fail to reach $50 trillion by 2030 and shift focus towards sustainable investments? Body: Will both of the following occur by December 31, 2030: (a) The total global stock market capitalization remains below $50 trillion USD, contrary to forecasts by financial institutions, based on official financial reports and data available as of the end of 2030. (b) The global stock market concurrently increases its allocation towards sustainable and ESG (Environmental, Social, Governance) investments, as projected by financial analysts? The resolution will be based on official financial reports and data available as of the end of 2030.",0.15,Will either the Global Stock Market reach a peak of $50 trillion by 2030 or remain below $50 trillion and shift focus towards sustainable investments?,1.0,5.485677294651096e-17
but,Will Saudi Arabia become the world's largest oil producer by 2035?,0.35,"Will Saudi Arabia neither become the world's largest oil producer by 2035 nor fail to do so while diversifying towards technology? Body: Will both of the following occur: (a) Saudi Arabia will not surpass all other countries to become the world's largest oil producer by December 31, 2035, as reported by the International Energy Agency, and (b) Saudi Arabia will fail to exceed other nations in oil production by December 31, 2035, and instead implement significant economic diversification initiatives focusing on the technology sector, as outlined in their Vision 2030 plan? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If Saudi Arabia becomes the largest oil producer by 2035, or if it does not diversify towards technology as specified, the answer is ""No"".",0.65,"Will either of the following occur by 2035: (a) Saudi Arabia becomes the world's largest oil producer, or (b) Saudi Arabia does not become the world's largest oil producer and instead diversifies its economy towards technology?",0.75,0.3116489966694857
but,Will AI surpass human intelligence in general tasks by 2040?,0.35,Will AI fail to surpass human intelligence in general tasks by 2040 and instead specialize in narrow applications?,0.75,Will AI either surpass human intelligence in general tasks by 2040 or continue to specialize in narrow applications?,0.95,0.2203263246196159
but,Will Ocean Cleanup projects remove 90% of plastic waste from the Great Pacific Garbage Patch by 2030?,0.25,Will Ocean Cleanup projects both fail to remove 90% of plastic waste from the Great Pacific Garbage Patch by 2030 and focus on recycling innovations?,0.65,"Will either of the following occur by 2030 regarding Ocean Cleanup projects and the Great Pacific Garbage Patch? Body: Will either of the following occur by December 31, 2030: (a) Ocean Cleanup initiatives successfully eliminate 90% of plastic debris from the Great Pacific Garbage Patch, as reported by environmental NGOs, or (b) Ocean Cleanup initiatives fail to eliminate 90% of plastic debris from the Great Pacific Garbage Patch and instead shift their efforts towards developing advanced recycling technologies, as stated in their project plans? Resolution criteria: The question will be resolved as ""Yes"" if either (a) or (b) occurs by the specified date.",0.65,0.3116489966694857
but,Will Amazon dominate the global e-commerce market with a 50% share by 2035?,0.15,"Will Amazon hold less than a 50% share of the global e-commerce market by 2035 and significantly expand into physical retail? Body: Will both of the following occur: (a) Amazon will hold less than a 50% share of the global e-commerce market by December 31, 2035, contrary to projections by market research firms, and (b) Amazon will concurrently undertake substantial expansion into the physical retail sector, as indicated by their strategic business plans? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either condition is not met, the answer is ""No"".",0.35,Will Amazon either dominate the global e-commerce market with a 50% share by 2035 or expand significantly into physical retail?,0.65,0.19636805063720014
but,Will CRISPR technology eradicate genetic diseases by 2045?,0.35,Will CRISPR technology both fail to eradicate genetic diseases by 2045 and pivot towards enhancing human capabilities?,0.35,"Will CRISPR technology either eradicate genetic diseases or focus on enhancing human capabilities by 2045? Body: Will either of the following occur by December 31, 2045, as declared by leading biomedical research institutions: (a) CRISPR gene-editing technology successfully eliminates genetic diseases in humans, or (b) CRISPR gene-editing technology fails to eliminate genetic diseases in humans and instead pivots towards applications aimed at enhancing human physical and cognitive abilities? The resolution criteria are: (a) for the first part, CRISPR must be declared successful in eradicating genetic diseases by leading biomedical research institutions, and (b) for the second part, CRISPR must be declared unsuccessful in eradicating genetic diseases and must be reported to have pivoted towards human enhancement applications by leading biomedical research institutions.",0.75,0.0623297993338972
but,Will the UK's Brexit trade agreements lead to a 20% increase in non-EU exports by 2030?,0.65,Will the UK's Brexit trade agreements fail to lead to a 20% increase in non-EU exports by 2030 and instead strengthen ties with Commonwealth countries?,0.35,Will the UK's Brexit trade agreements either lead to a 20% increase in non-EU exports by 2030 or strengthen ties with Commonwealth countries?,0.65,0.4233492404279062
but,"Will India's renewable energy capacity reach 1,000 GW by 2040?",0.45,"Will India both fail to achieve a renewable energy capacity of 1,000 GW by 2040 and prioritize nuclear energy development instead?",0.25,"Will either of the following occur regarding India's energy strategy by 2040: (a) Achieving 1,000 GW renewable energy capacity (b) Failing to achieve 1,000 GW renewable energy capacity and prioritizing nuclear energy development?",0.75,0.06332158475140232
but,Will the European Union implement a digital single market by 2027?,0.65,Will the European Union both fail to implement a digital single market by 2027 and enhance cybersecurity measures instead?,0.45,"Will the European Union either implement a digital single market by 2027 or not implement it and instead enhance cybersecurity measures? Body: Will either of the following occur by December 31, 2027: (a) The European Union establishes a fully integrated digital single market, eliminating digital barriers among member states, as outlined in their digital strategy. (b) The European Union fails to create a fully integrated digital single market and instead prioritizes the development and enhancement of cybersecurity protocols, as detailed in their digital policies? Resolution criteria: The question will be resolved as ""Yes"" if either (a) the European Union successfully implements a digital single market by the specified date, or (b) the European Union does not implement the digital single market and instead focuses on enhancing cybersecurity measures. If neither condition is met, the question will be resolved as ""No"".",0.75,0.42968241544912505
but,Will the Nobel Prize in Physics be awarded for quantum computing breakthroughs by 2030?,0.65,Will the Nobel Prize in Physics neither be awarded for quantum computing breakthroughs nor instead honor advancements in astrophysics by 2030?,0.25,Will the Nobel Prize in Physics be awarded for quantum computing breakthroughs or for advancements in astrophysics by 2030?,0.75,0.1930868163320824
but,Will autonomous drones become a standard in commercial shipping by 2033?,0.35,"Will autonomous drones fail to become a standard in commercial shipping by 2033, and will traditional shipping methods remain dominant?",0.65,Will autonomous drones become a standard in commercial shipping by 2033 or will traditional methods remain dominant?,0.25,0.9349469900084572
but,Will the global literacy rate reach 95% by 2050?,0.75,"Will the global literacy rate remain below 95% by 2050, and will educational efforts shift towards digital literacy? Body: Will both of the following occur: (a) The global literacy rate remains below 95% by December 31, 2050, despite UNESCO's education initiatives targeting this increase, and (b) Educational efforts instead prioritize digital literacy and technological proficiency, as outlined by UNESCO's future education plans? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either the global literacy rate reaches 95% or educational efforts do not prioritize digital literacy, the answer is ""No.""",0.25,"Will either the global literacy rate reach 95% by 2050 or will it remain below 95% with a shift towards digital literacy? Body: Will either of the following occur by December 31, 2050: (a) The global literacy rate increases to 95% or higher, as targeted by UNESCO's education initiatives, or (b) The global literacy rate remains below 95% and educational efforts instead prioritize digital literacy and technological proficiency, as outlined by UNESCO's future education plans? Resolution criteria: (a) will be resolved as ""Yes"" if the global literacy rate reaches 95% or higher by December 31, 2050. (b) will be resolved as ""Yes"" if the global literacy rate remains below 95% by December 31, 2050, and there is a documented shift in educational efforts towards digital literacy and technological proficiency.",0.85,0.21139344756234513
but,Will the International Monetary Fund (IMF) double its global loans by 2030?,0.35,Will the IMF fail to double its global loans by 2030 and instead enhance financial advisory services?,0.35,Will the IMF either double its global loans by 2030 or enhance financial advisory services instead?,0.75,0.0623297993338972
but,Will electric aircraft achieve commercial viability by 2045?,0.65,"Will electric aircraft fail to achieve commercial viability by 2045, and will biofuel-powered flights become standard instead? Body: Will both of the following occur by December 31, 2045: (a) Electric-powered aircraft will not become commercially viable for regular passenger flights, contrary to aerospace industry forecasts, and (b) Biofuel-powered flights will become the standard in the aviation industry, as predicted by aerospace industry analysts? The resolution criteria involve assessing whether electric aircraft are regularly used for passenger flights in a commercially viable manner and whether biofuel-powered flights have become the standard in the aviation industry by the specified date.",0.25,Will either electric aircraft achieve commercial viability by 2045 or will biofuel-powered flights become standard instead?,0.75,0.1930868163320824
but,Will the global obesity rate drop below 20% by 2050?,0.25,"Will the global obesity rate remain at or above 20% by 2050, and will global health initiatives shift focus to combating malnutrition? Body: Will both of the following occur: (a) The global obesity rate will fail to decline to below 20% of the population by December 31, 2050, contrary to the targets set by international health organizations. (b) Global health initiatives will redirect efforts towards combating malnutrition, as outlined by international health organizations. Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either the global obesity rate drops below 20% by the specified date or global health initiatives do not shift focus to combating malnutrition, the answer will be ""No"".",0.65,"Will either the global obesity rate drop below 20% by 2050 or will it remain at or above 20% with a shift in focus to combating malnutrition? Body: Will either of the following occur by December 31, 2050: (a) The global obesity rate declines to below 20% of the population, as targeted by international health organizations. (b) The global obesity rate remains at or above 20% of the population, and global health initiatives redirect efforts towards combating malnutrition, as outlined by international health organizations?",0.85,0.06782194340594874
but,Will China's Belt and Road Initiative complete all planned infrastructure projects by 2035?,0.35,"Will China's Belt and Road Initiative fail to complete all planned infrastructure projects by 2035 and prioritize digital connectivity? Body: Will both of the following occur: (a) China's Belt and Road Initiative fails to finalize and operationalize all its planned infrastructure projects across participating countries by December 31, 2035, as stated in official project timelines, and (b) China's Belt and Road Initiative shifts focus towards enhancing digital connectivity and telecommunications infrastructure, as outlined in strategic updates? Resolution criteria: The question will be resolved as ""Yes"" if both conditions (a) and (b) are met by December 31, 2035. Otherwise, it will be resolved as ""No"".",0.75,"Will China's Belt and Road Initiative either complete all planned infrastructure projects by 2035 or not complete them and prioritize digital connectivity? Body: Will either of the following occur by December 31, 2035: (a) China's Belt and Road Initiative finalizes and operationalizes all its planned infrastructure projects across participating countries, as stated in official project timelines, or (b) China's Belt and Road Initiative fails to finalize all planned infrastructure projects and instead shifts focus towards enhancing digital connectivity and telecommunications infrastructure, as outlined in strategic updates? Resolution criteria: For (a), the resolution will be based on official project completion reports and announcements confirming the finalization and operationalization of all planned infrastructure projects. For (b), the resolution will be based on strategic updates and official statements indicating a shift in focus towards digital connectivity and telecommunications infrastructure.",0.75,0.4505359047748589
but,Will the World Bank eliminate extreme poverty globally by 2040?,0.25,Will the World Bank both fail to eliminate extreme poverty globally by 2040 and shift focus to income inequality reduction?,0.75,"Will the World Bank either eliminate extreme poverty globally by 2040 or not eliminate it and instead focus on income inequality reduction? Body: Will either of the following occur by December 31, 2040: (a) The World Bank achieves its goal of eradicating extreme poverty worldwide, as outlined in their development agendas, or (b) The World Bank fails to eradicate extreme poverty worldwide and shifts its focus towards reducing income inequality and economic disparities, as detailed in their updated development strategies? Resolution criteria: The question will be resolved as ""Yes"" if either (a) the World Bank successfully eradicates extreme poverty globally by the specified date, or (b) the World Bank does not achieve this goal and instead focuses on reducing income inequality. If neither condition is met, the question will be resolved as ""No"".",0.85,0.21139344756234513
but,Will virtual reality replace traditional video games by 2030?,0.25,"Will virtual reality fail to replace traditional video games by 2030, and will the gaming industry instead focus on augmented reality enhancements? Body: Will both of the following occur by December 31, 2030: (a) Virtual reality platforms will not become the primary medium for video gaming, failing to overtake traditional gaming consoles and PC games, contrary to projections by the gaming industry. (b) The gaming industry will prioritize augmented reality enhancements in traditional gaming, as indicated by industry forecasts. Resolution criteria: Both conditions (a) and (b) must be met for the question to be answered YES. If either condition is not met, the answer will be NO.",0.65,Will virtual reality either replace traditional video games or focus on augmented reality enhancements by 2030?,0.75,0.1930868163320824
but,Will the United Nations establish a space exploration committee by 2028?,0.25,"Will the United Nations neither establish a space exploration committee by 2028 nor enhance existing scientific collaborations? Body: Will both of the following occur: (a) The United Nations will not officially establish a dedicated committee for space exploration and coordination by December 31, 2028, as per their organizational restructuring plans. (b) The United Nations will fail to create a dedicated space exploration committee by December 31, 2028, and instead strengthen existing scientific and technological collaboration frameworks, as outlined in their strategic development plans? Resolution criteria: Both conditions must be met for a ""Yes"" answer. If either condition is not met, the answer is ""No"".",0.25,Will the United Nations either establish a space exploration committee by 2028 or enhance existing scientific collaborations instead?,0.75,0.3330374315143978
but,Will blockchain technology secure mainstream adoption in banking by 2033?,0.65,Will blockchain technology fail to secure mainstream adoption in banking by 2033 and will banks focus on enhancing traditional cybersecurity measures?,0.65,Will blockchain technology either secure mainstream adoption in banking by 2033 or bolster cybersecurity measures instead?,0.75,0.6856277926728687
but,Will the global median age exceed 35 years by 2040?,0.75,"Will the global median age be 35 years or less by 2040, and will there be a significant youth population surge?",0.15,Will the global median age exceed 35 years by 2040 or will it not exceed 35 years and see a significant youth population surge?,0.85,0.07507981472727142
but,Will the International Renewable Energy Agency (IRENA) double global solar energy capacity by 2035?,0.75,Will the International Renewable Energy Agency (IRENA) fail to double global solar energy capacity by 2035 and redirect investments towards wind energy?,0.25,Will the International Renewable Energy Agency (IRENA) either double global solar energy capacity by 2035 or not double it and invest more in wind energy?,0.75,0.3330374315143978
