eval_model_name,generator_model_name,re_eval_model_name,initial_log_path,adaptive_log_path,re_eval_log_path,use_cot,similarity_threshold,score_threshold,use_embeddings,filter_incorrect,adaptive_accuracy,adaptive_accuracy_judged,adaptive_scorer_name,re_eval_accuracy,re_eval_accuracy_judged,re_eval_scorer_name,judge_model_name,n_datapoints,max_attempts,passed_judge_count,adaptive_incorrect_count,re_eval_incorrect_count,novelty_results_file
openai/gpt-4o,openai/o3-mini,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o/2025-04-17T00-50-15+00-00_truthfulqa-initial_KddUYHUxL62wGDN5cNRzYS.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o__openai_o3-mini/2025-04-17T01-13-32+00-00_adaptive-truthfulqa-refactor_ZZD4wmiUbgaCaUxXR4nKjM.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o__openai_o3-mini/re_eval/openai_o3-mini/2025-04-17T01-58-04+00-00_re-evaluate-adaptive-truthfulqa_jDLy9gnbDMTtFohEdM8Uiy.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.7692307692307693,,choice,anthropic/claude-3-5-sonnet-latest,150,10,13,13,3,results/randomized_20250407_203611/novelty_openai_gpt-4o_openai_o3-mini_20250417_015751.csv
openai/gpt-4o,openai/o3-mini,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o/2025-04-17T00-50-15+00-00_truthfulqa-initial_KddUYHUxL62wGDN5cNRzYS.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o__openai_o3-mini/2025-04-17T01-13-32+00-00_adaptive-truthfulqa-refactor_ZZD4wmiUbgaCaUxXR4nKjM.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o__openai_o3-mini/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-17T01-58-13+00-00_re-evaluate-adaptive-truthfulqa_XhJA3bXYkm9Gh8ngSTptGs.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.6153846153846154,,choice,anthropic/claude-3-5-sonnet-latest,150,10,13,13,5,results/randomized_20250407_203611/novelty_openai_gpt-4o_openai_o3-mini_20250417_015751.csv
openai/gpt-4o-mini,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-17T01-58-17+00-00_adaptive-truthfulqa-refactor_TagsmPLPoY85xGuFL3gbg8.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/openai_gpt-4o/2025-04-17T02-15-12+00-00_re-evaluate-adaptive-truthfulqa_g9CMXovZm6ExJEeHiHsgQu.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.5357142857142857,,choice,anthropic/claude-3-5-sonnet-latest,150,10,56,56,26,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250417_021510.csv
openai/gpt-4o-mini,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-17T01-58-17+00-00_adaptive-truthfulqa-refactor_TagsmPLPoY85xGuFL3gbg8.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/openai_gpt-4o-mini/2025-04-17T02-15-18+00-00_re-evaluate-adaptive-truthfulqa_GPSgyGasAhFwU37uusHRvi.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.16071428571428573,,choice,anthropic/claude-3-5-sonnet-latest,150,10,56,56,47,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250417_021510.csv
openai/gpt-4o-mini,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-17T01-58-17+00-00_adaptive-truthfulqa-refactor_TagsmPLPoY85xGuFL3gbg8.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T02-15-20+00-00_re-evaluate-adaptive-truthfulqa_hbkJAuuUnyVq7UxvvXp7Uu.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.39285714285714285,,choice,anthropic/claude-3-5-sonnet-latest,150,10,56,56,34,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250417_021510.csv
openai/gpt-4o-mini,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-17T01-58-17+00-00_adaptive-truthfulqa-refactor_TagsmPLPoY85xGuFL3gbg8.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/openai_o3-mini/2025-04-17T02-15-28+00-00_re-evaluate-adaptive-truthfulqa_PrGaSUYvibnQxNgxuUKPDf.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.4642857142857143,,choice,anthropic/claude-3-5-sonnet-latest,150,10,56,56,30,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250417_021510.csv
openai/gpt-4o-mini,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/2025-04-17T01-58-17+00-00_adaptive-truthfulqa-refactor_TagsmPLPoY85xGuFL3gbg8.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_gpt-4o/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-17T02-15-42+00-00_re-evaluate-adaptive-truthfulqa_J8oRn38xsxRF2A6PdV4hYt.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.4642857142857143,,choice,anthropic/claude-3-5-sonnet-latest,150,10,56,56,30,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_gpt-4o_20250417_021510.csv
openai/gpt-4o-mini,openai/o3-mini,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-17T02-15-50+00-00_adaptive-truthfulqa-refactor_ersGuFvACgALN6QrKp8Avi.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/openai_gpt-4o/2025-04-17T03-04-05+00-00_re-evaluate-adaptive-truthfulqa_WNXJyu7ypGGjiaLSb44v3u.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.5714285714285714,,choice,anthropic/claude-3-5-sonnet-latest,150,10,21,21,9,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_o3-mini_20250417_030403.csv
openai/gpt-4o-mini,openai/o3-mini,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-17T02-15-50+00-00_adaptive-truthfulqa-refactor_ersGuFvACgALN6QrKp8Avi.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/openai_gpt-4o-mini/2025-04-17T03-04-08+00-00_re-evaluate-adaptive-truthfulqa_L4W4f7Wkg8A6k9sWRiyuSP.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.47619047619047616,,choice,anthropic/claude-3-5-sonnet-latest,150,10,21,21,11,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_o3-mini_20250417_030403.csv
openai/gpt-4o-mini,openai/o3-mini,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-17T02-15-50+00-00_adaptive-truthfulqa-refactor_ersGuFvACgALN6QrKp8Avi.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T03-04-15+00-00_re-evaluate-adaptive-truthfulqa_hKAN2EBbAGqeqqcNNcGeA7.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.47619047619047616,,choice,anthropic/claude-3-5-sonnet-latest,150,10,21,21,11,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_o3-mini_20250417_030403.csv
openai/gpt-4o-mini,openai/o3-mini,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-17T02-15-50+00-00_adaptive-truthfulqa-refactor_ersGuFvACgALN6QrKp8Avi.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/openai_o3-mini/2025-04-17T03-04-17+00-00_re-evaluate-adaptive-truthfulqa_A2pPmoC7AkFRxUy7t2Y4EZ.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.7142857142857143,,choice,anthropic/claude-3-5-sonnet-latest,150,10,21,21,6,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_o3-mini_20250417_030403.csv
openai/gpt-4o-mini,openai/o3-mini,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/initial_openai_gpt-4o-mini/2025-04-07T20-36-17+00-00_truthfulqa-initial_792PxVpkkMpHmuHZmsMppR.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/2025-04-17T02-15-50+00-00_adaptive-truthfulqa-refactor_ersGuFvACgALN6QrKp8Avi.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_openai_gpt-4o-mini__openai_o3-mini/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-17T03-04-29+00-00_re-evaluate-adaptive-truthfulqa_dh9mrq9pAYjgrEkzTqzsHc.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.7619047619047619,,choice,anthropic/claude-3-5-sonnet-latest,150,10,21,21,5,results/randomized_20250407_203611/novelty_openai_gpt-4o-mini_openai_o3-mini_20250417_030403.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T00-51-03+00-00_truthfulqa-initial_6uc4iYPfDCyPSeFJYqXng5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-17T03-04-35+00-00_adaptive-truthfulqa-refactor_XWUV9tZSYnuR9jqQyit4YY.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/openai_gpt-4o/2025-04-17T03-20-36+00-00_re-evaluate-adaptive-truthfulqa_oSHMjUNcbUByGxBJyigtaZ.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.6274509803921569,,choice,anthropic/claude-3-5-sonnet-latest,150,10,51,51,19,results/randomized_20250407_203611/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250417_032034.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T00-51-03+00-00_truthfulqa-initial_6uc4iYPfDCyPSeFJYqXng5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-17T03-04-35+00-00_adaptive-truthfulqa-refactor_XWUV9tZSYnuR9jqQyit4YY.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/openai_gpt-4o-mini/2025-04-17T03-20-40+00-00_re-evaluate-adaptive-truthfulqa_fCupEEoSmgie9w3MergcCh.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.3333333333333333,,choice,anthropic/claude-3-5-sonnet-latest,150,10,51,51,34,results/randomized_20250407_203611/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250417_032034.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T00-51-03+00-00_truthfulqa-initial_6uc4iYPfDCyPSeFJYqXng5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-17T03-04-35+00-00_adaptive-truthfulqa-refactor_XWUV9tZSYnuR9jqQyit4YY.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T03-20-44+00-00_re-evaluate-adaptive-truthfulqa_TYcKZ4vJHsoCmcZbQPMaDE.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.21568627450980393,,choice,anthropic/claude-3-5-sonnet-latest,150,10,51,51,40,results/randomized_20250407_203611/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250417_032034.csv
together/meta-llama/Llama-3.3-70B-Instruct-Turbo,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/initial_together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-17T00-51-03+00-00_truthfulqa-initial_6uc4iYPfDCyPSeFJYqXng5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/2025-04-17T03-04-35+00-00_adaptive-truthfulqa-refactor_XWUV9tZSYnuR9jqQyit4YY.eval,/home/davisrbr/Desktop/adaptive_evals/logs/adaptive_together_meta-llama_Llama-3.3-70B-Instruct-Turbo__openai_gpt-4o/re_eval/openai_o3-mini/2025-04-17T03-21-00+00-00_re-evaluate-adaptive-truthfulqa_oWoTQ6rYxqFSYpq7tfvwBR.eval,False,0.3,4,True,True,1.0,,adaptive_truthfulqa_scorer,0.43137254901960786,,choice,anthropic/claude-3-5-sonnet-latest,150,10,51,51,29,results/randomized_20250407_203611/novelty_together_meta-llama_Llama-3.3-70B-Instruct-Turbo_openai_gpt-4o_20250417_032034.csv
