State,Iteration,Attribute,MaxDiff,IsFinal
Alaska,29,Overall,0.893055926247192,False
Alaska,30,Gender,0.0177669555826791,False
Alaska,30,Overall,0.893055926247192,False
Alaska,31,Ethnicity,0.3450745247065376,False
Alaska,31,Overall,0.893055926247192,False
Alaska,32,Education,0.06674915815222005,False
Alaska,32,Overall,0.893055926247192,False
Alaska,33,Language,0.03997825132470802,False
Alaska,33,Overall,0.893055926247192,False
Alaska,34,Age,0.07024569182697456,False
Alaska,34,Overall,0.893055926247192,False
Alaska,35,DisabilityStatus,0.06916931114216779,False
Alaska,35,Overall,0.893055926247192,False
Alaska,36,Income,0.3467150052338677,False
Alaska,36,Overall,0.893055926247192,False
Alaska,37,SES,0.893055926247192,False
Alaska,37,Overall,0.893055926247192,False
Alaska,38,Occupation,0.21465945291053867,False
Alaska,38,Overall,0.893055926247192,False
Alaska,39,Overall,0.893055926247192,False
Alaska,40,Gender,0.023684334501966886,False
Alaska,40,Overall,0.893055926247192,False
Alaska,41,Ethnicity,0.33802188975647196,False
Alaska,41,Overall,0.893055926247192,False
Alaska,42,Education,0.07009706461490117,False
Alaska,42,Overall,0.893055926247192,False
Alaska,43,Language,0.039311418642044765,False
Alaska,43,Overall,0.893055926247192,False
Alaska,44,Age,0.07169204170563682,False
Alaska,44,Overall,0.893055926247192,False
Alaska,45,DisabilityStatus,0.06906905927195373,False
Alaska,45,Overall,0.893055926247192,False
Alaska,46,Income,0.3393543473506186,False
Alaska,46,Overall,0.893055926247192,False
Alaska,47,SES,0.893055926247192,False
Alaska,47,Overall,0.893055926247192,False
Alaska,48,Occupation,0.2137169516958038,False
Alaska,48,Overall,0.893055926247192,False
Alaska,49,Overall,0.893055926247192,False
Alaska,50,Gender,0.02694395158585039,False
Alaska,50,Overall,0.893055926247192,False
Alaska,51,Ethnicity,0.33308368903164876,False
Alaska,51,Overall,0.893055926247192,False
Alaska,52,Education,0.07198765707010912,False
Alaska,52,Overall,0.893055926247192,False
Alaska,53,Language,0.03872820170065762,False
Alaska,53,Overall,0.893055926247192,False
Alaska,54,Age,0.07290677080216744,False
Alaska,54,Overall,0.893055926247192,False
Alaska,55,DisabilityStatus,0.06860917138124589,False
Alaska,55,Overall,0.893055926247192,False
Alaska,56,Income,0.33474667313786566,False
Alaska,56,Overall,0.893055926247192,False
Alaska,57,SES,0.893055926247192,False
Alaska,57,Overall,0.893055926247192,False
Alaska,58,Occupation,0.21289680818310414,False
Alaska,58,Overall,0.893055926247192,False
Alaska,59,Overall,0.893055926247192,False
Alaska,60,Gender,0.02872353087857249,False
Alaska,60,Overall,0.893055926247192,False
Alaska,61,Ethnicity,0.33302038205340556,False
Alaska,61,Overall,0.893055926247192,False
Alaska,62,Education,0.07313070707630043,False
Alaska,62,Overall,0.893055926247192,False
Alaska,63,Language,0.03822964847043164,False
Alaska,63,Overall,0.893055926247192,False
Alaska,64,Age,0.0737970178089395,False
Alaska,64,Overall,0.893055926247192,False
Alaska,65,DisabilityStatus,0.06806247478451577,False
Alaska,65,Overall,0.893055926247192,False
Alaska,66,Income,0.3317601501957266,False
Alaska,66,Overall,0.893055926247192,False
Alaska,67,SES,0.893055926247192,False
Alaska,67,Overall,0.893055926247192,False
Alaska,68,Occupation,0.21227501935501691,False
Alaska,68,Overall,0.893055926247192,False
Alaska,69,Overall,0.893055926247192,False
Alaska,70,Gender,0.02982606330227533,False
Alaska,70,Overall,0.893055926247192,False
Alaska,71,Ethnicity,0.33524006667523076,False
Alaska,71,Overall,0.893055926247192,False
Alaska,72,Education,0.07387804839648349,False
Alaska,72,Overall,0.893055926247192,False
Alaska,73,Language,0.037834108870690886,False
Alaska,73,Overall,0.893055926247192,False
Alaska,74,Age,0.0744337149423308,False
Alaska,74,Overall,0.893055926247192,False
Alaska,75,DisabilityStatus,0.06753216087851749,False
Alaska,75,Overall,0.893055926247192,False
Alaska,76,Income,0.32976151173938334,False
Alaska,76,Overall,0.893055926247192,False
Alaska,77,SES,0.893055926247192,False
Alaska,77,Overall,0.893055926247192,False
Alaska,78,Occupation,0.21179117410187864,False
Alaska,78,Overall,0.893055926247192,False
Alaska,79,Overall,0.893055926247192,False
Alaska,80,Gender,0.030532253538904208,False
Alaska,80,Overall,0.893055926247192,False
Alaska,81,Ethnicity,0.3368909252650406,False
Alaska,81,Overall,0.893055926247192,False
Alaska,82,Education,0.07439761954523272,False
Alaska,82,Overall,0.893055926247192,False
Alaska,83,Language,0.037525269616144524,False
Alaska,83,Overall,0.893055926247192,False
Alaska,84,Age,0.07488423763316275,False
Alaska,84,Overall,0.893055926247192,False
Alaska,85,DisabilityStatus,0.06706339706157188,False
Alaska,85,Overall,0.893055926247192,False
Alaska,86,Income,0.3283932883352666,False
Alaska,86,Overall,0.893055926247192,False
Alaska,87,SES,0.893055926247192,False
Alaska,87,Overall,0.893055926247192,False
Alaska,88,Occupation,0.211419302066857,False
Alaska,88,Overall,0.893055926247192,False
Alaska,89,Overall,0.893055926247192,False
Alaska,90,Gender,0.031004496819675542,False
Alaska,90,Overall,0.893055926247192,False
Alaska,91,Ethnicity,0.338123688305234,False
Alaska,91,Overall,0.893055926247192,False
Alaska,92,Education,0.07477970795772171,False
Alaska,92,Overall,0.893055926247192,False
Alaska,93,Language,0.037288045610009105,False
Alaska,93,Overall,0.893055926247192,False
Alaska,94,Age,0.0752051593153452,False
Alaska,94,Overall,0.893055926247192,False
Alaska,95,DisabilityStatus,0.06666873019450492,False
Alaska,95,Overall,0.893055926247192,False
Alaska,96,Income,0.3274397382290152,False
Alaska,96,Overall,0.893055926247192,False
Alaska,97,SES,0.893055926247192,False
Alaska,97,Overall,0.893055926247192,False
Alaska,98,Occupation,0.21113089553943493,False
Alaska,98,Overall,0.893055926247192,False
Alaska,99,Overall,0.893055926247192,True
Arizona,0,Gender,0.00942111282623087,False
Arizona,0,Overall,0.8485372119669887,False
Arizona,1,Ethnicity,0.17076234519173716,False
Arizona,1,Overall,0.8485372119669887,False
Arizona,2,Education,0.020218406142264334,False
Arizona,2,Overall,0.8485372119669887,False
Arizona,3,Language,0.030095061393770384,False
Arizona,3,Overall,0.8485372119669887,False
Arizona,4,Age,0.02292393537202239,False
Arizona,4,Overall,0.8485372119669887,False
Arizona,5,DisabilityStatus,0.013121992132513693,False
Arizona,5,Overall,0.8485372119669887,False
Arizona,6,Income,0.2656145030117085,False
Arizona,6,Overall,0.8485372119669887,False
Arizona,7,SES,0.8485372119669887,False
Arizona,7,Overall,0.8485372119669887,False
Arizona,8,Occupation,0.2792040001908276,False
Arizona,8,Overall,0.8485372119669887,False
Arizona,9,Overall,0.8485372119669887,False
Arizona,10,Gender,0.009672139536062219,False
Arizona,10,Overall,0.8485372119669887,False
Arizona,11,Ethnicity,0.16871787651984982,False
Arizona,11,Overall,0.8485372119669887,False
Arizona,12,Education,0.013840363025377556,False
Arizona,12,Overall,0.8485372119669887,False
Arizona,13,Language,0.014209697555413597,False
Arizona,13,Overall,0.8485372119669887,False
Arizona,14,Age,0.004818191298494728,False
Arizona,14,Overall,0.8485372119669887,False
Arizona,15,DisabilityStatus,0.004010634267905655,False
Arizona,15,Overall,0.8485372119669887,False
Arizona,16,Income,0.2426084781139407,False
Arizona,16,Overall,0.8485372119669887,False
Arizona,17,SES,0.8485372119669887,False
Arizona,17,Overall,0.8485372119669887,False
Arizona,18,Occupation,0.23313572330964757,False
Arizona,18,Overall,0.8485372119669887,False
Arizona,19,Overall,0.8485372119669887,False
Arizona,20,Gender,0.0045646774108744625,False
Arizona,20,Overall,0.8485372119669887,False
Arizona,21,Ethnicity,0.18260804865340885,False
Arizona,21,Overall,0.8485372119669887,False
Arizona,22,Education,0.0042642123831179435,False
Arizona,22,Overall,0.8485372119669887,False
Arizona,23,Language,0.002263806812288216,False
Arizona,23,Overall,0.8485372119669887,False
Arizona,24,Age,0.00043306156652656025,False
Arizona,24,Overall,0.8485372119669887,False
Arizona,25,DisabilityStatus,0.0025358318165085714,False
Arizona,25,Overall,0.8485372119669887,False
Arizona,26,Income,0.23900774389060792,False
Arizona,26,Overall,0.8485372119669887,False
Arizona,27,SES,0.8485372119669887,False
Arizona,27,Overall,0.8485372119669887,False
Arizona,28,Occupation,0.22548148905002338,False
Arizona,28,Overall,0.8485372119669887,False
Arizona,29,Overall,0.8485372119669887,False
Arizona,30,Gender,0.0012298095158843614,False
Arizona,30,Overall,0.8485372119669887,False
Arizona,31,Ethnicity,0.18560958590542254,False
Arizona,31,Overall,0.8485372119669887,False
Arizona,32,Education,0.0010301970425680984,False
Arizona,32,Overall,0.8485372119669887,False
Arizona,33,Language,0.00041069124567397197,False
Arizona,33,Overall,0.8485372119669887,False
Arizona,34,Age,0.0002692694123949124,False
Arizona,34,Overall,0.8485372119669887,False
Arizona,35,DisabilityStatus,0.0014459540054425069,False
Arizona,35,Overall,0.8485372119669887,False
Arizona,36,Income,0.2382528110938762,False
Arizona,36,Overall,0.8485372119669887,False
Arizona,37,SES,0.8485372119669887,False
Arizona,37,Overall,0.8485372119669887,False
Arizona,38,Occupation,0.22458109134308527,False
Arizona,38,Overall,0.8485372119669887,False
Arizona,39,Overall,0.8485372119669887,False
Arizona,40,Gender,0.00023725479699793217,False
Arizona,40,Overall,0.8485372119669887,False
Arizona,41,Ethnicity,0.18598039191267834,False
Arizona,41,Overall,0.8485372119669887,False
Arizona,42,Education,0.00026044612429093617,False
Arizona,42,Overall,0.8485372119669887,False
Arizona,43,Language,7.573833785395889e-05,False
Arizona,43,Overall,0.8485372119669887,False
Arizona,44,Age,0.0001502311661518707,False
Arizona,44,Overall,0.8485372119669887,False
Arizona,45,DisabilityStatus,0.0007906540125576789,False
Arizona,45,Overall,0.8485372119669887,False
Arizona,46,Income,0.23807532397504666,False
Arizona,46,Overall,0.8485372119669887,False
Arizona,47,SES,0.8485372119669887,False
Arizona,47,Overall,0.8485372119669887,False
Arizona,48,Occupation,0.2244724410042019,False
Arizona,48,Overall,0.8485372119669887,False
Arizona,49,Overall,0.8485372119669887,False
Arizona,50,Gender,3.843552822163643e-05,False
Arizona,50,Overall,0.8485372119669887,False
Arizona,51,Ethnicity,0.18604045387521517,False
Arizona,51,Overall,0.8485372119669887,False
Arizona,52,Education,7.58850542955658e-05,False
Arizona,52,Overall,0.8485372119669887,False
Arizona,53,Language,1.608905321187626e-05,False
Arizona,53,Overall,0.8485372119669887,False
Arizona,54,Age,7.3476580292553e-05,False
Arizona,54,Overall,0.8485372119669887,False
Arizona,55,DisabilityStatus,0.00042489117073657434,False
Arizona,55,Overall,0.8485372119669887,False
Arizona,56,Income,0.23802052645462785,False
Arizona,56,Overall,0.8485372119669887,False
Arizona,57,SES,0.8485372119669887,False
Arizona,57,Overall,0.8485372119669887,False
Arizona,58,Occupation,0.22445857448855003,False
Arizona,58,Overall,0.8485372119669887,False
Arizona,59,Overall,0.8485372119669887,False
Arizona,60,Gender,3.3764778534228768e-06,False
Arizona,60,Overall,0.8485372119669887,False
Arizona,61,Ethnicity,0.18605359328263193,False
Arizona,61,Overall,0.8485372119669887,False
Arizona,62,Education,2.7391921890690396e-05,False
Arizona,62,Overall,0.8485372119669887,False
Arizona,63,Language,4.878292191215494e-06,False
Arizona,63,Overall,0.8485372119669887,False
Arizona,64,Age,3.671165773444507e-05,False
Arizona,64,Overall,0.8485372119669887,False
Arizona,65,DisabilityStatus,0.00022688460527647836,False
Arizona,65,Overall,0.8485372119669887,False
Arizona,66,Income,0.2379997730349085,False
Arizona,66,Overall,0.8485372119669887,False
Arizona,67,SES,0.8485372119669887,False
Arizona,67,Overall,0.8485372119669887,False
Arizona,68,Occupation,0.22445584560076856,False
Arizona,68,Overall,0.8485372119669887,False
Arizona,69,Overall,0.8485372119669887,False
Arizona,70,Gender,1.3493396203712038e-06,False
Arizona,70,Overall,0.8485372119669887,False
Arizona,71,Ethnicity,0.18605777638639165,False
Arizona,71,Overall,0.8485372119669887,False
Arizona,72,Education,1.2006279608317572e-05,False
Arizona,72,Overall,0.8485372119669887,False
Arizona,73,Language,2.291022401776366e-06,False
Arizona,73,Overall,0.8485372119669887,False
Arizona,74,Age,1.89486634417646e-05,False
Arizona,74,Overall,0.8485372119669887,False
Arizona,75,DisabilityStatus,0.00012090270851217166,False
Arizona,75,Overall,0.8485372119669887,False
Arizona,76,Income,0.23799035885011394,False
Arizona,76,Overall,0.8485372119669887,False
Arizona,77,SES,0.8485372119669887,False
Arizona,77,Overall,0.8485372119669887,False
Arizona,78,Occupation,0.22445485306851967,False
Arizona,78,Overall,0.8485372119669887,False
Arizona,79,Overall,0.8485372119669887,False
Arizona,80,Gender,1.2793989736525901e-06,False
Arizona,80,Overall,0.8485372119669887,False
Arizona,81,Ethnicity,0.18605968278016172,False
Arizona,81,Overall,0.8485372119669887,False
Arizona,82,Education,5.901234775868014e-06,False
Arizona,82,Overall,0.8485372119669887,False
Arizona,83,Language,1.197409982181541e-06,False
Arizona,83,Overall,0.8485372119669887,False
Arizona,84,Age,9.96079108794845e-06,False
Arizona,84,Overall,0.8485372119669887,False
Arizona,85,DisabilityStatus,6.439304255362321e-05,False
Arizona,85,Overall,0.8485372119669887,False
Arizona,86,Income,0.23798560502118365,False
Arizona,86,Overall,0.8485372119669887,False
Arizona,87,SES,0.8485372119669887,False
Arizona,87,Overall,0.8485372119669887,False
Arizona,88,Occupation,0.22445435442155495,False
Arizona,88,Overall,0.8485372119669887,False
Arizona,89,Overall,0.8485372119669887,False
Arizona,90,Gender,7.781225888070509e-07,False
Arizona,90,Overall,0.8485372119669887,False
Arizona,91,Ethnicity,0.18606069849147922,False
Arizona,91,Overall,0.8485372119669887,False
Arizona,92,Education,3.051776935936168e-06,False
Arizona,92,Overall,0.8485372119669887,False
Arizona,93,Language,6.405254085739553e-07,False
Arizona,93,Overall,0.8485372119669887,False
Arizona,94,Age,5.278216176130002e-06,False
Arizona,94,Overall,0.8485372119669887,False
Arizona,95,DisabilityStatus,3.4293424854503485e-05,False
Arizona,95,Overall,0.8485372119669887,False
Arizona,96,Income,0.2379831033739669,False
Arizona,96,Overall,0.8485372119669887,False
Arizona,97,SES,0.8485372119669887,False
Arizona,97,Overall,0.8485372119669887,False
Arizona,98,Occupation,0.2244540836000908,False
Arizona,98,Overall,0.8485372119669887,False
Arizona,99,Overall,0.8485372119669887,True
Arkansas,0,Gender,0.08443971150608298,False
Arkansas,0,Overall,0.8295198069086629,False
Arkansas,1,Ethnicity,0.45919212085370137,False
Arkansas,1,Overall,0.8295198069086629,False
Arkansas,2,Education,0.07432167332373218,False
Arkansas,2,Overall,0.8295198069086629,False
Arkansas,3,Language,0.04406429452756366,False
Arkansas,3,Overall,0.8295198069086629,False
Arkansas,4,Age,0.06284892488546212,False
Arkansas,4,Overall,0.8295198069086629,False
Arkansas,5,DisabilityStatus,0.02002136134311966,False
Arkansas,5,Overall,0.8295198069086629,False
Arkansas,6,Income,0.28064800077302887,False
Arkansas,6,Overall,0.8295198069086629,False
Arkansas,7,SES,0.8295198069086629,False
Arkansas,7,Overall,0.8295198069086629,False
Arkansas,8,Occupation,0.17508365158219352,False
Arkansas,8,Overall,0.8295198069086629,False
Arkansas,9,Overall,0.8295198069086629,False
Arkansas,10,Gender,0.03269657890258648,False
Arkansas,10,Overall,0.8295198069086629,False
Arkansas,11,Ethnicity,0.43246183389095716,False
Arkansas,11,Overall,0.8295198069086629,False
Arkansas,12,Education,0.025307530967434877,False
Arkansas,12,Overall,0.8295198069086629,False
Arkansas,13,Language,0.02266120144390804,False
Arkansas,13,Overall,0.8295198069086629,False
Arkansas,14,Age,0.019533952066732835,False
Arkansas,14,Overall,0.8295198069086629,False
Arkansas,15,DisabilityStatus,0.0008811865289520826,False
Arkansas,15,Overall,0.8295198069086629,False
Arkansas,16,Income,0.2309642004291303,False
Arkansas,16,Overall,0.8295198069086629,False
Arkansas,17,SES,0.8295198069086629,False
Arkansas,17,Overall,0.8295198069086629,False
Arkansas,18,Occupation,0.17288113945842776,False
Arkansas,18,Overall,0.8295198069086629,False
Arkansas,19,Overall,0.8295198069086629,False
Arkansas,20,Gender,0.010884779049553428,False
Arkansas,20,Overall,0.8295198069086629,False
Arkansas,21,Ethnicity,0.4170537176024409,False
Arkansas,21,Overall,0.8295198069086629,False
Arkansas,22,Education,0.013107110484346263,False
Arkansas,22,Overall,0.8295198069086629,False
Arkansas,23,Language,0.004165929076649505,False
Arkansas,23,Overall,0.8295198069086629,False
Arkansas,24,Age,0.005306891668729413,False
Arkansas,24,Overall,0.8295198069086629,False
Arkansas,25,DisabilityStatus,0.004381776203396137,False
Arkansas,25,Overall,0.8295198069086629,False
Arkansas,26,Income,0.22333642875737392,False
Arkansas,26,Overall,0.8295198069086629,False
Arkansas,27,SES,0.8295198069086629,False
Arkansas,27,Overall,0.8295198069086629,False
Arkansas,28,Occupation,0.17003818706144996,False
