State,Gender,Ethnicity,Education,Language,Age,DisabilityStatus,Income,SES,Occupation,UrbanRural
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,63,Disabled,199278.20289424277,0.1587709339840561,Service,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,27,Disabled,14948.749576464994,0.3489096758961641,Sales,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,34,Not Disabled,153000.53407828964,0.21438764181246447,Service,Urban
Alabama,Male,White (Non-Hispanic),High School Graduate,English Only,31,Disabled,64931.33917440289,0.15430632900634753,Service,Urban
Alabama,Male,White (Non-Hispanic),High School Graduate,Other,34,Not Disabled,38445.18548583523,0.05195560533301311,NaturalResources,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,20,Disabled,19626.20616233932,0.20746809361368995,Professional,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,59,Not Disabled,71999.74746479749,0.4103975548591408,NaturalResources,Urban
Alabama,Male,Black (Non-Hispanic),Less than High School,English Only,43,Disabled,31834.84718521524,0.08940868390203696,NaturalResources,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,3,Not Disabled,3934.3524514440933,0.39650476905726,Service,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,19,Not Disabled,88.84653783867158,0.29199714750620676,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,63,Disabled,118319.85151703772,0.4775833250554695,NaturalResources,Urban
Alabama,Male,White (Non-Hispanic),High School Graduate,English Only,63,Disabled,131447.9202797511,0.04010534284333737,Service,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,19,Not Disabled,88.84653783867158,0.29199714750620676,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,53,Not Disabled,3086.6808574879487,0.40635286141789406,Service,Urban
Alabama,Male,White (Non-Hispanic),Some College/Associate's,English Only,40,Not Disabled,14322.198413788064,0.16467194510266525,Production,Urban
Alabama,Male,White (Non-Hispanic),Less than High School,English Only,27,Disabled,64421.75287195042,0.19522043295890543,Professional,Urban
Alabama,Female,Hispanic or Latino,Less than High School,English Only,14,Disabled,25221.188645764705,0.19168981583866782,NaturalResources,Urban
Alabama,Male,Black (Non-Hispanic),Bachelor's or Higher,English Only,85,Not Disabled,71830.22405975236,0.1445326187155686,Production,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,43,Not Disabled,73193.54654878503,0.3280110344663175,Service,Urban
Alabama,Female,Black (Non-Hispanic),High School Graduate,English Only,14,Not Disabled,22771.82065665172,0.12105990261892426,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,86,Disabled,182579.41423355512,0.3582663967347739,Professional,Urban
Alabama,Male,White (Non-Hispanic),Less than High School,English Only,15,Disabled,69356.19108767732,0.47423276134890185,NaturalResources,Urban
Alabama,Female,White (Non-Hispanic),Less than High School,English Only,42,Not Disabled,32640.034160992633,0.29329011067928995,Sales,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,19,Not Disabled,88.84653783867158,0.29199714750620676,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,11,Not Disabled,46859.87410463487,0.14690530973479846,Service,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,11,Disabled,95949.17551240469,0.04683706189474379,NaturalResources,Urban
Alabama,Male,Black (Non-Hispanic),High School Graduate,English Only,56,Disabled,72515.92737592947,0.3793740205145544,NaturalResources,Urban
Alabama,Male,Black (Non-Hispanic),High School Graduate,English Only,69,Not Disabled,83133.18842501755,0.2803025060956621,Service,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,Spanish,74,Disabled,38743.9450084382,0.23505189086564476,Production,Urban
Alabama,Female,Black (Non-Hispanic),High School Graduate,English Only,50,Disabled,1484.3859232499767,0.22832755319500386,Professional,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,60,Disabled,37115.68310524339,0.1605593243138683,NaturalResources,Urban
Alabama,Male,White (Non-Hispanic),High School Graduate,Other,34,Not Disabled,38445.18548583523,0.05195560533301311,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,98,Not Disabled,143159.63964290277,0.305721477810672,Service,Urban
Alabama,Female,White (Non-Hispanic),Less than High School,English Only,40,Disabled,46851.532093133574,0.3671986699604063,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,16,Disabled,15704.522937785307,0.20579162462908246,Management,Urban
Alabama,Male,Hispanic or Latino,Some College/Associate's,English Only,17,Not Disabled,17581.87868015697,0.21884588000649075,Service,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,71,Disabled,2998.3787152088194,0.24724530508802567,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,42,Disabled,20318.542791493317,0.09278605587124922,Professional,Urban
Alabama,Male,Black (Non-Hispanic),High School Graduate,English Only,56,Disabled,72515.92737592947,0.3793740205145544,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,36,Not Disabled,33810.83724042327,0.2293490658007703,Professional,Urban
Alabama,Female,White (Non-Hispanic),Less than High School,English Only,40,Disabled,46851.532093133574,0.3671986699604063,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,19,Disabled,18038.215031182946,0.2527416823469463,Service,Urban
Alabama,Male,Hispanic or Latino,Some College/Associate's,English Only,17,Not Disabled,17581.87868015697,0.21884588000649075,Service,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,52,Disabled,13776.462661055482,0.22205655143959382,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,26,Not Disabled,10778.382546631285,0.2045351254936654,Service,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,80,Disabled,74075.30412613021,0.38893488955684263,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,62,Disabled,21412.029686865975,0.2129014260226226,Service,Urban
Alabama,Female,Black (Non-Hispanic),Bachelor's or Higher,English Only,10,Not Disabled,196440.19007991703,0.17473210218619092,Service,Urban
Alabama,Male,Black (Non-Hispanic),Less than High School,English Only,61,Not Disabled,10286.883971063075,0.1416242033304614,Service,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,8,Not Disabled,128352.00222277406,0.207472045665101,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,26,Not Disabled,10778.382546631285,0.2045351254936654,Service,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,63,Disabled,65116.80359695287,0.1430875409498491,Sales,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,80,Disabled,74075.30412613021,0.38893488955684263,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,15,Not Disabled,14719.93714266703,0.18888653176949033,Service,Urban
Alabama,Male,Hispanic or Latino,Some College/Associate's,English Only,17,Not Disabled,17581.87868015697,0.21884588000649075,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,26,Not Disabled,10778.382546631285,0.2045351254936654,Service,Urban
Alabama,Male,White (Non-Hispanic),Some College/Associate's,English Only,90,Not Disabled,74757.7446276997,0.20785000418935098,NaturalResources,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,60,Not Disabled,28126.35554886815,0.05301874532611132,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,25,Not Disabled,261.3183455742696,0.06746733548173829,Production,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,Other,15,Disabled,16006.508104537726,0.25629709327529454,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,8,Not Disabled,128352.00222277406,0.207472045665101,Service,Urban
Alabama,Male,White (Non-Hispanic),Less than High School,English Only,19,Not Disabled,12387.579317852447,0.15256751569799348,Professional,Urban
Alabama,Male,Black (Non-Hispanic),Less than High School,English Only,43,Disabled,31834.84718521524,0.08940868390203696,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,36,Disabled,49524.13719096301,0.3122029970811104,NaturalResources,Urban
Alabama,Female,Black (Non-Hispanic),Some College/Associate's,English Only,76,Not Disabled,22299.73864012738,0.37488748867394056,NaturalResources,Urban
Alabama,Female,White (Non-Hispanic),High School Graduate,English Only,17,Not Disabled,194778.3559018696,0.172583060045959,Sales,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,26,Not Disabled,64131.57291429618,0.24338870553613334,Production,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,15,Not Disabled,14719.93714266703,0.18888653176949033,Service,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,35,Not Disabled,68085.98043246845,0.15995565116568494,NaturalResources,Urban
Alabama,Male,Black (Non-Hispanic),High School Graduate,English Only,56,Disabled,72515.92737592947,0.3793740205145544,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,63,Disabled,118319.85151703772,0.4775833250554695,NaturalResources,Urban
Alabama,Male,White (Non-Hispanic),Less than High School,English Only,10,Not Disabled,195454.20239353226,0.3491584269533683,Service,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,98,Not Disabled,143159.63964290277,0.305721477810672,Service,Urban
Alabama,Male,Other/Mixed,Bachelor's or Higher,English Only,79,Not Disabled,71692.86283610735,0.17015112405926697,NaturalResources,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,60,Not Disabled,28126.35554886815,0.05301874532611132,Service,Urban
Alabama,Male,White (Non-Hispanic),Less than High School,Spanish,47,Disabled,46137.54579994324,0.06189260580545841,Service,Urban
Alabama,Male,White (Non-Hispanic),High School Graduate,English Only,6,Disabled,111997.82516837065,0.5254269800361365,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,Some College/Associate's,English Only,62,Disabled,21412.029686865975,0.2129014260226226,Service,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,12,Disabled,24188.36864045627,0.2769395959496851,Service,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,45,Not Disabled,39176.25307746573,0.28786886465780387,Service,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,98,Disabled,28583.255927384656,0.20026441281626747,Production,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,27,Disabled,14948.749576464994,0.3489096758961641,Sales,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,63,Disabled,118319.85151703772,0.4775833250554695,NaturalResources,Urban
Alabama,Male,White (Non-Hispanic),Less than High School,English Only,15,Disabled,69356.19108767732,0.47423276134890185,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,49,Disabled,7729.72213978287,0.35236859028870593,Service,Urban
Alabama,Male,White (Non-Hispanic),Some College/Associate's,English Only,90,Not Disabled,74757.7446276997,0.20785000418935098,NaturalResources,Urban
Alabama,Female,Black (Non-Hispanic),High School Graduate,English Only,50,Disabled,1484.3859232499767,0.22832755319500386,Professional,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,63,Disabled,63719.148176118346,0.1168506661459309,Service,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,54,Not Disabled,29561.73468655136,0.0832555966591611,Production,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,20,Disabled,19626.20616233932,0.20746809361368995,Professional,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,91,Disabled,38525.70557315339,0.24868266263101288,Professional,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,63,Disabled,199278.20289424277,0.1587709339840561,Service,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,26,Disabled,51718.102130038875,0.4379185530769678,Professional,Urban
Alabama,Female,Black (Non-Hispanic),Less than High School,English Only,100,Not Disabled,194051.26250430138,0.11964716643003324,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,Spanish,69,Not Disabled,24560.78966326795,0.0971847080307382,Management,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,26,Disabled,51718.102130038875,0.4379185530769678,Professional,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,71,Disabled,2998.3787152088194,0.24724530508802567,Service,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,2,Not Disabled,67093.4908519238,0.026572903827262948,Service,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,98,Not Disabled,143159.63964290277,0.305721477810672,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,72,Not Disabled,179910.38425495743,0.051905916919133016,Service,Urban
Alabama,Male,Hispanic or Latino,Some College/Associate's,English Only,29,Not Disabled,17665.06860323023,0.16802396885073778,Service,Urban
Alabama,Male,Hispanic or Latino,Some College/Associate's,English Only,29,Not Disabled,17665.06860323023,0.16802396885073778,Service,Urban
Alabama,Female,White (Non-Hispanic),High School Graduate,English Only,17,Not Disabled,194778.3559018696,0.172583060045959,Sales,Urban
Alabama,Male,Hispanic or Latino,Bachelor's or Higher,English Only,54,Disabled,39825.49546132432,0.17684298648843466,NaturalResources,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,English Only,40,Not Disabled,16457.365853188196,0.5429881608410696,Management,Urban
Alabama,Male,Black (Non-Hispanic),Bachelor's or Higher,English Only,14,Not Disabled,29064.79917813656,0.17077343038149045,Professional,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,53,Not Disabled,3086.6808574879487,0.40635286141789406,Service,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,31,Not Disabled,24544.825237859754,0.35892782863162637,Sales,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,13,Not Disabled,126619.25589807508,0.2585479021044658,Service,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,10,Not Disabled,104381.5075194282,0.02576839699962978,Service,Urban
Alabama,Female,White (Non-Hispanic),Bachelor's or Higher,English Only,26,Disabled,51718.102130038875,0.4379185530769678,Professional,Urban
Alabama,Male,Black (Non-Hispanic),High School Graduate,English Only,27,Not Disabled,502.6215955263358,0.26887194123142794,Service,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,33,Disabled,123644.87358616045,0.3097445739544374,Professional,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,53,Not Disabled,3086.6808574879487,0.40635286141789406,Service,Urban
Alabama,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,20,Disabled,19626.20616233932,0.20746809361368995,Professional,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,33,Not Disabled,14542.247497056163,0.39070678124138747,Professional,Urban
Alabama,Female,Hispanic or Latino,Bachelor's or Higher,Spanish,74,Disabled,38743.9450084382,0.23505189086564476,Production,Urban
Alabama,Female,Hispanic or Latino,Less than High School,English Only,18,Disabled,62507.63382152277,0.22068561413240834,NaturalResources,Urban
Alabama,Female,White (Non-Hispanic),Some College/Associate's,Other,47,Not Disabled,16438.879393191553,0.29333726641861974,Professional,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,10,Not Disabled,104381.5075194282,0.02576839699962978,Service,Urban
Alabama,Female,Hispanic or Latino,High School Graduate,English Only,63,Disabled,118319.85151703772,0.4775833250554695,NaturalResources,Urban
Alabama,Male,Hispanic or Latino,High School Graduate,English Only,10,Not Disabled,104381.5075194282,0.02576839699962978,Service,Urban
Alabama,Male,Black (Non-Hispanic),High School Graduate,English Only,56,Disabled,72515.92737592947,0.3793740205145544,NaturalResources,Urban
Alaska,Female,Hispanic or Latino,Bachelor's or Higher,English Only,28,Not Disabled,41127.33056322608,0.07713090462907027,Service,Urban
Alaska,Male,American Indian/Alaska Native,High School Graduate,English Only,81,Not Disabled,46503.681770272,0.022985767156489235,NaturalResources,Urban
Alaska,Female,Hispanic or Latino,Bachelor's or Higher,English Only,67,Disabled,43407.06701752846,0.09642622932684229,Production,Urban
Alaska,Female,Hispanic or Latino,Bachelor's or Higher,English Only,67,Disabled,43407.06701752846,0.09642622932684229,Production,Urban
Alaska,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,22,Not Disabled,25738.486523193136,0.18364677224011391,Professional,Urban
Alaska,Male,Hispanic or Latino,Some College/Associate's,English Only,34,Disabled,184134.487847562,0.24453756169494165,Management,Urban
Alaska,Male,Hispanic or Latino,Some College/Associate's,English Only,34,Disabled,184134.487847562,0.24453756169494165,Management,Urban
Alaska,Male,Hispanic or Latino,Some College/Associate's,English Only,34,Disabled,184134.487847562,0.24453756169494165,Management,Urban
Alaska,Male,Hispanic or Latino,Less than High School,English Only,33,Not Disabled,85148.33248047714,0.15752211329511073,Professional,Urban
Alaska,Male,Hispanic or Latino,Less than High School,English Only,33,Not Disabled,85148.33248047714,0.15752211329511073,Professional,Urban
Alaska,Male,Asian,High School Graduate,English Only,39,Not Disabled,40944.61096501991,0.32973837932549965,NaturalResources,Urban
Alaska,Male,American Indian/Alaska Native,High School Graduate,English Only,81,Not Disabled,46503.681770272,0.022985767156489235,NaturalResources,Urban
Alaska,Male,Asian,High School Graduate,English Only,39,Not Disabled,40944.61096501991,0.32973837932549965,NaturalResources,Urban
Alaska,Female,Hispanic or Latino,High School Graduate,Other,36,Disabled,171133.3678288078,0.04305109178136863,Production,Urban
Alaska,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,3,Disabled,152286.6400783973,0.23911593484891125,Production,Urban
Alaska,Male,Asian,High School Graduate,English Only,39,Not Disabled,40944.61096501991,0.32973837932549965,NaturalResources,Urban
Arizona,Male,Hispanic or Latino,Less than High School,Spanish,38,Disabled,3377.0868855226013,0.23271178178675192,NaturalResources,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,Other,14,Not Disabled,11998.514390527454,0.2541819985105155,Professional,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,Other,14,Not Disabled,11998.514390527454,0.2541819985105155,Professional,Urban
Arizona,Female,White (Non-Hispanic),Less than High School,English Only,87,Disabled,24575.38888427884,0.2692451299593612,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),High School Graduate,English Only,31,Disabled,47957.75068798767,0.028004173059907815,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),Some College/Associate's,English Only,93,Not Disabled,137690.85970099532,0.12983383682878286,Professional,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,English Only,81,Not Disabled,72293.3371234051,0.04829070414544799,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),Less than High School,Spanish,48,Disabled,47462.73322091049,0.2650035812877446,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),High School Graduate,English Only,61,Disabled,15921.596109148348,0.11777343795946041,Management,Urban
Arizona,Female,White (Non-Hispanic),Bachelor's or Higher,Spanish,31,Disabled,184868.44245284627,0.14610261927445392,Service,Urban
Arizona,Male,Hispanic or Latino,Some College/Associate's,Spanish,30,Disabled,54268.45333265,0.42413775617182925,Production,Urban
Arizona,Male,Hispanic or Latino,High School Graduate,English Only,84,Not Disabled,33107.25459837824,0.37574490074360245,Production,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,Spanish,48,Not Disabled,17576.36118540712,0.15788804176127386,Production,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,English Only,53,Not Disabled,24939.24465923949,0.21350395607541078,Production,Urban
Arizona,Female,White (Non-Hispanic),Some College/Associate's,English Only,43,Disabled,71862.02720021686,0.32872438349370836,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,28,Not Disabled,6549.490862638308,0.15483064401365013,Production,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,Spanish,16,Not Disabled,23282.58116214837,0.19284742144954065,Service,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,Spanish,65,Not Disabled,31166.42913226568,0.3108630172723529,Service,Urban
Arizona,Male,Hispanic or Latino,Some College/Associate's,English Only,25,Disabled,26553.52317061303,0.14160080922286608,NaturalResources,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,Spanish,37,Disabled,73760.38925754372,0.23426887820314793,NaturalResources,Urban
Arizona,Female,Black (Non-Hispanic),Less than High School,English Only,38,Not Disabled,94888.87419423378,0.05052192103281012,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,28,Not Disabled,6549.490862638308,0.15483064401365013,Production,Urban
Arizona,Male,Hispanic or Latino,High School Graduate,Other,74,Not Disabled,54757.83277933953,0.19503988349137463,Professional,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,English Only,39,Not Disabled,12277.465331914114,0.22252618170900917,NaturalResources,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,Other,14,Not Disabled,11998.514390527454,0.2541819985105155,Professional,Urban
Arizona,Female,American Indian/Alaska Native,High School Graduate,English Only,76,Not Disabled,63727.62439447898,0.2293224454824748,Service,Urban
Arizona,Male,White (Non-Hispanic),Less than High School,English Only,1,Not Disabled,39432.24521321873,0.23466853378413163,Professional,Urban
Arizona,Female,White (Non-Hispanic),Some College/Associate's,English Only,58,Disabled,29015.037585563154,0.41191282660147754,Production,Urban
Arizona,Female,White (Non-Hispanic),Less than High School,English Only,87,Disabled,24575.38888427884,0.2692451299593612,NaturalResources,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,English Only,33,Disabled,73060.92382095654,0.11004542333946933,Service,Urban
Arizona,Male,Hispanic or Latino,Bachelor's or Higher,English Only,85,Disabled,5300.211975391969,0.2707770022246067,Professional,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,99,Not Disabled,10496.89175462746,0.470164061095186,NaturalResources,Urban
Arizona,Female,Black (Non-Hispanic),Bachelor's or Higher,English Only,40,Not Disabled,28119.616654124457,0.2639002263525118,Professional,Urban
Arizona,Female,White (Non-Hispanic),Less than High School,English Only,68,Disabled,24823.882193557678,0.019123082088300623,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,44,Disabled,22970.06594203667,0.29082028437426005,Professional,Urban
Arizona,Female,Hispanic or Latino,Less than High School,Other,16,Not Disabled,10567.427646798162,0.04681510035471857,Production,Urban
Arizona,Female,White (Non-Hispanic),Some College/Associate's,English Only,0,Disabled,23769.794373395962,0.1651990602494706,NaturalResources,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,English Only,26,Disabled,183119.38461293577,0.16695138185868585,Professional,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,English Only,34,Not Disabled,60852.84028732605,0.1078025771517736,Professional,Urban
Arizona,Male,White (Non-Hispanic),Some College/Associate's,English Only,39,Not Disabled,159189.28122344622,0.030117953116959306,NaturalResources,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,English Only,16,Disabled,145947.86008088102,0.1653596998797375,Service,Urban
Arizona,Male,White (Non-Hispanic),Bachelor's or Higher,Spanish,36,Disabled,26551.04382861721,0.22146735534800316,NaturalResources,Urban
Arizona,Female,Hispanic or Latino,Less than High School,Other,16,Not Disabled,10567.427646798162,0.04681510035471857,Production,Urban
Arizona,Female,Hispanic or Latino,Bachelor's or Higher,English Only,33,Not Disabled,105161.39140078635,0.10409550461562106,NaturalResources,Urban
