question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score,generation_reasoning
iter1_h0_q3,1,"The model overestimates the causal relationship between diplomatic actions and subsequent military/policy responses, neglecting historical instances where escalations were contained despite provocations (e.g., Philippines-China expulsions → military activity example with 0.45 vs 0.35*0.70=0.245 expected P∧Q)",,,Q_given_P,"Given Turkish veto on Sweden NATO talks, will Sweden approve F-16 sales to Turkey in 2024?","Resolves YES if Swedish Ministry of Defense announces approval of F-16 parts/munitions exports to Turkey, via official government press releases by 2024-12-31.",0.31,"[0.35, 0.35, 0.3, 0.35, 0.2]",0.22327636792775507,
iter1_h0_q3,1,"The model overestimates the causal relationship between diplomatic actions and subsequent military/policy responses, neglecting historical instances where escalations were contained despite provocations (e.g., Philippines-China expulsions → military activity example with 0.45 vs 0.35*0.70=0.245 expected P∧Q)",,,P_and_Q,Will Turkey veto Sweden AND Sweden approve F-16 sales?,Resolves YES if both individual conditions are satisfied with temporal sequence.,0.2,"[0.15, 0.25, 0.15, 0.2, 0.25]",0.22327636792775507,
iter1_h0_q4,1,"The model overestimates the causal relationship between diplomatic actions and subsequent military/policy responses, neglecting historical instances where escalations were contained despite provocations (e.g., Philippines-China expulsions → military activity example with 0.45 vs 0.35*0.70=0.245 expected P∧Q)",,,P,Will Mexico impose >15% tariffs on US corn imports by Q2 2024?,"Resolves YES if Mexican Economy Ministry publishes tariff schedule with ≥15% duty on US corn (HS 1005.90) effective before 2024-06-30, per Official Gazette records.",0.19,"[0.2, 0.2, 0.15, 0.2, 0.2]",0.37146476028211567,
iter1_h0_q4,1,"The model overestimates the causal relationship between diplomatic actions and subsequent military/policy responses, neglecting historical instances where escalations were contained despite provocations (e.g., Philippines-China expulsions → military activity example with 0.45 vs 0.35*0.70=0.245 expected P∧Q)",,,Q_given_P,"Given Mexican corn tariffs, will US delay USMCA dispute panel on energy by >60 days?","Resolves YES if USTR fails to request USMCA dispute consultation within 60 days of Mexican tariff implementation, per USTR public statements.",0.33,"[0.4, 0.35, 0.3, 0.3, 0.3]",0.37146476028211567,
iter1_h0_q4,1,"The model overestimates the causal relationship between diplomatic actions and subsequent military/policy responses, neglecting historical instances where escalations were contained despite provocations (e.g., Philippines-China expulsions → military activity example with 0.45 vs 0.35*0.70=0.245 expected P∧Q)",,,P_and_Q,Will Mexico tax US corn AND US delay energy dispute?,Resolves YES per individual criteria with 60-day temporal linkage.,0.22999999999999998,"[0.25, 0.25, 0.25, 0.15, 0.25]",0.37146476028211567,
iter1_h1_q0,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P,"Will NASDAQ close between 18,500-19,000 on 2024-11-01?","Resolves YES if NASDAQ Composite (^IXIC) closing value is 18,500 ≤ price ≤ 19,000 on 2024-11-01 per Nasdaq Global Indexes data.",0.18,"[0.15, 0.15, 0.25, 0.25, 0.1]",0.5936789232758259,
iter1_h1_q0,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,Q_given_P,"Given NASDAQ 18.5k-19k on Nov 1, will Fed cut rates by >0.25pp at Dec 2024 meeting?","Resolves YES if Federal Reserve announces ≥25 basis point reduction in Federal Funds Rate on 2024-12-18, per FOMC statement.",0.3,"[0.3, 0.3, 0.3, 0.3, 0.3]",0.5936789232758259,
iter1_h1_q0,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P_and_Q,NASDAQ in range AND Fed Dec 2024 rate cut?,Resolves YES per both individual conditions with temporal alignment.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.5936789232758259,
iter1_h1_q1,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P,"Will Germany DAX exceed 16,000 on 2024-09-30?","Resolves YES if DAX Performance Index (^GDAXI) closes ≥16,000 on 2024-09-30 per Deutsche Börse Group data.",0.64,"[0.65, 0.65, 0.65, 0.65, 0.6]",0.15117382832770343,
iter1_h1_q1,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,Q_given_P,"Given DAX >16k, will ECB maintain rates ≥4.25% in Oct 2024?","Resolves YES if ECB Main Refinancing Rate remains ≥4.25% at 2024-10-24 meeting, per ECB official announcement.",0.6100000000000001,"[0.6, 0.65, 0.55, 0.65, 0.6]",0.15117382832770343,
iter1_h1_q1,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P_and_Q,DAX above 16k AND ECB holds rates?,Resolves YES per individual criteria with temporal sequence.,0.49000000000000005,"[0.45, 0.45, 0.55, 0.55, 0.45]",0.15117382832770343,
iter1_h1_q2,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P,"Will Japan Nikkei 225 close <35,000 on 2024-08-15?","Resolves YES if Nikkei Stock Average (^N225) closes <35,000 on 2024-08-15 per Japan Exchange Group data.",0.6699999999999999,"[0.65, 0.75, 0.65, 0.65, 0.65]",0.3403482450351875,
iter1_h1_q2,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,Q_given_P,"Given Nikkei <35k, will BoJ abandon negative rates by Oct 2024?","Resolves YES if Bank of Japan Policy Rate becomes ≥0% at 2024-10-31 meeting, per BoJ official statements.",0.32,"[0.35, 0.3, 0.3, 0.3, 0.35]",0.3403482450351875,
iter1_h1_q2,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P_and_Q,Nikkei below 35k AND BoJ exits negative rates?,Resolves YES per individual condition criteria.,0.42000000000000004,"[0.35, 0.45, 0.45, 0.45, 0.4]",0.3403482450351875,
iter1_h1_q3,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P,"Will UK FTSE 100 close >8,200 on 2024-12-15?","Resolves YES if FTSE 100 Index (^FTSE) closes ≥8,200 on 2024-12-15 per London Stock Exchange data.",0.41000000000000003,"[0.45, 0.35, 0.45, 0.35, 0.45]",0.18184928817189344,
iter1_h1_q3,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,Q_given_P,"Given FTSE >8.2k, will BoE hike rates by >0.25pp in Q1 2025?","Resolves YES if Bank of England MPC votes for ≥25 basis point increase at any Q1 2025 meeting, per BoE minutes.",0.5900000000000001,"[0.65, 0.65, 0.65, 0.65, 0.35]",0.18184928817189344,
iter1_h1_q3,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P_and_Q,FTSE above 8.2k AND BoE Q1 2025 hike?,Resolves YES per both conditions with temporal sequence.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.18184928817189344,
iter1_h1_q4,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P,Will Brazil Bovespa close 130k-135k on 2024-10-31?,"Resolves YES if Bovespa Index (^BVSP) closes 130,000 ≤ price ≤ 135,000 on 2024-10-31 per B3 exchange data.",0.29000000000000004,"[0.25, 0.25, 0.35, 0.25, 0.35]",0.504588906769109,
iter1_h1_q4,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,Q_given_P,"Given Bovespa 130k-135k, will COPOM cut Selic <10% by Dec 2024?","Resolves YES if Brazil Central Bank's Selic rate is <10% at 2024-12-11 meeting, per BCB official announcement.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.504588906769109,
iter1_h1_q4,1,"The model incorrectly assumes strong correlation between stock market performance and central bank policy while ignoring countervailing inflation/employment factors (e.g., SENSEX 75k-77k → RBI rate cut probability mismatch)",,,P_and_Q,Bovespa in range AND Brazil rate below 10%?,Resolves YES if both individual conditions are met per criteria.,0.49000000000000005,"[0.65, 0.45, 0.45, 0.45, 0.45]",0.504588906769109,
iter2_h0_q0,2,"The model overestimates corporate investment responsiveness to climate policy changes, ignoring technological/financial constraints and historical patterns of gradual adoption (e.g., Exxon's LNG investments continuing despite EU carbon tariffs)",Energy Policy & Corporate Investment,,P,Will the EU expand Carbon Border Adjustment Mechanism (CBAM) to cover natural gas imports by Q3 2025?,"Resolves YES if European Commission publishes legislation expanding CBAM coverage to natural gas (CN code 27112100) before 2025-09-30, per Official Journal of the EU.",0.5900000000000001,"[0.6, 0.6, 0.65, 0.65, 0.45]",0.31701940251238114,
iter2_h0_q0,2,"The model overestimates corporate investment responsiveness to climate policy changes, ignoring technological/financial constraints and historical patterns of gradual adoption (e.g., Exxon's LNG investments continuing despite EU carbon tariffs)",Energy Policy & Corporate Investment,,Q_given_P,"Given CBAM expansion to natural gas, will ExxonMobil increase European low-carbon investments by >20% in 2026?","Resolves YES if Exxon's 2026 Sustainability Report shows ≥20% YoY increase in European low-carbon energy investments compared to 2025 baseline, per audited financial statements.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.31701940251238114,
iter2_h0_q0,2,"The model overestimates corporate investment responsiveness to climate policy changes, ignoring technological/financial constraints and historical patterns of gradual adoption (e.g., Exxon's LNG investments continuing despite EU carbon tariffs)",Energy Policy & Corporate Investment,,P_and_Q,EU expands CBAM to gas AND Exxon increases low-carbon investments?,Resolves YES per both individual criteria with CBAM expansion preceding 2026 investment reporting period.,0.59,"[0.55, 0.45, 0.65, 0.65, 0.65]",0.31701940251238114,
iter2_h0_q1,2,"The model overestimates corporate investment responsiveness to climate policy changes, ignoring technological/financial constraints and historical patterns of gradual adoption (e.g., Exxon's LNG investments continuing despite EU carbon tariffs)",US Energy Tax Policy,,P,Will the US extend Clean Hydrogen Production Tax Credit (45V) through 2030 before Q1 2025?,"Resolves YES if Congress passes legislation extending 45V credit sunset date to 2030 before 2025-03-31, per Congressional records on Congress.gov.",0.51,"[0.45, 0.45, 0.65, 0.45, 0.55]",0.3720864293447088,
iter2_h0_q1,2,"The model overestimates corporate investment responsiveness to climate policy changes, ignoring technological/financial constraints and historical patterns of gradual adoption (e.g., Exxon's LNG investments continuing despite EU carbon tariffs)",US Energy Tax Policy,,Q_given_P,"Given 45V extension, will Chevron produce >50k tonnes/year of clean hydrogen by 2026?","Resolves YES if DOE 2026 Hydrogen Program Report documents Chevron's clean hydrogen production ≥50,000 metric tons, per Department of Energy verification.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3720864293447088,
iter2_h0_q1,2,"The model overestimates corporate investment responsiveness to climate policy changes, ignoring technological/financial constraints and historical patterns of gradual adoption (e.g., Exxon's LNG investments continuing despite EU carbon tariffs)",US Energy Tax Policy,,P_and_Q,45V extended AND Chevron hydrogen production threshold?,Resolves YES per both conditions with 45V extension preceding 2026 production reporting.,0.5700000000000001,"[0.55, 0.55, 0.55, 0.65, 0.55]",0.3720864293447088,
iter3_h0_q0,3,"The model overestimates the immediate impact of sanctions on geopolitical behavior, ignoring historical patterns of delayed/limited response despite economic pressure (e.g., Russian aluminum sanctions → military de-escalation)",Geopolitics,,P,Will the EU ban Russian nickel imports exceeding 100k tons/year by Q4 2024?,"Resolves YES if EU Regulation (EU) 2024/XX in Official Journal prohibits ≥100,000 metric tons of nickel imports (CN 7502) from Russia effective before 2024-12-31.",0.41,"[0.35, 0.35, 0.35, 0.35, 0.65]",0.4000112964840112,
iter3_h0_q0,3,"The model overestimates the immediate impact of sanctions on geopolitical behavior, ignoring historical patterns of delayed/limited response despite economic pressure (e.g., Russian aluminum sanctions → military de-escalation)",Geopolitics,,Q_given_P,"Given an EU nickel ban, will Russia reduce Kaliningrad military deployments by 25% within 90 days?",Resolves YES if satellite imagery from Maxar Technologies shows ≥25% reduction in active military equipment at Kaliningrad bases between ban enactment and 90 days post-enactment.,0.13999999999999999,"[0.15, 0.15, 0.15, 0.1, 0.15]",0.4000112964840112,
iter3_h0_q0,3,"The model overestimates the immediate impact of sanctions on geopolitical behavior, ignoring historical patterns of delayed/limited response despite economic pressure (e.g., Russian aluminum sanctions → military de-escalation)",Geopolitics,,P_and_Q,EU nickel ban AND Russian Kaliningrad drawdown?,Resolves YES per both criteria with temporal linkage (ban precedes drawdown verification window).,0.24,"[0.2, 0.25, 0.35, 0.25, 0.15]",0.4000112964840112,
iter3_h0_q1,3,"The model overestimates the immediate impact of sanctions on geopolitical behavior, ignoring historical patterns of delayed/limited response despite economic pressure (e.g., Russian aluminum sanctions → military de-escalation)",Energy Policy,,P,Will G7 countries cap Russian LNG prices at $50/mmBtu by 2025-Q1?,Resolves YES if G7 leaders' communiqué confirms price cap mechanism implementation for Russian LNG at ≤$50/mmBtu before 2025-03-31.,0.28,"[0.3, 0.25, 0.3, 0.25, 0.3]",0.557320782700566,
iter3_h0_q1,3,"The model overestimates the immediate impact of sanctions on geopolitical behavior, ignoring historical patterns of delayed/limited response despite economic pressure (e.g., Russian aluminum sanctions → military de-escalation)",Energy Policy,,Q_given_P,"Given LNG price caps, will Gazprom reduce Arctic LNG 2 project investments by >40% in 2025?","Resolves YES if Gazprom's 2025 annual report shows ≤$2.1B investment in Arctic LNG 2 (vs 2024's $3.5B), per audited financial statements.",0.33999999999999997,"[0.35, 0.35, 0.35, 0.3, 0.35]",0.557320782700566,
iter3_h0_q1,3,"The model overestimates the immediate impact of sanctions on geopolitical behavior, ignoring historical patterns of delayed/limited response despite economic pressure (e.g., Russian aluminum sanctions → military de-escalation)",Energy Policy,,P_and_Q,G7 LNG cap AND Gazprom Arctic investment cut?,Resolves YES per both conditions with cap implementation preceding 2025 investment reporting.,0.39,"[0.45, 0.45, 0.35, 0.35, 0.35]",0.557320782700566,
iter3_h1_q0,3,"The model overestimates pharmaceutical R&D responsiveness to public health crises, neglecting development timelines and trial failures (e.g., COVID vaccine speed vs typical drug development)",Public Health,,P,Will WHO declare Antimicrobial Resistance (AMR) a PHEIC by Q2 2025?,Resolves YES if WHO Director-General issues statement declaring AMR a Public Health Emergency of International Concern before 2025-06-30.,0.16,"[0.15, 0.15, 0.15, 0.15, 0.2]",0.2669718017843132,
iter3_h1_q0,3,"The model overestimates pharmaceutical R&D responsiveness to public health crises, neglecting development timelines and trial failures (e.g., COVID vaccine speed vs typical drug development)",Public Health,,Q_given_P,"Given AMR PHEIC declaration, will Pfizer release a novel antibiotic through Phase III trials by 2026?",Resolves YES if Pfizer announces successful Phase III completion (per clinicaltrials.gov) of new antibiotic with novel mechanism before 2026-12-31.,0.3,"[0.25, 0.3, 0.3, 0.3, 0.35]",0.2669718017843132,
iter3_h1_q0,3,"The model overestimates pharmaceutical R&D responsiveness to public health crises, neglecting development timelines and trial failures (e.g., COVID vaccine speed vs typical drug development)",Public Health,,P_and_Q,WHO AMR emergency AND Pfizer antibiotic success?,Resolves YES per both criteria with PHEIC declaration preceding trial completion.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.2669718017843132,
iter3_h1_q1,3,"The model overestimates pharmaceutical R&D responsiveness to public health crises, neglecting development timelines and trial failures (e.g., COVID vaccine speed vs typical drug development)",Biotechnology,,P,Will NIAID allocate >$800M to Long COVID research in FY2025?,Resolves YES if NIH FY2025 budget justification documents show ≥$800M allocation to Long COVID research (RCDC category 1507.2).,0.37,"[0.35, 0.35, 0.35, 0.35, 0.45]",0.6606986577964423,
iter3_h1_q1,3,"The model overestimates pharmaceutical R&D responsiveness to public health crises, neglecting development timelines and trial failures (e.g., COVID vaccine speed vs typical drug development)",Biotechnology,,Q_given_P,"Given NIAID funding, will Moderna initiate Phase II trials for Long COVID mRNA treatment by 2026?",Resolves YES if Moderna registers Phase II trial for Long COVID treatment (mRNA platform) on clinicaltrials.gov before 2026-07-01.,0.7,"[0.7, 0.7, 0.7, 0.7, 0.7]",0.6606986577964423,
iter3_h1_q1,3,"The model overestimates pharmaceutical R&D responsiveness to public health crises, neglecting development timelines and trial failures (e.g., COVID vaccine speed vs typical drug development)",Biotechnology,,P_and_Q,NIAID Long COVID funding AND Moderna trial start?,Resolves YES per both conditions with funding allocation preceding trial registration.,0.6599999999999999,"[0.75, 0.75, 0.75, 0.35, 0.7]",0.6606986577964423,
iter3_h2_q0,3,"The model overestimates semiconductor export control impacts on AI development timelines, neglecting existing stockpiles and alternative sourcing strategies (e.g., NVIDIA H100 restrictions → Chinese LLM development delays)",Technology Trade,,P,Will the US expand CHIPS Act restrictions to include <18Å EUV lithography machines by 2025?,Resolves YES if Federal Register publishes DOC/BIS rule restricting export of ≤1.8nm lithography equipment (HS 8486.20) to China before 2025-12-31.,0.5900000000000001,"[0.65, 0.65, 0.65, 0.35, 0.65]",0.3656414859762053,
iter3_h2_q0,3,"The model overestimates semiconductor export control impacts on AI development timelines, neglecting existing stockpiles and alternative sourcing strategies (e.g., NVIDIA H100 restrictions → Chinese LLM development delays)",Technology Trade,,Q_given_P,"Given new lithography bans, will SMIC delay 3nm node production start beyond 2027?",Resolves YES if SMIC's official roadmap (per SEMI industry reports) shows initial 3nm production start date ≥2028-01-01.,0.7,"[0.7, 0.7, 0.7, 0.65, 0.75]",0.3656414859762053,
iter3_h2_q0,3,"The model overestimates semiconductor export control impacts on AI development timelines, neglecting existing stockpiles and alternative sourcing strategies (e.g., NVIDIA H100 restrictions → Chinese LLM development delays)",Technology Trade,,P_and_Q,US lithography ban AND SMIC 3nm delay?,Resolves YES per both criteria with ban implementation preceding SMIC roadmap updates.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3656414859762053,
iter3_h2_q1,3,"The model overestimates semiconductor export control impacts on AI development timelines, neglecting existing stockpiles and alternative sourcing strategies (e.g., NVIDIA H100 restrictions → Chinese LLM development delays)",Artificial Intelligence,,P,Will Japan restrict exports of advanced photoresists (PR) to China in 2025?,Resolves YES if METI adds ≥3 photoresist chemicals (JETRO HS 3707.90) to export control list before 2025-12-31.,0.43,"[0.45, 0.35, 0.45, 0.45, 0.45]",0.17706654251169257,
iter3_h2_q1,3,"The model overestimates semiconductor export control impacts on AI development timelines, neglecting existing stockpiles and alternative sourcing strategies (e.g., NVIDIA H100 restrictions → Chinese LLM development delays)",Artificial Intelligence,,Q_given_P,"Given PR export controls, will Baidu reduce Ernie 6 model parameter count by >30% vs Ernie 5?",Resolves YES if Baidu Research publications show Ernie 6 has ≤260B parameters (vs Ernie 5's 380B) per peer-reviewed ML conference submissions.,0.35,"[0.4, 0.3, 0.35, 0.35, 0.35]",0.17706654251169257,
iter3_h2_q1,3,"The model overestimates semiconductor export control impacts on AI development timelines, neglecting existing stockpiles and alternative sourcing strategies (e.g., NVIDIA H100 restrictions → Chinese LLM development delays)",Artificial Intelligence,,P_and_Q,Japan photoresist ban AND Baidu model shrinkage?,Resolves YES per both conditions with export controls preceding Ernie 6 publication.,0.24,"[0.25, 0.25, 0.25, 0.25, 0.2]",0.17706654251169257,
iter3_h3_q0,3,"The model overestimates renewable adoption rates post-grid policy changes, ignoring transmission infrastructure bottlenecks (e.g., German Energiewende grid delays despite subsidy increases)",Energy Policy,,P,Will FERC Order 881 compliance deadlines accelerate to 2026 for all RTOs?,Resolves YES if Federal Energy Regulatory Commission issues final rule modifying Order 881 compliance dates to ≤2026-12-31 before 2025-06-30.,0.22000000000000003,"[0.25, 0.2, 0.2, 0.25, 0.2]",0.43500210089787644,
iter3_h3_q0,3,"The model overestimates renewable adoption rates post-grid policy changes, ignoring transmission infrastructure bottlenecks (e.g., German Energiewende grid delays despite subsidy increases)",Energy Policy,,Q_given_P,"Given accelerated FERC 881, will ERCOT renewable curtailment rates fall below 8% in 2027?",Resolves YES if ERCOT 2027 Annual Report shows ≤8% renewable energy curtailment rate (per EIA Form 930 data).,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.43500210089787644,
iter3_h3_q0,3,"The model overestimates renewable adoption rates post-grid policy changes, ignoring transmission infrastructure bottlenecks (e.g., German Energiewende grid delays despite subsidy increases)",Energy Policy,,P_and_Q,FERC deadline acceleration AND ERCOT curtailment drop?,Resolves YES per both criteria with rule change preceding 2027 reporting period.,0.39,"[0.45, 0.35, 0.45, 0.35, 0.35]",0.43500210089787644,
iter3_h3_q1,3,"The model overestimates renewable adoption rates post-grid policy changes, ignoring transmission infrastructure bottlenecks (e.g., German Energiewende grid delays despite subsidy increases)",European Energy Markets,,P,Will ENTSO-E adopt 72-hour granularity for grid capacity auctions by 2025?,Resolves YES if ENTSO-E Grid Code Amendment 43 implementing 3-hour auction periods is ratified by all TSOs before 2025-12-31.,0.38000000000000006,"[0.45, 0.4, 0.35, 0.35, 0.35]",0.5012375009145908,
iter3_h3_q1,3,"The model overestimates renewable adoption rates post-grid policy changes, ignoring transmission infrastructure bottlenecks (e.g., German Energiewende grid delays despite subsidy increases)",European Energy Markets,,Q_given_P,"Given new auction rules, will Iberdrola increase Spanish solar capacity by >2GW in 2026?","Resolves YES if Red Eléctrica de España reports Iberdrola solar installations ≥2,000MW AC in 2026 (per REE SIPS database).",0.6799999999999999,"[0.75, 0.7, 0.65, 0.65, 0.65]",0.5012375009145908,
iter3_h3_q1,3,"The model overestimates renewable adoption rates post-grid policy changes, ignoring transmission infrastructure bottlenecks (e.g., German Energiewende grid delays despite subsidy increases)",European Energy Markets,,P_and_Q,ENTSO-E auction reform AND Iberdrola solar expansion?,Resolves YES per both conditions with code amendment preceding 2026 installation reporting.,0.5700000000000001,"[0.55, 0.65, 0.45, 0.65, 0.55]",0.5012375009145908,
