question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
iter1_h1_q0,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in Tesla's market share, will the company's investment in autonomous driving technology increase by at least 25% in the next 3 years?","This question resolves as YES if, given an increase in Tesla's market share, Tesla's investment in autonomous driving technology increases by at least 25% in the next 3 years, as reported by Tesla's official financial reports or reputable tech news sources.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.2368923308510178
iter1_h1_q0,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P_and_Q,Will Tesla's market share in the electric vehicle market increase by more than 12% in 2031 and the company's investment in autonomous driving technology increase by at least 25% in the next 3 years?,"This question resolves as YES if both conditions are met: Tesla's market share in the electric vehicle market increases by more than 12% in 2031, as reported by Tesla's official sales reports or reputable industry sources, and the company's investment in autonomous driving technology increases by at least 25% in the next 3 years, as reported by Tesla's official financial reports or reputable tech news sources.",0.5700000000000001,"[0.7, 0.65, 0.4, 0.65, 0.45]",0.2368923308510178
iter1_h1_q1,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P,Will the number of electric vehicle charging stations in Europe increase by more than 40% in 2030 compared to 2029?,"This question resolves as YES if the number of electric vehicle charging stations in Europe increases by more than 40% in 2030 compared to 2029, as reported by reputable sources such as the European Commission or industry reports.",0.24,"[0.2, 0.15, 0.1, 0.55, 0.2]",0.37313817803019433
iter1_h1_q1,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in electric vehicle charging stations in Europe, will the adoption of autonomous driving technology in European cities increase by more than 20% in the next 4 years?","This question resolves as YES if, given an increase in electric vehicle charging stations in Europe, the adoption of autonomous driving technology in European cities increases by more than 20% in the next 4 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.51,"[0.65, 0.35, 0.35, 0.55, 0.65]",0.37313817803019433
iter1_h1_q1,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P_and_Q,Will the number of electric vehicle charging stations in Europe increase by more than 40% in 2030 compared to 2029 and the adoption of autonomous driving technology in European cities increase by more than 20% in the next 4 years?,"This question resolves as YES if both conditions are met: the number of electric vehicle charging stations in Europe increases by more than 40% in 2030 compared to 2029, as reported by reputable sources, and the adoption of autonomous driving technology in European cities increases by more than 20% in the next 4 years, as reported by credible sources.",0.32,"[0.45, 0.4, 0.25, 0.35, 0.15]",0.37313817803019433
iter1_h1_q2,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P,Will the cost of electric vehicle batteries decrease by more than 15% in 2032 compared to 2031?,"This question resolves as YES if the cost of electric vehicle batteries decreases by more than 15% in 2032 compared to 2031, as reported by reputable sources such as the National Renewable Energy Laboratory (NREL) or industry reports.",0.18,"[0.2, 0.2, 0.15, 0.25, 0.1]",0.5590886658038706
iter1_h1_q2,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,Q_given_P,"Given a decrease in electric vehicle battery costs, will the development of autonomous driving technology for passenger vehicles accelerate by at least 18% in the next 5 years?","This question resolves as YES if, given a decrease in electric vehicle battery costs, the development of autonomous driving technology for passenger vehicles accelerates by at least 18% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.6799999999999999,"[0.65, 0.7, 0.65, 0.65, 0.75]",0.5590886658038706
iter1_h1_q2,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P_and_Q,Will the cost of electric vehicle batteries decrease by more than 15% in 2032 compared to 2031 and the development of autonomous driving technology for passenger vehicles accelerate by at least 18% in the next 5 years?,"This question resolves as YES if both conditions are met: the cost of electric vehicle batteries decreases by more than 15% in 2032 compared to 2031, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 18% in the next 5 years, as reported by credible sources.",0.43999999999999995,"[0.45, 0.25, 0.25, 0.6, 0.65]",0.5590886658038706
iter1_h2_q0,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P,Will the price of solar energy decrease by more than 10% in 2028 compared to 2027?,"This question resolves as YES if the price of solar energy decreases by more than 10% in 2028 compared to 2027, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.45,"[0.15, 0.75, 0.75, 0.35, 0.25]",0.26362058238458336
iter1_h2_q0,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,Q_given_P,"Given a decrease in solar energy prices, will the adoption of solar energy increase by more than 22% in the next 4 years?","This question resolves as YES if, given a decrease in solar energy prices, the adoption of solar energy increases by more than 22% in the next 4 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.7899999999999999,"[0.8, 0.75, 0.75, 0.8, 0.85]",0.26362058238458336
iter1_h2_q0,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P_and_Q,Will the price of solar energy decrease by more than 10% in 2028 compared to 2027 and the adoption of solar energy increase by more than 22% in the next 4 years?,"This question resolves as YES if both conditions are met: the price of solar energy decreases by more than 10% in 2028 compared to 2027, as reported by reputable sources, and the adoption of solar energy increases by more than 22% in the next 4 years, as reported by credible sources.",0.53,"[0.65, 0.6, 0.25, 0.8, 0.35]",0.26362058238458336
iter1_h2_q1,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P,Will the global investment in renewable energy increase by more than 20% in 2030 compared to 2029?,"This question resolves as YES if the global investment in renewable energy increases by more than 20% in 2030 compared to 2029, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.2,"[0.15, 0.1, 0.15, 0.3, 0.3]",0.7998336585072944
iter1_h2_q1,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,Q_given_P,"Given an increase in global investment in renewable energy, will the carbon emissions from the energy sector decrease by more than 15% in the next 5 years?","This question resolves as YES if, given an increase in global investment in renewable energy, the carbon emissions from the energy sector decrease by more than 15% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or government agencies.",0.33999999999999997,"[0.3, 0.35, 0.35, 0.35, 0.35]",0.7998336585072944
iter1_h2_q1,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P_and_Q,Will the global investment in renewable energy increase by more than 20% in 2030 compared to 2029 and the carbon emissions from the energy sector decrease by more than 15% in the next 5 years?,"This question resolves as YES if both conditions are met: the global investment in renewable energy increases by more than 20% in 2030 compared to 2029, as reported by reputable sources, and the carbon emissions from the energy sector decrease by more than 15% in the next 5 years, as reported by credible sources.",0.48999999999999994,"[0.25, 0.7, 0.6, 0.25, 0.65]",0.7998336585072944
iter1_h2_q2,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P,Will the price of wind energy decrease by more than 12% in 2031 compared to 2030?,"This question resolves as YES if the price of wind energy decreases by more than 12% in 2031 compared to 2030, as reported by reputable sources such as the National Renewable Energy Laboratory (NREL) or industry reports.",0.16,"[0.25, 0.2, 0.1, 0.15, 0.1]",0.5798630725265455
iter1_h2_q2,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,Q_given_P,"Given a decrease in wind energy prices, will the adoption of wind energy increase by more than 25% in the next 6 years?","This question resolves as YES if, given a decrease in wind energy prices, the adoption of wind energy increases by more than 25% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.74,"[0.7, 0.75, 0.75, 0.7, 0.8]",0.5798630725265455
iter1_h2_q2,1,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy and Environment,Underestimation of impact,P_and_Q,Will the price of wind energy decrease by more than 12% in 2031 compared to 2030 and the adoption of wind energy increase by more than 25% in the next 6 years?,"This question resolves as YES if both conditions are met: the price of wind energy decreases by more than 12% in 2031 compared to 2030, as reported by reputable sources, and the adoption of wind energy increases by more than 25% in the next 6 years, as reported by credible sources.",0.45,"[0.3, 0.65, 0.25, 0.7, 0.35]",0.5798630725265455
iter1_h3_q0,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P,Will the number of public charging stations for electric vehicles increase by more than 60% in 2027 compared to 2026?,"This question resolves as YES if the number of public charging stations for electric vehicles increases by more than 60% in 2027 compared to 2026, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.22000000000000003,"[0.25, 0.35, 0.15, 0.15, 0.2]",0.395566255257706
iter1_h3_q0,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in public charging stations, will the development of autonomous driving technology for passenger vehicles accelerate by at least 20% in the next 6 years?","This question resolves as YES if, given an increase in public charging stations, the development of autonomous driving technology for passenger vehicles accelerates by at least 20% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.5900000000000001,"[0.55, 0.65, 0.75, 0.35, 0.65]",0.395566255257706
iter1_h3_q0,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P_and_Q,Will the number of public charging stations for electric vehicles increase by more than 60% in 2027 compared to 2026 and the development of autonomous driving technology for passenger vehicles accelerate by at least 20% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of public charging stations for electric vehicles increases by more than 60% in 2027 compared to 2026, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 20% in the next 6 years, as reported by credible sources.",0.346,"[0.35, 0.3, 0.75, 0.18, 0.15]",0.395566255257706
iter1_h3_q1,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P,Will the cost of electric vehicle batteries decrease by more than 18% in 2029 compared to 2028?,"This question resolves as YES if the cost of electric vehicle batteries decreases by more than 18% in 2029 compared to 2028, as reported by reputable sources such as the National Renewable Energy Laboratory (NREL) or industry reports.",0.16,"[0.25, 0.25, 0.15, 0.05, 0.1]",0.6040543781728802
iter1_h3_q1,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,Q_given_P,"Given a decrease in electric vehicle battery costs, will the development of autonomous driving technology for commercial vehicles accelerate by at least 22% in the next 7 years?","This question resolves as YES if, given a decrease in electric vehicle battery costs, the development of autonomous driving technology for commercial vehicles accelerates by at least 22% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.686,"[0.65, 0.65, 0.8, 0.65, 0.68]",0.6040543781728802
iter1_h3_q1,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P_and_Q,Will the cost of electric vehicle batteries decrease by more than 18% in 2029 compared to 2028 and the development of autonomous driving technology for commercial vehicles accelerate by at least 22% in the next 7 years?,"This question resolves as YES if both conditions are met: the cost of electric vehicle batteries decreases by more than 18% in 2029 compared to 2028, as reported by reputable sources, and the development of autonomous driving technology for commercial vehicles accelerates by at least 22% in the next 7 years, as reported by credible sources.",0.45,"[0.45, 0.25, 0.65, 0.65, 0.25]",0.6040543781728802
iter1_h3_q2,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P,Will the number of electric vehicles sold in China increase by more than 50% in 2030 compared to 2029?,"This question resolves as YES if the number of electric vehicles sold in China increases by more than 50% in 2030 compared to 2029, as reported by reputable sources such as the Chinese government or industry reports.",0.15,"[0.15, 0.1, 0.05, 0.2, 0.25]",0.3506799643402122
iter1_h3_q2,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in electric vehicle sales in China, will the development of autonomous driving technology for passenger vehicles accelerate by at least 25% in the next 8 years?","This question resolves as YES if, given an increase in electric vehicle sales in China, the development of autonomous driving technology for passenger vehicles accelerates by at least 25% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.7899999999999999,"[0.75, 0.8, 0.75, 0.8, 0.85]",0.3506799643402122
iter1_h3_q2,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P_and_Q,Will the number of electric vehicles sold in China increase by more than 50% in 2030 compared to 2029 and the development of autonomous driving technology for passenger vehicles accelerate by at least 25% in the next 8 years?,"This question resolves as YES if both conditions are met: the number of electric vehicles sold in China increases by more than 50% in 2030 compared to 2029, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 25% in the next 8 years, as reported by credible sources.",0.31,"[0.1, 0.2, 0.8, 0.2, 0.25]",0.3506799643402122
iter1_h4_q0,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P,Will the number of genetic engineering startups increase by more than 30% in 2026 compared to 2025?,"This question resolves as YES if the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, as reported by reputable sources such as venture capital firms, startup accelerators, or industry reports.",0.26,"[0.25, 0.25, 0.25, 0.25, 0.3]",0.33449677505382286
iter1_h4_q0,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,Q_given_P,"Given that the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, will the development of new medical treatments for rare diseases accelerate by at least 20% in the next 6 years?","This question resolves as YES if, given that the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, the development of new medical treatments for rare diseases accelerates by at least 20% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.33449677505382286
iter1_h4_q0,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P_and_Q,Will the number of genetic engineering startups increase by more than 30% in 2026 compared to 2025 and the development of new medical treatments for rare diseases accelerate by at least 20% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, as reported by reputable sources, and the development of new medical treatments for rare diseases accelerates by at least 20% in the next 6 years, as reported by credible sources.",0.396,"[0.68, 0.15, 0.3, 0.4, 0.45]",0.33449677505382286
iter1_h4_q1,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P,Will the investment in genetic engineering research increase by more than 25% in 2027 compared to 2026?,"This question resolves as YES if the investment in genetic engineering research increases by more than 25% in 2027 compared to 2026, as reported by reputable sources such as the National Institutes of Health (NIH) or industry reports.",0.43,"[0.3, 0.7, 0.2, 0.3, 0.65]",0.46777850118025455
iter1_h4_q1,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,Q_given_P,"Given an increase in genetic engineering research investment, will the development of new medical treatments for infectious diseases accelerate by at least 22% in the next 7 years?","This question resolves as YES if, given an increase in genetic engineering research investment, the development of new medical treatments for infectious diseases accelerates by at least 22% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.706,"[0.75, 0.73, 0.65, 0.72, 0.68]",0.46777850118025455
iter1_h4_q1,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P_and_Q,Will the investment in genetic engineering research increase by more than 25% in 2027 compared to 2026 and the development of new medical treatments for infectious diseases accelerate by at least 22% in the next 7 years?,"This question resolves as YES if both conditions are met: the investment in genetic engineering research increases by more than 25% in 2027 compared to 2026, as reported by reputable sources, and the development of new medical treatments for infectious diseases accelerates by at least 22% in the next 7 years, as reported by credible sources.",0.6,"[0.65, 0.4, 0.65, 0.6, 0.7]",0.46777850118025455
iter1_h4_q2,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P,Will the number of genetic engineering patents filed increase by more than 35% in 2028 compared to 2027?,"This question resolves as YES if the number of genetic engineering patents filed increases by more than 35% in 2028 compared to 2027, as reported by reputable sources such as the United States Patent and Trademark Office (USPTO) or industry reports.",0.2,"[0.15, 0.2, 0.15, 0.1, 0.4]",0.33903428889401865
iter1_h4_q2,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,Q_given_P,"Given an increase in genetic engineering patents, will the development of new medical treatments for genetic disorders accelerate by at least 25% in the next 8 years?","This question resolves as YES if, given an increase in genetic engineering patents, the development of new medical treatments for genetic disorders accelerates by at least 25% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.74,"[0.75, 0.75, 0.8, 0.75, 0.65]",0.33903428889401865
iter1_h4_q2,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P_and_Q,Will the number of genetic engineering patents filed increase by more than 35% in 2028 compared to 2027 and the development of new medical treatments for genetic disorders accelerate by at least 25% in the next 8 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering patents filed increases by more than 35% in 2028 compared to 2027, as reported by reputable sources, and the development of new medical treatments for genetic disorders accelerates by at least 25% in the next 8 years, as reported by credible sources.",0.33999999999999997,"[0.2, 0.2, 0.45, 0.65, 0.2]",0.33903428889401865
iter2_h0_q0,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,AI and Computing,,P,Will the number of 6G research papers published increase by more than 50% in 2027 compared to 2026?,"This question resolves as YES if the number of 6G research papers published increases by more than 50% in 2027 compared to 2026, as reported by the Institute of Electrical and Electronics Engineers (IEEE) or other credible sources.",0.41000000000000003,"[0.3, 0.4, 0.65, 0.35, 0.35]",0.3023178998426827
iter2_h0_q0,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,AI and Computing,,Q_given_P,"Given an increase in 6G research papers, will the adoption of Extended Reality (XR) devices in the gaming industry increase by more than 30% in 2028?","This question resolves as YES if, given an increase in 6G research papers, the adoption of Extended Reality (XR) devices in the gaming industry increases by more than 30% in 2028, as reported by market research firms such as IDC or Gartner.",0.66,"[0.65, 0.65, 0.65, 0.6, 0.75]",0.3023178998426827
iter2_h0_q0,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,AI and Computing,,P_and_Q,Will the number of 6G research papers published increase by more than 50% in 2027 compared to 2026 and the adoption of Extended Reality (XR) devices in the gaming industry increase by more than 30% in 2028?,"This question resolves as YES if both conditions are met: the number of 6G research papers published increases by more than 50% in 2027 compared to 2026, as reported by the Institute of Electrical and Electronics Engineers (IEEE) or other credible sources, and the adoption of Extended Reality (XR) devices in the gaming industry increases by more than 30% in 2028, as reported by market research firms such as IDC or Gartner.",0.4600000000000001,"[0.45, 0.6, 0.55, 0.45, 0.25]",0.3023178998426827
iter2_h0_q1,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,Telecommunications,,P,Will the number of 6G patents filed by Samsung increase by more than 40% in 2029 compared to 2028?,"This question resolves as YES if the number of 6G patents filed by Samsung increases by more than 40% in 2029 compared to 2028, as reported by the World Intellectual Property Organization (WIPO) or other credible sources.",0.4,"[0.35, 0.6, 0.45, 0.3, 0.3]",0.5318569133489053
iter2_h0_q1,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,Telecommunications,,Q_given_P,"Given an increase in 6G patents filed by Samsung, will the development of Extended Reality (XR) technology for smart homes accelerate by at least 25% in the next 5 years?","This question resolves as YES if, given an increase in 6G patents filed by Samsung, the development of Extended Reality (XR) technology for smart homes accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.51,"[0.65, 0.35, 0.4, 0.7, 0.45]",0.5318569133489053
iter2_h0_q1,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,Telecommunications,,P_and_Q,Will the number of 6G patents filed by Samsung increase by more than 40% in 2029 compared to 2028 and the development of Extended Reality (XR) technology for smart homes accelerate by at least 25% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of 6G patents filed by Samsung increases by more than 40% in 2029 compared to 2028, as reported by the World Intellectual Property Organization (WIPO) or other credible sources, and the development of Extended Reality (XR) technology for smart homes accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.52,"[0.45, 0.65, 0.2, 0.7, 0.6]",0.5318569133489053
iter2_h1_q0,2,The model underestimates the impact of quantum computing on the development of new encryption methods,Cybersecurity,,P,Will the number of quantum computing research papers published increase by more than 60% in 2028 compared to 2027?,"This question resolves as YES if the number of quantum computing research papers published increases by more than 60% in 2028 compared to 2027, as reported by the National Institute of Standards and Technology (NIST) or other credible sources.",0.11000000000000001,"[0.1, 0.2, 0.05, 0.1, 0.1]",0.36142757002472603
iter2_h1_q0,2,The model underestimates the impact of quantum computing on the development of new encryption methods,Cybersecurity,,Q_given_P,"Given an increase in quantum computing research papers, will the development of new encryption methods for secure data transmission increase by more than 40% in the next 6 years?","This question resolves as YES if, given an increase in quantum computing research papers, the development of new encryption methods for secure data transmission increases by more than 40% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or cybersecurity companies.",0.78,"[0.8, 0.75, 0.85, 0.75, 0.75]",0.36142757002472603
iter2_h1_q0,2,The model underestimates the impact of quantum computing on the development of new encryption methods,Cybersecurity,,P_and_Q,Will the number of quantum computing research papers published increase by more than 60% in 2028 compared to 2027 and the development of new encryption methods for secure data transmission increase by more than 40% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of quantum computing research papers published increases by more than 60% in 2028 compared to 2027, as reported by the National Institute of Standards and Technology (NIST) or other credible sources, and the development of new encryption methods for secure data transmission increases by more than 40% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or cybersecurity companies.",0.27,"[0.15, 0.25, 0.25, 0.3, 0.4]",0.36142757002472603
