question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
iter1_h0_q4,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,P,Will the US and China resolve their trade disputes by 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official announcements from the US and China; Resolution source: Reuters",0.37,"[0.25, 0.5, 0.4, 0.4, 0.3]",0.374038984432487
iter1_h0_q4,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,Q_given_P,"Given a resolution to the trade disputes, will the US experience a reduction in its trade deficit with China?","Resolution date: December 31, 2025; Resolution criteria: Trade deficit data; Resolution source: US Census Bureau",0.54,"[0.65, 0.65, 0.45, 0.35, 0.6]",0.374038984432487
iter1_h0_q4,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,P_and_Q,Will the US and China resolve their trade disputes by 2025 and the US experience a reduction in its trade deficit with China?,"Resolution date: December 31, 2025; Resolution criteria: Official announcements from the US and China, trade deficit data; Resolution source: Reuters, US Census Bureau",0.42000000000000004,"[0.55, 0.35, 0.35, 0.35, 0.5]",0.374038984432487
iter1_h1_q0,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P,Will the Federal Reserve raise interest rates by at least 25 basis points in 2024?,"Resolution date: December 31, 2024; Resolution criteria: Official Federal Reserve announcements; Resolution source: Federal Reserve",0.6300000000000001,"[0.65, 0.65, 0.7, 0.45, 0.7]",0.24891056426956376
iter1_h1_q0,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,Q_given_P,"Given an interest rate hike, will the S&P 500 index decline by more than 5% within the next quarter?","Resolution date: March 31, 2025; Resolution criteria: S&P 500 index performance; Resolution source: Yahoo Finance",0.38,"[0.35, 0.3, 0.4, 0.35, 0.5]",0.24891056426956376
iter1_h1_q0,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P_and_Q,Will the Federal Reserve raise interest rates by at least 25 basis points in 2024 and the S&P 500 index decline by more than 5% within the next quarter?,"Resolution date: March 31, 2025; Resolution criteria: Official Federal Reserve announcements, S&P 500 index performance; Resolution source: Federal Reserve, Yahoo Finance",0.38999999999999996,"[0.45, 0.25, 0.35, 0.4, 0.5]",0.24891056426956376
iter1_h1_q1,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P,Will the unemployment rate in the US drop below 4% by 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official unemployment rate data; Resolution source: Bureau of Labor Statistics",0.78,"[0.65, 0.65, 0.7, 0.95, 0.95]",0.1844218120856999
iter1_h1_q1,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,Q_given_P,"Given an unemployment rate below 4%, will the US experience GDP growth exceeding 3% in 2025?","Resolution date: December 31, 2025; Resolution criteria: GDP growth rate; Resolution source: Bureau of Economic Analysis",0.48,"[0.35, 0.3, 0.55, 0.6, 0.6]",0.1844218120856999
iter1_h1_q1,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P_and_Q,Will the unemployment rate in the US drop below 4% by 2025 and the US experience GDP growth exceeding 3% in 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official unemployment rate data, GDP growth rate; Resolution source: Bureau of Labor Statistics, Bureau of Economic Analysis",0.25999999999999995,"[0.3, 0.35, 0.2, 0.2, 0.25]",0.1844218120856999
iter1_h1_q2,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P,Will the price of oil exceed $80 per barrel by 2025?,"Resolution date: December 31, 2025; Resolution criteria: Oil price data; Resolution source: WTI Crude Oil",0.58,"[0.65, 0.6, 0.45, 0.55, 0.65]",0.16289300231583353
iter1_h1_q2,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,Q_given_P,"Given an oil price above $80, will the US experience inflation exceeding 3% in 2025?","Resolution date: December 31, 2025; Resolution criteria: Inflation rate data; Resolution source: Bureau of Labor Statistics",0.67,"[0.65, 0.7, 0.75, 0.6, 0.65]",0.16289300231583353
iter1_h1_q2,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P_and_Q,Will the price of oil exceed $80 per barrel by 2025 and the US experience inflation exceeding 3% in 2025?,"Resolution date: December 31, 2025; Resolution criteria: Oil price data, inflation rate data; Resolution source: WTI Crude Oil, Bureau of Labor Statistics",0.496,"[0.35, 0.68, 0.45, 0.65, 0.35]",0.16289300231583353
iter1_h1_q3,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P,Will the European Central Bank maintain negative interest rates through 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official ECB announcements; Resolution source: European Central Bank",0.18000000000000002,"[0.1, 0.2, 0.15, 0.15, 0.3]",0.28572291170223285
iter1_h1_q3,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,Q_given_P,"Given negative interest rates, will the euro depreciate against the US dollar by more than 10% in 2025?","Resolution date: December 31, 2025; Resolution criteria: Euro to US dollar exchange rate; Resolution source: XE.com",0.2,"[0.15, 0.15, 0.25, 0.3, 0.15]",0.28572291170223285
iter1_h1_q3,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P_and_Q,Will the European Central Bank maintain negative interest rates through 2025 and the euro depreciate against the US dollar by more than 10% in 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official ECB announcements, euro to US dollar exchange rate; Resolution source: European Central Bank, XE.com",0.14,"[0.15, 0.2, 0.15, 0.05, 0.15]",0.28572291170223285
iter1_h1_q4,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P,Will the US impose additional tariffs on Chinese goods in 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official US trade policy announcements; Resolution source: US Trade Representative",0.5599999999999999,"[0.65, 0.6, 0.55, 0.45, 0.55]",0.1043984033363191
iter1_h1_q4,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,Q_given_P,"Given additional tariffs, will China's GDP growth rate drop below 5% in 2025?","Resolution date: December 31, 2025; Resolution criteria: China's GDP growth rate data; Resolution source: National Bureau of Statistics of China",0.33,"[0.25, 0.4, 0.4, 0.3, 0.3]",0.1043984033363191
iter1_h1_q4,1,"The model inconsistently handles conditional probabilities in economic forecasts, as seen in examples involving interest rate changes and stock prices",,,P_and_Q,Will the US impose additional tariffs on Chinese goods in 2025 and China's GDP growth rate drop below 5% in 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official US trade policy announcements, China's GDP growth rate data; Resolution source: US Trade Representative, National Bureau of Statistics of China",0.24,"[0.25, 0.25, 0.25, 0.3, 0.15]",0.1043984033363191
iter2_h0_q0,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,P,Will the global GDP growth rate exceed 3% in 2025?,"This question resolves as YES if the global GDP growth rate exceeds 3% in 2025, as reported by the International Monetary Fund (IMF) in their October 2025 World Economic Outlook report.",0.51,"[0.45, 0.55, 0.6, 0.6, 0.35]",0.03971883259741517
iter2_h0_q0,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,Q_given_P,"Given that the global GDP growth rate exceeds 3% in 2025, will Alphabet's revenue grow by more than 15% in 2025?","This question resolves as YES if Alphabet's revenue grows by more than 15% in 2025, as reported in their official earnings release for Q4 2025.",0.39999999999999997,"[0.25, 0.7, 0.35, 0.45, 0.25]",0.03971883259741517
iter2_h0_q0,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,P_and_Q,Will the global GDP growth rate exceed 3% in 2025 and Alphabet's revenue grow by more than 15% in 2025?,"This question resolves as YES if both conditions are met: the global GDP growth rate exceeds 3% in 2025, as reported by the IMF, and Alphabet's revenue grows by more than 15% in 2025, as reported in their official earnings release for Q4 2025.",0.18400000000000002,"[0.3, 0.25, 0.05, 0.25, 0.07]",0.03971883259741517
iter2_h0_q1,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,P,Will the US unemployment rate drop below 4% by the end of 2025?,"This question resolves as YES if the US unemployment rate drops below 4% by December 31, 2025, as reported by the Bureau of Labor Statistics (BLS) in their December 2025 employment situation report.",0.7100000000000001,"[0.85, 0.6, 0.65, 0.85, 0.6]",0.39824798122371163
iter2_h0_q1,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,Q_given_P,"Given that the US unemployment rate drops below 4% by the end of 2025, will Microsoft's stock price increase by more than 20% in 2025?","This question resolves as YES if Microsoft's stock price increases by more than 20% in 2025, as measured by the closing price on December 31, 2025, compared to the closing price on December 31, 2024, according to data from Yahoo Finance or another reputable financial data source.",0.43,"[0.4, 0.45, 0.4, 0.4, 0.5]",0.39824798122371163
iter2_h0_q1,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,P_and_Q,Will the US unemployment rate drop below 4% by the end of 2025 and Microsoft's stock price increase by more than 20% in 2025?,"This question resolves as YES if both conditions are met: the US unemployment rate drops below 4% by December 31, 2025, as reported by the BLS, and Microsoft's stock price increases by more than 20% in 2025, as measured by the closing price on December 31, 2025, compared to the closing price on December 31, 2024, according to data from Yahoo Finance or another reputable financial data source.",0.56,"[0.65, 0.65, 0.4, 0.75, 0.35]",0.39824798122371163
iter2_h1_q0,2,"The model underestimates the impact of geopolitical events on international trade agreements and their effects on specific industries, such as agriculture or manufacturing.",Geopolitics and Trade,,P,"Will the US and China sign a new trade agreement by June 30, 2025?","This question resolves as YES if the US and China sign a new trade agreement by June 30, 2025, as officially announced by both countries' governments and reported by Reuters or another reputable news source.",0.24,"[0.25, 0.3, 0.25, 0.25, 0.15]",0.19139406478740686
iter2_h1_q0,2,"The model underestimates the impact of geopolitical events on international trade agreements and their effects on specific industries, such as agriculture or manufacturing.",Geopolitics and Trade,,Q_given_P,"Given that the US and China sign a new trade agreement by June 30, 2025, will US soybean exports to China increase by more than 10% in 2025 compared to 2024?","This question resolves as YES if US soybean exports to China increase by more than 10% in 2025 compared to 2024, as reported by the US Census Bureau in their annual trade data release for 2025.",0.5599999999999999,"[0.65, 0.65, 0.25, 0.6, 0.65]",0.19139406478740686
iter2_h1_q0,2,"The model underestimates the impact of geopolitical events on international trade agreements and their effects on specific industries, such as agriculture or manufacturing.",Geopolitics and Trade,,P_and_Q,"Will the US and China sign a new trade agreement by June 30, 2025, and US soybean exports to China increase by more than 10% in 2025 compared to 2024?","This question resolves as YES if both conditions are met: the US and China sign a new trade agreement by June 30, 2025, as officially announced by both countries' governments, and US soybean exports to China increase by more than 10% in 2025 compared to 2024, as reported by the US Census Bureau in their annual trade data release for 2025.",0.22999999999999998,"[0.2, 0.1, 0.25, 0.25, 0.35]",0.19139406478740686
iter2_h1_q1,2,"The model underestimates the impact of geopolitical events on international trade agreements and their effects on specific industries, such as agriculture or manufacturing.",Geopolitics and Trade,,P,"Will the EU impose new tariffs on US goods by December 31, 2025?","This question resolves as YES if the EU imposes new tariffs on US goods by December 31, 2025, as officially announced by the European Commission and reported by the Financial Times or another reputable financial news source.",0.21999999999999997,"[0.3, 0.15, 0.2, 0.2, 0.25]",0.1035611593233502
iter2_h1_q1,2,"The model underestimates the impact of geopolitical events on international trade agreements and their effects on specific industries, such as agriculture or manufacturing.",Geopolitics and Trade,,Q_given_P,"Given that the EU imposes new tariffs on US goods by December 31, 2025, will the US trade deficit with the EU increase by more than 5% in 2025 compared to 2024?","This question resolves as YES if the US trade deficit with the EU increases by more than 5% in 2025 compared to 2024, as reported by the US Census Bureau in their annual trade data release for 2025.",0.52,"[0.65, 0.8, 0.25, 0.75, 0.15]",0.1035611593233502
iter2_h1_q1,2,"The model underestimates the impact of geopolitical events on international trade agreements and their effects on specific industries, such as agriculture or manufacturing.",Geopolitics and Trade,,P_and_Q,"Will the EU impose new tariffs on US goods by December 31, 2025, and the US trade deficit with the EU increase by more than 5% in 2025 compared to 2024?","This question resolves as YES if both conditions are met: the EU imposes new tariffs on US goods by December 31, 2025, as officially announced by the European Commission, and the US trade deficit with the EU increases by more than 5% in 2025 compared to 2024, as reported by the US Census Bureau in their annual trade data release for 2025.",0.16,"[0.25, 0.1, 0.2, 0.1, 0.15]",0.1035611593233502
iter2_h2_q0,2,"The model fails to account for the nuanced relationships between environmental policies, technological advancements, and their impacts on specific sectors like renewable energy or electric vehicles.",Environment and Technology,,P,Will the European Union achieve its goal of reducing greenhouse gas emissions by at least 55% by 2030?,"This question resolves as YES if the European Union achieves its goal of reducing greenhouse gas emissions by at least 55% by 2030, as reported by the European Environment Agency (EEA) in their official progress reports towards the 2030 climate and energy targets.",0.61,"[0.65, 0.65, 0.45, 0.65, 0.65]",0.2652483268784902
iter2_h2_q0,2,"The model fails to account for the nuanced relationships between environmental policies, technological advancements, and their impacts on specific sectors like renewable energy or electric vehicles.",Environment and Technology,,Q_given_P,"Given that the European Union achieves its goal of reducing greenhouse gas emissions by at least 55% by 2030, will the market share of electric vehicles in new car sales in the EU exceed 30% by 2025?","This question resolves as YES if the market share of electric vehicles in new car sales in the EU exceeds 30% by 2025, as reported by the European Automobile Manufacturers Association (ACEA) in their annual statistics on new passenger car registrations.",0.51,"[0.65, 0.25, 0.35, 0.65, 0.65]",0.2652483268784902
iter2_h2_q0,2,"The model fails to account for the nuanced relationships between environmental policies, technological advancements, and their impacts on specific sectors like renewable energy or electric vehicles.",Environment and Technology,,P_and_Q,"Will the European Union achieve its goal of reducing greenhouse gas emissions by at least 55% by 2030, and the market share of electric vehicles in new car sales in the EU exceed 30% by 2025?","This question resolves as YES if both conditions are met: the European Union achieves its goal of reducing greenhouse gas emissions by at least 55% by 2030, as reported by the EEA, and the market share of electric vehicles in new car sales in the EU exceeds 30% by 2025, as reported by the ACEA in their annual statistics on new passenger car registrations.",0.48,"[0.3, 0.15, 0.65, 0.65, 0.65]",0.2652483268784902
iter2_h2_q1,2,"The model fails to account for the nuanced relationships between environmental policies, technological advancements, and their impacts on specific sectors like renewable energy or electric vehicles.",Environment and Technology,,P,Will the cost of solar energy per watt decrease by more than 20% in 2025 compared to 2024?,"This question resolves as YES if the cost of solar energy per watt decreases by more than 20% in 2025 compared to 2024, as reported by the National Renewable Energy Laboratory (NREL) in their annual solar industry report.",0.06999999999999999,"[0.1, 0.05, 0.05, 0.05, 0.1]",0.24136322448723987
iter2_h2_q1,2,"The model fails to account for the nuanced relationships between environmental policies, technological advancements, and their impacts on specific sectors like renewable energy or electric vehicles.",Environment and Technology,,Q_given_P,"Given that the cost of solar energy per watt decreases by more than 20% in 2025 compared to 2024, will the global solar energy capacity increase by more than 25% in 2025?","This question resolves as YES if the global solar energy capacity increases by more than 25% in 2025, as reported by the International Energy Agency (IEA) in their annual renewable energy market analysis.",0.58,"[0.7, 0.75, 0.65, 0.65, 0.15]",0.24136322448723987
iter2_h2_q1,2,"The model fails to account for the nuanced relationships between environmental policies, technological advancements, and their impacts on specific sectors like renewable energy or electric vehicles.",Environment and Technology,,P_and_Q,"Will the cost of solar energy per watt decrease by more than 20% in 2025 compared to 2024, and the global solar energy capacity increase by more than 25% in 2025?","This question resolves as YES if both conditions are met: the cost of solar energy per watt decreases by more than 20% in 2025 compared to 2024, as reported by NREL, and the global solar energy capacity increases by more than 25% in 2025, as reported by the IEA in their annual renewable energy market analysis.",0.13,"[0.1, 0.3, 0.05, 0.15, 0.05]",0.24136322448723987
iter2_h3_q0,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,P,Will the US Congress pass a comprehensive social media regulation bill by the end of 2025?,"This question resolves as YES if the US Congress passes a comprehensive social media regulation bill by December 31, 2025, as officially announced by the US Congress and reported by The New York Times or another reputable news source.",0.25,"[0.25, 0.15, 0.25, 0.35, 0.25]",0.1176622927878551
iter2_h3_q0,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,Q_given_P,"Given that the US Congress passes a comprehensive social media regulation bill by the end of 2025, will Facebook's stock price decrease by more than 10% within the first month after the bill's passage?","This question resolves as YES if Facebook's stock price decreases by more than 10% within the first month after the bill's passage, as measured by the closing price on the last trading day of the month following the month of the bill's passage, compared to the closing price on the day before the bill's passage, according to data from Yahoo Finance or another reputable financial data source.",0.4699999999999999,"[0.6, 0.65, 0.65, 0.15, 0.3]",0.1176622927878551
iter2_h3_q0,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,P_and_Q,"Will the US Congress pass a comprehensive social media regulation bill by the end of 2025, and Facebook's stock price decrease by more than 10% within the first month after the bill's passage?","This question resolves as YES if both conditions are met: the US Congress passes a comprehensive social media regulation bill by December 31, 2025, as officially announced by the US Congress, and Facebook's stock price decreases by more than 10% within the first month after the bill's passage, as measured by the closing price on the last trading day of the month following the month of the bill's passage, compared to the closing price on the day before the bill's passage, according to data from Yahoo Finance or another reputable financial data source.",0.16999999999999998,"[0.15, 0.1, 0.2, 0.15, 0.25]",0.1176622927878551
iter2_h3_q1,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,P,Will Twitter's user base increase by more than 15% in 2025 compared to 2024?,"This question resolves as YES if Twitter's user base increases by more than 15% in 2025 compared to 2024, as reported by Twitter in their official quarterly earnings releases for 2025.",0.12000000000000002,"[0.05, 0.05, 0.1, 0.2, 0.2]",0.3375797079210046
iter2_h3_q1,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,Q_given_P,"Given that Twitter's user base increases by more than 15% in 2025 compared to 2024, will the company's revenue grow by more than 20% in 2025?","This question resolves as YES if Twitter's revenue grows by more than 20% in 2025, as reported by Twitter in their official quarterly earnings releases for 2025.",0.55,"[0.65, 0.35, 0.65, 0.65, 0.45]",0.3375797079210046
iter2_h3_q1,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,P_and_Q,"Will Twitter's user base increase by more than 15% in 2025 compared to 2024, and the company's revenue grow by more than 20% in 2025?","This question resolves as YES if both conditions are met: Twitter's user base increases by more than 15% in 2025 compared to 2024, as reported by Twitter in their official quarterly earnings releases for 2025, and Twitter's revenue grows by more than 20% in 2025, as reported by Twitter in their official quarterly earnings releases for 2025.",0.22000000000000003,"[0.25, 0.15, 0.15, 0.25, 0.3]",0.3375797079210046
iter2_h4_q0,2,"The model underestimates the complexity of relationships between monetary policy decisions, inflation rates, and their effects on specific sectors such as real estate or commodities.",Economics and Finance,,P,Will the Federal Reserve raise interest rates by more than 100 basis points in 2025?,"This question resolves as YES if the Federal Reserve raises interest rates by more than 100 basis points in 2025, as officially announced by the Federal Reserve and reported by Bloomberg or another reputable financial news source.",0.16999999999999998,"[0.15, 0.15, 0.15, 0.15, 0.25]",0.14223558596607427
iter2_h4_q0,2,"The model underestimates the complexity of relationships between monetary policy decisions, inflation rates, and their effects on specific sectors such as real estate or commodities.",Economics and Finance,,Q_given_P,"Given that the Federal Reserve raises interest rates by more than 100 basis points in 2025, will the US housing market experience a decrease in sales of more than 10% in 2025 compared to 2024?","This question resolves as YES if the US housing market experiences a decrease in sales of more than 10% in 2025 compared to 2024, as reported by the National Association of Realtors (NAR) in their annual existing home sales report.",0.76,"[0.65, 0.8, 0.8, 0.75, 0.8]",0.14223558596607427
iter2_h4_q0,2,"The model underestimates the complexity of relationships between monetary policy decisions, inflation rates, and their effects on specific sectors such as real estate or commodities.",Economics and Finance,,P_and_Q,"Will the Federal Reserve raise interest rates by more than 100 basis points in 2025, and the US housing market experience a decrease in sales of more than 10% in 2025 compared to 2024?","This question resolves as YES if both conditions are met: the Federal Reserve raises interest rates by more than 100 basis points in 2025, as officially announced by the Federal Reserve, and the US housing market experiences a decrease in sales of more than 10% in 2025 compared to 2024, as reported by the NAR in their annual existing home sales report.",0.2,"[0.15, 0.25, 0.1, 0.35, 0.15]",0.14223558596607427
iter2_h4_q1,2,"The model underestimates the complexity of relationships between monetary policy decisions, inflation rates, and their effects on specific sectors such as real estate or commodities.",Economics and Finance,,P,Will the inflation rate in the Eurozone exceed 3% in 2025?,"This question resolves as YES if the inflation rate in the Eurozone exceeds 3% in 2025, as reported by Eurostat in their official inflation rate releases for 2025.",0.33999999999999997,"[0.3, 0.35, 0.55, 0.25, 0.25]",0.1287442256274245
iter2_h4_q1,2,"The model underestimates the complexity of relationships between monetary policy decisions, inflation rates, and their effects on specific sectors such as real estate or commodities.",Economics and Finance,,Q_given_P,"Given that the inflation rate in the Eurozone exceeds 3% in 2025, will the price of gold increase by more than 15% in 2025?","This question resolves as YES if the price of gold increases by more than 15% in 2025, as measured by the London PM Fix on December 31, 2025, compared to the London PM Fix on December 31, 2024, according to data from the World Gold Council or another reputable source for gold prices.",0.5599999999999999,"[0.6, 0.7, 0.65, 0.5, 0.35]",0.1287442256274245
iter2_h4_q1,2,"The model underestimates the complexity of relationships between monetary policy decisions, inflation rates, and their effects on specific sectors such as real estate or commodities.",Economics and Finance,,P_and_Q,"Will the inflation rate in the Eurozone exceed 3% in 2025, and the price of gold increase by more than 15% in 2025?","This question resolves as YES if both conditions are met: the inflation rate in the Eurozone exceeds 3% in 2025, as reported by Eurostat, and the price of gold increases by more than 15% in 2025, as measured by the London PM Fix on December 31, 2025, compared to the London PM Fix on December 31, 2024, according to data from the World Gold Council or another reputable source for gold prices.",0.26,"[0.25, 0.35, 0.15, 0.25, 0.3]",0.1287442256274245
iter3_h0_q0,3,The model overestimates the correlation between a country's overall economic performance and the financial success of its major companies in the renewable energy sector,Renewable Energy and Economics,,P,Will the global price of solar panels decrease by more than 10% in 2025?,"This question resolves as YES if the global price of solar panels decreases by more than 10% in 2025, as reported by the International Energy Agency (IEA) in their annual solar market report.",0.69,"[0.75, 0.65, 0.65, 0.75, 0.65]",0.3231419565965731
iter3_h0_q0,3,The model overestimates the correlation between a country's overall economic performance and the financial success of its major companies in the renewable energy sector,Renewable Energy and Economics,,Q_given_P,"Given that the global price of solar panels decreases by more than 10% in 2025, will Vestas' revenue from wind turbine sales increase by more than 15% in 2025?","This question resolves as YES if Vestas' revenue from wind turbine sales increases by more than 15% in 2025, as reported by Vestas in their official annual financial report for 2025.",0.4800000000000001,"[0.4, 0.5, 0.4, 0.65, 0.45]",0.3231419565965731
