check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
cond,"Will a spacecraft achieve a successful landing on Europa by December 31, 2035?

Will any space agency or commercial entity successfully land a spacecraft on the surface of Jupiter's moon Europa by December 31, 2035, with confirmation from mission data and announcements from agencies like NASA or ESA?",0.35,"Given that a spacecraft achieves a successful landing on Europa by December 31, 2035, will signs of extraterrestrial microbial life be detected on Europa by December 31, 2035?

Given that any space agency or commercial entity successfully lands a spacecraft on the surface of Jupiter's moon Europa by December 31, 2035, with confirmation from mission data and announcements from agencies like NASA or ESA, this question asks if definitive signs of microbial extraterrestrial life will be detected on Europa by December 31, 2035, as published in peer-reviewed scientific journals and confirmed by major space agencies. This resolves as NO only if a successful landing occurs and no signs of life are detected; it resolves as YES in all other cases (if no landing occurs, or if both landing and detection occur).",0.65,"Will both a successful spacecraft landing and detection of extraterrestrial microbial life occur on Europa by December 31, 2035? Body: Will both of the following occur by December 31, 2035: (a) Any space agency or commercial entity successfully lands a spacecraft on the surface of Jupiter's moon Europa, with confirmation from mission data and announcements from agencies like NASA or ESA. (b) Definitive signs of microbial extraterrestrial life are detected on Europa, as published in peer-reviewed scientific journals and confirmed by major space agencies? Both conditions must be met for a ""Yes"" resolution.

Will both of the following occur by December 31, 2035: (a) Any space agency or commercial entity successfully lands a spacecraft on the surface of Jupiter's moon Europa, with confirmation from mission data and announcements from agencies like NASA or ESA. (b) Definitive signs of microbial extraterrestrial life are detected on Europa, as published in peer-reviewed scientific journals and confirmed by major space agencies? Both conditions must be met for a ""Yes"" resolution.",0.1,,,0.27498156543511604
cond,"Will a quantum internet be demonstrated over intercontinental distances by December 31, 2030?

Will researchers successfully establish a functional quantum communication network transmitting entangled particles over intercontinental distances (e.g., between continents) by December 31, 2030, as reported in peer-reviewed journals and confirmed by institutions like CERN or national labs?",0.65,"Given that a quantum internet is demonstrated over intercontinental distances by December 31, 2030, will classical encryption methods become obsolete due to quantum communication advances by December 31, 2030?

Given that researchers successfully establish a functional quantum communication network transmitting entangled particles over intercontinental distances (e.g., between continents) by December 31, 2030, as reported in peer-reviewed journals and confirmed by institutions like CERN or national labs, this question asks if advancements in quantum communication will render classical encryption methods obsolete by December 31, 2030, as indicated by widespread adoption of quantum encryption protocols and official statements from major cybersecurity agencies.",0.15,"Will both a quantum internet be demonstrated over intercontinental distances and classical encryption methods become obsolete due to quantum communication advances by December 31, 2030?

Will both of the following occur by December 31, 2030: (a) Researchers successfully establish a functional quantum communication network transmitting entangled particles over intercontinental distances (e.g., between continents), as reported in peer-reviewed journals and confirmed by institutions like CERN or national labs; and (b) Advancements in quantum communication render classical encryption methods obsolete, as indicated by widespread adoption of quantum encryption protocols and official statements from major cybersecurity agencies?",0.15,,,0.12124759818378954
cond,"Will a successful mission to redirect an asteroid's path significantly be completed by December 31, 2030?

Will space agencies or private companies successfully alter the trajectory of an asteroid in a meaningful way (sufficient to avoid a hypothetical Earth impact) through a kinetic impactor, gravity tractor, or other methods by December 31, 2030, as confirmed by official mission data?",0.65,"Given that a successful mission to redirect an asteroid's path significantly is completed by December 31, 2030, will there be a global treaty on planetary defense strategies ratified by major powers by December 31, 2030?

Given that space agencies or private companies successfully alter the trajectory of an asteroid in a meaningful way (sufficient to avoid a hypothetical Earth impact) through a kinetic impactor, gravity tractor, or other methods by December 31, 2030, as confirmed by official mission data, this question asks if major world powers, including the US, China, and the EU, will ratify a global treaty establishing cooperative planetary defense protocols by December 31, 2030, as documented by the United Nations or other international bodies. This resolves as NO only if the mission occurs and the treaty is not ratified; it resolves as YES in all other cases.",0.55,"Will both a successful mission to redirect an asteroid's path be completed and a global treaty on planetary defense strategies be ratified by major powers by December 31, 2030?

Will both of the following occur by December 31, 2030: (a) Space agencies or private companies successfully alter the trajectory of an asteroid in a meaningful way (sufficient to avoid a hypothetical Earth impact) through a kinetic impactor, gravity tractor, or other methods, as confirmed by official mission data; and (b) Major world powers, including the US, China, and the EU, ratify a global treaty establishing cooperative planetary defense protocols, as documented by the United Nations or other international bodies?",0.45,,,0.1424109566237855
cond,"Will a new material stronger than graphene be synthesized and verified by December 31, 2028?

Will scientists synthesize a new two-dimensional material that surpasses graphene in strength, conductivity, or other key properties by December 31, 2028, with findings published in top-tier scientific journals and replicated independently?",0.35,"Given that a new material stronger than graphene is synthesized and verified by December 31, 2028, will it be commercially used in semiconductor manufacturing by December 31, 2030?

Given that scientists synthesize a new two-dimensional material that surpasses graphene in strength, conductivity, or other key properties by December 31, 2028, with findings published in top-tier scientific journals and replicated independently, this question asks if the newly synthesized material will be integrated into commercial semiconductor manufacturing processes by December 31, 2030, as confirmed by major semiconductor companies and industry reports. The question resolves as NO only if the material is synthesized and verified by the specified date but is not commercially used in semiconductor manufacturing by the end of 2030; it resolves as YES in all other cases.",0.15,"Will a new material stronger than graphene be synthesized and verified by December 31, 2028, and be commercially used in semiconductor manufacturing by December 31, 2030?

Will both of the following occur:  
(a) Scientists synthesize a new two-dimensional material that surpasses graphene in strength, conductivity, or other key properties by December 31, 2028, with findings published in top-tier scientific journals and replicated independently.  
(b) The newly synthesized material is integrated into commercial semiconductor manufacturing processes by December 31, 2030, as confirmed by major semiconductor companies and industry reports?  

Resolution Criteria:  
- For part (a), the synthesis and verification of the new material must be documented in top-tier scientific journals and independently replicated by December 31, 2028.  
- For part (b), the material must be confirmed to be in use in commercial semiconductor manufacturing by major semiconductor companies and industry reports by December 31, 2030. Both conditions must be met for a ""Yes"" answer.",0.15,,,0.2523862164317697
cond,"Will a global pandemic caused by a synthetic pathogen occur by December 31, 2035?

Will there be an outbreak classified as a pandemic by the World Health Organization, originating from a synthetically engineered pathogen released unintentionally or maliciously by December 31, 2035, with widespread health impacts confirmed by international health authorities?",0.15,"Given that a global pandemic caused by a synthetic pathogen occurs by December 31, 2035, will international regulations on synthetic biology research be significantly tightened by December 31, 2035?

Given that there is an outbreak classified as a pandemic by the World Health Organization, originating from a synthetically engineered pathogen released unintentionally or maliciously by December 31, 2035, with widespread health impacts confirmed by international health authorities, this question asks if major nations will agree to and implement strict international regulations governing synthetic biology research to prevent the creation and release of synthetic pathogens by December 31, 2035, as documented in international treaties and national laws.",0.75,"Will both a global pandemic caused by a synthetic pathogen occur and international regulations on synthetic biology research be significantly tightened by December 31, 2035? Body: Will both of the following occur by December 31, 2035: (a) An outbreak classified as a pandemic by the World Health Organization, originating from a synthetically engineered pathogen released unintentionally or maliciously, with widespread health impacts confirmed by international health authorities. (b) Major nations agree to and implement strict international regulations governing synthetic biology research to prevent the creation and release of synthetic pathogens, as documented in international treaties and national laws? Resolution criteria: Both conditions (a) and (b) must be met for the question to be answered ""Yes.""

Will both of the following occur by December 31, 2035: (a) An outbreak classified as a pandemic by the World Health Organization, originating from a synthetically engineered pathogen released unintentionally or maliciously, with widespread health impacts confirmed by international health authorities. (b) Major nations agree to and implement strict international regulations governing synthetic biology research to prevent the creation and release of synthetic pathogens, as documented in international treaties and national laws? Resolution criteria: Both conditions (a) and (b) must be met for the question to be answered ""Yes.""",0.15,,,0.08293750893450123
expevidence,"Will an AI system pass the Turing Test during the Loebner Prize competition by December 31, 2026?

Will an AI system be indistinguishable from a human in open-ended conversation, effectively passing the Turing Test as judged in the Loebner Prize competition or an equivalent event recognized by the AI community by December 31, 2026?",0.35,"Will there be legislation restricting advanced conversational AI deployment in the US by December 31, 2026?

Will the United States federal government enact laws limiting the deployment or capabilities of advanced conversational AI systems by December 31, 2026, as documented in official legislative records and signed into law?",0.65,"Given that there is legislation restricting advanced conversational AI deployment in the US by December 31, 2026, will an AI system pass the Turing Test during the Loebner Prize competition by December 31, 2026?

Given that the United States federal government enacts laws limiting the deployment or capabilities of advanced conversational AI systems by December 31, 2026, as documented in official legislative records and signed into law, this question asks if an AI system will be indistinguishable from a human in open-ended conversation, effectively passing the Turing Test as judged in the Loebner Prize competition or an equivalent event recognized by the AI community by December 31, 2026. This resolves as NO only if the legislation occurs and the AI system does not pass the Turing Test; it resolves as YES in all other cases.",0.65,"Given that there will be no legislation restricting advanced conversational AI deployment in the US by December 31, 2026, will an AI system pass the Turing Test during the Loebner Prize competition by December 31, 2026?

Given that the United States federal government fails to enact any laws limiting the deployment or capabilities of advanced conversational AI systems by December 31, 2026, as documented in official legislative records and signed into law, this question asks if an AI system will be indistinguishable from a human in open-ended conversation, effectively passing the Turing Test as judged in the Loebner Prize competition or an equivalent event recognized by the AI community by December 31, 2026. This resolves as NO only if the legislation condition is met and the AI system does not pass the Turing Test; it resolves as YES in all other cases.",0.65,0.5053001119411815
expevidence,"Will a synthetic organism with a completely artificial genome be released into a natural ecosystem by December 31, 2032?

Will scientists create a synthetic organism with an entirely artificial genome that is intentionally released into a natural, non-contained ecosystem by December 31, 2032, as documented in scientific publications and regulatory approvals?",0.25,"Will international protocols for synthetic biology be legally enforced by the UN by December 31, 2032?

Will the United Nations implement legally binding international protocols regulating synthetic biology and the release of synthetic organisms by December 31, 2032, as evidenced by official UN documents and ratification by member countries?",0.35,"Given that international protocols for synthetic biology are legally enforced by the UN by December 31, 2032, will a synthetic organism with a completely artificial genome be released into a natural ecosystem by December 31, 2032?

Given that the United Nations implements legally binding international protocols regulating synthetic biology and the release of synthetic organisms by December 31, 2032, as evidenced by official UN documents and ratification by member countries, this question asks if scientists will create a synthetic organism with an entirely artificial genome that is intentionally released into a natural, non-contained ecosystem by December 31, 2032, as documented in scientific publications and regulatory approvals. This resolves as NO only if the UN protocols are enforced and the synthetic organism is not released; it resolves as YES in all other cases (if the UN protocols are not enforced, or if both the protocols are enforced and the organism is released).",0.25,"Given that international protocols for synthetic biology fail to be legally enforced by the UN by December 31, 2032, will a synthetic organism with a completely artificial genome be released into a natural ecosystem by December 31, 2032?

Given that the United Nations fails to implement legally binding international protocols regulating synthetic biology and the release of synthetic organisms by December 31, 2032, as evidenced by the absence of official UN documents and lack of ratification by member countries, this question asks if scientists will create a synthetic organism with an entirely artificial genome that is intentionally released into a natural, non-contained ecosystem by December 31, 2032, as documented in scientific publications and regulatory approvals. This resolves as NO only if the UN fails to enforce protocols and the synthetic organism is not released; it resolves as YES in all other cases.",0.25,0.0
expevidence,"Will an artificial general intelligence (AGI) demonstrate the ability to perform any intellectual task that a human can by December 31, 2035?

Will an AI system be publicly recognized by leading AI organizations as having achieved artificial general intelligence (AGI), capable of understanding, learning, and applying knowledge across a full range of tasks indistinguishable from a human's abilities, by December 31, 2035?",0.25,"Will global unemployment rates rise above 25% due to AI automation by December 31, 2035?

Will the global average unemployment rate exceed 25% by December 31, 2035, as reported by the International Labour Organization, with substantial attribution to job displacement caused by AI and automation technologies?",0.15,"Given that global unemployment rates rise above 25% due to AI automation by December 31, 2035, will an artificial general intelligence (AGI) demonstrate the ability to perform any intellectual task that a human can by December 31, 2035?

Given that the global average unemployment rate exceeds 25% by December 31, 2035, as reported by the International Labour Organization, with substantial attribution to job displacement caused by AI and automation technologies, this question asks if an AI system will be publicly recognized by leading AI organizations as having achieved artificial general intelligence (AGI), capable of understanding, learning, and applying knowledge across a full range of tasks indistinguishable from a human's abilities, by December 31, 2035. This resolves as NO only if the unemployment condition is met and the AGI condition is not met; it resolves as YES in all other cases.",0.35,"Given that global unemployment rates remain at or below 25% despite AI automation by December 31, 2035, will an artificial general intelligence (AGI) demonstrate the ability to perform any intellectual task that a human can by December 31, 2035?

Given that the global average unemployment rate is 25% or less by December 31, 2035, as reported by the International Labour Organization, without substantial attribution to job displacement caused by AI and automation technologies, this question asks if an AI system will be publicly recognized by leading AI organizations as having achieved artificial general intelligence (AGI), capable of understanding, learning, and applying knowledge across a full range of tasks indistinguishable from a human's abilities, by December 31, 2035. This resolves as NO only if the unemployment condition is met and AGI is not recognized; it resolves as YES in all other cases.",0.45,0.30262368561160763
expevidence,"Will a majority of the human genome's non-coding DNA function be fully understood by December 31, 2035?

Will scientists achieve a comprehensive understanding of the functional roles of more than 50% of the human genome's non-coding DNA by December 31, 2035, with findings published in leading scientific journals and acknowledged by institutions like the NIH or the Wellcome Trust?",0.35,"Will personalized gene therapies targeting non-coding DNA elements be widely available by December 31, 2035?

Will personalized medical treatments that specifically target regulatory elements within non-coding DNA become widely available in clinical practice by December 31, 2035, as evidenced by approvals from regulatory agencies and adoption in major healthcare systems?",0.35,"Given that personalized gene therapies targeting non-coding DNA elements are widely available by December 31, 2035, will a majority of the human genome's non-coding DNA function be fully understood by December 31, 2035?

Given that personalized medical treatments specifically targeting regulatory elements within non-coding DNA become widely available in clinical practice by December 31, 2035, as evidenced by approvals from regulatory agencies and adoption in major healthcare systems, this question asks if scientists will achieve a comprehensive understanding of the functional roles of more than 50% of the human genome's non-coding DNA by December 31, 2035, with findings published in leading scientific journals and acknowledged by institutions like the NIH or the Wellcome Trust.",0.45,"Given that personalized gene therapies targeting non-coding DNA elements fail to be widely available by December 31, 2035, will a majority of the human genome's non-coding DNA function be fully understood by December 31, 2035?

Given that personalized medical treatments specifically targeting regulatory elements within non-coding DNA fail to become widely available in clinical practice by December 31, 2035, as evidenced by a lack of approvals from regulatory agencies and limited adoption in major healthcare systems, this question asks if scientists will achieve a comprehensive understanding of the functional roles of more than 50% of the human genome's non-coding DNA by December 31, 2035, with findings published in leading scientific journals and acknowledged by institutions like the NIH or the Wellcome Trust.",0.35,0.05856049248768599
expevidence,"Will practical quantum error correction be achieved, enabling stable quantum computers with over 1,000 qubits by December 31, 2030?

Will researchers develop and implement quantum error correction methods sufficient to operate quantum computers with more than 1,000 logical qubits stably and reliably by December 31, 2030, as published in peer-reviewed journals and demonstrated by operational systems?",0.45,"Will new molecular compounds be routinely designed using quantum computers by December 31, 2030?

Will pharmaceutical or chemical companies routinely utilize quantum computers to design new molecular compounds, leading to commercially available products, by December 31, 2030, as evidenced by industry reports and product releases?",0.35,"Given that new molecular compounds are routinely designed using quantum computers by December 31, 2030, will practical quantum error correction be achieved, enabling stable quantum computers with over 1,000 qubits by December 31, 2030?

Given that pharmaceutical or chemical companies routinely utilize quantum computers to design new molecular compounds, leading to commercially available products, by December 31, 2030, as evidenced by industry reports and product releases, this question asks if researchers will develop and implement quantum error correction methods sufficient to operate quantum computers with more than 1,000 logical qubits stably and reliably by December 31, 2030, as published in peer-reviewed journals and demonstrated by operational systems. This resolves as NO only if the first condition occurs and the second does not; it resolves as YES in all other cases.",0.75,"Given that new molecular compounds fail to be routinely designed using quantum computers by December 31, 2030, will practical quantum error correction be achieved, enabling stable quantum computers with over 1,000 qubits by December 31, 2030?

Given that pharmaceutical or chemical companies fail to routinely utilize quantum computers to design new molecular compounds, leading to commercially available products, by December 31, 2030, as evidenced by industry reports and product releases, this question asks if researchers will develop and implement quantum error correction methods sufficient to operate quantum computers with more than 1,000 logical qubits stably and reliably by December 31, 2030, as published in peer-reviewed journals and demonstrated by operational systems. This resolves as NO only if the failure to routinely design new molecular compounds using quantum computers occurs and practical quantum error correction is not achieved; it resolves as YES in all other cases.",0.65,0.38640942588807836
