check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will an AI-generated film franchise gross over $10 billion by 2045, surpassing current franchises?

By December 31, 2045, will an AI-generated film franchise have cumulative global box office earnings exceeding $10 billion, surpassing the highest-grossing current franchises? Resolution based on box office records and verification of AI involvement in production.",0.35,"Will both an AI-generated film franchise fail to gross over $10 billion by 2045 and audience fatigue with AI films lead to declining revenues by 2045?

By December 31, 2045, will both of the following occur: (a) An AI-generated film franchise will have cumulative global box office earnings of $10 billion or less, failing to surpass the highest-grossing current franchises, as verified by box office records and confirmation of AI involvement in production; and (b) There will be a notable decline in revenues for AI-generated films due to audience fatigue, as evidenced by box office trends and industry analyses, based on financial data and industry reports?",0.45,"Will either an AI-generated film franchise gross over $10 billion by 2045 or will audience fatigue with AI films lead to declining revenues by 2045?

By December 31, 2045, will either of the following occur: (a) An AI-generated film franchise will have cumulative global box office earnings exceeding $10 billion, surpassing the highest-grossing current franchises, as verified by box office records and confirmation of AI involvement in production. (b) There will be a notable decline in revenues for AI-generated films due to audience fatigue, as evidenced by box office trends and industry analyses, based on financial data and industry reports.",0.65,,,0.17883775448910003
cond,"By 2040, will an AI-created artwork sell for over $500 million, breaking the auction record for the most expensive artwork?

By December 31, 2040, will an artwork created entirely by artificial intelligence be sold for over $500 million, breaking the world record for the most expensive artwork sold at auction? Resolution based on auction records from major auction houses like Christie's or Sotheby's.",0.25,"Given that by 2040, an AI-created artwork sells for over $500 million, breaking the auction record, will the highest-selling artwork at auction still be created by a human artist?

Given that by December 31, 2040, an artwork created entirely by artificial intelligence is sold for over $500 million, breaking the world record for the most expensive artwork sold at auction, this question asks if the highest-selling artwork at auction by that date will still be a piece created by a human artist, rather than an AI. Resolution based on auction records from major auction houses like Christie's or Sotheby's.",0.65,"By 2040, will an AI-created artwork sell for over $500 million AND will the highest-selling artwork at auction still be created by a human artist?

By December 31, 2040, will both of the following occur: (a) An artwork created entirely by artificial intelligence is sold for over $500 million, breaking the world record for the most expensive artwork sold at auction, and (b) the highest-selling artwork at auction is still a piece created by a human artist, rather than an AI? Resolution based on auction records from major auction houses like Christie's or Sotheby's.",0.15,,,0.026533507771083174
cond,"Will a film produced entirely by AI win the Academy Award for Best Picture by 2035?

By the 2035 Academy Awards, will a film produced entirely by artificial intelligence—with no human input in scriptwriting, directing, or editing—win the Oscar for Best Picture? Resolution based on official Academy Award results and verification of the production process.",0.15,"Given that a film produced entirely by AI wins the Academy Award for Best Picture by 2035, will the Academy establish rules disqualifying AI-produced films from award eligibility by 2035?

Given that by the 2035 Academy Awards, a film produced entirely by artificial intelligence—with no human input in scriptwriting, directing, or editing—wins the Oscar for Best Picture, this question asks if by the same year, the Academy will have established rules requiring significant human creative input for a film to qualify for awards, thereby disqualifying films produced entirely by AI. Resolution based on official Academy Award results and verification of the production process, as well as official Academy rules and regulations.",0.65,"Will both a film produced entirely by AI win the Academy Award for Best Picture by 2035 AND the Academy establish rules disqualifying AI-produced films from award eligibility by 2035?

By the 2035 Academy Awards, will both of the following occur: (a) A film produced entirely by artificial intelligence—with no human input in scriptwriting, directing, or editing—wins the Oscar for Best Picture, based on official Academy Award results and verification of the production process, AND (b) The Academy establishes rules requiring significant human creative input for a film to qualify for awards, thereby disqualifying films produced entirely by AI, based on official Academy rules and regulations?",0.05,,,0.14488206543675175
cond,"Will an artist from a country that doesn't currently exist produce the best-selling album of 2040?

By December 31, 2040, will the best-selling album worldwide be by an artist from a country that does not exist as of 2023? Resolution based on international sales data and verification of the artist's nationality.",0.01,"Given that an artist from a country that doesn't currently exist produces the best-selling album of 2040, will new countries formed after 2023 influence global music trends by 2040?

Given that by December 31, 2040, the best-selling album worldwide is by an artist from a country that does not exist as of 2023, this question asks if there will be significant geopolitical changes resulting in new countries whose artists influence global music trends and achieve top-selling albums by the same date. Resolution will be based on international sales data, verification of the artist's nationality, geopolitical records, and music industry data.",0.35,"Will both an artist from a newly formed country produce the best-selling album of 2040 AND new countries formed after 2023 influence global music trends by 2040?

By December 31, 2040, will both of the following occur: (a) The best-selling album worldwide is by an artist from a country that does not exist as of 2023, with resolution based on international sales data and verification of the artist's nationality; (b) There are significant geopolitical changes resulting in new countries whose artists influence global music trends and achieve top-selling albums, with resolution based on geopolitical records and music industry data.",0.05,,,0.20850655303434038
cond,"Will an AI-authored novel win the Pulitzer Prize for Fiction by 2035?

By the 2035 Pulitzer Prizes, will a novel written entirely by an AI receive the Pulitzer Prize for Fiction? Resolution based on official Pulitzer Prize announcements and verification of the author's identity.",0.15,"Given that an AI-authored novel wins the Pulitzer Prize for Fiction by 2035, will the Pulitzer Board exclude non-human authors through new guidelines by 2035?

Given that by the 2035 Pulitzer Prizes, a novel written entirely by an AI receives the Pulitzer Prize for Fiction, this question asks if by the same year, the Pulitzer Board will have established guidelines that exclude works by non-human authors from eligibility. Resolution is based on official Pulitzer Prize announcements and verification of the author's identity for the first condition, and on official Pulitzer Prize eligibility criteria for the second condition.",0.35,"Will both an AI-authored novel win the Pulitzer Prize for Fiction by 2035 AND the Pulitzer Board establish guidelines excluding non-human authors by 2035? Body: By the 2035 Pulitzer Prizes, will both of the following occur: (a) A novel written entirely by an AI receives the Pulitzer Prize for Fiction, as verified by official Pulitzer Prize announcements and the author's identity, AND (b) The Pulitzer Board establishes guidelines that exclude works by non-human authors from eligibility, based on official Pulitzer Prize eligibility criteria?

By the 2035 Pulitzer Prizes, will both of the following occur: (a) A novel written entirely by an AI receives the Pulitzer Prize for Fiction, as verified by official Pulitzer Prize announcements and the author's identity, AND (b) The Pulitzer Board establishes guidelines that exclude works by non-human authors from eligibility, based on official Pulitzer Prize eligibility criteria?",0.15,,,0.2523862164317697
cond,"Will an AI-curated cross-cultural music genre dominate global charts for a year by 2035?

By December 31, 2035, will a cross-cultural fusion music genre, originated and curated by AI, dominate the global music charts for at least 52 consecutive weeks? Resolution based on global music chart data and verification of AI involvement.",0.35,"Given that an AI-curated cross-cultural music genre dominates global charts for a year by 2035, will backlash against AI music lead to legal restrictions on its production by 2035?

Given that by December 31, 2035, a cross-cultural fusion music genre, originated and curated by AI, dominates the global music charts for at least 52 consecutive weeks, this question asks if significant public backlash against AI-curated music will result in legal restrictions on its production in major markets by the same date. Resolution will be based on global music chart data, verification of AI involvement, and any relevant legislation and industry policies.",0.25,"Will both an AI-curated cross-cultural music genre dominate global charts for a year by 2035 AND backlash against AI music lead to legal restrictions on its production by 2035?

By December 31, 2035, will both of the following occur: (a) A cross-cultural fusion music genre, originated and curated by AI, dominates the global music charts for at least 52 consecutive weeks, as verified by global music chart data and confirmation of AI involvement; AND (b) Significant public backlash against AI-curated music results in legal restrictions on its production in major markets, as evidenced by relevant legislation and industry policies?",0.15,,,0.15354481122196048
expevidence,"Will a non-human entity win the Grammy Award for Best New Artist by 2030?

By the 2030 Grammy Awards, will a non-human entity such as an AI or robot be awarded the Grammy for Best New Artist? Resolution based on official Grammy Award winners and verification of the recipient's non-human status.",0.05,"Will the Recording Academy implement guidelines excluding non-human entities from Grammy eligibility by 2030?

By the 2030 Grammy Awards, will the Recording Academy have implemented guidelines that explicitly exclude non-human entities from award eligibility? Resolution based on official Recording Academy policies and announcements.",0.65,"Given that the Recording Academy implements guidelines excluding non-human entities from Grammy eligibility by 2030, will a non-human entity win the Grammy Award for Best New Artist by 2030?

Given that by the 2030 Grammy Awards, the Recording Academy has implemented guidelines that explicitly exclude non-human entities from award eligibility, this question asks if a non-human entity such as an AI or robot will still be awarded the Grammy for Best New Artist by 2030. Resolution is based on official Recording Academy policies, announcements, and the verification of the recipient's non-human status.",0.01,"Given that the Recording Academy fails to implement guidelines excluding non-human entities from Grammy eligibility by 2030, will a non-human entity win the Grammy Award for Best New Artist by 2030?

Given that by the 2030 Grammy Awards, the Recording Academy has not implemented guidelines that explicitly exclude non-human entities from award eligibility, this question asks if a non-human entity, such as an AI or robot, will be awarded the Grammy for Best New Artist by 2030. Resolution is based on official Recording Academy policies and announcements, as well as the official Grammy Award winners and verification of the recipient's non-human status.",0.15,0.033365272182928896
expevidence,"Will a sports league featuring genetically modified athletes become internationally recognized by 2045?

By December 31, 2045, will there be an internationally recognized sports league in which athletes are genetically modified humans? Recognition must come from an organization comparable to the International Olympic Committee. Resolution based on official announcements and league operations.",0.15,"Will international regulations ban genetic modifications for athletic enhancement by 2045?

By December 31, 2045, will international regulations explicitly ban genetic modifications in humans for the purpose of athletic enhancement? Resolution based on official treaties or agreements recognized by major international bodies like the United Nations.",0.65,"Given that international regulations ban genetic modifications for athletic enhancement by 2045, will a sports league featuring genetically modified athletes become internationally recognized by 2045?

Given that by December 31, 2045, international regulations explicitly ban genetic modifications in humans for the purpose of athletic enhancement, this question asks if by the same date, there will be an internationally recognized sports league in which athletes are genetically modified humans. Recognition must come from an organization comparable to the International Olympic Committee. Resolution is based on official announcements and league operations. This resolves as NO only if the ban occurs and the league does not become recognized; it resolves as YES in all other cases.",0.15,"Given that international regulations fail to ban genetic modifications for athletic enhancement by 2045, will a sports league featuring genetically modified athletes become internationally recognized by 2045?

Given that by December 31, 2045, international regulations fail to explicitly ban genetic modifications in humans for the purpose of athletic enhancement, this question asks if by the same date, there will be an internationally recognized sports league in which athletes are genetically modified humans. Recognition must come from an organization comparable to the International Olympic Committee. Resolution is based on the absence of official treaties or agreements recognized by major international bodies like the United Nations for the first condition, and on official announcements and league operations for the second condition.",0.35,0.14946571894516802
expevidence,"Will an athlete break the 100m sprint record by running under 8 seconds by 2100?

By December 31, 2100, will any athlete officially run 100 meters in under 8 seconds, a feat considered beyond current human physiological capabilities? Resolution based on official athletic records recognized by World Athletics.",0.01,"Will human augmentation redefine athletic records, surpassing all current standards by 2100?

By December 31, 2100, will advancements in human augmentation (genetic or cybernetic enhancements) redefine athletic standards such that all current records are surpassed and considered obsolete? Resolution based on official recognition by sports governing bodies.",0.65,"Given that human augmentation redefines athletic records by 2100, will an athlete break the 100m sprint record by running under 8 seconds by 2100?

Given that by December 31, 2100, advancements in human augmentation (genetic or cybernetic enhancements) have redefined athletic standards such that all current records are surpassed and considered obsolete, this question asks if by the same date, any athlete will officially run 100 meters in under 8 seconds. The resolution will be based on official recognition by sports governing bodies for the redefinition of records and by World Athletics for the 100m sprint record.",0.35,"Given that human augmentation fails to redefine athletic records by 2100, will an athlete break the 100m sprint record by running under 8 seconds by 2100? Body: Given that by December 31, 2100, advancements in human augmentation (genetic or cybernetic enhancements) fail to redefine athletic standards, resulting in at least some current records remaining unsurpassed and not considered obsolete, this question asks if by the same date, any athlete will officially run 100 meters in under 8 seconds. Resolution will be based on official athletic records recognized by World Athletics.

Given that by December 31, 2100, advancements in human augmentation (genetic or cybernetic enhancements) fail to redefine athletic standards, resulting in at least some current records remaining unsurpassed and not considered obsolete, this question asks if by the same date, any athlete will officially run 100 meters in under 8 seconds. Resolution will be based on official athletic records recognized by World Athletics.",0.01,0.6025344676473678
expevidence,"Will a neural interface-only virtual art museum surpass the visitation of any physical museum by 2040?

By December 31, 2040, will a global virtual art museum, accessible only through advanced neural interface technology, record higher annual visitation than any physical art museum (e.g., the Louvre)? Resolution based on visitor statistics provided by the institutions.",0.25,"Will regulations limit neural interface tech in culture due to concerns by 2040?

By December 31, 2040, will regulatory concerns over neural interface technology result in strict laws limiting its use in cultural and entertainment applications? Resolution based on government regulations and policy announcements.",0.65,"Given that regulations limit neural interface tech in culture due to concerns by 2040, will a neural interface-only virtual art museum surpass the visitation of any physical museum by 2040?

Given that by December 31, 2040, regulatory concerns over neural interface technology result in strict laws limiting its use in cultural and entertainment applications, this question asks if by the same date, a global virtual art museum, accessible only through advanced neural interface technology, will record higher annual visitation than any physical art museum (e.g., the Louvre). Resolution is based on government regulations and policy announcements for the first condition, and visitor statistics provided by the institutions for the second condition.",0.15,"Given that regulations fail to limit neural interface tech in culture due to concerns by 2040, will a neural interface-only virtual art museum surpass the visitation of any physical museum by 2040?

Given that by December 31, 2040, there is an absence of strict laws limiting the use of neural interface technology in cultural and entertainment applications due to regulatory concerns, this question asks if by the same date, a global virtual art museum, accessible only through advanced neural interface technology, will record higher annual visitation than any physical art museum (e.g., the Louvre). Resolution is based on government regulations, policy announcements, and visitor statistics provided by the institutions.",0.35,0.05676186202963475
