check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will CRISPR Technology Enable the Successful Treatment of a Major Genetic Disease by 2026?

Will CRISPR gene-editing technology be used in a clinically approved therapy that successfully treats a major genetic disease (such as cystic fibrosis or sickle cell anemia) by December 31, 2026? Approval must come from a major regulatory body like the FDA or EMA.",0.75,"Will CRISPR Technology Fail to Enable the Successful Treatment of a Major Genetic Disease by 2026 AND Will Ethical Concerns Halt CRISPR Clinical Applications in Humans by 2026? Body: Will both of the following occur by December 31, 2026: (a) CRISPR gene-editing technology will not be used in a clinically approved therapy that successfully treats a major genetic disease (such as cystic fibrosis or sickle cell anemia), with approval not coming from a major regulatory body like the FDA or EMA, AND (b) ethical concerns and regulatory interventions will lead to a moratorium on all clinical applications of CRISPR gene-editing in humans, evidenced by official statements from regulatory bodies or legislation passed in leading countries? Resolution criteria: (a) No clinically approved therapy using CRISPR for a major genetic disease by a major regulatory body by the end of 2026, and (b) a moratorium on CRISPR clinical applications in humans due to ethical concerns by the end of 2026.

Will both of the following occur by December 31, 2026: (a) CRISPR gene-editing technology will not be used in a clinically approved therapy that successfully treats a major genetic disease (such as cystic fibrosis or sickle cell anemia), with approval not coming from a major regulatory body like the FDA or EMA, AND (b) ethical concerns and regulatory interventions will lead to a moratorium on all clinical applications of CRISPR gene-editing in humans, evidenced by official statements from regulatory bodies or legislation passed in leading countries? Resolution criteria: (a) No clinically approved therapy using CRISPR for a major genetic disease by a major regulatory body by the end of 2026, and (b) a moratorium on CRISPR clinical applications in humans due to ethical concerns by the end of 2026.",0.1,"Will Either CRISPR Technology Enable the Successful Treatment of a Major Genetic Disease or Ethical Concerns Halt CRISPR Clinical Applications in Humans by 2026?

Will either of the following occur by December 31, 2026: (a) CRISPR gene-editing technology is used in a clinically approved therapy that successfully treats a major genetic disease (such as cystic fibrosis or sickle cell anemia), with approval from a major regulatory body like the FDA or EMA, or (b) ethical concerns and regulatory interventions lead to a moratorium on all clinical applications of CRISPR gene-editing in humans, evidenced by official statements from regulatory bodies or legislation passed in leading countries?",0.75,,,0.1464896838272619
but,"Will a Human Colony Be Established on Mars by 2040?

Will humans successfully establish a self-sustaining colony on Mars, with at least 50 people continuously living and operating independently of Earth-based support, by December 31, 2040? Confirmation requires official announcements from space agencies or entities involved and evidence of sustained habitation.",0.15,"Will Both a Human Colony Fail to Be Established on Mars by 2040 and Advancements in Virtual Reality Reduce Interest in Space Colonization by 2040?

Will both of the following occur by December 31, 2040: (a) Humans fail to establish a self-sustaining colony on Mars, with at least 50 people continuously living and operating independently of Earth-based support, confirmed by the absence of official announcements from space agencies or entities involved, or lack of evidence of sustained habitation. (b) Significant advancements in virtual reality technologies lead to a decreased interest and investment in physical space colonization efforts, including Mars colonization projects, as indicated by funding trends, public interest surveys, and official statements from major space agencies?",0.35,"Will Either a Human Colony Be Established on Mars or Advancements in Virtual Reality Reduce Interest in Space Colonization by 2040? Body: Will either of the following occur by December 31, 2040: (a) Humans successfully establish a self-sustaining colony on Mars, with at least 50 people continuously living and operating independently of Earth-based support? Confirmation requires official announcements from space agencies or entities involved and evidence of sustained habitation. (b) Significant advancements in virtual reality technologies lead to a decreased interest and investment in physical space colonization efforts, including Mars colonization projects? Indicators include funding trends, public interest surveys, and official statements from major space agencies.

Will either of the following occur by December 31, 2040: (a) Humans successfully establish a self-sustaining colony on Mars, with at least 50 people continuously living and operating independently of Earth-based support? Confirmation requires official announcements from space agencies or entities involved and evidence of sustained habitation. (b) Significant advancements in virtual reality technologies lead to a decreased interest and investment in physical space colonization efforts, including Mars colonization projects? Indicators include funding trends, public interest surveys, and official statements from major space agencies.",0.35,,,0.19636805063720011
but,"Will a Breakthrough in Brain-Computer Interfaces (BCIs) Allow for Thought-Controlled Typing Speeds Exceeding 100 WPM by 2029?

Will advancements in BCIs enable users to type at speeds exceeding 100 words per minute using thought alone by December 31, 2029? Confirmation requires demonstration in peer-reviewed studies and acknowledgement by the scientific community.",0.25,"Will Both a Breakthrough in BCIs Fail to Allow for Thought-Controlled Typing Speeds Exceeding 100 WPM by 2029 AND Privacy Concerns Stall BCI Adoption by 2030?

Will both of the following occur:  
(a) Advancements in Brain-Computer Interfaces (BCIs) fail to enable users to type at speeds exceeding 100 words per minute using thought alone by December 31, 2029? This would be confirmed by the absence of demonstration in peer-reviewed studies or lack of acknowledgement by the scientific community.  
(b) Significant privacy concerns and ethical debates prevent widespread adoption of advanced BCIs, including those capable of high-speed thought-controlled typing, by December 31, 2030? Indicators include legislation restricting BCI use, public opinion polls, and slowed market growth despite technological readiness.",0.35,"Will Either a Breakthrough in BCIs for High-Speed Thought-Controlled Typing Occur by 2029 or Will Privacy Concerns Stall BCI Adoption by 2030?

Will either of the following occur:  
(a) Advancements in Brain-Computer Interfaces (BCIs) enable users to type at speeds exceeding 100 words per minute using thought alone by December 31, 2029? Confirmation requires demonstration in peer-reviewed studies and acknowledgement by the scientific community.  
(b) Significant privacy concerns and ethical debates prevent widespread adoption of advanced BCIs, including those capable of high-speed thought-controlled typing, by December 31, 2030? Indicators include legislation restricting BCI use, public opinion polls, and slowed market growth despite technological readiness.",0.75,,,0.1930868163320824
but,"Will an Engineered Organism Be Deployed to Reverse Climate Change by Sequestering Over 1 Gigaton of CO₂ Annually by 2035?

Will scientists engineer an organism (e.g., algae, bacteria) that is deployed at scale to sequester over 1 gigaton of atmospheric CO₂ annually by December 31, 2035? Confirmation requires peer-reviewed publications and verification from climate monitoring organizations.",0.35,"Will No Engineered Organism Be Deployed to Sequester Over 1 Gigaton of CO₂ Annually by 2035 AND Will Unintended Ecological Consequences from Engineered Organisms Lead to International Environmental Regulations by 2040?

Will both of the following occur:  
(a) Scientists will fail to engineer an organism (e.g., algae, bacteria) that is deployed at scale to sequester over 1 gigaton of atmospheric CO₂ annually by December 31, 2035. Confirmation requires the absence of peer-reviewed publications and verification from climate monitoring organizations.  
(b) The deployment of engineered organisms to combat climate change will result in significant unintended ecological consequences, prompting international environmental regulations by December 31, 2040. Evidence includes reports of ecological impact and enactment of international treaties or regulations.",0.15,"Will Either an Engineered Organism Sequester Over 1 Gigaton of CO₂ Annually by 2035 or Lead to International Environmental Regulations Due to Unintended Consequences by 2040?

Will either of the following occur:  
(a) Scientists engineer an organism (e.g., algae, bacteria) that is deployed at scale to sequester over 1 gigaton of atmospheric CO₂ annually by December 31, 2035? Confirmation requires peer-reviewed publications and verification from climate monitoring organizations.  
(b) The deployment of engineered organisms to combat climate change results in significant unintended ecological consequences, prompting international environmental regulations by December 31, 2040? Evidence includes reports of ecological impact and enactment of international treaties or regulations.",0.25,,,0.3391097170297434
but,"Will Genome Sequencing at Birth Become Standard Practice in at Least 10 Countries by 2030?

Will at least 10 countries implement policies making whole-genome sequencing a standard medical practice for newborns by December 31, 2030? Confirmation requires official healthcare guidelines or policies from respective national health authorities.",0.65,"Will Fewer Than 10 Countries Implement Genome Sequencing at Birth as Standard Practice by 2030 AND Experience Public Backlash Against Genomic Medicine Due to Data Privacy Concerns by 2032?

Will both of the following occur:  
(a) Fewer than 10 countries will implement policies making whole-genome sequencing a standard medical practice for newborns by December 31, 2030. Confirmation requires the absence of official healthcare guidelines or policies from respective national health authorities.  
(b) Significant data privacy concerns and incidents will lead to public backlash against genomic medicine in these countries, resulting in policy reversals or declines in genome sequencing rates by December 31, 2032. Indicators include legislative changes, public opinion surveys, and reported data breaches.",0.65,"Will Either Genome Sequencing at Birth Become Standard in at Least 10 Countries by 2030 or Will Data Privacy Concerns Lead to Public Backlash Against Genomic Medicine in These Countries by 2032?

Will either of the following occur:  
(a) At least 10 countries implement policies making whole-genome sequencing a standard medical practice for newborns by December 31, 2030? Confirmation requires official healthcare guidelines or policies from respective national health authorities.  
(b) Significant data privacy concerns and incidents lead to public backlash against genomic medicine, resulting in policy reversals or declines in genome sequencing rates in these countries by December 31, 2032? Indicators include legislative changes, public opinion surveys, and reported data breaches.",0.65,,,0.7862200179375403
but,"Will an International Coalition Eradicate a Major Vector-Borne Disease by 2035?

Will multinational efforts lead to the global eradication of a major vector-borne disease (such as malaria or dengue fever) by December 31, 2035? Confirmation requires official declarations from the WHO and absence of new cases for a period defined by international health standards.",0.15,"Will Both No International Coalition Succeed in Eradicating a Major Vector-Borne Disease by 2035 AND Climate Change Lead to the Emergence of New Vector-Borne Diseases Offsetting Eradication Efforts by 2040?

Will both of the following occur: (a) Multinational efforts fail to lead to the global eradication of a major vector-borne disease (such as malaria or dengue fever) by December 31, 2035, as confirmed by the lack of official declarations from the WHO or the presence of new cases within a period defined by international health standards, AND (b) The effects of climate change, such as expanded habitats for vectors like mosquitoes, result in the emergence of new vector-borne diseases that undermine global health efforts by December 31, 2040, as evidenced by reports from health organizations and documented outbreaks?",0.65,"Will Either a Major Vector-Borne Disease Be Eradicated by 2035 or New Vector-Borne Diseases Emerge Due to Climate Change by 2040?

Will either of the following occur: (a) Multinational efforts lead to the global eradication of a major vector-borne disease (such as malaria or dengue fever) by December 31, 2035, confirmed by official declarations from the WHO and absence of new cases for a period defined by international health standards, or (b) The effects of climate change, such as expanded habitats for vectors like mosquitoes, result in the emergence of new vector-borne diseases that undermine global health efforts by December 31, 2040, evidenced by reports from health organizations and documented outbreaks?",0.75,,,0.06782194340594874
cond,"Will a Viable Universal Quantum Computer with Over 1,000 Qubits Be Demonstrated by December 31, 2027?

Will any research institution or company successfully demonstrate a universal quantum computer with coherent operations of over 1,000 logical qubits by December 31, 2027? The demonstration must be publicly documented in a peer-reviewed scientific journal or officially announced by a credible institution.",0.25,"Given that a Viable Universal Quantum Computer with Over 1,000 Qubits Is Demonstrated by December 31, 2027, will Quantum Error Correction Techniques Reduce Logical Qubit Error Rates Below 0.1% by 2028?

Given that any research institution or company successfully demonstrates a universal quantum computer with coherent operations of over 1,000 logical qubits by December 31, 2027, this question asks if researchers will achieve a reduction in logical qubit error rates to below 0.1% using quantum error correction techniques by December 31, 2028. Confirmation requires publication in a peer-reviewed journal or official announcements from the research teams involved. This resolves as NO only if the demonstration occurs and the error rate reduction does not; it resolves as YES in all other cases (if the demonstration doesn't occur, or if both the demonstration and error rate reduction occur).",0.85,"Will Both a Viable Universal Quantum Computer with Over 1,000 Qubits Be Demonstrated by December 31, 2027, and Will Quantum Error Correction Techniques Reduce Logical Qubit Error Rates Below 0.1% by 2028 Given This Demonstration?

Will both of the following occur: (a) Any research institution or company successfully demonstrates a universal quantum computer with coherent operations of over 1,000 logical qubits by December 31, 2027, with the demonstration being publicly documented in a peer-reviewed scientific journal or officially announced by a credible institution; and (b) Conditional on this successful demonstration, researchers achieve a reduction in logical qubit error rates to below 0.1% using quantum error correction techniques by December 31, 2028, with confirmation requiring publication in a peer-reviewed journal or official announcements from the research teams involved?",0.25,,,0.06508832693459266
cond,"Will Commercial Fusion Energy Be Added to an Electrical Grid by 2035?

Will a commercially viable nuclear fusion reactor be connected to an electrical grid and supply energy to consumers by December 31, 2035? Confirmation requires official statements from energy companies and regulatory approvals documented by government bodies.",0.25,"Given that Commercial Fusion Energy Is Added to an Electrical Grid by 2035, Will Global Oil Demand Decrease by Over 50% by 2040? Body: Given that a commercially viable nuclear fusion reactor is connected to an electrical grid and supplies energy to consumers by December 31, 2035, this question asks if global oil demand will decrease by more than 50% from its 2035 level by December 31, 2040. Confirmation requires official statements from energy companies and regulatory approvals documented by government bodies for the fusion energy connection, and data from reputable energy industry reports like those from the IEA or OPEC for the oil demand decrease.

Given that a commercially viable nuclear fusion reactor is connected to an electrical grid and supplies energy to consumers by December 31, 2035, this question asks if global oil demand will decrease by more than 50% from its 2035 level by December 31, 2040. Confirmation requires official statements from energy companies and regulatory approvals documented by government bodies for the fusion energy connection, and data from reputable energy industry reports like those from the IEA or OPEC for the oil demand decrease.",0.15,"Will Both Commercial Fusion Energy Be Added to an Electrical Grid by 2035 and, Given This, Will Global Oil Demand Decrease by Over 50% by 2040? Body: Will both of the following occur: (a) A commercially viable nuclear fusion reactor is connected to an electrical grid and supplies energy to consumers by December 31, 2035, with confirmation requiring official statements from energy companies and regulatory approvals documented by government bodies. (b) Conditional on commercial fusion energy being connected to an electrical grid by December 31, 2035, global oil demand decreases by more than 50% from its 2035 level by December 31, 2040, with data sourced from reputable energy industry reports like those from the IEA or OPEC.

Will both of the following occur: (a) A commercially viable nuclear fusion reactor is connected to an electrical grid and supplies energy to consumers by December 31, 2035, with confirmation requiring official statements from energy companies and regulatory approvals documented by government bodies. (b) Conditional on commercial fusion energy being connected to an electrical grid by December 31, 2035, global oil demand decreases by more than 50% from its 2035 level by December 31, 2040, with data sourced from reputable energy industry reports like those from the IEA or OPEC.",0.05,,,0.05074115975726063
cond,"Will a Major Cyberattack on Critical Infrastructure Cause Widespread Blackouts in a G7 Country by 2025?

Will a coordinated cyberattack result in significant blackouts affecting at least 10 million people in a G7 country for more than 24 hours by December 31, 2025? Confirmation requires official government reports and coverage by reputable news organizations.",0.15,"Given that a Major Cyberattack on Critical Infrastructure Causes Widespread Blackouts in a G7 Country by 2025, Will It Lead to International Cyberwarfare Accords by 2027?

Given that a coordinated cyberattack results in significant blackouts affecting at least 10 million people in a G7 country for more than 24 hours by December 31, 2025, this question asks if nations will establish international accords on cyberwarfare regulations by December 31, 2027. Evidence includes signed treaties or agreements recognized by international bodies like the UN. This resolves as NO only if the cyberattack occurs and no such accords are established by the deadline; it resolves as YES in all other cases.",0.65,"Will a Major Cyberattack on Critical Infrastructure Cause Widespread Blackouts in a G7 Country by 2025 AND Lead to International Cyberwarfare Accords by 2027? Body: Will both of the following occur: (a) A coordinated cyberattack results in significant blackouts affecting at least 10 million people in a G7 country for more than 24 hours by December 31, 2025, confirmed by official government reports and reputable news organizations. (b) Conditional on such a cyberattack occurring, nations establish international accords on cyberwarfare regulations by December 31, 2027, evidenced by signed treaties or agreements recognized by international bodies like the UN.

Will both of the following occur: (a) A coordinated cyberattack results in significant blackouts affecting at least 10 million people in a G7 country for more than 24 hours by December 31, 2025, confirmed by official government reports and reputable news organizations. (b) Conditional on such a cyberattack occurring, nations establish international accords on cyberwarfare regulations by December 31, 2027, evidenced by signed treaties or agreements recognized by international bodies like the UN.",0.15,,,0.12124759818378954
cond,"Will the First Human Brain Upload to a Digital Substrate Be Achieved by 2045?

Will scientists successfully transfer the complete functional consciousness of a human brain to a digital substrate, effectively achieving mind uploading, by December 31, 2045? Confirmation requires peer-reviewed publication and ethical approval acknowledgments.",0.15,"Given that the First Human Brain Upload to a Digital Substrate Is Achieved by 2045, will Legal Systems Grant Digital Consciousnesses Full Personhood Rights by 2050?

Given that scientists successfully transfer the complete functional consciousness of a human brain to a digital substrate, effectively achieving mind uploading, by December 31, 2045, this question asks if any major country's legal system will grant full personhood rights to digital consciousnesses by December 31, 2050. Evidence includes enacted laws or legal precedents. This resolves as NO only if the brain upload occurs by 2045 and no legal system grants personhood rights by 2050; it resolves as YES in all other cases.",0.25,"Will Both Human Brain Uploading Be Achieved by 2045 and Legal Systems Grant Digital Consciousnesses Full Personhood Rights by 2050? Body: Will both of the following occur: (a) Scientists successfully transfer the complete functional consciousness of a human brain to a digital substrate, effectively achieving mind uploading, by December 31, 2045? Confirmation requires peer-reviewed publication and ethical approval acknowledgments. (b) Given the achievement of human brain uploading by December 31, 2045, will any major country's legal system grant full personhood rights to digital consciousnesses by December 31, 2050? Evidence includes enacted laws or legal precedents.

Will both of the following occur: (a) Scientists successfully transfer the complete functional consciousness of a human brain to a digital substrate, effectively achieving mind uploading, by December 31, 2045? Confirmation requires peer-reviewed publication and ethical approval acknowledgments. (b) Given the achievement of human brain uploading by December 31, 2045, will any major country's legal system grant full personhood rights to digital consciousnesses by December 31, 2050? Evidence includes enacted laws or legal precedents.",0.05,,,0.05074115975726063
