check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will a universal vaccine effective against all influenza strains be available by 2028?

Will researchers develop and make available to the public a universal influenza vaccine that is effective against all known strains of the flu virus, by December 31, 2028? Confirmation will be based on FDA or EMA approval and public vaccination programs.",0.15,"Will both a universal influenza vaccine fail to be available by 2028 AND global influenza infection rates remain unchanged or increase post-vaccine?

Will both of the following occur: (a) Researchers fail to develop and make available to the public a universal influenza vaccine that is effective against all known strains of the flu virus by December 31, 2028? Confirmation will be based on the absence of FDA or EMA approval and the lack of public vaccination programs. (b) Despite the availability of a universal influenza vaccine by December 31, 2028, will global influenza infection rates remain the same or increase in the subsequent two years (2029-2030) compared to pre-2028 levels? Confirmation will be based on data from WHO and global health surveillance reports.",0.65,"Will either a universal influenza vaccine be available by 2028 or will global infection rates remain unchanged or increase post-vaccine?

Will either of the following occur:  
(a) Researchers develop and make available to the public a universal influenza vaccine that is effective against all known strains of the flu virus by December 31, 2028? Confirmation will be based on FDA or EMA approval and public vaccination programs.  
(b) Despite the availability of a universal influenza vaccine by December 31, 2028, will global influenza infection rates remain the same or increase in the subsequent two years (2029-2030) compared to pre-2028 levels? Confirmation will be based on data from WHO and global health surveillance reports.",0.35,,,0.5891041519116005
but,"Will artificial organs grown from stem cells be transplanted by 2028?

Will medical researchers grow a fully functional human organ (e.g., heart, liver) entirely from stem cells in a laboratory and successfully transplant it into a patient, with the patient recovering normal function, by December 31, 2028? Confirmation will be based on peer-reviewed clinical trial results and regulatory approvals.",0.25,"Will both artificial organs fail to be transplanted by 2028 AND organ donation shortages persist by 2030? Body: Will both of the following occur: (a) Medical researchers fail to grow a fully functional human organ (e.g., heart, liver) entirely from stem cells in a laboratory and fail to successfully transplant it into a patient, with the patient recovering normal function, by December 31, 2028? Confirmation will be based on the absence of peer-reviewed clinical trial results and regulatory approvals. (b) Despite the successful transplantation of lab-grown artificial organs by December 31, 2028, the shortage of available organs for transplant continues, with waiting lists remaining as long or longer than before, by December 31, 2030? Confirmation will be based on transplant organization data and health statistics.

Will both of the following occur: (a) Medical researchers fail to grow a fully functional human organ (e.g., heart, liver) entirely from stem cells in a laboratory and fail to successfully transplant it into a patient, with the patient recovering normal function, by December 31, 2028? Confirmation will be based on the absence of peer-reviewed clinical trial results and regulatory approvals. (b) Despite the successful transplantation of lab-grown artificial organs by December 31, 2028, the shortage of available organs for transplant continues, with waiting lists remaining as long or longer than before, by December 31, 2030? Confirmation will be based on transplant organization data and health statistics.",0.65,"Will either artificial organs be transplanted by 2028 or organ donation shortages persist despite such transplants by 2030?

Will either of the following occur: 
(a) Medical researchers grow a fully functional human organ (e.g., heart, liver) entirely from stem cells in a laboratory and successfully transplant it into a patient, with the patient recovering normal function, by December 31, 2028? Confirmation will be based on peer-reviewed clinical trial results and regulatory approvals. 
(b) Despite the successful transplantation of lab-grown artificial organs by December 31, 2028, will the shortage of available organs for transplant continue, with waiting lists remaining as long or longer than before, by December 31, 2030? Confirmation will be based on transplant organization data and health statistics.",0.75,,,0.1930868163320824
cond,"Will a commercially viable fusion power plant supply electricity to a national grid by 2035?

Will an operational nuclear fusion power plant, capable of supplying continuous electricity to a national power grid at commercially competitive rates, be completed and come online by December 31, 2035? Resolution will be based on official announcements from national energy authorities and the operating company, confirmed by reputable international news sources.",0.15,"Given that a commercially viable fusion power plant supplies electricity to a national grid by 2035, will global CO₂ emissions decrease by at least 20% following its launch?

Given that an operational nuclear fusion power plant, capable of supplying continuous electricity to a national power grid at commercially competitive rates, is completed and comes online by December 31, 2035, this question asks if global carbon dioxide emissions will decrease by at least 20% compared to the previous year in the first full year following its launch. Resolution will be based on data from the International Energy Agency (IEA) and other reputable environmental monitoring organizations.",0.05,"Will both a commercially viable fusion power plant supply electricity to a national grid by 2035 AND global CO₂ emissions decrease by at least 20% following its launch? Body: Will both of the following occur: (a) An operational nuclear fusion power plant, capable of supplying continuous electricity to a national power grid at commercially competitive rates, be completed and come online by December 31, 2035? Resolution will be based on official announcements from national energy authorities and the operating company, confirmed by reputable international news sources. (b) If a commercially viable fusion power plant begins supplying electricity to a national grid by December 31, 2035, will global carbon dioxide emissions decrease by at least 20% compared to the previous year in the first full year following its launch? Resolution will be based on data from the International Energy Agency (IEA) and other reputable environmental monitoring organizations.

Will both of the following occur: (a) An operational nuclear fusion power plant, capable of supplying continuous electricity to a national power grid at commercially competitive rates, be completed and come online by December 31, 2035? Resolution will be based on official announcements from national energy authorities and the operating company, confirmed by reputable international news sources. (b) If a commercially viable fusion power plant begins supplying electricity to a national grid by December 31, 2035, will global carbon dioxide emissions decrease by at least 20% compared to the previous year in the first full year following its launch? Resolution will be based on data from the International Energy Agency (IEA) and other reputable environmental monitoring organizations.",0.05,,,0.19027996359371832
cond,"Will a global pandemic with a fatality rate exceeding 10% occur by 2030?

Will a new infectious disease cause a global pandemic resulting in a mortality rate exceeding 10% of those infected, with widespread impact across multiple continents, by December 31, 2030? Confirmation will be based on official WHO reports and global health data.",0.05,"Given that a global pandemic with a fatality rate exceeding 10% occurs by 2030, will it lead to permanent international border closures?

Given that a new infectious disease causes a global pandemic resulting in a mortality rate exceeding 10% of those infected, with widespread impact across multiple continents, by December 31, 2030, this question asks if it will result in at least three major countries permanently closing their international borders to all travel and immigration by December 31, 2031. Confirmation will be based on official government policies and announcements.",0.15,"Will both a global pandemic with a fatality rate exceeding 10% occur by 2030 AND lead to permanent international border closures? Body: Will both of the following occur: (a) A new infectious disease causes a global pandemic resulting in a mortality rate exceeding 10% of those infected, with widespread impact across multiple continents, by December 31, 2030. Confirmation will be based on official WHO reports and global health data. (b) If such a pandemic occurs by December 31, 2030, it results in at least three major countries permanently closing their international borders to all travel and immigration by December 31, 2031. Confirmation will be based on official government policies and announcements.

Will both of the following occur: (a) A new infectious disease causes a global pandemic resulting in a mortality rate exceeding 10% of those infected, with widespread impact across multiple continents, by December 31, 2030. Confirmation will be based on official WHO reports and global health data. (b) If such a pandemic occurs by December 31, 2030, it results in at least three major countries permanently closing their international borders to all travel and immigration by December 31, 2031. Confirmation will be based on official government policies and announcements.",0.01,,,0.022553203740992237
cond,"Will a large-scale geoengineering project combat climate change by 2032?

Will governments or international organizations implement a large-scale geoengineering intervention, such as stratospheric aerosol injection or ocean fertilization, aimed at reducing global temperatures, by December 31, 2032? Confirmation will be based on official policy announcements and deployment reports.",0.25,"Given that a large-scale geoengineering project combats climate change by 2032, will unintended consequences lead to international conflicts by 2035?

Given that governments or international organizations implement a large-scale geoengineering intervention, such as stratospheric aerosol injection or ocean fertilization, aimed at reducing global temperatures by December 31, 2032, this question asks if unforeseen side effects will result in significant international disputes or conflicts, including economic sanctions or military engagements, by December 31, 2035. Confirmation will be based on reports from reputable international relations organizations and news outlets.",0.35,"Will both a large-scale geoengineering project be implemented by 2032 and lead to international conflicts by 2035?

Will both of the following occur: (a) Governments or international organizations implement a large-scale geoengineering intervention, such as stratospheric aerosol injection or ocean fertilization, aimed at reducing global temperatures, by December 31, 2032. Confirmation will be based on official policy announcements and deployment reports. (b) If such a geoengineering project is deployed by December 31, 2032, will unforeseen side effects result in significant international disputes or conflicts, including economic sanctions or military engagements, by December 31, 2035? Confirmation will be based on reports from reputable international relations organizations and news outlets.",0.15,,,0.15354481122196048
expevidence,"Will human brain-to-brain communication be demonstrated over the internet by 2027?

Will researchers successfully demonstrate direct brain-to-brain communication between two humans over the internet, involving the transmission and reception of thoughts or sensory experiences without verbal or textual interfaces, by December 31, 2027? Confirmation will be based on peer-reviewed publications and verified experimental results.",0.15,"Will brain-to-brain communication technologies become commercially available by 2028?

Based on the successful demonstration of human brain-to-brain communication over the internet by December 31, 2027, will any company release a commercially available product enabling this technology to the public by December 31, 2028? Confirmation will be from official product releases and marketing materials from credible companies.",0.15,"Given that human brain-to-brain communication is demonstrated over the internet by 2027, will brain-to-brain communication technologies become commercially available by 2028?

Given that researchers successfully demonstrate direct brain-to-brain communication between two humans over the internet, involving the transmission and reception of thoughts or sensory experiences without verbal or textual interfaces, by December 31, 2027, this question asks if any company will release a commercially available product enabling this technology to the public by December 31, 2028. Confirmation will be from official product releases and marketing materials from credible companies. This resolves as NO only if the demonstration occurs and no commercial product is released by the specified date; it resolves as YES in all other cases.",0.35,"Given that human brain-to-brain communication is demonstrated over the internet by 2027, will brain-to-brain communication technologies fail to become commercially available by 2028?

Given that researchers successfully demonstrate direct brain-to-brain communication between two humans over the internet, involving the transmission and reception of thoughts or sensory experiences without verbal or textual interfaces, by December 31, 2027, this question asks if no company will release a commercially available product enabling human brain-to-brain communication over the internet to the public by December 31, 2028. Confirmation will be from the absence of official product releases and marketing materials from credible companies.",0.75,1.003642057204026
expevidence,"Will physicists confirm extra spatial dimensions by 2035?

Will experimental physicists obtain and publish empirical evidence confirming the existence of extra spatial dimensions beyond the known three, with results widely accepted by the physics community by December 31, 2035? Confirmation will be based on publications in top-tier scientific journals and consensus at major conferences.",0.15,"Will this discovery enable faster-than-light travel by 2045?

As a result of confirming extra spatial dimensions by December 31, 2035, will technological advancements enable practical faster-than-light travel, with at least one successful demonstration of a spacecraft achieving superluminal speeds by December 31, 2045? Confirmation will come from official space agency reports and peer-reviewed publications.",0.01,"Given that physicists confirm extra spatial dimensions by 2035, will this discovery enable faster-than-light travel by 2045?

Given that experimental physicists obtain and publish empirical evidence confirming the existence of extra spatial dimensions beyond the known three, with results widely accepted by the physics community by December 31, 2035, this question asks if technological advancements will enable practical faster-than-light travel, with at least one successful demonstration of a spacecraft achieving superluminal speeds by December 31, 2045. Confirmation will come from official space agency reports and peer-reviewed publications.",0.05,"Given that physicists confirm extra spatial dimensions by 2035, will faster-than-light travel remain unachievable by 2045 despite the discovery?

Given that experimental physicists obtain and publish empirical evidence confirming the existence of extra spatial dimensions beyond the known three, with results widely accepted by the physics community by December 31, 2035, this question asks if technological advancements will fail to enable practical faster-than-light travel, with no successful demonstration of a spacecraft achieving superluminal speeds by December 31, 2045. Confirmation will come from official space agency reports and peer-reviewed publications. This resolves as NO only if extra spatial dimensions are confirmed by 2035 and faster-than-light travel is achieved by 2045; it resolves as YES in all other cases.",0.95,1.8486632622484125
consequence,"Will an artificial general intelligence (AGI) pass the Turing Test by 2035?

Will an AI system be publicly acknowledged by leading AI researchers to have passed the Turing Test, convincingly exhibiting human-level general intelligence across a wide range of tasks, by December 31, 2035? Confirmation will be based on publications in leading scientific journals or announcements by major AI organizations.",0.35,"Will global treaties regulate AGI development as a result by 2040?

Following the public acknowledgement of an AI system passing the Turing Test by December 31, 2035, will international treaties be ratified by major world powers (including at least the US, EU, China, and Russia) to regulate AGI development and deployment by December 31, 2040? Confirmation will be based on official treaty documents and government announcements.",0.55,,,,,0.0
consequence,"Will human cloning resulting in a live birth be publicly acknowledged by 2030?

Will scientists successfully clone a human being resulting in a live birth, with public acknowledgement and verification from reputable scientific entities, by December 31, 2030? Confirmation will be based on peer-reviewed publications and official statements.",0.15,"Will global legislation ban human cloning by 2032?

Following the public acknowledgement of a successful human cloning resulting in a live birth by December 31, 2030, will major international bodies and at least 30 countries enact legislation that explicitly bans human cloning by December 31, 2032? Confirmation will come from official legal documents and announcements.",0.65,,,,,0.0
paraphrase,"Will scientists achieve teleportation of macroscopic objects by 2040?

Will researchers develop technology that enables the teleportation of macroscopic inanimate objects (visible to the naked eye) over any distance, with the object being disassembled and reassembled without loss of function or integrity, by December 31, 2040? Confirmation will be based on peer-reviewed publications and verified demonstrations.",0.05,"Will macroscopic objects be successfully teleported by scientists before 2041?

Will scientists achieve the teleportation of macroscopic objects (as defined above) by December 31, 2040, allowing objects to be instantaneously moved from one location to another? Confirmation will be based on peer-reviewed scientific literature and authenticated experimental results.",0.05,,,,,0.0
