check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will global antibiotic resistance render current antibiotics ineffective by 2045?

Will antibiotic-resistant bacteria evolve to a point where over 50% of current antibiotics are ineffective against common infections by December 31, 2045, as reported by WHO and leading medical journals?",0.35,"Will both global antibiotic resistance fail to render current antibiotics ineffective and new classes of antibiotics be developed to combat superbugs by 2045?

Will both of the following occur by December 31, 2045: (a) Antibiotic-resistant bacteria will fail to evolve to a point where over 50% of current antibiotics are ineffective against common infections, as reported by WHO and leading medical journals, and (b) Entirely new classes of antibiotics will be discovered and made widely available, effectively treating antibiotic-resistant bacteria, as confirmed by FDA approvals and medical literature? Resolution criteria: For (a), confirmation will be based on reports from WHO and leading medical journals. For (b), confirmation will be based on FDA approvals and publications in medical literature.",0.45,"Will either global antibiotic resistance render current antibiotics ineffective or new classes of antibiotics be developed to combat superbugs by 2045?

Will either of the following occur by December 31, 2045: (a) Antibiotic-resistant bacteria evolve to a point where over 50% of current antibiotics are ineffective against common infections, as reported by WHO and leading medical journals, or (b) entirely new classes of antibiotics are discovered and made widely available, effectively treating antibiotic-resistant bacteria, as confirmed by FDA approvals and medical literature? Resolution criteria: For (a), confirmation will be based on reports from WHO and leading medical journals. For (b), confirmation will be based on FDA approvals and publications in medical literature.",0.65,,,0.17883775448910003
but,"Will organ cloning eliminate the need for transplants from donors by 2035?

Will technology enable the cloning of all human organs suitable for transplantation, eliminating the need for donor organs by December 31, 2035, as approved by regulatory agencies and implemented in medical practice?",0.25,"Will both organ cloning fail to eliminate the need for donor transplants and organ shortages persist with growing waitlists by 2035?

Will both of the following occur by December 31, 2035: (a) Technology will fail to enable the cloning of all human organs suitable for transplantation, thereby not eliminating the need for donor organs, as approved by regulatory agencies and implemented in medical practice; and (b) The number of patients on organ transplant waiting lists will increase due to continued shortages, as reported by global health organizations? Resolution criteria: Both conditions must be met for a ""Yes"" answer.",0.65,"Will either organ cloning eliminate the need for donor transplants or will organ shortages persist with growing waitlists by 2035?

Will either of the following occur by December 31, 2035: (a) Technology will enable the cloning of all human organs suitable for transplantation, eliminating the need for donor organs, as approved by regulatory agencies and implemented in medical practice. (b) The number of patients on organ transplant waiting lists will increase due to continued shortages, as reported by global health organizations? Resolution criteria: For (a), the resolution will be based on reports from regulatory agencies and medical practice implementations. For (b), the resolution will be based on reports from global health organizations regarding the number of patients on waiting lists.",0.85,,,0.06782194340594874
cond,"Will humanity establish a permanent, self-sustaining colony on Mars by 2050?

Will humans establish a permanent settlement on Mars that is capable of self-sustaining life support (e.g., food, water, air) without resupply from Earth by December 31, 2050, as confirmed by official announcements from space agencies or governments and reported in major news outlets?",0.15,"Given that humanity establishes a permanent, self-sustaining colony on Mars by 2050, will significant terraforming efforts begin on Mars by 2060?

Given that humans establish a permanent settlement on Mars that is capable of self-sustaining life support (e.g., food, water, air) without resupply from Earth by December 31, 2050, as confirmed by official announcements from space agencies or governments and reported in major news outlets, this question asks if any recognized space agency or consortium of agencies will begin large-scale terraforming projects on Mars by December 31, 2060, as evidenced by official project commencement announcements and reported by major international news organizations. This resolves as NO only if the colony is established by 2050 and terraforming efforts do not begin by 2060; it resolves as YES in all other cases.",0.15,"Will both a permanent, self-sustaining colony be established on Mars by 2050 AND significant terraforming efforts begin on Mars by 2060? Body: Will both of the following occur: (a) Humans establish a permanent settlement on Mars that is capable of self-sustaining life support (e.g., food, water, air) without resupply from Earth by December 31, 2050, as confirmed by official announcements from space agencies or governments and reported in major news outlets; AND (b) Any recognized space agency or consortium of agencies begin large-scale terraforming projects on Mars by December 31, 2060, as evidenced by official project commencement announcements and reported by major international news organizations?

Will both of the following occur: (a) Humans establish a permanent settlement on Mars that is capable of self-sustaining life support (e.g., food, water, air) without resupply from Earth by December 31, 2050, as confirmed by official announcements from space agencies or governments and reported in major news outlets; AND (b) Any recognized space agency or consortium of agencies begin large-scale terraforming projects on Mars by December 31, 2060, as evidenced by official project commencement announcements and reported by major international news organizations?",0.05,,,0.11808177212832302
cond,"Will a general artificial intelligence (AGI) pass the Turing Test by 2040?

Will an artificial intelligence system demonstrate human-level intelligence across a wide range of tasks and pass the Turing Test, as agreed upon by a panel of leading AI experts, by December 31, 2040?",0.35,"Given that a general artificial intelligence (AGI) passes the Turing Test by 2040, will ethical guidelines for AGI be globally standardized by 2045?

Given that an artificial intelligence system demonstrates human-level intelligence across a wide range of tasks and passes the Turing Test, as agreed upon by a panel of leading AI experts, by December 31, 2040, this question asks if international bodies will establish and ratify globally accepted ethical guidelines governing the development and deployment of AGI by December 31, 2045, as confirmed by official agreements and reported in international policy forums.",0.45,"Will both a general artificial intelligence (AGI) pass the Turing Test by 2040 AND ethical guidelines for AGI be globally standardized by 2045? Body: Will both of the following occur: (a) An artificial intelligence system demonstrates human-level intelligence across a wide range of tasks and passes the Turing Test, as agreed upon by a panel of leading AI experts, by December 31, 2040. (b) International bodies establish and ratify globally accepted ethical guidelines governing the development and deployment of AGI by December 31, 2045, as confirmed by official agreements and reported in international policy forums?

Will both of the following occur: (a) An artificial intelligence system demonstrates human-level intelligence across a wide range of tasks and passes the Turing Test, as agreed upon by a panel of leading AI experts, by December 31, 2040. (b) International bodies establish and ratify globally accepted ethical guidelines governing the development and deployment of AGI by December 31, 2045, as confirmed by official agreements and reported in international policy forums?",0.15,,,0.016569275982826866
cond,"Will a global artificial general intelligence governance framework be established by 2035?

Will international governing bodies implement a comprehensive and enforceable framework regulating the development and use of artificial general intelligence by December 31, 2035, as confirmed by official agreements and international law?",0.25,"Given that a global artificial general intelligence governance framework is established by 2035, will a major AGI-related incident occur by 2040?

Given that international governing bodies implement a comprehensive and enforceable framework regulating the development and use of artificial general intelligence by December 31, 2035, as confirmed by official agreements and international law, this question asks if there will be a significant incident involving AGI leading to substantial societal harm (e.g., economic disruption, loss of life) by December 31, 2040, as reported by major news outlets and confirmed by official investigations. The question resolves as NO only if the framework is established by 2035 and the incident does not occur by 2040; it resolves as YES in all other cases.",0.35,"Will both a global AGI governance framework be established by 2035 and a major AGI-related incident occur by 2040?

Will both of the following occur: (a) International governing bodies implement a comprehensive and enforceable framework regulating the development and use of artificial general intelligence by December 31, 2035, as confirmed by official agreements and international law, and (b) A significant incident involving AGI leading to substantial societal harm (e.g., economic disruption, loss of life) occurs by December 31, 2040, as reported by major news outlets and confirmed by official investigations?",0.25,,,0.34205788999929915
cond,"Will a human achieve biological immortality through medical intervention by 2070?

Will medical science extend an individual human's biological lifespan indefinitely, effectively achieving biological immortality, by December 31, 2070, as documented in peer-reviewed medical journals?",0.05,"Given that a human achieves biological immortality through medical intervention by 2070, will overpopulation concerns lead to global birth rate regulations by 2080?

Given that medical science extends an individual human's biological lifespan indefinitely, effectively achieving biological immortality, by December 31, 2070, as documented in peer-reviewed medical journals, this question asks if international agreements will be in place to regulate birth rates globally due to overpopulation concerns by December 31, 2080, as confirmed by United Nations policies and international law. This resolves as NO only if biological immortality is achieved by 2070 and global birth rate regulations are not in place by 2080; it resolves as YES in all other cases.",0.65,"Will both a human achieve biological immortality through medical intervention by 2070 AND global birth rate regulations be implemented due to overpopulation concerns by 2080? Body: Will both of the following occur: (a) Medical science extends an individual human's biological lifespan indefinitely, effectively achieving biological immortality, by December 31, 2070, as documented in peer-reviewed medical journals. (b) International agreements are in place to regulate birth rates globally due to overpopulation concerns by December 31, 2080, as confirmed by United Nations policies and international law.

Will both of the following occur: (a) Medical science extends an individual human's biological lifespan indefinitely, effectively achieving biological immortality, by December 31, 2070, as documented in peer-reviewed medical journals. (b) International agreements are in place to regulate birth rates globally due to overpopulation concerns by December 31, 2080, as confirmed by United Nations policies and international law.",0.01,,,0.1266977453163713
expevidence,"Will a human brain be successfully uploaded to a digital medium with consciousness preserved by 2045?

Will there be a verified instance where a human's brain functions are fully replicated in a digital medium, preserving consciousness and self-awareness, by December 31, 2045, as documented in peer-reviewed scientific publications?",0.15,"Will the field of neuroscience fully map the human connectome with synaptic-level detail by 2040?

Will neuroscientists successfully complete a full mapping of the human brain's neural connections at the synaptic level by December 31, 2040, as published in leading scientific journals and confirmed by the global neuroscience community?",0.25,"Given that the field of neuroscience fully maps the human connectome with synaptic-level detail by 2040, will a human brain be successfully uploaded to a digital medium with consciousness preserved by 2045?

Given that neuroscientists successfully complete a full mapping of the human brain's neural connections at the synaptic level by December 31, 2040, as published in leading scientific journals and confirmed by the global neuroscience community, this question asks if there will be a verified instance where a human's brain functions are fully replicated in a digital medium, preserving consciousness and self-awareness, by December 31, 2045, as documented in peer-reviewed scientific publications. This resolves as NO only if the mapping occurs and the brain upload does not occur; it resolves as YES in all other cases (if the mapping doesn't occur, or if both the mapping and brain upload occur).",0.35,"Given that the field of neuroscience fails to fully map the human connectome with synaptic-level detail by 2040, will a human brain be successfully uploaded to a digital medium with consciousness preserved by 2045?

Given that neuroscientists fail to successfully complete a full mapping of the human brain's neural connections at the synaptic level by December 31, 2040, as published in leading scientific journals and confirmed by the global neuroscience community, this question asks if there will be a verified instance where a human's brain functions are fully replicated in a digital medium, preserving consciousness and self-awareness, by December 31, 2045, as documented in peer-reviewed scientific publications. This resolves as NO only if the mapping fails by 2040 and the brain upload does not occur by 2045; it resolves as YES in all other cases.",0.15,0.10613403108433259
expevidence,"Will CRISPR technology cure all forms of hereditary genetic diseases by 2045?

Will CRISPR or related gene-editing technologies be used to develop treatments that can cure all known hereditary genetic diseases by December 31, 2045, as documented in medical journals and approved by international health organizations?",0.15,"Will CRISPR technology face a global moratorium due to unforeseen consequences by 2040?

Will leading international bodies, such as the WHO or United Nations, impose a global moratorium on the use of CRISPR technology in humans due to serious ethical or safety concerns by December 31, 2040, as reported in official statements and global news outlets?",0.25,"Given that CRISPR technology faces a global moratorium due to unforeseen consequences by 2040, will it cure all forms of hereditary genetic diseases by 2045?

Given that leading international bodies, such as the WHO or United Nations, impose a global moratorium on the use of CRISPR technology in humans due to serious ethical or safety concerns by December 31, 2040, as reported in official statements and global news outlets, this question asks if CRISPR or related gene-editing technologies will be used to develop treatments that can cure all known hereditary genetic diseases by December 31, 2045, as documented in medical journals and approved by international health organizations. This resolves as NO only if the moratorium occurs and CRISPR does not cure all hereditary genetic diseases by 2045; it resolves as YES in all other cases.",0.85,"Given that CRISPR technology avoids a global moratorium due to unforeseen consequences by 2040, will it cure all forms of hereditary genetic diseases by 2045?

Given that leading international bodies, such as the WHO or United Nations, refrain from imposing a global moratorium on the use of CRISPR technology in humans due to serious ethical or safety concerns by December 31, 2040, as reported in official statements and global news outlets, this question asks if CRISPR or related gene-editing technologies will be used to develop treatments that can cure all known hereditary genetic diseases by December 31, 2045, as documented in medical journals and approved by international health organizations. This resolves as NO only if the moratorium is avoided and the cure is not achieved; it resolves as YES in all other cases.",0.15,0.31947154865809185
expevidence,"Will nanotechnology enable targeted cancer therapies with over 90% success rate by 2035?

Will nanotechnology-based treatments be developed that achieve a cure rate exceeding 90% across all types of cancer by December 31, 2035, as documented in clinical trials and approved by international health authorities?",0.25,"Will cancer remain a leading cause of death worldwide by 2035?

Will cancer still be among the top three leading causes of death globally by December 31, 2035, according to data from the World Health Organization?",0.85,"Given that cancer remains a leading cause of death worldwide by 2035, will nanotechnology enable targeted cancer therapies with over 90% success rate by 2035?

Given that cancer is still among the top three leading causes of death globally by December 31, 2035, according to data from the World Health Organization, this question asks if nanotechnology-based treatments will be developed that achieve a cure rate exceeding 90% across all types of cancer by December 31, 2035, as documented in clinical trials and approved by international health authorities. This resolves as NO only if cancer remains a leading cause of death and such nanotechnology-based treatments are not developed; it resolves as YES in all other cases.",0.15,"Given that cancer fails to remain a leading cause of death worldwide by 2035, will nanotechnology enable targeted cancer therapies with over 90% success rate by 2035?

Given that cancer is not among the top three leading causes of death globally by December 31, 2035, according to data from the World Health Organization, this question asks if nanotechnology-based treatments will be developed that achieve a cure rate exceeding 90% across all types of cancer by December 31, 2035, as documented in clinical trials and approved by international health authorities. This resolves as NO only if cancer is not a leading cause of death and nanotechnology does not achieve the specified success rate; it resolves as YES in all other cases.",0.65,0.044359967117565464
expevidence,"Will dark matter be directly detected by 2040?

Will experiments yield direct detection of dark matter particles by December 31, 2040, as confirmed by peer-reviewed publications and recognized by the Nobel Prize committee?",0.35,"Will modifications to the laws of gravity replace dark matter theories by 2040?

Will the majority of physicists accept a modified theory of gravity that eliminates the need for dark matter by December 31, 2040, as evidenced by consensus statements and leading scientific publications?",0.15,"Given that modifications to the laws of gravity replace dark matter theories by 2040, will dark matter be directly detected by 2040?

Given that the majority of physicists accept a modified theory of gravity that eliminates the need for dark matter by December 31, 2040, as evidenced by consensus statements and leading scientific publications, this question asks if experiments will yield direct detection of dark matter particles by December 31, 2040, as confirmed by peer-reviewed publications and recognized by the Nobel Prize committee. This resolves as NO only if the modified theory of gravity is accepted and dark matter is not directly detected; it resolves as YES in all other cases (if the modified theory is not accepted, or if both the theory is accepted and dark matter is detected).",0.65,"Given that modifications to the laws of gravity fail to replace dark matter theories by 2040, will dark matter be directly detected by 2040?

Given that the majority of physicists do not accept a modified theory of gravity that eliminates the need for dark matter by December 31, 2040, as evidenced by a lack of consensus statements and absence in leading scientific publications, this question asks if experiments will yield direct detection of dark matter particles by December 31, 2040, as confirmed by peer-reviewed publications and recognized by the Nobel Prize committee.",0.35,0.07032430469181623
