check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will genetic engineering enable 'designer babies' becoming a norm by 2035?

Will the use of genetic engineering for selecting or altering embryos to enhance desirable traits become a commonly accepted practice in at least 10 countries by December 31, 2035? Resolution criteria: Reports from international medical societies and legislation permitting the practice.",0.25,"Will both genetic engineering fail to make 'designer babies' a norm and international accords ban genetic modifications of human embryos by 2035? Body: Will both of the following occur by December 31, 2035: (a) The use of genetic engineering for selecting or altering embryos to enhance desirable traits will fail to become a commonly accepted practice in at least 10 countries. This will be determined by reports from international medical societies and legislation permitting the practice. (b) Treaties or international agreements will be established prohibiting genetic modifications of human embryos, ratified by at least 75% of UN member states. This will be determined by official treaty documents and UN records.

Will both of the following occur by December 31, 2035: (a) The use of genetic engineering for selecting or altering embryos to enhance desirable traits will fail to become a commonly accepted practice in at least 10 countries. This will be determined by reports from international medical societies and legislation permitting the practice. (b) Treaties or international agreements will be established prohibiting genetic modifications of human embryos, ratified by at least 75% of UN member states. This will be determined by official treaty documents and UN records.",0.25,"Will either genetic engineering for 'designer babies' become a norm or international accords ban genetic modifications of human embryos by 2035?

Will either of the following occur by December 31, 2035: (a) The use of genetic engineering for selecting or altering embryos to enhance desirable traits becomes a commonly accepted practice in at least 10 countries? Resolution criteria: Reports from international medical societies and legislation permitting the practice. (b) Treaties or international agreements are established prohibiting genetic modifications of human embryos, ratified by at least 75% of UN member states? Resolution criteria: Official treaty documents and UN records.",0.35,,,0.1930868163320824
cond,"Will a universal basic income (UBI) program be implemented nationwide in at least two G7 countries by 2035?

Will at least two G7 nations officially implement and begin disbursing funds through a universal basic income program to all adult citizens by December 31, 2035? Resolution criteria: Official government announcements and commencement of UBI fund distribution confirmed by reputable international news sources.",0.25,"Given that a universal basic income (UBI) program is implemented nationwide in at least two G7 countries by 2035, will global income inequality decrease as measured by the Gini coefficient by 2035?

Given that at least two G7 nations officially implement and begin disbursing funds through a universal basic income program to all adult citizens by December 31, 2035, this question asks if the global Gini coefficient, as reported by the World Bank or United Nations, will show a statistically significant decrease by December 31, 2035 compared to its value in 2025. Resolution criteria: The question resolves as YES if either the UBI implementation occurs and the Gini coefficient decreases, or if the UBI implementation does not occur. It resolves as NO only if the UBI implementation occurs and the Gini coefficient does not decrease. Official reports from the World Bank or United Nations will be used to confirm the change in the global Gini coefficient.",0.75,"Will both a universal basic income be implemented in at least two G7 countries and global income inequality decrease by 2035? Body: Will both of the following occur by December 31, 2035: (a) At least two G7 nations officially implement and begin disbursing funds through a universal basic income program to all adult citizens, as confirmed by official government announcements and commencement of UBI fund distribution reported by reputable international news sources. (b) The global Gini coefficient, as reported by the World Bank or United Nations, shows a statistically significant decrease compared to its value in 2025, as indicated by official reports from the World Bank or United Nations.

Will both of the following occur by December 31, 2035: (a) At least two G7 nations officially implement and begin disbursing funds through a universal basic income program to all adult citizens, as confirmed by official government announcements and commencement of UBI fund distribution reported by reputable international news sources. (b) The global Gini coefficient, as reported by the World Bank or United Nations, shows a statistically significant decrease compared to its value in 2025, as indicated by official reports from the World Bank or United Nations.",0.15,,,0.07565536609337749
cond,"Will artificial general intelligence (AGI) pass the Turing Test by 2038?

Will an AI system be developed that can indistinguishably mimic human intelligence across a wide range of topics, successfully passing the Turing Test as administered by a panel of experts by December 31, 2038? Resolution criteria: Official evaluation organized by a recognized body such as the Alan Turing Institute.",0.35,"Given that artificial general intelligence (AGI) passes the Turing Test by 2038, will there be global regulations restricting the development of AGI by 2038?

Given that an AI system is developed that can indistinguishably mimic human intelligence across a wide range of topics, successfully passing the Turing Test as administered by a panel of experts by December 31, 2038, this question asks if international agreements or laws will be enacted by major countries to limit or oversee the development of artificial general intelligence by the same date. Resolution criteria: The first condition resolves based on an official evaluation organized by a recognized body such as the Alan Turing Institute. The second condition resolves based on official policy documents, treaties, or legislation passed by governments.",0.75,"Will both AGI pass the Turing Test and global regulations restrict AGI development by 2038?

Will both of the following occur by December 31, 2038: (a) An AI system will be developed that can indistinguishably mimic human intelligence across a wide range of topics, successfully passing the Turing Test as administered by a panel of experts, with resolution based on an official evaluation organized by a recognized body such as the Alan Turing Institute; and (b) International agreements or laws will be enacted by major countries to limit or oversee the development of artificial general intelligence, with resolution based on official policy documents, treaties, or legislation passed by governments?",0.15,,,0.21281889251417385
cond,"Will a global pandemic cause a cumulative death toll exceeding 1% of the world population between 2030 and 2040?

Will a pandemic emerge that results in deaths surpassing 1% of the global population during the period January 1, 2030, to December 31, 2040? Resolution criteria: Mortality data confirmed by the World Health Organization.",0.15,"Given that a global pandemic causes a cumulative death toll exceeding 1% of the world population between 2030 and 2040, will international travel be universally restricted for over a year due to health concerns by 2040?

Given that a pandemic emerges resulting in deaths surpassing 1% of the global population during the period January 1, 2030, to December 31, 2040, this question asks if there will be a global consensus leading to the restriction of international travel for all countries for a continuous period exceeding one year before December 31, 2040, due to health-related issues. Resolution criteria: Mortality data confirmed by the World Health Organization for the pandemic condition, and official proclamations by the United Nations World Tourism Organization and government policies for the travel restriction condition.",0.25,"Will both a global pandemic cause a cumulative death toll exceeding 1% of the world population between 2030 and 2040 AND international travel be universally restricted for over a year due to health concerns by 2040?

Will both of the following occur: (a) A pandemic emerges that results in deaths surpassing 1% of the global population during the period January 1, 2030, to December 31, 2040, with mortality data confirmed by the World Health Organization, AND (b) There is a global consensus leading to the restriction of international travel for all countries for a continuous period exceeding one year before December 31, 2040, due to health-related issues, as confirmed by official proclamations by the United Nations World Tourism Organization and government policies?",0.05,,,0.05074115975726063
cond,"Will humanity establish a self-sustaining colony on Mars by 2045?

Will humans have successfully established a colony on Mars that is capable of sustaining life without resupply from Earth by December 31, 2045? Resolution criteria: Confirmations from space agencies like NASA or SpaceX and independent scientific verification.",0.25,"Given that humanity establishes a self-sustaining colony on Mars by 2045, will international laws extend Earth-based sovereignty to extraterrestrial colonies by 2045?

Given that humans have successfully established a colony on Mars that is capable of sustaining life without resupply from Earth by December 31, 2045, this question asks if international agreements will be in place that allow nations to claim sovereignty over extraterrestrial territories or colonies by the same date. Resolution criteria: The establishment of the Mars colony will be confirmed by space agencies like NASA or SpaceX and independent scientific verification. The extension of Earth-based sovereignty will be determined by official treaties or amendments to the Outer Space Treaty recognized by the United Nations.",0.25,"Will both a self-sustaining colony on Mars be established and international laws extend Earth-based sovereignty to extraterrestrial colonies by 2045? Body: Will both of the following occur by December 31, 2045: (a) Humans have successfully established a colony on Mars that is capable of sustaining life without resupply from Earth, with confirmations from space agencies like NASA or SpaceX and independent scientific verification. (b) International agreements are in place that allow nations to claim sovereignty over extraterrestrial territories or colonies, with official treaties or amendments to the Outer Space Treaty recognized by the United Nations.

Will both of the following occur by December 31, 2045: (a) Humans have successfully established a colony on Mars that is capable of sustaining life without resupply from Earth, with confirmations from space agencies like NASA or SpaceX and independent scientific verification. (b) International agreements are in place that allow nations to claim sovereignty over extraterrestrial territories or colonies, with official treaties or amendments to the Outer Space Treaty recognized by the United Nations.",0.1,,,0.11085290710018138
cond,"Will the global adoption of veganism exceed 50% of the population by 2050?

Will more than half of the world's population identify as vegan, abstaining from all animal products, by December 31, 2050? Resolution criteria: Global dietary surveys conducted by the World Health Organization or FAO.",0.1,"Given that the global adoption of veganism exceeds 50% of the population by 2050, will lab-grown meat constitute over 50% of the global meat market by 2050?

Given that more than half of the world's population identifies as vegan, abstaining from all animal products, by December 31, 2050, this question asks if cultured meat products will make up more than half of all meat consumed worldwide by the same date. Resolution criteria: The first condition will be resolved using global dietary surveys conducted by the World Health Organization or FAO, and the second condition will be resolved using market analysis reports from recognized industry analysts like Bloomberg or the FAO.",0.75,"Will both the global adoption of veganism exceed 50% and lab-grown meat constitute over 50% of the global meat market by 2050?

Will both of the following occur by December 31, 2050: (a) More than half of the world's population will identify as vegan, abstaining from all animal products, as determined by global dietary surveys conducted by the World Health Organization or FAO. (b) Cultured meat products will make up more than half of all meat consumed worldwide, as determined by market analysis reports from recognized industry analysts like Bloomberg or the FAO.",0.05,,,0.0786645969409441
cond,"Will the United Nations be replaced by a new global organization by 2050?

Will the UN be dissolved or rendered obsolete, supplanted by a new international organization with broader powers and participation by December 31, 2050? Resolution criteria: Official announcements and international agreements ratified by member states.",0.15,"Given that the United Nations is replaced by a new global organization by 2050, will it enforce global tax policies on multinational corporations by 2050?

Given that the United Nations is dissolved or rendered obsolete and supplanted by a new international organization with broader powers and participation by December 31, 2050, this question asks if the new organization will successfully implement and enforce a standardized global taxation system applicable to multinational corporations by December 31, 2050. Resolution criteria: Adoption of tax policies documented in the new organization's records and compliance verified by international financial institutions.",0.35,"Will both the United Nations be replaced by a new global organization and enforce global tax policies on multinational corporations by 2050? Body: Will both of the following occur by December 31, 2050: (a) The United Nations is dissolved or rendered obsolete, supplanted by a new international organization with broader powers and participation, as evidenced by official announcements and international agreements ratified by member states. (b) The United Nations successfully implements and enforces a standardized global taxation system applicable to multinational corporations, with adoption of tax policies documented in UN records and compliance verified by international financial institutions?

Will both of the following occur by December 31, 2050: (a) The United Nations is dissolved or rendered obsolete, supplanted by a new international organization with broader powers and participation, as evidenced by official announcements and international agreements ratified by member states. (b) The United Nations successfully implements and enforces a standardized global taxation system applicable to multinational corporations, with adoption of tax policies documented in UN records and compliance verified by international financial institutions?",0.05,,,0.009501000032882942
expevidence,"Will a global governance body be established with legislative powers over sovereign nations by 2045?

Will an international organization with the authority to enact laws that are legally binding over member sovereign nations be officially formed and recognized by December 31, 2045? Resolution criteria: Official charters and recognition by the United Nations or equivalent bodies.",0.15,"Will national governments cede sovereignty over environmental policies to an international body by 2045?

Will a majority of countries (over 50% of UN member states) formally cede control over their environmental regulations and policies to an international authority by December 31, 2045? Resolution criteria: Official treaties and agreements deposited with the United Nations.",0.15,"Given that national governments cede sovereignty over environmental policies to an international body by 2045, will a global governance body be established with legislative powers over sovereign nations by 2045?

Given that a majority of countries (over 50% of UN member states) formally cede control over their environmental regulations and policies to an international authority by December 31, 2045, this question asks if an international organization with the authority to enact laws that are legally binding over member sovereign nations will be officially formed and recognized by December 31, 2045. Resolution criteria: Official treaties and agreements deposited with the United Nations for the first condition, and official charters and recognition by the United Nations or equivalent bodies for the second condition.",0.35,"Given that national governments retain sovereignty over environmental policies until 2045, will a global governance body be established with legislative powers over sovereign nations by 2045?

Given that a majority of countries (over 50% of UN member states) fail to formally cede control over their environmental regulations and policies to an international authority by December 31, 2045, this question asks if an international organization with the authority to enact laws that are legally binding over member sovereign nations will be officially formed and recognized by December 31, 2045. Resolution criteria: Official charters and recognition by the United Nations or equivalent bodies.",0.25,0.22116918293626991
expevidence,"Will a new political ideology surpass capitalism and socialism in global adoption by 2050?

Will a distinct political-economic system not currently predominant become the primary framework for governance and economics in at least 25 countries by December 31, 2050? Resolution criteria: Official government declarations and adoption verified by international political science bodies.",0.15,"Will global economic inequality exacerbate, leading to widespread civil unrest by 2050?

Will there be significant increases in economic inequality globally, resulting in civil unrest in at least 30 countries by December 31, 2050? Resolution criteria: Reports from international organizations like the World Bank and documented instances of unrest by credible news sources.",0.45,"Given that global economic inequality exacerbates, leading to widespread civil unrest by 2050, will a new political ideology surpass capitalism and socialism in global adoption by 2050?

Given that there are significant increases in economic inequality globally, resulting in civil unrest in at least 30 countries by December 31, 2050, this question asks if a distinct political-economic system not currently predominant will become the primary framework for governance and economics in at least 25 countries by December 31, 2050. Resolution criteria: The first condition is verified by reports from international organizations like the World Bank and documented instances of unrest by credible news sources. The second condition is verified by official government declarations and adoption confirmed by international political science bodies.",0.15,"Given that global economic inequality fails to exacerbate, preventing widespread civil unrest by 2050, will a new political ideology surpass capitalism and socialism in global adoption by 2050?

Given that there are no significant increases in economic inequality globally, or civil unrest occurs in fewer than 30 countries by December 31, 2050, this question asks if a distinct political-economic system not currently predominant will become the primary framework for governance and economics in at least 25 countries by December 31, 2050. Resolution criteria: The first condition is verified by reports from international organizations like the World Bank and documented instances of unrest by credible news sources. The second condition is verified by official government declarations and adoption verified by international political science bodies.",0.15,6.319725229661064e-17
expevidence,"Will global freshwater scarcity lead to international conflicts over water resources by 2040?

Will disputes over freshwater resources escalate to armed conflicts between nations by December 31, 2040? Resolution criteria: Official declarations of conflict verified by the United Nations Security Council.",0.25,"Will desalination technology advancements alleviate global freshwater scarcity by 2040?

Will innovative desalination technologies become economically viable and widely implemented, effectively resolving freshwater shortages globally by December 31, 2040? Resolution criteria: Reports from the World Water Council and adoption statistics from multiple countries.",0.35,"Given that desalination technology advancements alleviate global freshwater scarcity by 2040, will global freshwater scarcity lead to international conflicts over water resources by 2040?

Given that innovative desalination technologies become economically viable and widely implemented, effectively resolving freshwater shortages globally by December 31, 2040, this question asks if disputes over freshwater resources will escalate to armed conflicts between nations by the same date. Resolution criteria: The first condition is verified by reports from the World Water Council and adoption statistics from multiple countries. The second condition is verified by official declarations of conflict confirmed by the United Nations Security Council.",0.15,"Given that desalination technology advancements fail to alleviate global freshwater scarcity by 2040, will global freshwater scarcity lead to international conflicts over water resources by 2040?

Given that innovative desalination technologies either do not become economically viable or are not widely implemented, thereby failing to effectively resolve freshwater shortages globally by December 31, 2040, this question asks if disputes over freshwater resources will escalate to armed conflicts between nations by December 31, 2040. Resolution criteria: Official declarations of conflict verified by the United Nations Security Council.",0.35,0.05393925814207532
