check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"By 2045, will significant advancements in renewable energy achieve cost parity with fossil fuels, but global carbon emissions will not decrease correspondingly?

By December 31, 2045, will renewable energy technologies (solar, wind, etc.) achieve cost parity or become cheaper than fossil fuels globally, as reported by the International Energy Agency, but will global carbon emissions not decrease by at least 30% from 2020 levels, according to the United Nations' data?",0.65,"By 2045, will renewable energy fail to achieve cost parity with fossil fuels, and will global carbon emissions decrease correspondingly?

By December 31, 2045, will both of the following occur: (a) renewable energy technologies (solar, wind, etc.) fail to achieve cost parity or become cheaper than fossil fuels globally, as reported by the International Energy Agency, AND (b) global carbon emissions decrease by at least 30% from 2020 levels, according to the United Nations' data? The resolution criteria are that both conditions must be met for the question to be answered ""Yes.""",0.1,"By 2045, will either significant advancements in renewable energy achieve cost parity with fossil fuels without a corresponding decrease in global carbon emissions, or will they not achieve cost parity but global carbon emissions will decrease?

By December 31, 2045, will either of the following occur:  
(a) Renewable energy technologies (solar, wind, etc.) achieve cost parity or become cheaper than fossil fuels globally, as reported by the International Energy Agency, but global carbon emissions do not decrease by at least 30% from 2020 levels, according to the United Nations' data?  
(b) Renewable energy technologies (solar, wind, etc.) do not achieve cost parity with fossil fuels globally, as reported by the International Energy Agency, but global carbon emissions decrease by at least 30% from 2020 levels, according to the United Nations' data?  

Resolution criteria:  
- For part (a), the resolution will be based on reports from the International Energy Agency regarding the cost parity of renewable energy technologies compared to fossil fuels, and data from the United Nations on global carbon emissions relative to 2020 levels.  
- For part (b), the resolution will similarly rely on the International Energy Agency's reports on cost parity and the United Nations' data on carbon emissions reductions.",0.65,,,0.1353329904901917
but,"By 2035, will widespread gene editing eliminate hereditary diseases, but lead to increased societal stratification?

By December 31, 2035, will gene editing technologies like CRISPR be widely used to eliminate hereditary diseases in humans, as reported by global health organizations, but will this lead to increased social and economic stratification due to unequal access, as analyzed in sociological studies?",0.65,"By 2035, will gene editing fail to eliminate hereditary diseases and not lead to increased societal stratification?

By December 31, 2035, will both of the following occur: (a) Gene editing technologies like CRISPR are not widely used to eliminate hereditary diseases in humans, as reported by global health organizations, and (b) This does not lead to increased social and economic stratification due to unequal access, as analyzed in sociological studies? Resolution criteria: Both conditions (a) and (b) must be met for the question to be answered ""Yes.""",0.35,"By 2035, will either widespread gene editing eliminate hereditary diseases but lead to increased societal stratification, or will it not eliminate hereditary diseases and not increase societal stratification?

By December 31, 2035, will either of the following scenarios occur:  
(a) Gene editing technologies like CRISPR are widely used to eliminate hereditary diseases in humans, as reported by global health organizations, and this leads to increased social and economic stratification due to unequal access, as analyzed in sociological studies.  
(b) Gene editing technologies like CRISPR are not widely used to eliminate hereditary diseases in humans, as reported by global health organizations, and societal stratification does not increase due to these technologies, as analyzed in sociological studies?  

Resolution criteria:  
- For scenario (a) to be resolved as ""Yes,"" there must be reports from global health organizations confirming the widespread use of gene editing technologies to eliminate hereditary diseases, and sociological studies must indicate increased social and economic stratification due to unequal access to these technologies.  
- For scenario (b) to be resolved as ""Yes,"" there must be reports from global health organizations indicating that gene editing technologies are not widely used to eliminate hereditary diseases, and sociological studies must confirm that societal stratification has not increased due to these technologies.  
- If either scenario (a) or (b) is confirmed, the overall question will be resolved as ""Yes."" If neither scenario is confirmed, the question will be resolved as ""No.""",0.75,,,0.3116489966694857
cond,"By 2050, will a global governance body be established with authority superseding national governments in matters of climate policy, as recognized by a majority of UN member states?

By December 31, 2050, will an international governing organization be formally established and recognized by at least 100 UN member states, possessing legal authority to enforce climate-related policies that override individual national legislations?",0.25,"Given that by 2050, a global governance body is established with authority superseding national governments in matters of climate policy, as recognized by a majority of UN member states, will a global governance body not be established with authority superseding national governments in matters of climate policy, as recognized by a majority of UN member states?

Given that by December 31, 2050, an international governing organization is formally established and recognized by at least 100 UN member states, possessing legal authority to enforce climate-related policies that override individual national legislations, this question asks if there will not be an international governing organization formally established and recognized by at least 100 UN member states, possessing legal authority to enforce climate-related policies that override individual national legislations. This resolves as NO only if the organization is established and recognized as described, and it resolves as YES in all other cases.",0.75,"By 2050, will both the establishment and non-establishment of a global governance body with authority superseding national governments in climate policy occur?

Will both of the following occur by December 31, 2050: (a) An international governing organization will be formally established and recognized by at least 100 UN member states, possessing legal authority to enforce climate-related policies that override individual national legislations, AND (b) There will not be an international governing organization formally established and recognized by at least 100 UN member states, possessing legal authority to enforce climate-related policies that override individual national legislations? 

Resolution Criteria: This question will be resolved as ""Yes"" if both conditions (a) and (b) are met by December 31, 2050. Otherwise, it will be resolved as ""No"".",0.0,,,0.545400458834691
cond,"If a global pandemic with a higher fatality rate than COVID-19 occurs before 2040, will it lead to a worldwide adoption of universal basic income policies?

If, by December 31, 2040, a global pandemic with a case fatality rate exceeding that of COVID-19 occurs, will at least 50 countries implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations?",0.25,"Given that a global pandemic with a higher fatality rate than COVID-19 occurs before 2040, will it lead to a worldwide adoption of universal basic income policies? Body: Given that, by December 31, 2040, a global pandemic with a case fatality rate exceeding that of COVID-19 occurs, this question asks if at least 50 countries will implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations. This resolves as NO only if the pandemic occurs and fewer than 50 countries implement such policies; it resolves as YES in all other cases (if the pandemic doesn't occur, or if at least 50 countries implement the policies).

Given that, by December 31, 2040, a global pandemic with a case fatality rate exceeding that of COVID-19 occurs, this question asks if at least 50 countries will implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations. This resolves as NO only if the pandemic occurs and fewer than 50 countries implement such policies; it resolves as YES in all other cases (if the pandemic doesn't occur, or if at least 50 countries implement the policies).",0.75,"Will both of the following occur if a global pandemic with a higher fatality rate than COVID-19 occurs before 2040: (a) At least 50 countries implement universal basic income policies, and (b) Fewer than 50 countries implement universal basic income policies? Body: If, by December 31, 2040, a global pandemic with a case fatality rate exceeding that of COVID-19 occurs, will both of the following conditions be met: (a) At least 50 countries implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations, and (b) Fewer than 50 countries implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations? The resolution criteria for each condition are based on official documentation by the respective governments and reports by international economic organizations.

If, by December 31, 2040, a global pandemic with a case fatality rate exceeding that of COVID-19 occurs, will both of the following conditions be met: (a) At least 50 countries implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations, and (b) Fewer than 50 countries implement universal basic income policies as a response, as officially documented by those governments and reported by international economic organizations? The resolution criteria for each condition are based on official documentation by the respective governments and reports by international economic organizations.",0.0,,,0.545400458834691
cond,"If extraterrestrial microbial life is discovered before 2050, will it lead to major changes in global religious doctrines?

If, by December 31, 2050, scientific consensus confirms the discovery of extraterrestrial microbial life, will at least three major world religions officially revise their doctrines or teachings in response, as documented by official religious councils or authoritative bodies?",0.15,"Given that extraterrestrial microbial life is discovered before 2050, will it not lead to major changes in global religious doctrines? Body: Given that, by December 31, 2050, scientific consensus confirms the discovery of extraterrestrial microbial life, this question asks if fewer than three major world religions will officially revise their doctrines or teachings in response, as documented by official religious councils or authoritative bodies. This resolves as NO only if extraterrestrial microbial life is discovered and at least three major world religions revise their doctrines; it resolves as YES in all other cases.

Given that, by December 31, 2050, scientific consensus confirms the discovery of extraterrestrial microbial life, this question asks if fewer than three major world religions will officially revise their doctrines or teachings in response, as documented by official religious councils or authoritative bodies. This resolves as NO only if extraterrestrial microbial life is discovered and at least three major world religions revise their doctrines; it resolves as YES in all other cases.",0.85,"Will both of the following occur if extraterrestrial microbial life is discovered before 2050: (a) At least three major world religions revise their doctrines, and (b) Fewer than three major world religions revise their doctrines?

If, by December 31, 2050, scientific consensus confirms the discovery of extraterrestrial microbial life, will both of the following occur: (a) At least three major world religions officially revise their doctrines or teachings in response, as documented by official religious councils or authoritative bodies, and (b) Fewer than three major world religions officially revise their doctrines or teachings in response, as documented by official religious councils or authoritative bodies? The resolution criteria for each component are as follows: For (a), the condition is met if at least three major world religions revise their doctrines. For (b), the condition is met if fewer than three major world religions revise their doctrines.",0.0,,,0.41153127380738186
cond,"If sea levels rise by more than one meter by 2100, will at least five countries establish entirely new sovereign nations on artificial platforms or floating cities?

If, by December 31, 2100, global average sea levels rise by more than one meter compared to 2000 levels, as reported by the Intergovernmental Panel on Climate Change (IPCC), will at least five existing countries officially establish new sovereign territories on artificial platforms or floating cities, recognized by the United Nations?",0.15,"Given that sea levels rise by more than one meter by 2100, will at least five countries establish entirely new sovereign nations on artificial platforms or floating cities? Body: Given that, by December 31, 2100, global average sea levels rise by more than one meter compared to 2000 levels, as reported by the Intergovernmental Panel on Climate Change (IPCC), this question asks if at least five existing countries will officially establish new sovereign territories on artificial platforms or floating cities, recognized by the United Nations. This resolves as NO only if sea levels rise by more than one meter and fewer than five countries establish such territories; it resolves as YES in all other cases.

Given that, by December 31, 2100, global average sea levels rise by more than one meter compared to 2000 levels, as reported by the Intergovernmental Panel on Climate Change (IPCC), this question asks if at least five existing countries will officially establish new sovereign territories on artificial platforms or floating cities, recognized by the United Nations. This resolves as NO only if sea levels rise by more than one meter and fewer than five countries establish such territories; it resolves as YES in all other cases.",0.75,"If sea levels rise by more than one meter by 2100, will both at least five countries and no countries establish entirely new sovereign nations on artificial platforms or floating cities?

If, by December 31, 2100, global average sea levels rise by more than one meter compared to 2000 levels, as reported by the Intergovernmental Panel on Climate Change (IPCC), will both of the following occur: (a) At least five existing countries officially establish new sovereign territories on artificial platforms or floating cities, recognized by the United Nations, and (b) No existing countries establish new sovereign territories on artificial platforms or floating cities, recognized by the United Nations?",0.0,,,0.4055864965378438
expevidence,"Will artificial general intelligence (AGI) be recognized by leading AI research institutions by 2040, based on standardized cognitive assessments surpassing human levels in all tested domains?

By December 31, 2040, will a consensus among at least 10 leading AI research institutions (e.g., OpenAI, DeepMind, MIT CSAIL) declare the achievement of artificial general intelligence, with AI systems demonstrably surpassing human cognitive performance across all domains in standardized assessments?",0.35,"Will artificial general intelligence (AGI) not be recognized by leading AI research institutions by 2040, despite significant advancements in AI capabilities?

By December 31, 2040, will no consensus among at least 10 leading AI research institutions (e.g., OpenAI, DeepMind, MIT CSAIL) declare the achievement of artificial general intelligence, despite significant advancements in AI capabilities?",0.65,"Given that artificial general intelligence (AGI) is not recognized by leading AI research institutions by 2040, despite significant advancements in AI capabilities, will it be recognized based on standardized cognitive assessments surpassing human levels in all tested domains?

Given that by December 31, 2040, no consensus among at least 10 leading AI research institutions (e.g., OpenAI, DeepMind, MIT CSAIL) declares the achievement of artificial general intelligence, despite significant advancements in AI capabilities, this question asks if a consensus among at least 10 leading AI research institutions will declare the achievement of AGI, with AI systems demonstrably surpassing human cognitive performance across all domains in standardized assessments. This resolves as NO only if the first condition occurs and the second does not; it resolves as YES in all other cases.",0.35,"Given that artificial general intelligence (AGI) is recognized by leading AI research institutions by 2040 due to significant advancements in AI capabilities, will it also be recognized based on standardized cognitive assessments surpassing human levels in all tested domains?

Given that by December 31, 2040, a consensus among at least 10 leading AI research institutions (e.g., OpenAI, DeepMind, MIT CSAIL) declares the achievement of artificial general intelligence due to significant advancements in AI capabilities, this question asks if these institutions will also declare AGI based on AI systems demonstrably surpassing human cognitive performance across all domains in standardized assessments. This resolves as NO only if AGI is recognized due to significant advancements but not based on surpassing human levels in assessments; it resolves as YES in all other cases.",0.35,0.0
expevidence,"By 2060, will a new socioeconomic system replacing capitalism become the dominant global paradigm, as evidenced by adoption in over 75% of countries?

By December 31, 2060, will a socioeconomic system that is fundamentally different from capitalism (e.g., resource-based economy, decentralized autonomous organizations) be officially adopted as the primary economic model in at least 75% of the world's countries, as reported by the International Monetary Fund or similar global economic organizations?",0.15,"Will capitalism remain the dominant global socioeconomic system by 2060, despite emerging alternatives?

By December 31, 2060, will capitalism continue to be the primary economic model in more than 75% of the world's countries, as reported by the International Monetary Fund or similar global economic organizations, despite the emergence of alternative systems?",0.85,"Given that capitalism remains the dominant global socioeconomic system by 2060, will a new socioeconomic system replace it as the dominant global paradigm by then?

Given that by December 31, 2060, capitalism continues to be the primary economic model in more than 75% of the world's countries, as reported by the International Monetary Fund or similar global economic organizations, despite the emergence of alternative systems, this question asks if by the same date, a socioeconomic system that is fundamentally different from capitalism (e.g., resource-based economy, decentralized autonomous organizations) will be officially adopted as the primary economic model in at least 75% of the world's countries, as reported by the International Monetary Fund or similar global economic organizations. This resolves as NO only if capitalism remains dominant and no new system replaces it; it resolves as YES in all other cases.",0.15,"Given that capitalism fails to remain the dominant global socioeconomic system by 2060 due to emerging alternatives, will a new socioeconomic system replacing capitalism become the dominant global paradigm by 2060?

Given that by December 31, 2060, capitalism is not the primary economic model in more than 75% of the world's countries, as reported by the International Monetary Fund or similar global economic organizations, due to the emergence of alternative systems, this question asks if by the same date, a socioeconomic system that is fundamentally different from capitalism (e.g., resource-based economy, decentralized autonomous organizations) will be officially adopted as the primary economic model in at least 75% of the world's countries, as reported by the International Monetary Fund or similar global economic organizations.",0.25,0.03154488679329353
expevidence,"Will a universal language be adopted for global communication by 2070, evidenced by its mandatory teaching in over 80% of schools worldwide?

By December 31, 2070, will a constructed or existing language be adopted globally for communication purposes, with over 80% of countries mandating its teaching in primary and secondary schools, as reported by UNESCO or similar international educational organizations?",0.15,"Will no universal language be adopted for global communication by 2070, despite efforts to promote linguistic unity?

By December 31, 2070, will there be no single constructed or existing language adopted globally for communication purposes, with less than 80% of countries mandating its teaching in schools, as reported by UNESCO or similar international educational organizations?",0.85,"Given that no universal language is adopted for global communication by 2070, will a universal language be adopted for global communication by 2070?

Given that by December 31, 2070, there is no single constructed or existing language adopted globally for communication purposes, with less than 80% of countries mandating its teaching in schools, as reported by UNESCO or similar international educational organizations, this question asks if by the same date, a constructed or existing language will be adopted globally for communication purposes, with over 80% of countries mandating its teaching in primary and secondary schools, as reported by UNESCO or similar international educational organizations. This resolves as NO only if the first condition occurs and the second does not; it resolves as YES in all other cases.",0.95,"Given that a universal language is adopted for global communication by 2070 with widespread educational adoption, will it be evidenced by its mandatory teaching in over 80% of schools worldwide?

Given that by December 31, 2070, a single constructed or existing language is adopted globally for communication purposes, with at least 80% of countries mandating its teaching in schools, as reported by UNESCO or similar international educational organizations, this question asks if it will also be evidenced by its mandatory teaching in over 80% of schools worldwide, specifically in primary and secondary schools, as reported by UNESCO or similar international educational organizations. This resolves as NO only if the first condition occurs and the second does not; it resolves as YES in all other cases.",0.85,1.9211451876610133
expevidence,"Will a consensus among climate scientists in 2050 declare geoengineering efforts as necessary to prevent catastrophic climate change?

By December 31, 2050, will a consensus (over 90%) of climate scientists, as surveyed by reputable institutions like the IPCC, publicly state that large-scale geoengineering interventions are necessary to prevent irreversible catastrophic climate change impacts?",0.35,"Will there be no consensus among climate scientists in 2050 declaring geoengineering efforts as necessary to prevent catastrophic climate change?

By December 31, 2050, will there not be a consensus (less than 90%) of climate scientists, as surveyed by reputable institutions like the IPCC, publicly stating that large-scale geoengineering interventions are necessary to prevent irreversible catastrophic climate change impacts?",0.65,"Given that there is no consensus among climate scientists in 2050 declaring geoengineering efforts as necessary, will a consensus declare them necessary?

Given that by December 31, 2050, there is not a consensus (less than 90%) of climate scientists, as surveyed by reputable institutions like the IPCC, publicly stating that large-scale geoengineering interventions are necessary to prevent irreversible catastrophic climate change impacts, this question asks if by the same date, a consensus (over 90%) of climate scientists will declare that such interventions are necessary. This resolves as NO only if there is no consensus and then a consensus is declared; it resolves as YES in all other cases.",0.15,"Given that there is a consensus among climate scientists in 2050 declaring geoengineering efforts as necessary to prevent catastrophic climate change, will a consensus among climate scientists in 2050 declare geoengineering efforts as necessary to prevent catastrophic climate change?

Given that by December 31, 2050, there is a consensus (at least 90%) of climate scientists, as surveyed by reputable institutions like the IPCC, publicly stating that large-scale geoengineering interventions are necessary to prevent irreversible catastrophic climate change impacts, this question asks if by the same date, a consensus (over 90%) of climate scientists, as surveyed by reputable institutions like the IPCC, will also publicly state that large-scale geoengineering interventions are necessary to prevent irreversible catastrophic climate change impacts. This resolves as NO only if the first condition occurs and the second does not; it resolves as YES in all other cases.",1.0,0.1458741743485756
