check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will CRISPR Technology Be Used to Eliminate All Hereditary Genetic Diseases by 2035?

By December 31, 2035, will CRISPR or other gene-editing technologies be successfully implemented in humans to eliminate all known hereditary genetic diseases? Verification requires peer-reviewed publications, regulatory approvals, and acknowledgment from the global medical community.",0.15,"Will both CRISPR Technology Fail to Eliminate All Hereditary Genetic Diseases by 2035 AND International Regulations Severely Limit Genetic Editing in Humans by 2030? Body: Will both of the following occur: (a) By December 31, 2035, CRISPR or other gene-editing technologies will fail to be successfully implemented in humans to eliminate all known hereditary genetic diseases. Verification of failure would mean the absence of peer-reviewed publications, lack of regulatory approvals, or lack of acknowledgment from the global medical community. (b) By December 31, 2030, international agreements or regulations will be established that severely restrict or ban the use of genetic editing technologies in humans. Verification requires official international treaties or regulations endorsed by major global entities like the UN or WHO.

Will both of the following occur: (a) By December 31, 2035, CRISPR or other gene-editing technologies will fail to be successfully implemented in humans to eliminate all known hereditary genetic diseases. Verification of failure would mean the absence of peer-reviewed publications, lack of regulatory approvals, or lack of acknowledgment from the global medical community. (b) By December 31, 2030, international agreements or regulations will be established that severely restrict or ban the use of genetic editing technologies in humans. Verification requires official international treaties or regulations endorsed by major global entities like the UN or WHO.",0.25,"Will Either CRISPR Technology Eliminate All Hereditary Genetic Diseases by 2035 or International Regulations Severely Limit Genetic Editing in Humans by 2030?

Will either of the following occur:  
(a) By December 31, 2035, will CRISPR or other gene-editing technologies be successfully implemented in humans to eliminate all known hereditary genetic diseases? Verification requires peer-reviewed publications, regulatory approvals, and acknowledgment from the global medical community.  
(b) By December 31, 2030, will international agreements or regulations be established that severely restrict or ban the use of genetic editing technologies in humans? Verification requires official international treaties or regulations endorsed by major global entities like the UN or WHO.",0.35,,,0.0678219434059487
but,"Will Sustainable Fusion Power Become the Dominant Global Energy Source by 2040?

By December 31, 2040, will fusion power plants provide over 50% of the world's electricity supply? Verification requires energy production statistics from the IEA and confirmation that fusion has become the dominant energy source.",0.05,"Will Sustainable Fusion Power Fail to Become the Dominant Global Energy Source by 2040 AND Will Global Energy Crises Lead to Mass Blackouts and Energy Rationing in Major Economies by 2040?

Will both of the following occur by December 31, 2040: (a) Fusion power plants provide 50% or less of the world's electricity supply, with verification requiring energy production statistics from the IEA and confirmation that fusion has not become the dominant energy source, AND (b) Major global economies experience mass blackouts and implement energy rationing due to severe energy shortages, with verification requiring reports from official government agencies and coverage in major news outlets?",0.65,"Will Either Sustainable Fusion Power Become the Dominant Global Energy Source or Global Energy Crises Lead to Mass Blackouts and Energy Rationing in Major Economies by 2040? Body: By December 31, 2040, will either of the following occur: (a) Fusion power plants provide over 50% of the world's electricity supply, making fusion the dominant global energy source? Verification requires energy production statistics from the IEA and confirmation that fusion has become the dominant energy source. (b) Major global economies experience mass blackouts and implement energy rationing due to severe energy shortages? Verification requires reports from official government agencies and coverage in major news outlets.

By December 31, 2040, will either of the following occur: (a) Fusion power plants provide over 50% of the world's electricity supply, making fusion the dominant global energy source? Verification requires energy production statistics from the IEA and confirmation that fusion has become the dominant energy source. (b) Major global economies experience mass blackouts and implement energy rationing due to severe energy shortages? Verification requires reports from official government agencies and coverage in major news outlets.",0.15,,,0.8658465283505811
but,"Will a Global Artificial Intelligence Governance Framework Be Adopted by Major Nations by 2030?

By December 31, 2030, will major nations (including the US, EU, China, and others) adopt and begin enforcing a comprehensive global governance framework for artificial intelligence, aimed at ensuring safe and ethical AI development? Verification requires official agreements, policies, and implementation evidence.",0.35,,0.5,,0.5,,,0.41006553203457646
but,"Will Global Efforts Eradicate Antibiotic-Resistant Bacterial Infections by 2040?

By December 31, 2040, will global health initiatives succeed in eradicating major antibiotic-resistant bacterial infections? Verification requires official reports from the WHO and acknowledgment of eradication in medical literature.",0.05,"Will Both Global Efforts Fail to Eradicate Antibiotic-Resistant Bacterial Infections and a Global Pandemic Caused by a New Antibiotic-Resistant Superbug Occur by 2040?

Will both of the following occur by December 31, 2040: (a) Global health initiatives fail to eradicate major antibiotic-resistant bacterial infections, as verified by the absence of official reports from the WHO and acknowledgment in medical literature that eradication has not been achieved, and (b) A global pandemic occurs, caused by a new antibiotic-resistant superbug, resulting in over 10 million deaths worldwide, as verified by official statistics from the WHO and characterization of the outbreak as a pandemic?",0.15,,0.5,,,0.45963855977692175
cond,"Will a Universal Cure for All Forms of Cancer Be Clinically Proven by 2035?

By December 31, 2035, will a single therapeutic treatment be clinically proven to effectively cure all forms of cancer in humans? Verification requires successful completion of Phase III clinical trials and approval by both the US FDA and the European Medicines Agency (EMA), along with publication in leading medical journals.",0.05,"Given that a Universal Cure for All Forms of Cancer is Clinically Proven by 2035, will Global Life Expectancy Increase by at Least 10 Years Due to Medical Advances by 2040?

Given that by December 31, 2035, a single therapeutic treatment is clinically proven to effectively cure all forms of cancer in humans, with successful completion of Phase III clinical trials and approval by both the US FDA and the European Medicines Agency (EMA), along with publication in leading medical journals, this question asks if by December 31, 2040, the global average life expectancy at birth will increase by at least 10 years compared to the 2020 baseline, primarily due to medical advances in treating major diseases. Verification requires official statistics from the World Health Organization (WHO) and attribution of the increase to medical advances in leading health reports.",0.35,"Will Both a Universal Cure for All Forms of Cancer Be Clinically Proven by 2035 and Global Life Expectancy Increase by at Least 10 Years Due to Medical Advances by 2040?

Will both of the following occur:  
(a) By December 31, 2035, a single therapeutic treatment will be clinically proven to effectively cure all forms of cancer in humans. Verification requires successful completion of Phase III clinical trials and approval by both the US FDA and the European Medicines Agency (EMA), along with publication in leading medical journals.  
(b) By December 31, 2040, the global average life expectancy at birth will increase by at least 10 years compared to the 2020 baseline, primarily due to medical advances in treating major diseases. Verification requires official statistics from the World Health Organization (WHO) and attribution of the increase to medical advances in leading health reports.",0.05,,,0.13872241345083108
cond,"Will a Vaccine That Provides Lifelong Immunity to All Strains of Influenza Be Developed by 2030?

By December 31, 2030, will researchers develop and have approved a vaccine that provides lifelong immunity against all known and future strains of influenza? Verification requires completion of Phase III clinical trials, regulatory approval by the FDA and EMA, and publication in leading medical journals.",0.05,"Given that a Vaccine That Provides Lifelong Immunity to All Strains of Influenza Is Developed by 2030, Will a Global Influenza Pandemic Occur, Causing Over 10 Million Deaths by 2032?

Given that by December 31, 2030, researchers develop and have approved a vaccine that provides lifelong immunity against all known and future strains of influenza, with completion of Phase III clinical trials, regulatory approval by the FDA and EMA, and publication in leading medical journals, this question asks if by December 31, 2032, a global influenza pandemic will occur, resulting in over 10 million deaths worldwide. Verification requires official mortality statistics from the WHO and characterization of the outbreak as a pandemic by international health authorities.",0.05,"Will Both a Lifelong Influenza Vaccine Be Developed by 2030 and a Global Influenza Pandemic Cause Over 10 Million Deaths by 2032? Body: Will both of the following occur: (a) By December 31, 2030, researchers develop and have approved a vaccine that provides lifelong immunity against all known and future strains of influenza, with verification requiring completion of Phase III clinical trials, regulatory approval by the FDA and EMA, and publication in leading medical journals; and (b) By December 31, 2032, a global influenza pandemic occurs, resulting in over 10 million deaths worldwide, with verification requiring official mortality statistics from the WHO and characterization of the outbreak as a pandemic by international health authorities?

Will both of the following occur: (a) By December 31, 2030, researchers develop and have approved a vaccine that provides lifelong immunity against all known and future strains of influenza, with verification requiring completion of Phase III clinical trials, regulatory approval by the FDA and EMA, and publication in leading medical journals; and (b) By December 31, 2032, a global influenza pandemic occurs, resulting in over 10 million deaths worldwide, with verification requiring official mortality statistics from the WHO and characterization of the outbreak as a pandemic by international health authorities?",0.01,,,0.07106690545187014
cond,"Will a Breakthrough in Alzheimer's Disease Allow for Complete Reversal of Symptoms by 2030?

By December 31, 2030, will a medical treatment be developed and approved that can completely reverse the symptoms of Alzheimer's disease in humans? Verification requires successful completion of Phase III clinical trials, regulatory approval, and publication in leading medical journals.",0.15,"Given that a Breakthrough in Alzheimer's Disease Allows for Complete Reversal of Symptoms by 2030, will the Prevalence of Alzheimer's Disease Decrease by 50% Globally by 2040?

Given that by December 31, 2030, a medical treatment is developed and approved that can completely reverse the symptoms of Alzheimer's disease in humans, with successful completion of Phase III clinical trials, regulatory approval, and publication in leading medical journals, this question asks if by December 31, 2040, the global prevalence of Alzheimer's disease will decrease by 50% compared to 2020 levels. Verification requires official health statistics from the WHO and attribution of the decrease to effective treatments.",0.35,"Will Both a Breakthrough in Alzheimer's Disease Allowing for Complete Reversal of Symptoms by 2030 Occur AND the Global Prevalence of Alzheimer's Disease Decrease by 50% by 2040?

Will both of the following occur: (a) By December 31, 2030, a medical treatment will be developed and approved that can completely reverse the symptoms of Alzheimer's disease in humans, with verification requiring successful completion of Phase III clinical trials, regulatory approval, and publication in leading medical journals. (b) By December 31, 2040, the global prevalence of Alzheimer's disease will decrease by 50% compared to 2020 levels, with verification requiring official health statistics from the WHO and attribution of the decrease to effective treatments.",0.05,,,0.009501000032882942
cond,"Will Room-Temperature Superconductivity Be Achieved and Commercialized by 2030?

By December 31, 2030, will scientists achieve and commercialize materials that exhibit superconductivity at room temperature and ambient pressure? Verification requires peer-reviewed publications, commercial product releases, and acknowledgment from the scientific community.",0.25,"Given that room-temperature superconductivity is achieved and commercialized by 2030, will global energy transmission efficiency improve by over 20% due to technological advances by 2035?

Given that by December 31, 2030, scientists achieve and commercialize materials that exhibit superconductivity at room temperature and ambient pressure, this question asks if by December 31, 2035, global energy transmission efficiency will improve by at least 20% compared to 2020 levels, primarily due to technological advancements such as room-temperature superconductors. Verification requires official reports from the IEA and attribution to technological advances.",0.35,"Will Both Room-Temperature Superconductivity Be Achieved and Commercialized by 2030 AND Global Energy Transmission Efficiency Improve by Over 20% Due to Technological Advances by 2035? Body: Will both of the following occur: (a) By December 31, 2030, will scientists achieve and commercialize materials that exhibit superconductivity at room temperature and ambient pressure? Verification requires peer-reviewed publications, commercial product releases, and acknowledgment from the scientific community. (b) By December 31, 2035, will global energy transmission efficiency improve by at least 20% compared to 2020 levels, primarily due to technological advancements such as room-temperature superconductors? Verification requires official reports from the IEA and attribution to technological advances.

Will both of the following occur: (a) By December 31, 2030, will scientists achieve and commercialize materials that exhibit superconductivity at room temperature and ambient pressure? Verification requires peer-reviewed publications, commercial product releases, and acknowledgment from the scientific community. (b) By December 31, 2035, will global energy transmission efficiency improve by at least 20% compared to 2020 levels, primarily due to technological advancements such as room-temperature superconductors? Verification requires official reports from the IEA and attribution to technological advances.",0.15,,,0.15354481122196048
cond,"Will a Breakthrough in Nanotechnology Allow for Molecular-Level Manufacturing by 2035?

By December 31, 2035, will nanotechnology advancements enable molecular assemblers capable of manufacturing any substance or object by precisely arranging atoms and molecules? Verification requires peer-reviewed publications and demonstrations acknowledged by the scientific community.",0.25,"Given that a Breakthrough in Nanotechnology Allows for Molecular-Level Manufacturing by 2035, will Global Manufacturing Industries Be Revolutionized, Leading to Economic Disruption by 2040?

Given that by December 31, 2035, nanotechnology advancements enable molecular assemblers capable of manufacturing any substance or object by precisely arranging atoms and molecules, this question asks if by December 31, 2040, global manufacturing industries will undergo a revolution due to these molecular-level manufacturing technologies, resulting in significant economic disruptions and restructuring. Verification requires economic reports from the World Bank or IMF and analyses attributing changes to nanotechnology advancements.",0.75,"Will both a Breakthrough in Nanotechnology Allow for Molecular-Level Manufacturing by 2035 AND Global Manufacturing Industries Be Revolutionized, Leading to Economic Disruption by 2040?

Will both of the following occur:  
(a) By December 31, 2035, will nanotechnology advancements enable molecular assemblers capable of manufacturing any substance or object by precisely arranging atoms and molecules? Verification requires peer-reviewed publications and demonstrations acknowledged by the scientific community.  
(b) By December 31, 2040, will global manufacturing industries undergo a revolution due to molecular-level manufacturing technologies, resulting in significant economic disruptions and restructuring? Verification requires economic reports from the World Bank or IMF and analyses attributing changes to nanotechnology advancements.",0.15,,,0.07565536609337749
cond,"Will Scientists Achieve Functional Teleportation of Macroscopic Objects by 2040?

By December 31, 2040, will scientists successfully achieve functional teleportation of macroscopic objects (visible to the naked eye) over any distance? Verification requires peer-reviewed publications and demonstrations acknowledged by the scientific community.",0.05,"Given that scientists achieve functional teleportation of macroscopic objects by 2040, will teleportation technology be commercialized for human transport by 2050?

Given that by December 31, 2040, scientists successfully achieve functional teleportation of macroscopic objects (visible to the naked eye) over any distance, as verified by peer-reviewed publications and demonstrations acknowledged by the scientific community, this question asks if by December 31, 2050, teleportation technology will be commercialized and safely used for transporting humans. Verification requires regulatory approvals, commercial services, and acknowledgment from the scientific and medical communities.",0.25,"Will Both Functional Teleportation of Macroscopic Objects Be Achieved by 2040 and Teleportation Technology Be Commercialized for Human Transport by 2050? Body: Will both of the following occur: (a) By December 31, 2040, will scientists successfully achieve functional teleportation of macroscopic objects (visible to the naked eye) over any distance, with verification requiring peer-reviewed publications and demonstrations acknowledged by the scientific community? (b) By December 31, 2050, will teleportation technology be commercialized and safely used for transporting humans, with verification requiring regulatory approvals, commercial services, and acknowledgment from the scientific and medical communities?

Will both of the following occur: (a) By December 31, 2040, will scientists successfully achieve functional teleportation of macroscopic objects (visible to the naked eye) over any distance, with verification requiring peer-reviewed publications and demonstrations acknowledged by the scientific community? (b) By December 31, 2050, will teleportation technology be commercialized and safely used for transporting humans, with verification requiring regulatory approvals, commercial services, and acknowledgment from the scientific and medical communities?",0.01,,,0.020878692266483083
