check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
but,"Will Global Income Inequality Reach a Gini Coefficient Above 0.7 by 2030?

By December 31, 2030, will the global Gini coefficient, measuring income inequality, exceed 0.7, as reported by the World Bank or other authoritative economic organizations?",0.2,,0.5,"Will Global Income Inequality Either Exceed a Gini Coefficient of 0.7 or Be Reduced Below 0.6 by 2030? Body: By December 31, 2030, will either of the following occur: (a) The global Gini coefficient, measuring income inequality, will exceed 0.7, as reported by the World Bank or other authoritative economic organizations. (b) Coordinated international efforts will reduce the global Gini coefficient to below 0.6, as reported by the World Bank or other authoritative economic organizations? Resolution criteria: The question will be resolved as YES if either condition (a) or (b) is met by the specified date, according to reports from the World Bank or other authoritative economic organizations.

By December 31, 2030, will either of the following occur: (a) The global Gini coefficient, measuring income inequality, will exceed 0.7, as reported by the World Bank or other authoritative economic organizations. (b) Coordinated international efforts will reduce the global Gini coefficient to below 0.6, as reported by the World Bank or other authoritative economic organizations? Resolution criteria: The question will be resolved as YES if either condition (a) or (b) is met by the specified date, according to reports from the World Bank or other authoritative economic organizations.",0.15,,,0.7494968909880432
cond,"Will the First Human Brain Transplant Be Successfully Performed by 2035?

By December 31, 2035, will a human brain transplant surgery be successfully completed, with the patient regaining full cognitive function, as reported in peer-reviewed medical journals and confirmed by leading medical authorities?",0.05,"Given that the First Human Brain Transplant Is Successfully Performed by 2035, Will Global Bioethics Regulations Prohibit Whole-Organ Transplants of the Brain by 2035?

Given that by December 31, 2035, a human brain transplant surgery is successfully completed, with the patient regaining full cognitive function, as reported in peer-reviewed medical journals and confirmed by leading medical authorities, this question asks if by the same date, international bioethics organizations will enforce regulations that prohibit whole-organ transplants of the human brain, as documented in official policy statements.",0.45,"Will both the First Human Brain Transplant Be Successfully Performed and Global Bioethics Regulations Prohibit Whole-Organ Transplants of the Brain by 2035? Body: By December 31, 2035, will both of the following occur: (a) A human brain transplant surgery is successfully completed, with the patient regaining full cognitive function, as reported in peer-reviewed medical journals and confirmed by leading medical authorities, AND (b) International bioethics organizations enforce regulations that prohibit whole-organ transplants of the human brain, as documented in official policy statements?

By December 31, 2035, will both of the following occur: (a) A human brain transplant surgery is successfully completed, with the patient regaining full cognitive function, as reported in peer-reviewed medical journals and confirmed by leading medical authorities, AND (b) International bioethics organizations enforce regulations that prohibit whole-organ transplants of the human brain, as documented in official policy statements?",0.05,,,0.11346840883793895
cond,"Will Quantum Computing Enable the First Successful Decryption of Previously Unbreakable Encryption by 2028?

By December 31, 2028, will quantum computers be used to decrypt data encrypted with RSA-2048 or higher, as reported in accredited cybersecurity journals and confirmed by major tech organizations?",0.15,"Given that Quantum Computing Enables the First Successful Decryption of Previously Unbreakable Encryption by 2028, will International Agreements Ban the Use of Quantum Computing for Decryption Activities by 2028?

Given that by December 31, 2028, quantum computers are used to decrypt data encrypted with RSA-2048 or higher, as reported in accredited cybersecurity journals and confirmed by major tech organizations, this question asks if by the same date, an international treaty will be signed banning the use of quantum computing for decrypting encrypted data, as documented by the United Nations or other international bodies.",0.15,"Will Both Quantum Computing Enable the First Successful Decryption of Previously Unbreakable Encryption and International Agreements Ban the Use of Quantum Computing for Decryption Activities by 2028?

By December 31, 2028, will both of the following occur: (a) Quantum computers are used to decrypt data encrypted with RSA-2048 or higher, as reported in accredited cybersecurity journals and confirmed by major tech organizations, and (b) An international treaty is signed banning the use of quantum computing for decrypting encrypted data, as documented by the United Nations or other international bodies? 

Resolution Criteria: For the question to be answered ""Yes,"" both conditions (a) and (b) must be met by the specified date. Condition (a) requires confirmation from accredited cybersecurity journals and major tech organizations that quantum computers have successfully decrypted RSA-2048 or higher encrypted data. Condition (b) requires documentation of an international treaty banning the use of quantum computing for decryption, recognized by the United Nations or other international bodies.",0.05,,,0.11808177212832302
cond,"Will an International Law Be Established to Penalize Space Debris Creation by 2029?

By December 31, 2029, will the United Nations enact a binding international law that imposes penalties on countries or companies that create space debris, as documented in official UN resolutions?",0.35,"Given that an International Law Is Established to Penalize Space Debris Creation by 2029, Will a Collision Between Satellites Cause a Global Internet Outage by 2029?

Given that by December 31, 2029, the United Nations enacts a binding international law that imposes penalties on countries or companies that create space debris, this question asks if by the same date, a collision involving communication satellites will lead to a global internet outage lasting at least 24 hours, as reported by major space agencies and news outlets. This resolves as NO only if the law is enacted and the collision does not cause an outage; it resolves as YES in all other cases.",0.15,"Will both an International Law Be Established to Penalize Space Debris Creation and a Collision Between Satellites Cause a Global Internet Outage by 2029? Body: Will both of the following occur by December 31, 2029: (a) The United Nations enacts a binding international law that imposes penalties on countries or companies that create space debris, as documented in official UN resolutions. (b) A collision involving communication satellites leads to a global internet outage lasting at least 24 hours, as reported by major space agencies and news outlets? Resolution criteria: Both conditions must be met for the question to be answered ""Yes."" If either condition is not met, the answer will be ""No.""

Will both of the following occur by December 31, 2029: (a) The United Nations enacts a binding international law that imposes penalties on countries or companies that create space debris, as documented in official UN resolutions. (b) A collision involving communication satellites leads to a global internet outage lasting at least 24 hours, as reported by major space agencies and news outlets? Resolution criteria: Both conditions must be met for the question to be answered ""Yes."" If either condition is not met, the answer will be ""No.""",0.05,,,0.009501000032882942
cond,"Will a Global Ban on Autonomous Weapon Systems Be Enacted by 2028?

By December 31, 2028, will an international treaty banning autonomous weapon systems be signed by all UN member states, as documented by official UN records?",0.15,"Given that a Global Ban on Autonomous Weapon Systems Is Enacted by 2028, will Autonomous Weapon Systems Be Deployed in a Major Conflict Resulting in Over 10,000 Casualties by 2028?

Given that by December 31, 2028, an international treaty banning autonomous weapon systems is signed by all UN member states, as documented by official UN records, this question asks if by the same date, autonomous weapon systems will be used in a conflict causing over 10,000 casualties, as reported by credible international conflict monitors. This resolves as NO only if the ban is enacted and the systems are still deployed in such a conflict; it resolves as YES in all other cases.",0.85,,0.5,,,0.6332804377725157
expevidence,"Will a Unified Korean Peninsula Be Achieved Through Peaceful Reunification by 2030?

By December 31, 2030, will North and South Korea officially reunify under a single government through peaceful means, as recognized by the United Nations and documented in official treaties?",0.05,"Will the Demilitarized Zone (DMZ) Between North and South Korea Be Designated a World Heritage Site by 2030?

By December 31, 2030, will UNESCO designate the Korean Demilitarized Zone (DMZ) as a World Heritage Site, acknowledging its ecological and historical significance?",0.35,"Given that the Demilitarized Zone (DMZ) Between North and South Korea is Designated a World Heritage Site by 2030, will a Unified Korean Peninsula Be Achieved Through Peaceful Reunification by 2030?

Given that by December 31, 2030, UNESCO designates the Korean Demilitarized Zone (DMZ) as a World Heritage Site, acknowledging its ecological and historical significance, this question asks if by the same date, North and South Korea will officially reunify under a single government through peaceful means, as recognized by the United Nations and documented in official treaties. This resolves as NO only if the DMZ is designated a World Heritage Site and peaceful reunification does not occur; it resolves as YES in all other cases (if the DMZ is not designated, or if both the designation and reunification occur).",0.95,"Given that the Demilitarized Zone (DMZ) Between North and South Korea Fails to Be Designated a World Heritage Site by 2030, will a Unified Korean Peninsula Be Achieved Through Peaceful Reunification by 2030?

Given that by December 31, 2030, UNESCO fails to designate the Korean Demilitarized Zone (DMZ) as a World Heritage Site, thereby not acknowledging its ecological and historical significance, this question asks if by the same date, North and South Korea will officially reunify under a single government through peaceful means, as recognized by the United Nations and documented in official treaties. This resolves as NO only if the DMZ is not designated a World Heritage Site and peaceful reunification does not occur; it resolves as YES in all other cases.",0.05,0.6193609475709789
expevidence,"Will an AI System Be Legally Granted Citizenship by Any Country by 2035?

By December 31, 2035, will any country officially grant citizenship to an artificial intelligence system, as confirmed by government records and international news media?",0.15,"Will International Laws Be Amended to Exclude AI Systems from Human Rights Protections by 2035?

By December 31, 2035, will international legal frameworks, such as those upheld by the UN, be amended to explicitly exclude AI systems from human rights protections, as documented in official legal texts?",0.15,"Given that international laws are amended to exclude AI systems from human rights protections by 2035, will an AI system be legally granted citizenship by any country by 2035?

Given that by December 31, 2035, international legal frameworks, such as those upheld by the UN, are amended to explicitly exclude AI systems from human rights protections, as documented in official legal texts, this question asks if by the same date, any country will officially grant citizenship to an artificial intelligence system, as confirmed by government records and international news media. This resolves as NO only if international laws are amended to exclude AI systems from human rights protections and no AI system is granted citizenship; it resolves as YES in all other cases.",0.15,"Given that international laws continue to include AI systems in human rights protections until 2035, will an AI system be legally granted citizenship by any country by 2035?

Given that by December 31, 2035, international legal frameworks, such as those upheld by the UN, remain unchanged in a way that AI systems are not explicitly excluded from human rights protections, as documented in official legal texts, this question asks if by the same date, any country will officially grant citizenship to an artificial intelligence system, as confirmed by government records and international news media. This resolves as NO only if international laws continue to include AI systems in human rights protections and no AI system is granted citizenship; it resolves as YES in all other cases.",0.05,0.2080220903836766
expevidence,"Will English No Longer Be the Dominant Language of the Internet by 2035?

By December 31, 2035, will a language other than English account for the majority of content on the internet, as measured by reputable internet analytics firms?",0.3,"Will Automatic Real-Time Translation Eliminate Language Barriers Online by 2035?

By December 31, 2035, will real-time translation technologies be universally adopted, effectively eliminating language barriers on major online platforms, as confirmed by leading tech companies and user statistics?",0.75,"Given that Automatic Real-Time Translation Eliminates Language Barriers Online by 2035, will English No Longer Be the Dominant Language of the Internet by 2035?

Given that by December 31, 2035, real-time translation technologies are universally adopted, effectively eliminating language barriers on major online platforms, as confirmed by leading tech companies and user statistics, this question asks if by the same date, a language other than English will account for the majority of content on the internet, as measured by reputable internet analytics firms. This resolves as NO only if real-time translation eliminates language barriers and English remains the dominant language; it resolves as YES in all other cases.",0.35,"Given that language barriers persist online despite real-time translation by 2035, will English no longer be the dominant language of the internet by 2035?

Given that by December 31, 2035, real-time translation technologies fail to be universally adopted, resulting in the persistence of language barriers on major online platforms, as confirmed by leading tech companies and user statistics, this question asks if by the same date, a language other than English will account for the majority of content on the internet, as measured by reputable internet analytics firms. This resolves as NO only if language barriers persist and English remains the dominant language; it resolves as YES in all other cases.",0.35,0.08413318729694318
expevidence,"Will a Country Officially Move Its Capital to a Floating City Due to Sea-Level Rise by 2040?

By December 31, 2040, will any country officially relocate its administrative capital to a man-made floating city, as confirmed by government declarations and international news reports?",0.05,"Will International Maritime Law Be Revised to Accommodate Permanent Floating Cities by 2040?

By December 31, 2040, will the United Nations Convention on the Law of the Sea be amended to include legal frameworks for permanent floating habitats, as documented in official UN treaties?",0.25,"Given that International Maritime Law is Revised to Accommodate Permanent Floating Cities by 2040, will a Country Officially Move Its Capital to a Floating City Due to Sea-Level Rise by 2040?

Given that by December 31, 2040, the United Nations Convention on the Law of the Sea is amended to include legal frameworks for permanent floating habitats, as documented in official UN treaties, this question asks if by the same date, any country will officially relocate its administrative capital to a man-made floating city, as confirmed by government declarations and international news reports.",0.15,,0.5,0.7727428399758114
expevidence,"Will Global Literacy Rates Decline Below 80% by 2035 Due to Digital Illiteracy?

By December 31, 2035, will the global literacy rate, considering both traditional and digital literacy, fall below 80%, as reported by UNESCO and international educational organizations?",0.15,"Will Universal Access to Digital Education Be Achieved in Over 100 Countries by 2035?

By December 31, 2035, will at least 100 countries provide universal access to digital education technologies for all school-age children, as confirmed by government reports and UNESCO?",0.45,"Given that Universal Access to Digital Education Is Achieved in Over 100 Countries by 2035, will Global Literacy Rates Decline Below 80% by 2035 Due to Digital Illiteracy?

Given that by December 31, 2035, at least 100 countries provide universal access to digital education technologies for all school-age children, as confirmed by government reports and UNESCO, this question asks if by the same date, the global literacy rate, considering both traditional and digital literacy, will fall below 80%, as reported by UNESCO and international educational organizations. This resolves as NO only if universal access is achieved and the literacy rate falls below 80%; it resolves as YES in all other cases.",0.9,"Will a Major Technological Breakthrough in Renewable Energy Occur by 2030?

By December 31, 2030, will there be a major technological breakthrough in renewable energy, such as a significant advancement in solar, wind, or battery technology, that is widely recognized by leading scientific journals and international energy organizations?

Conditional Question:  
Title: Given that a Major Technological Breakthrough in Renewable Energy Occurs by 2030, Will Global Literacy Rates Decline Below 80% by 2035 Due to Digital Illiteracy?  
Body: Given that by December 31, 2030, a major technological breakthrough in renewable energy, such as a significant advancement in solar, wind, or battery technology, is widely recognized by leading scientific journals and international energy organizations, this question asks if by December 31, 2035, the global literacy rate, considering both traditional and digital literacy, will fall below 80%, as reported by UNESCO and international educational organizations. This resolves as NO only if the breakthrough occurs and the literacy rate does not fall below 80%; it resolves as YES in all other cases.",0.65,1.2743489135243888
